file_id,filename,file_path,batch,a_doc_type,a_reason,b_doc_type,b_reason,final_doc_type,final_reason
SRC234,Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_FS_KKR_Capital_Corp_ARS_FY2024.pdf,batch2,Financials,page 1 says FS KKR Capital Corp Annual Report 2024,Financials,FS KKR Capital Corp 2024 Annual Report,Financials,both agents agreed
SRC235,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2024.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2024,Financials,Sixth Street Specialty Lending Form 10-K FY 2024,Financials,both agents agreed
SRC236,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2024.pdf,batch2,Financials,page 1 says 2024 Annual Report; stockholder letter follows,Financials,MidCap Financial Investment Corp 2024 Annual Report,Financials,both agents agreed
SRC237,Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_Apollo_Debt_Solutions_BDC_ARS_FY2024.pdf,batch2,Financials,document contains Form 10-K and consolidated financial statements,Financials,Apollo Debt Solutions BDC Form 10-K FY 2024,Financials,both agents agreed
SRC238,Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_Franklin_BSP_Capital_Corp_ARS_FY2024.pdf,batch2,Financials,document begins Form 10-K annual report filing,Financials,Franklin BSP Capital Corporation Form 10-K FY 2024,Financials,both agents agreed
SRC239,Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_Blackstone_Private_Credit_Fund_ARS_FY2024.pdf,batch2,Financials,document contains Form 10-K annual report filing,Financials,Blackstone Private Credit Fund BCRED 2024 Annual Report,Financials,both agents agreed
SRC240,Schedule_Inv_OFS_Capital_Corp_ARS_FY2023.pdf,data/documents/pdf/Schedule_Inv_OFS_Capital_Corp_ARS_FY2023.pdf,batch2,Financials,document says Annual Report 2023 and Form 10-K filing,Financials,OFS Capital Corporation Annual Report 2023,Financials,both agents agreed
SRC241,Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,data/documents/pdf/Schedule_Inv_MidCap_Financial_Investment_Corp_ARS_FY2022.pdf,batch2,Financials,document says 2022 Annual Report and Form 10-K,Financials,MidCap Financial Investment Corp 2022 Annual Report,Financials,both agents agreed
SRC242,Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.pdf,data/documents/pdf/Schedule_Inv_Sixth_Street_Specialty_Lending_ARS_FY2022.pdf,batch2,Financials,document begins Form 10-K annual report filing,Financials,Sixth Street Lending Partners Form 10-K FY 2022,Financials,both agents agreed
SRC243,Schedule_Inv_OFS_Capital_Corp_ARS_FY2022.pdf,data/documents/pdf/Schedule_Inv_OFS_Capital_Corp_ARS_FY2022.pdf,batch2,Financials,document says Annual Report 2022 and Form 10-K,Financials,OFS Capital Corporation Annual Report 2022,Financials,both agents agreed
SRC244,Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,data/documents/pdf/Schedule_Inv_Monroe_Capital_Income_Plus_Corp_ARS_FY2023.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2023,Financials,Monroe Capital Income Plus Corp Form 10-K FY 2023,Financials,both agents agreed
SRC245,Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf,data/documents/pdf/Schedule_Inv_Venture_Lending_and_Leasing_IX_ARS_FY2024.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2024,Financials,Venture Lending and Leasing IX Form 10-K FY 2024,Financials,both agents agreed
SRC246,Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf,data/documents/pdf/Financials_JLL_Income_Property_Trust_ARS_FY2025.pdf,batch2,Financials,page 1 says 2025 Annual Report for JLL Income Property Trust,Financials,JLL Income Property Trust 2025 Annual Report,Financials,both agents agreed
SRC247,NAV_Statement_SREIT_NAV_Supplement_May2024.pdf,data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_May2024.pdf,batch2,NAV_Statement,page 1 supplement discloses May 31 2024 NAV per share,NAV_Statement,SREIT Supplement No.4 May 31 2024 NAV per share,NAV_Statement,both agents agreed
SRC248,NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf,data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Jun2024.pdf,batch2,NAV_Statement,page 1 supplement discloses June 30 2024 NAV per share,NAV_Statement,SREIT Supplement No.5 June 30 2024 NAV per share,NAV_Statement,both agents agreed
SRC249,NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf,data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Aug2024.pdf,batch2,NAV_Statement,page 1 supplement discloses August 31 2024 NAV per share,NAV_Statement,SREIT Supplement No.7 August 31 2024 NAV per share,NAV_Statement,both agents agreed
SRC250,NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf,data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Sep2024.pdf,batch2,NAV_Statement,page 1 supplement discloses September 30 2024 NAV per share,NAV_Statement,SREIT Supplement No.8 September 30 2024 NAV per share,NAV_Statement,both agents agreed
SRC251,NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf,data/documents/pdf/NAV_Statement_SREIT_NAV_Supplement_Nov2024.pdf,batch2,NAV_Statement,page 1 supplement discloses November 30 2024 NAV per share,NAV_Statement,SREIT Supplement No.10 November 30 2024 NAV per share,NAV_Statement,both agents agreed
SRC252,NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf,data/documents/pdf/NAV_Statement_HGIT_Prospectus_With_Supplements_Jul2026.pdf,batch2,PPM,page 1 says supplement to prospectus dated April 22 2026,NAV_Statement,HGIT Supplement No.4 June 30 2026 NAV per share,PPM,full prospectus bound in over 278 pages; supplement is cover
SRC253,Financials_SREIT_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_SREIT_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says SREIT 2024 Annual Report,Financials,Starwood Real Estate Income Trust 2024 Annual Report,Financials,both agents agreed
SRC254,Financials_SREIT_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_SREIT_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says SREIT Annual Report 2023,Financials,Starwood Real Estate Income Trust 2023 Annual Report,Financials,both agents agreed
SRC255,Financials_SREIT_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_SREIT_Annual_Report_FY2022.pdf,batch2,Financials,annual-report package contains fund NAV and financial reporting,Financials,Starwood Real Estate Income Trust 2022 Annual Report,Financials,both agents agreed
SRC256,Financials_BREIT_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_BREIT_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says Blackstone Real Estate Income Trust Annual Report 2024,Financials,BREIT Blackstone Real Estate Income Trust 2024 Annual Report,Financials,both agents agreed
SRC257,Financials_BREIT_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_BREIT_Annual_Report_FY2022.pdf,batch2,Financials,annual-report package for Blackstone Real Estate Income Trust,Financials,BREIT Annual Report FY2022,Financials,both agents agreed
SRC258,Financials_JLLIPT_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_JLLIPT_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says JLL Income Property Trust 2024 Annual Report,Financials,JLLIPT Annual Report FY2024,Financials,both agents agreed
SRC259,Financials_JLLIPT_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_JLLIPT_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says JLL Income Property Trust Annual Report 2023,Financials,JLLIPT Annual Report FY2023,Financials,both agents agreed
SRC260,Financials_JLLIPT_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_JLLIPT_Annual_Report_FY2022.pdf,batch2,Financials,page 1 says JLL Income Property Trust 2022 Annual Report,Financials,JLLIPT Annual Report FY2022,Financials,both agents agreed
SRC261,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2025.pdf,batch2,Financials,annual report contains Form 10-K and consolidated financial statements,Financials,Nuveen Global Cities REIT Annual Report FY2025,Financials,both agents agreed
SRC262,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2024.pdf,batch2,Financials,annual report contains Form 10-K and consolidated financial statements,Financials,Nuveen Global Cities REIT Annual Report FY2024,Financials,both agents agreed
SRC263,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2023.pdf,batch2,Financials,annual report contains Form 10-K and consolidated financial statements,Financials,Nuveen Global Cities REIT Annual Report FY2023,Financials,both agents agreed
SRC264,Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_Nuveen_Global_Cities_REIT_Annual_Report_FY2022.pdf,batch2,Financials,annual report package reports fund NAV and financial results,Financials,Nuveen Global Cities REIT Annual Report FY2022,Financials,both agents agreed
SRC265,Financials_Brookfield_REIT_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Brookfield_REIT_Annual_Report_FY2025.pdf,batch2,Financials,page 1 says Brookfield REIT 2025 Annual Report,Financials,Brookfield REIT Annual Report FY2025,Financials,both agents agreed
SRC266,Financials_Brookfield_REIT_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Brookfield_REIT_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says Brookfield REIT 2024 Annual Report,Financials,Brookfield REIT 2024 Annual Report,Financials,both agents agreed
SRC267,Financials_Brookfield_REIT_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Brookfield_REIT_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says Brookfield REIT Annual Report 2023,Financials,Brookfield REIT Annual Report FY2023,Financials,both agents agreed
SRC268,Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Hines_Global_Income_Trust_Annual_Report_FY2024.pdf,batch2,Financials,page 1 Annual Report includes Form 10-K,Financials,Hines Global Income Trust Annual Report FY2024,Financials,both agents agreed
SRC269,Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_Hines_Global_Income_Trust_Annual_Report_FY2022.pdf,batch2,Financials,page 1 Annual Report includes Form 10-K,Financials,Hines Global Income Trust Annual Report FY2022,Financials,both agents agreed
SRC270,Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_INREIT_Invesco_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,batch2,Financials,annual-letter package includes most recent Annual Report on Form 10-K,Financials,Invesco Real Estate Income Trust Annual Report FY2025,Financials,both agents agreed
SRC271,Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_RREEF_Property_Trust_Annual_Report_FY2025.pdf,batch2,Financials,page 1 says RREEF Property Trust Annual Report 2025,Financials,RREEF Property Trust Annual Report FY2025,Financials,both agents agreed
SRC272,Financials_RREEF_Property_Trust_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_RREEF_Property_Trust_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says RREEF Property Trust Annual Report 2023,Financials,RREEF Property Trust Annual Report FY2023,Financials,both agents agreed
SRC273,Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_RREEF_Property_Trust_Annual_Report_FY2022.pdf,batch2,Financials,page 1 says RREEF Property Trust Annual Report 2022,Financials,RREEF Property Trust Annual Report FY2022,Financials,both agents agreed
SRC274,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2024.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2024,Financials,Cantor Fitzgerald Income Trust Annual Report FY2024,Financials,both agents agreed
SRC275,Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Cantor_Fitzgerald_Income_Trust_Annual_Report_FY2023.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2023,Financials,Cantor Fitzgerald Income Trust Annual Report FY2023,Financials,both agents agreed
SRC276,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says Sculptor Diversified REIT 2024 Annual Report,Financials,Sculptor Diversified REIT Annual Report FY2024,Financials,both agents agreed
SRC277,Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Sculptor_Diversified_REIT_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says Sculptor Diversified REIT 2023 Annual Report,Financials,Sculptor Diversified REIT Annual Report FY2023,Financials,both agents agreed
SRC278,Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Apollo_Realty_Income_Solutions_Annual_Report_FY2023.pdf,batch2,Financials,annual-report package presents Apollo Realty Income Solutions financial reporting,Financials,Apollo Realty Income Solutions Form 10-K FY2023,Financials,both agents agreed
SRC279,Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_FS_Credit_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,batch2,Financials,page 1 says FS Credit Real Estate Income Trust Annual report 2025,Financials,FS Credit Real Estate Income Trust Annual Report 2025,Financials,both agents agreed
SRC280,Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_InPoint_Commercial_RE_Income_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says Annual Report; page 2 begins Form 10-K,Financials,InPoint Commercial Real Estate Income 2024 Form 10-K,Financials,both agents agreed
SRC281,Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf,data/documents/pdf/Schedule_Inv_InPoint_Commercial_RE_Income_Annual_Report_FY2025.pdf,batch2,Financials,page 1 says Annual Report; page 2 begins Form 10-K,Financials,InPoint Commercial Real Estate Income 2025 Form 10-K,Financials,both agents agreed
SRC282,Schedule_Inv_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2024.pdf,data/documents/pdf/Schedule_Inv_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says 2024 Annual Report; Form 10-K follows,Financials,Ares Real Estate Income Trust Annual Report FY2024,Financials,both agents agreed
SRC283,Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_AREIT_Ares_Real_Estate_Income_Trust_Annual_Report_FY2025.pdf,batch2,Financials,page 1 says 2025 Annual Report and begins Form 10-K,Financials,Ares Real Estate Income Trust Annual Report FY2025,Financials,both agents agreed
SRC284,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.pdf,data/documents/pdf/Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says 2024 Annual Report; Form 10-K follows,Financials,Ares Industrial REIT 2024 Annual Report Form 10-K,Financials,both agents agreed
SRC285,Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.pdf,data/documents/pdf/Schedule_Inv_AIREIT_Ares_Industrial_REIT_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says 2023 Annual Report; Form 10-K follows,Financials,Ares Industrial REIT 2023 Annual Report Form 10-K,Financials,both agents agreed
SRC286,Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.pdf,data/documents/pdf/Schedule_Inv_Apollo_Realty_Income_Solutions_Annual_Report_FY2024.pdf,batch2,Financials,page 1 begins Form 10-K annual report for fiscal 2024,Financials,Apollo Realty Income Solutions Form 10-K FY2024,Financials,both agents agreed
SRC287,Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.pdf,data/documents/pdf/Financials_ICG_Enterprise_Trust_Annual_Report_FY2025_Jan_Statements.pdf,batch2,Financials,page 1 independent auditor says audited financial statements for 2025,Financials,ICG Enterprise Trust audited financial statements year ended 31 January 2025,Financials,both agents agreed
SRC288,Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.pdf,data/documents/pdf/Financials_3i_Infrastructure_Annual_Report_FY2025_Mar.pdf,batch2,Financials,page 1 says Annual report and accounts 2025,Financials,3i Infrastructure annual report and accounts 2025,Financials,both agents agreed
SRC289,Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.pdf,data/documents/pdf/Financials_HICL_Infrastructure_Annual_Report_FY2026_Mar.pdf,batch2,Financials,contents list Financials and Independent Auditor’s Report,Financials,HICL Infrastructure Annual Report 2026,Financials,both agents agreed
SRC290,Financials_3i_Group_Annual_Report_FY2025_Mar.pdf,data/documents/pdf/Financials_3i_Group_Annual_Report_FY2025_Mar.pdf,batch2,Financials,page 1 says 3i Group annual report and accounts 2025,Financials,3i Group plc annual report and accounts 2025,Financials,both agents agreed
SRC291,Financials_Oakley_Capital_Investments_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Oakley_Capital_Investments_Annual_Report_FY2024.pdf,batch2,Financials,contents list notes to financial statements in Annual Report 2024,Financials,Oakley Capital Investments Annual Report FY2024,Financials,both agents agreed
SRC292,Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Pantheon_Infrastructure_Annual_Report_FY2024.pdf,batch2,Financials,annual report contains Financial statements and Independent Auditor’s report,Financials,Pantheon Infrastructure Annual Report 2024,Financials,both agents agreed
SRC293,Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_BBGI_Global_Infrastructure_Annual_Report_FY2024.pdf,batch2,Financials,contents list audit report and consolidated financial statements,Financials,BBGI Global Infrastructure Annual Report FY2024,Financials,both agents agreed
SRC294,Financials_Pantheon_Infrastructure_Financial_Statements_FY2024.pdf,data/documents/pdf/Financials_Pantheon_Infrastructure_Financial_Statements_FY2024.pdf,batch2,Financials,page 1 section says Financial Statements and Independent Auditor’s report,Financials,Pantheon Infrastructure audited financial statements FY2024,Financials,both agents agreed
SRC295,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Renewables_Infrastructure_Group_Annual_Report_FY2024.pdf,batch2,Financials,page 1 says TRIG Annual Report 2024 with financial review,Financials,TRIG Annual Report 2024,Financials,both agents agreed
SRC296,Financials_Renewables_Infrastructure_Group_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Renewables_Infrastructure_Group_Annual_Report_FY2025.pdf,batch2,Financials,"contents list Financials, auditor report, statements, and notes",Financials,TRIG Annual Report FY2025,Financials,both agents agreed
SRC297,Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.pdf,data/documents/pdf/Financials_International_Public_Partnerships_Annual_Report_FY2024_18M.pdf,batch2,Financials,page 1 says Annual Report and Financial Statements 2024,Financials,International Public Partnerships Annual Report FY2024,Financials,both agents agreed
SRC298,Financials_Princess_Private_Equity_Holding_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Princess_Private_Equity_Holding_Annual_Report_FY2023.pdf,batch2,Financials,page 1 says audited consolidated financial statements for 2023,Financials,Princess Private Equity Holding Annual Report 2023,Financials,both agents agreed
SRC299,Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.pdf,data/documents/pdf/Quarterly_Report_Partners_Group_Private_Equity_Interim_Jun2024.pdf,batch2,Financials,interim report contains unaudited condensed consolidated financial statements,Financials,Partners Group Private Equity Limited Interim Report 2024,Financials,both agents agreed
SRC300,Financials_Molten_Ventures_VCT_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Molten_Ventures_VCT_Annual_Report_FY2025.pdf,batch2,Financials,page 1 says Annual report for year ended 31 March 2025,Financials,Molten Ventures VCT Annual Report year ended 31 March 2025,Financials,both agents agreed
SRC301,Performance_Pantheon_International_Annual_Results_May2023.pdf,data/documents/pdf/Performance_Pantheon_International_Annual_Results_May2023.pdf,batch2,Performance,"page 2 agenda centers on financial results, cash flow, financial position",Performance,Pantheon International annual results presentation August 2023,Performance,both agents agreed
SRC302,Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Greencoat_UK_Wind_Annual_Report_FY2024.pdf,batch2,Financials,contents list Independent Auditor’s Report and Financial Statements,Financials,Greencoat UK Wind Annual Report year ended 31 December 2024,Financials,both agents agreed
SRC303,Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Greencoat_UK_Wind_Annual_Report_FY2025.pdf,batch2,Financials,contents list Financial Statements and notes to financial statements,Financials,Greencoat UK Wind Annual Report year ended 31 December 2025,Financials,both agents agreed
SRC304,Financials_Sofina_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Sofina_Annual_Report_FY2024.pdf,batch2,Financials,Annual Report contents include Accounts and Notes,Financials,Sofina Annual Report 2024 with accounts and notes,Financials,both agents agreed
SRC305,Financials_Sofina_Half_Year_Report_Jun2024.pdf,data/documents/pdf/Financials_Sofina_Half_Year_Report_Jun2024.pdf,batch2,Financials,Half-Year Report contents include Accounts and notes,Financials,Sofina Half-Year Report 2024,Financials,both agents agreed
SRC306,Financials_Gimv_Annual_Report_FY2023_2024_Mar.pdf,data/documents/pdf/Financials_Gimv_Annual_Report_FY2023_2024_Mar.pdf,batch3,Financials,contents include annual results and audited financial statements,Financials,page 1 masthead Annual Report 2023-2024 with Financial section,Financials,both agents agreed
SRC307,Financials_Gimv_Half_Year_Report_Sep2024.pdf,data/documents/pdf/Financials_Gimv_Half_Year_Report_Sep2024.pdf,batch3,Financials,cover states consolidated financial statements and half-year report,Financials,page 1 condensed interim consolidated financial statements 30 September 2024,Financials,both agents agreed
SRC308,Financials_Brederode_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Brederode_Annual_Report_FY2024.pdf,batch3,Financials,annual report contains consolidated financial statements and auditor report,Financials,page 1 masthead BREDERODE ANNUAL REPORT 2024,Financials,both agents agreed
SRC309,Financials_Brederode_Half_Year_Report_Jun2025.pdf,data/documents/pdf/Financials_Brederode_Half_Year_Report_Jun2025.pdf,batch3,Financials,semi-annual financial information presents IFRS key figures and net assets,Financials,page 1 SEMI-ANNUAL PRESS RELEASE FINANCIAL INFORMATION 30 JUNE 2025,Financials,both agents agreed
SRC310,Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.pdf,data/documents/pdf/Financials_Cordiant_Digital_Infrastructure_Annual_Report_FY2025_Mar.pdf,batch3,Financials,annual report includes IFRS financial statements and independent auditor report,Financials,page 1 masthead Annual Report 2025 with Financial statements,Financials,both agents agreed
SRC311,Financials_Cordiant_Digital_Infrastructure_Interim_Report_Sep2025.pdf,data/documents/pdf/Financials_Cordiant_Digital_Infrastructure_Interim_Report_Sep2025.pdf,batch3,Financials,interim report includes condensed financial statements and cash flows,Financials,page 1 Interim Report 2025 with condensed financial statements,Financials,both agents agreed
SRC312,Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.pdf,data/documents/pdf/Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2025_Jun.pdf,batch3,Financials,annual report includes audited financial statements and independent auditor,Financials,page 1 annual report contents include business review,Financials,both agents agreed
SRC313,Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2023_Jun.pdf,data/documents/pdf/Financials_Seraphim_Space_Investment_Trust_Annual_Report_FY2023_Jun.pdf,batch3,Financials,annual report includes audited financial statements and independent auditor,Financials,page 1 annual report year ended 30 June 2023,Financials,both agents agreed
SRC314,Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.pdf,data/documents/pdf/Valuation_Augmentum_Fintech_Portfolio_Valuation_Mar2026.pdf,batch3,Valuation,page 1 identifies independent portfolio valuation report and gross value,Valuation,page 1 Grant Thornton Valuation Report gross portfolio value,Valuation,both agents agreed
SRC315,Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.pdf,data/documents/pdf/Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.pdf,batch3,Performance,AGM presentation reports NAV progression and investment total returns,Performance,page 1 AGM pack contents NAV progression and total returns,Performance,both agents agreed
SRC316,Financials_NBIM_GPFG_Annual_Report_2025.pdf,data/documents/pdf/Financials_NBIM_GPFG_Annual_Report_2025.pdf,batch3,Institutional_Report,Government Pension Fund Global annual report covers investments and results,Institutional_Report,page 1 Government Pension Fund Global Annual Report 2025,Institutional_Report,both agents agreed
SRC317,Reporting_NBIM_GPFG_Responsible_Investment_2025.pdf,data/documents/pdf/Reporting_NBIM_GPFG_Responsible_Investment_2025.pdf,batch3,Stewardship_Proxy_Report,responsible investment report covers engagement voting climate and governance,Stewardship_Proxy_Report,page 1 masthead Responsible investment Government Pension Fund Global 2025,Stewardship_Proxy_Report,both agents agreed
SRC318,Financials_NBIM_GPFG_Half_Year_Report_2025.pdf,data/documents/pdf/Financials_NBIM_GPFG_Half_Year_Report_2025.pdf,batch3,Institutional_Report,Government Pension Fund Global half-year report covers investments and results,Institutional_Report,page 1 Government Pension Fund Global Half-year report 2025,Institutional_Report,both agents agreed
SRC319,Financials_Future_Fund_Australia_Annual_Report_FY2025.pdf,data/documents/pdf/Financials_Future_Fund_Australia_Annual_Report_FY2025.pdf,batch3,Institutional_Report,Future Fund annual report covers investment performance governance and operations,Institutional_Report,page 1 Future Fund Annual Report 2024-25 table of contents,Institutional_Report,both agents agreed
SRC320,Financials_Future_Fund_Australia_Annual_Report_FY2024.pdf,data/documents/pdf/Financials_Future_Fund_Australia_Annual_Report_FY2024.pdf,batch3,Institutional_Report,Future Fund annual report covers investment performance governance and operations,Institutional_Report,page 1 ANNUAL REPORT 2023-24 with financial statements section,Institutional_Report,both agents agreed
SRC321,Financials_Border_To_Coast_Annual_Report_FY2023.pdf,data/documents/pdf/Financials_Border_To_Coast_Annual_Report_FY2023.pdf,batch3,Institutional_Report,pension pool annual report covers governance investments and financial performance,Institutional_Report,page 1 Border to Coast Annual Report and Accounts 2022-2023,Institutional_Report,both agents agreed
SRC322,Financials_Border_To_Coast_Annual_Report_FY2022.pdf,data/documents/pdf/Financials_Border_To_Coast_Annual_Report_FY2022.pdf,batch3,Institutional_Report,pension pool annual report covers governance investments and financial performance,Institutional_Report,page 1 Annual Report and Accounts 2021-2022,Institutional_Report,both agents agreed
SRC323,Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf,data/documents/pdf/Fee_Report_Border_To_Coast_Assessment_Of_Value_2024.pdf,batch3,Fee_Report,assessment of value reviews fund costs charges and value,Fee_Report,page 1 Assessment of Value Report costs and charges,Fee_Report,both agents agreed
SRC324,Reporting_Border_To_Coast_Climate_Change_Report_FY2025.pdf,data/documents/pdf/Reporting_Border_To_Coast_Climate_Change_Report_FY2025.pdf,batch3,Stewardship_Proxy_Report,climate change report covers TCFD governance risks and emissions,Stewardship_Proxy_Report,page 1 Climate Change Report 2024-25,Stewardship_Proxy_Report,both agents agreed
