trade_id,split,fund_id,manager_id,deal_date,sub_strategy,actual_clearing_nav_fraction,baseline_prediction,model_prediction,baseline_abs_error,model_abs_error,reference_nav,origin_type
TRADE_34540362558EB7FEA353,temporal_test,FUND_SYNTH_000760,MANAGER_SYNTH_00190,2026-08-28,middle_market,0.8321682539,0.8620495546,0.8384159379,0.0298813007,0.0062476840,157.38000000,DERIVED
TRADE_A82D18E795E70874A76B,temporal_test,FUND_SYNTH_000772,MANAGER_SYNTH_00193,2026-02-28,middle_market,1.0012553501,0.8620495546,0.9766594179,0.1392057955,0.0245959322,359.41000000,DERIVED
TRADE_9C2723D13102F5284B0B,temporal_test,FUND_SYNTH_000772,MANAGER_SYNTH_00193,2026-08-28,middle_market,1.0249142708,0.8620495546,1.0030323506,0.1628647162,0.0218819202,151.23000000,DERIVED
TRADE_3CFB3BAE5EBEE1F5A681,temporal_test,FUND_SYNTH_000781,MANAGER_SYNTH_00196,2026-02-28,middle_market,0.9156413438,0.8620495546,0.9217403698,0.0535917892,0.0060990260,141.60000000,DERIVED
TRADE_D3E12E021B08EC4E788D,temporal_test,FUND_SYNTH_000781,MANAGER_SYNTH_00196,2026-08-28,middle_market,0.9242596761,0.8620495546,0.9268627135,0.0622101215,0.0026030374,112.64000000,DERIVED
TRADE_ED362525424C65CC4BF7,temporal_test,FUND_SYNTH_000792,MANAGER_SYNTH_00198,2026-08-28,middle_market,0.8824796703,0.8620495546,0.8555860113,0.0204301157,0.0268936590,177.57000000,DERIVED
TRADE_2114B54C45B9E4AA5B82,temporal_test,FUND_SYNTH_000793,MANAGER_SYNTH_00199,2026-08-28,middle_market,0.9129650819,0.8620495546,0.8672396352,0.0509155273,0.0457254467,360.46000000,DERIVED
TRADE_26F92C9DFD6D44A6D9D3,temporal_test,FUND_SYNTH_000794,MANAGER_SYNTH_00199,2026-02-28,middle_market,0.8503041627,0.8620495546,0.8210347892,0.0117453919,0.0292693735,553.66000000,DERIVED
TRADE_3F59D5573E6F3D5C144C,temporal_test,FUND_SYNTH_000794,MANAGER_SYNTH_00199,2026-08-28,middle_market,0.8334193934,0.8620495546,0.8384125357,0.0286301612,0.0049931423,489.06000000,DERIVED
TRADE_06A204F691F079C29146,manager_holdout_test,FUND_SYNTH_000013,MANAGER_SYNTH_00004,2024-02-28,middle_market,0.8700875950,0.8620495546,0.8794564583,0.0080380404,0.0093688633,143.72000000,DERIVED
TRADE_8F890419408A8B5F052A,manager_holdout_test,FUND_SYNTH_000013,MANAGER_SYNTH_00004,2025-02-28,middle_market,0.8938204090,0.8620495546,0.8936345364,0.0317708544,0.0001858726,60.03000000,DERIVED
TRADE_8F890419408A8B5F052A,manager_holdout_test,FUND_SYNTH_000013,MANAGER_SYNTH_00004,2025-02-28,middle_market,0.8424656483,0.8620495546,0.8936345364,0.0195839063,0.0511688881,60.03000000,DERIVED
TRADE_8F890419408A8B5F052A,manager_holdout_test,FUND_SYNTH_000013,MANAGER_SYNTH_00004,2025-02-28,middle_market,0.8611917032,0.8620495546,0.8936345364,0.0008578514,0.0324428332,60.03000000,DERIVED
TRADE_5462ECECFCA7C0AA65BE,manager_holdout_test,FUND_SYNTH_000015,MANAGER_SYNTH_00004,2024-02-28,middle_market,0.8925282668,0.8620495546,0.9031095822,0.0304787122,0.0105813154,230.28000000,DERIVED
TRADE_DB90F45F0778D48C5F9C,manager_holdout_test,FUND_SYNTH_000015,MANAGER_SYNTH_00004,2025-02-28,middle_market,0.9378284535,0.8620495546,0.9201197340,0.0757788989,0.0177087195,163.96000000,DERIVED
TRADE_A6F7C3A4F583CCF923A3,manager_holdout_test,FUND_SYNTH_000049,MANAGER_SYNTH_00013,2024-02-28,middle_market,0.8989864113,0.8620495546,0.8963239070,0.0369368567,0.0026625043,320.63000000,DERIVED
TRADE_EEDD6087FB5EA03A59C1,manager_holdout_test,FUND_SYNTH_000049,MANAGER_SYNTH_00013,2025-02-28,middle_market,0.9296043799,0.8620495546,0.9448424861,0.0675548253,0.0152381062,139.44000000,DERIVED
TRADE_4C079952CE2697BF6242,manager_holdout_test,FUND_SYNTH_000051,MANAGER_SYNTH_00013,2025-02-28,middle_market,0.7774545201,0.8620495546,0.7929347169,0.0845950345,0.0154801968,299.52000000,DERIVED
TRADE_52A21651C2A28BBCAF6E,manager_holdout_test,FUND_SYNTH_000089,MANAGER_SYNTH_00023,2024-02-28,middle_market,0.8724839774,0.8620495546,0.8357819095,0.0104344228,0.0367020679,515.12000000,DERIVED
TRADE_5CE996AC1DAFBF0785AA,manager_holdout_test,FUND_SYNTH_000089,MANAGER_SYNTH_00023,2025-02-28,middle_market,0.8928447637,0.8620495546,0.8681280224,0.0307952091,0.0247167413,394.93000000,DERIVED
TRADE_241F2EE9F4A7B2827F5C,manager_holdout_test,FUND_SYNTH_000114,MANAGER_SYNTH_00029,2024-02-28,middle_market,0.7997729033,0.8620495546,0.8393844827,0.0622766513,0.0396115794,321.41000000,DERIVED
TRADE_6589DDE534415013B7F7,manager_holdout_test,FUND_SYNTH_000114,MANAGER_SYNTH_00029,2025-02-28,middle_market,0.8758180926,0.8620495546,0.8623694650,0.0137685380,0.0134486276,245.72000000,DERIVED
TRADE_9FFFBFD6AB6B4ED9DA44,manager_holdout_test,FUND_SYNTH_000278,MANAGER_SYNTH_00070,2024-02-28,middle_market,0.8642933145,0.8620495546,0.8871022962,0.0022437599,0.0228089817,239.37000000,DERIVED
TRADE_514DAFDB9407C1010051,manager_holdout_test,FUND_SYNTH_000278,MANAGER_SYNTH_00070,2025-02-28,middle_market,0.9249994614,0.8620495546,0.8904581673,0.0629499068,0.0345412941,212.68000000,DERIVED
TRADE_402F400984B99F07230F,manager_holdout_test,FUND_SYNTH_000328,MANAGER_SYNTH_00082,2024-02-28,middle_market,0.8602320150,0.8620495546,0.8810655061,0.0018175396,0.0208334911,593.16000000,DERIVED
TRADE_4A3453DBC46589FFC439,manager_holdout_test,FUND_SYNTH_000328,MANAGER_SYNTH_00082,2025-02-28,middle_market,0.9034066012,0.8620495546,0.9062807650,0.0413570466,0.0028741638,397.98000000,DERIVED
TRADE_203E271720EB1455DA37,manager_holdout_test,FUND_SYNTH_000336,MANAGER_SYNTH_00084,2024-02-28,middle_market,0.8499484038,0.8620495546,0.8232223146,0.0121011508,0.0267260892,878.97000000,DERIVED
TRADE_85529E905D52F2B2D570,manager_holdout_test,FUND_SYNTH_000336,MANAGER_SYNTH_00084,2025-02-28,middle_market,0.9070108243,0.8620495546,0.8475210117,0.0449612697,0.0594898126,733.30000000,DERIVED
TRADE_3C9E4739017C0675285B,manager_holdout_test,FUND_SYNTH_000349,MANAGER_SYNTH_00088,2024-02-28,middle_market,0.8415210902,0.8620495546,0.8601565174,0.0205284644,0.0186354272,169.49000000,DERIVED
TRADE_8A429F70B9E174E9F349,manager_holdout_test,FUND_SYNTH_000349,MANAGER_SYNTH_00088,2025-02-28,middle_market,0.8800362827,0.8620495546,0.8731615497,0.0179867281,0.0068747330,127.46000000,DERIVED
TRADE_3DA61CDDAE3FB41C4B00,manager_holdout_test,FUND_SYNTH_000350,MANAGER_SYNTH_00088,2025-02-28,middle_market,0.8082514891,0.8620495546,0.8042407722,0.0537980655,0.0040107169,292.17000000,DERIVED
TRADE_580DEE6C9985C30893DC,manager_holdout_test,FUND_SYNTH_000351,MANAGER_SYNTH_00088,2024-02-28,middle_market,0.8758857922,0.8620495546,0.8619610345,0.0138362376,0.0139247577,610.66000000,DERIVED
TRADE_722E2A30606C6837AE7B,manager_holdout_test,FUND_SYNTH_000351,MANAGER_SYNTH_00088,2025-02-28,middle_market,0.9037955309,0.8620495546,0.8974832788,0.0417459763,0.0063122521,438.73000000,DERIVED
TRADE_013D4388C8938DC1293F,manager_holdout_test,FUND_SYNTH_000420,MANAGER_SYNTH_00105,2024-02-28,middle_market,0.7533240049,0.8620495546,0.7874677168,0.1087255497,0.0341437119,252.73000000,DERIVED
TRADE_0EC6EB56E231F95A0CC5,manager_holdout_test,FUND_SYNTH_000420,MANAGER_SYNTH_00105,2025-02-28,middle_market,0.8334712586,0.8620495546,0.8128697277,0.0285782960,0.0206015309,462.71000000,DERIVED
TRADE_594D44B1E7823EC4E620,manager_holdout_test,FUND_SYNTH_000447,MANAGER_SYNTH_00112,2025-02-28,middle_market,0.7514362655,0.8620495546,0.8026791316,0.1106132891,0.0512428661,706.34000000,DERIVED
TRADE_1F23A3CB276D162BAC70,manager_holdout_test,FUND_SYNTH_000449,MANAGER_SYNTH_00113,2024-02-28,middle_market,0.8337755338,0.8620495546,0.8325527432,0.0282740208,0.0012227906,689.21000000,DERIVED
TRADE_BDE2DB809E4900F0AFF8,manager_holdout_test,FUND_SYNTH_000449,MANAGER_SYNTH_00113,2025-02-28,middle_market,0.8034920216,0.8620495546,0.8470104087,0.0585575330,0.0435183871,631.12000000,DERIVED
TRADE_386543D6F063D92F3E12,manager_holdout_test,FUND_SYNTH_000455,MANAGER_SYNTH_00114,2024-02-28,middle_market,0.8705289069,0.8620495546,0.8720882877,0.0084793523,0.0015593808,666.97000000,DERIVED
TRADE_1620139A08B571B31DD1,manager_holdout_test,FUND_SYNTH_000455,MANAGER_SYNTH_00114,2025-02-28,middle_market,0.9395447107,0.8620495546,0.8909202044,0.0774951561,0.0486245063,481.69000000,DERIVED
TRADE_B3C07A5577CDB6EAA72B,manager_holdout_test,FUND_SYNTH_000471,MANAGER_SYNTH_00118,2024-02-28,middle_market,0.8378876053,0.8620495546,0.8659403852,0.0241619493,0.0280527799,326.94000000,DERIVED
TRADE_EEB250E1DE92D407EB19,manager_holdout_test,FUND_SYNTH_000471,MANAGER_SYNTH_00118,2025-02-28,middle_market,0.8780776985,0.8620495546,0.8830596590,0.0160281439,0.0049819605,234.72000000,DERIVED
TRADE_2B2F0F1DFB69928CDB89,manager_holdout_test,FUND_SYNTH_000534,MANAGER_SYNTH_00134,2025-02-28,middle_market,0.7902907473,0.8620495546,0.7852094571,0.0717588073,0.0050812902,185.58000000,DERIVED
TRADE_9E13F8B922519623C7E5,manager_holdout_test,FUND_SYNTH_000536,MANAGER_SYNTH_00134,2024-02-28,middle_market,0.8450952631,0.8620495546,0.8589812333,0.0169542915,0.0138859702,599.22000000,DERIVED
TRADE_204164AB456ECE1B83CE,manager_holdout_test,FUND_SYNTH_000536,MANAGER_SYNTH_00134,2025-02-28,middle_market,0.8737577615,0.8620495546,0.8908793275,0.0117082069,0.0171215660,425.40000000,DERIVED
TRADE_B9849AA915239410EBD6,manager_holdout_test,FUND_SYNTH_000663,MANAGER_SYNTH_00166,2025-02-28,middle_market,0.9047324338,0.8620495546,0.8972747065,0.0426828792,0.0074577273,252.06000000,DERIVED
TRADE_D762510C68B4AAD7DFDD,manager_holdout_test,FUND_SYNTH_000664,MANAGER_SYNTH_00166,2024-02-28,middle_market,0.8160741386,0.8620495546,0.8154879438,0.0459754160,0.0005861948,1103.62000000,DERIVED
