instrument_id,target_id,instrument_kind,security_title_raw,security_type_raw,currency,seniority,secured_status,stated_rate,rate_type,rate_basis_raw,spread_bps,maturity_date_raw,maturity_date,identifier_type,identifier_value,instrument_status,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status
INSTR_GENERATED_898584549CF2F8B979E3,TARGET_GENERATED_E5B005575C9EFB961E44,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_89A156486065929F03C3,TARGET_GENERATED_800A6964874819E3BE7C,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_89C4FFD60E854A644CE1,TARGET_GENERATED_D7F43B55C9486DA412B9,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_89C9F996EE213EA82E2E,TARGET_GENERATED_6E22D1DBE98CA3CD6D4C,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A1FCA18BF4E2E0A38D4,TARGET_GENERATED_4A57D034B7F0893478D2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A2B75F8926D61E3653E,TARGET_GENERATED_1EACB0CDFF47154E7609,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A560BB39D6239ADB94F,TARGET_GENERATED_06681A36E7D470F10D36,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A7C0B9B7CF7960854BF,TARGET_GENERATED_7E850D5C081923F03558,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A873509623FD067ECE5,TARGET_GENERATED_B78BA69A862EEBD34490,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A8FE6DE4DD86026429B,TARGET_GENERATED_95C22A992AFB93E70D39,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8A9129D6A29AEF588034,TARGET_GENERATED_F8888B11ECB1D2D6BDD2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8AB0EBE272AB1CF9E750,TARGET_GENERATED_3AE137C8F08163EEA75F,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8AD0FA7FE71FE038E2A6,TARGET_GENERATED_C06DADB78F787A8D7026,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8AF1DDBE1CE366392FAF,TARGET_GENERATED_B72CE31F5936D8BA5AB7,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B05C3F97648E1633982,TARGET_GENERATED_7224005E0250A79100ED,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B0E5A57797425A4866F,TARGET_GENERATED_1885D25948264544138A,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B358302045ED76567A3,TARGET_GENERATED_CD407FD9CDC5FFEC40DD,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B416A6A7DDDD9892AA4,TARGET_GENERATED_B2FCF6125A42605AAA4E,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B6149AF8759DA7375FC,TARGET_GENERATED_C3F10F69410FCAE07999,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B694291A8DA2C08C2A9,TARGET_GENERATED_5F0656C15D16833498D2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B6A73473964FA8056B1,TARGET_GENERATED_E6E12E60C01D6149CE56,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B6A9C8663B336B96B3B,TARGET_GENERATED_D14510D80053BCD156FA,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8B6CDD317668CFC7F537,TARGET_GENERATED_55C513FFEAFADBC9367E,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8BB0497279FD8A795A52,TARGET_GENERATED_19DFF925E67717512721,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8BB2759A9659EB83F1BC,TARGET_GENERATED_516BE6331765C0C62B98,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8BE465E7BCE1F8B771D8,TARGET_GENERATED_D189016749C07E282057,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C05C915521F6C21EE69,TARGET_GENERATED_CA8FC494D678927AC7D2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C1013DB1C11AF8FC462,TARGET_GENERATED_B14CCEB027FB34E18A52,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C1280C306B7842230FA,TARGET_GENERATED_1EA2426AE730DEF70E73,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C18A29F37CD01F56133,TARGET_GENERATED_D92F0B845CDA52329891,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C1B25563B320D50AC3E,TARGET_GENERATED_4D266D3885D5E04A2BBF,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C2C0FA9B7296937813D,TARGET_GENERATED_D3A301AD3A33FCE24C01,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C39D2A56861B894CB4F,TARGET_GENERATED_9D8599B92D56AAAC6DEF,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C413BA6C4B6375C17ED,TARGET_GENERATED_022CF25A72B055D68D2F,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C463CF29059FE55D188,TARGET_GENERATED_36E9DD925C1B49F6A1F2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C54395B7D61551D8D65,TARGET_GENERATED_BA5F77A474C0E46FF42B,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C826B937D020140AC9E,TARGET_GENERATED_81B3B27B20FACB145F94,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C91862DDB06B65AA4B2,TARGET_GENERATED_92944E617114698E8EB9,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C9622A465655B078860,TARGET_GENERATED_FC8189D41360F7A15E13,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8C9EDD443F9F94BAEC4D,TARGET_GENERATED_FC4B47310F6AC5DE1BF6,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CB0715608EA84BFE1F5,TARGET_GENERATED_C55B44F30DF3BC6FC7CD,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CB77437DEA091774170,TARGET_GENERATED_7634F6B5A34C737160C1,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CC295B5425C2EBDD98C,TARGET_GENERATED_AA99C2710C41B05E1365,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CD410F7363F8A2E1983,TARGET_GENERATED_D43C0A98920A8F68641E,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CD7D53B119648FA2E72,TARGET_GENERATED_24BA0B925184EEB3CA13,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CD9A5587E93BBF8D9D5,TARGET_GENERATED_EC5D1F3CD4975B261733,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8CE52F13392E2E168BD4,TARGET_GENERATED_7126BA862FC77D405FB0,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D25AD6ED4991F1F844D,TARGET_GENERATED_CD4E11AF09B67E5FD90D,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D27DEB6870CEF87F05E,TARGET_GENERATED_245BE5A402C3F24FDCA8,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D4DA6980ED16A59CB2D,TARGET_GENERATED_85F2AAA82B27C63E520F,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D631422FAADC991ED83,TARGET_GENERATED_118193B3844CD1A743E2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D8227BFFF4A4DF5BD37,TARGET_GENERATED_5B1BB63D1C2266DB9303,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D8BAD07B3F27924DFB5,TARGET_GENERATED_CA6D58F1A3F82A12AB63,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8D9DA1CB4B3C34A7530C,TARGET_GENERATED_2BADC84CABE4DAE56183,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8DC5D35FED96E5F02E36,TARGET_GENERATED_4B059B47304EC9001FBA,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8DCD3386699462076A9A,TARGET_GENERATED_48E135DAFF1F016B6264,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8DD30F351458144789BA,TARGET_GENERATED_4E72984630E187EA58D8,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E04F70EB9E94A4DA49D,TARGET_GENERATED_FC440C8383AA2005E5FA,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E1E6FF70DB8A0BC953E,TARGET_GENERATED_907F2EF37781DAF1AAFE,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E299973E313E89DA36E,TARGET_GENERATED_4C03C4AD350C57F3032E,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E4047270831F077CB32,TARGET_GENERATED_8156197A1EC7125AFEF0,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E682B45333CA1C65B24,TARGET_GENERATED_BAD871E2AE48A64A6113,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E7AB66DA523C0D13F75,TARGET_GENERATED_FFB5D7BF8866CDA9AAA2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E841E564063FA644145,TARGET_GENERATED_8552B2A47D4C8F79BF31,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8E9C4576D294295EA70A,TARGET_GENERATED_2DAA0AD98E1088D088B2,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8ED1791E2D01BB528774,TARGET_GENERATED_2E6C9EC8CA136A5CACC0,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8EE851FCBF9447FF1E7D,TARGET_GENERATED_1C859AA7CF30F4B38D7A,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F055F1C19C8C0AD7CDD,TARGET_GENERATED_5389EAF65DB0A05395F7,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F39E60F66FD265BA546,TARGET_GENERATED_1C3C8F3D514857DF2511,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F47BC0FDF36CD3C6F6A,TARGET_GENERATED_130686DC433CFCDF60DB,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F62627CA94B915BB41E,TARGET_GENERATED_EB43ADF404142534EEFE,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F7FA0C780911A53FF4F,TARGET_GENERATED_91E6090CE9D02710EE39,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F859A417D182FED26A7,TARGET_GENERATED_73E7692BA2659DC4FDF7,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8F94956808E387308C64,TARGET_GENERATED_303A8D166975433029E9,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8FA062906EEB48F9461B,TARGET_GENERATED_C0B17E9332867BB29723,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8FA2CB37194FBCE04C7A,TARGET_GENERATED_9342D3F72AF0022AB19D,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8FA99689D4021E654B62,TARGET_GENERATED_83000B93B3BFFCBA1C6A,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8FC9364C9D6C28355A43,TARGET_GENERATED_F0D605A37EFE57BBA35D,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_8FF902A1593F2A9F9707,TARGET_GENERATED_F562FB0AAE4B4393E415,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_900C0531B3B013824CE4,TARGET_GENERATED_4BFA88DCDE1D44E3409F,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_900E5DD87FF9A3090961,TARGET_GENERATED_C6653ADED0878E919082,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_9023489CDEFA28B8132C,TARGET_GENERATED_821AFA23BF63188C743A,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_902D777F5B44DFB5AFE4,TARGET_GENERATED_107EAFE7B1F18B8089AD,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_904C4649391305633249,TARGET_GENERATED_B7FF0B9809E333BB1A27,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_904F29BA756105EEC7FD,TARGET_GENERATED_594613C9737161747758,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_9061D4D653FCBB24CCC2,TARGET_GENERATED_50BFC595C461E0AA0092,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_9083EF49A7F32D02400E,TARGET_GENERATED_3114646F0E89889CAD59,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_908B4A1D7E8A30885916,TARGET_GENERATED_BC7EF47CC654456A7893,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_9090475868BABC7732C8,TARGET_GENERATED_FE26C33D03A0DE9E7252,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90B55AE2E5D3F606BFCD,TARGET_GENERATED_EFEBDF3A7F2143F1556D,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90BC4E511F9D27787DE0,TARGET_GENERATED_F3F6AEB083DFDE6D34D6,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90DB44DC7A0D663BB62D,TARGET_GENERATED_D5DEDE07C87E25DE9DDC,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90DF934712A1D1CDBA30,TARGET_GENERATED_17B8B3AD939C30670EE3,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90E2B4F54C747391656A,TARGET_GENERATED_3C36CAF57F8F4AC9C835,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90FBE8C56D5E24B53132,TARGET_GENERATED_3A131F0330C6ABBA9F11,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_90FEDDC984DAFEE02972,TARGET_GENERATED_503516C174D7EE9D4DEA,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_911406DEB833169AE94A,TARGET_GENERATED_4F65BB9A1A0B7F835D5D,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
INSTR_GENERATED_911E1758423A8ABF8966,TARGET_GENERATED_A7EF5CA58092EB84F998,OTHER_EQUITY,Private investment,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,INTEGRATED_COMPLETION_V1,ACTIVE
