alias_id,target_id,printed_name,name_key,first_seen_date,last_seen_date,first_seen_document_id,last_seen_document_id,position_count,match_basis,alias_status,lineage_id,provenance_type,synthetic_parameter_set_id,record_status
TALIAS_6755ECDE8B9411C763F9,TARGET_FUND_0806,PAI Strategic Partnerships SCSp,pai strategic partnerships scsp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6792DED98A218BB136E2,TARGET_FUND_0892,"Seidler Equity Partners IV, L.P.",seidler equity partners iv l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_67C591ECBA7CBAD5411C,TARGET_NATIVE_775324F6DBF9EBF8E25B,"KKR Sigma Co-lnvest II, L.P.",kkr sigma co lnvest ii l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_680ECED98B85866D650A,TARGET_NATIVE_29C4BC78FD48854E404E,"PSG Europe II, L.P.",psg europe ii l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6829FFC00F490A757555,TARGET_FUND_0789,"OceanSound Partners Fund, LP",oceansound partners fund lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_68312F2DC77DAB667EAD,TARGET_FUND_0264,"ABRY Partners IX, L.P.",abry partners ix l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_69AC340A7B2CA5C27219,TARGET_FUND_0877,"Samson Brunello 1, L.P.",samson brunello 1 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_69AC5286A7BCD770C2F0,TARGET_FUND_0335,"BC Europe IV Private Investors, L.P.",bc europe iv private investors l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6A2C7006B56101CE761D,TARGET_FUND_0678,"Kelso Investment Associates IX, L.P.",kelso investment associates ix l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6ACE3D3EAC9B48EED57A,TARGET_FUND_0878,"Samson Brunello 2, L.P.",samson brunello 2 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6AF21D938B96AF7AC64F,TARGET_FUND_0983,Verdane Capital IX AB,verdane capital ix ab,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6AF56EEFA33F0720B116,TARGET_FUND_0652,"Insight Partners Continuation Fund (Cayman), L.P.",insight partners continuation fund cayman l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6C6D7C987964FE8FC11A,TARGET_FUND_0261,A9 EUR (Feeder) L.P.,a9 eur feeder l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6CD4FDC256AEDE77F891,TARGET_FUND_0660,"Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.",insight venture partners growth buyout coinvestment fund cayman l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6DF2CAA79DD13824E005,TARGET_FUND_0518,"Genstar VIII Opportunities Fund I (EU), L.P.",genstar viii opportunities fund i eu l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6EE0DA234EA476F96FA0,TARGET_FUND_0709,"Littlejohn Fund V, L.P.",littlejohn fund v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_6FD12AC43C8AADC41D5C,TARGET_FUND_0260,A10 USD (Feeder) L.P.,a10 usd feeder l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7077C255CF6B2E9E1260,TARGET_FUND_0882,SANTÉ HEALTH VENTURES II LP,sant health ventures ii lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7128B71AD618936625C8,TARGET_FUND_0466,"DCM VI, L.P.",dcm vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_722F09CE38BCE982C40E,TARGET_FUND_0964,"TPF II-A, LP",tpf ii a lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_72CDE7EDA529A56FF4D5,TARGET_NATIVE_27D4AFBC3F334F07E06D,Apheon Svt Long Term Value Fund SCSp,apheon svt long term value fund scsp,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_72E8447F33E6811C7C70,TARGET_FUND_0861,Roark Capital Partners VI (TE) LP,roark capital partners vi te lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_747D83B8674F6E87BA2F,TARGET_FUND_0576,"H.I.G. Bayside Debt & LBO Fund II, L.P.",h i g bayside debt lbo fund ii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_74EF215243BEEC256D0E,TARGET_FUND_0297,Apax IX USD L.P.,apax ix usd l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_758FBF10B5D50EBA253F,TARGET_FUND_0617,"Heartwood Partners II, LP",heartwood partners ii lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_75B5B1645450BEBA0891,TARGET_FUND_0336,BC European Capital IX-8 LP,bc european capital ix 8 lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_75EDEA55AC2CED3FF005,TARGET_FUND_0984,VISTA EQUITY ENDEAVOR FUND II LP,vista equity endeavor fund ii lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_76300C44850048EDA1F4,TARGET_FUND_0608,"Harvest Partners Structured Capital Fund II, L.P.",harvest partners structured capital fund ii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_777319915F99AADC6580,TARGET_FUND_0658,"Insight Venture Partners Coinvestment Fund II, L.P.",insight venture partners coinvestment fund ii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_778B5CCDD900EEFD4ADB,TARGET_FUND_0986,"Vista Equity Partners Fund VI, L.P.",vista equity partners fund vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_77EB4808AF5C19FCEFBC,TARGET_FUND_0811,"Pegasus WSJLL Fund, L.P.",pegasus wsjll fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7860E3835AB6D57EBBB9,TARGET_FUND_0902,Sixth Cinven Fund (No. 2) Limited Partnership,sixth cinven fund no 2 limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_786CE87E0DA73539710C,TARGET_FUND_0684,KKR Asian Fund II TE Blocker L.P.,kkr asian fund ii te blocker l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_78D0A403545ED61EC831,TARGET_FUND_0332,"Bain Capital VII Coinvestment Fund, L.P.",bain capital vii coinvestment fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_791339A3BF48833934F9,TARGET_SOURCE_79E04063BC1980051358,REDACTED,redacted,2018-03-31,2018-03-31,SRC034,SRC034,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_79195152BB444BE7CBDF,TARGET_NATIVE_48073CBDED017E47771A,"Hidden Harbor Capital Partners Continuation Fund, L.P.",hidden harbor capital partners continuation fund l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_798A36C46D84F4DE383D,TARGET_FUND_0990,"VSS Structured Capital Parallel III, L.P.",vss structured capital parallel iii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7A2BEDD4C0C33519AED3,TARGET_FUND_0411,"CB Offshore CF I, Limited Partnership",cb offshore cf i limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7A4313FFCCBF53C52B53,TARGET_NATIVE_B8DD7EE8676A3E346080,Apheon Opseo Long Term Value Fund SCSp,apheon opseo long term value fund scsp,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7A9CEF9CF474169C1451,TARGET_FUND_0573,"H&F Executives IX, L.P.",h f executives ix l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7B5CFD61D4503D3488E5,TARGET_FUND_0738,Madison Dearborn Capital Partners VII,madison dearborn capital partners vii,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7BE5AFF7B189BFDC8A23,TARGET_FUND_0461,CVC Capital Partners VII (A) L.P.,cvc capital partners vii a l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7BF319284C97C12670EE,TARGET_FUND_0494,ESCALATE CAPITAL I LP,escalate capital i lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7C0C54891FADDD86AF8F,TARGET_FUND_0582,"Halifax Capital Partners V, L.P.",halifax capital partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7D2609E752EAA3930ED2,TARGET_FUND_0785,"Oaktree Opportunities Fund IX (Cayman), L.P.",oaktree opportunities fund ix cayman l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7D9B2C86EBD1C681D982,TARGET_FUND_0825,Providence Equity Partners (Unity) S.C.SP.,providence equity partners unity s c sp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7E0417718AB72E8E773C,TARGET_NATIVE_5119DD109481B5F4035A,"LEP Red Rock Fund, L.P.",lep red rock fund l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_7FA79E7D8744C609E623,TARGET_FUND_0540,"Green Equity Investors CF IV-A, L.P.",green equity investors cf iv a l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_80CD5AF84433B873D42D,TARGET_PRI_76298B27CAB814BC4FC8,"GENBIOPRO - TO PROVIDE FLEXIBLE GROWTH CAPITAL TO ENABLE GENBIOPRO TO EXPAND ITS REPRODUCTIVE HEALTH PORTFOLIO TO SERVE NEEDS RELATED TO ABORTION, PREGNANCY, FERTILITY TREATMENT, MISCARRIAGE, AND LABOR AND DELIVERY IN THE U.S.",genbiopro to provide flexible growth capital to enable genbiopro to expand its reproductive health portfolio to serve needs related to abortion pregnancy fertility treatment miscarriage and labor and delivery in the u s,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_81595575F48B3E7EED4C,TARGET_FUND_0739,"Madison Dearborn Capital Partners VIII-A, L.P.",madison dearborn capital partners viii a l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_817FBB7ECCA1F10E8991,TARGET_PRI_FBCC8FDD944F10008D18,"1 TRUST FOR PUBLIC LAND - TO SUPPORT ACQUISITION BY THE TRUST FOR PUBLIC LAND OF THE 1,250-ACRE DEER CREEK BEACH PROPERTY LOCATED IN VENTURA COUNTY, CALIFORNIA.",1 trust for public land to support acquisition by the trust for public land of the 1 250 acre deer creek beach property located in ventura county california,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_818EDA41A3D84E530750,TARGET_FUND_0988,"Vista Equity Partners Hubble, L.P.",vista equity partners hubble l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_824CA3B1C1E862A385A0,TARGET_CO_0011,Embraer,embraer,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_82B7726709916D72377E,TARGET_FUND_0275,Advent International GPE VII-B Limited Partnership,advent international gpe vii b limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_82BE2E9F049317B47EF2,TARGET_NATIVE_8FE588A69A797D66D641,"EAG Holdings, L.P.",eag holdings l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_83CC5E75EC11E37F9C3D,TARGET_DEBT_16865901C0C9EDC152A2,FNMA Single Family Mortgage 3.0% 1/2022,fnma single family mortgage 3 0 1 2022,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_84E33A39B881161AFA62,TARGET_NATIVE_DF2DD17923BABC1AB08D,Apheon MidCap Buyout VI SCSp,apheon midcap buyout vi scsp,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_84FA78746DFE5500CB95,TARGET_FUND_0855,Roark Capital Partners II LP,roark capital partners ii lp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_852EBF6EA5DA376D5AB9,TARGET_FUND_0274,Advent International GPE VI-A Limited Partnership,advent international gpe vi a limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_855E1C704C1A5C06FA9E,TARGET_NATIVE_C4BDE373E87800CABD7C,"Glow Mint Mit 2 Pty, Ltd.",glow mint mit 2 pty ltd,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_858244A40EE1AA183E4E,TARGET_NATIVE_C064F03A8AF6028792CA,Merieux Participations 2 SAS,merieux participations 2 sas,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_85C07D15FC44EFF02ED9,TARGET_FUND_0679,"Kelso Investment Associates VIII, L.P.",kelso investment associates viii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_85DAF5F99A2D467B6D92,TARGET_CO_0028,United Healthcare Group,united healthcare group,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8672A625192D145C8CDF,TARGET_FUND_0290,"American Securities Partners VI, L.P.",american securities partners vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_86D0372A8CB234ECAD63,TARGET_FUND_0324,"Bain Capital Distressed and Special Situations 2013 (E), L.P.",bain capital distressed and special situations 2013 e l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_870DDB8462B7C99FD980,TARGET_CO_0033,Meta Platforms,meta platforms,2021-12-31,2021-12-31,SRC192,SRC192,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_87E3454579DD4D0ACC37,TARGET_PRI_3F34EF1C4C10BC1C721C,"POINT BLUE - TO BRIDGE FINANCE REIMBURSABLE STATE CONTRACT RECEIVABLES TO ENABLE THE RESTORATION OF 30,000 ACRES OF MEADOW HEADWATERS HABITAT IN THE SIERRA NEVADA BY 2030.",point blue to bridge finance reimbursable state contract receivables to enable the restoration of 30 000 acres of meadow headwaters habitat in the sierra nevada by 2030,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_88328BEDCC6B0FE8D8C8,TARGET_FUND_0314,"Audax Mezzanine Fund III, L.P.",audax mezzanine fund iii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_884AE2764FDF87C72CE3,TARGET_FUND_0651,"Insight Partners (Cayman) XII Buyout Annex Fund, L.P.",insight partners cayman xii buyout annex fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8A037D742A4F79516A86,TARGET_FUND_0555,"Gryphon Co-Invest Fund IV, L.P.",gryphon co invest fund iv l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8A6ECF9287366B5048B1,TARGET_FUND_0686,KKR North America Fund XI L.P.,kkr north america fund xi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8B14BB36A8199100D37F,TARGET_PRI_F35389FE60C9BE4932D0,OWEESTA COVID RESPONSE FUND - TO PROVIDE CAPITAL FOR GRASSROOTS NATIVE COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS (CDFIS) TO STABILIZE SMALL BUSINESS AND CREATE HOUSING OPPORTUNITIES FOR NATIVE FAMILIES AND SMALL BUSINESSES.,oweesta covid response fund to provide capital for grassroots native community development financial institutions cdfis to stabilize small business and create housing opportunities for native families and small businesses,,,SRC373,SRC373,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8B48DC51F27C45C98A70,TARGET_FUND_0490,EQT VII (No.1) Limited Partnership,eqt vii no 1 limited partnership,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8B50936BD85DA9E38EE4,TARGET_FUND_0407,"Carlyle Partners VII, L.P.",carlyle partners vii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8BC16AFC0CCB3B2D147B,TARGET_FUND_0893,SERVE OPPORTUNITIES FUND I LP,serve opportunities fund i lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8C06D8C9950B8DF6EF50,TARGET_SOURCE_D2C92214B3F9A16E6608,REDACTED,redacted,2018-03-31,2018-03-31,SRC034,SRC034,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8C1D6686520F5ED2AA33,TARGET_FUND_0879,"Samson Hockey 2, L.P.",samson hockey 2 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8C734997D9F5CB089FD1,TARGET_FUND_0755,NCV SELECT I LP,ncv select i lp,2025-06-30,2025-06-30,SRC356,SRC356,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8C9808C495F8C79C89A4,TARGET_FUND_0743,"Marlin Equity III, L.P.",marlin equity iii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8C9F276DCB7BCB6CD90D,TARGET_FUND_0291,"American Securities Partners VII, L.P.",american securities partners vii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8CA57953F5890FBC8006,TARGET_FUND_0880,"Samson Shield 1, L.P.",samson shield 1 l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8CBF32FFCF1C8A357549,TARGET_FUND_0578,"H.I.G. Capital Partners V, L.P.",h i g capital partners v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8E403FF8EE5E640E9489,TARGET_NATIVE_25A58B559421C4A1EF88,"Churchill Secondary Partners II, L.P.",churchill secondary partners ii l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8E55F115455DA5E7E3B9,TARGET_FUND_0969,"TPG Partners VIII, L.P.",tpg partners viii l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8EBE75208422B64E71C2,TARGET_FUND_0933,"TA XII-A, L.P.",ta xii a l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_8ED3EB1ECB6297B50F67,TARGET_FUND_0353,"Blackstone Capital Partners VIII (Lux), SCSp",blackstone capital partners viii lux scsp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_905AE3A6CF5E8C1624F2,TARGET_FUND_0661,"Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.",insight venture partners growth buyout coinvestment fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_90A69E708F77AF0E3261,TARGET_SOURCE_0DCF5760933B30828B63,REDACTED,redacted,2018-03-31,2018-03-31,SRC034,SRC034,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_90E7D86E4CDA12079B88,TARGET_NATIVE_86E556F2C0E3CDACD360,"Backed 1, L.P.",backed 1 l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_9147659D9A4546906E42,TARGET_FUND_0935,"TA XV-B, L.P.",ta xv b l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_91C8B794866BB33B1445,TARGET_FUND_0670,"Ironsides Offshore Direct Investment Fund V, L.P.",ironsides offshore direct investment fund v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_91F5A4C711079FFE9EED,TARGET_FUND_0826,Providence Equity Partners IX-A S.C.Sp.,providence equity partners ix a s c sp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_935DA48ACDFAAE90BE34,TARGET_FUND_0565,"Gryphon Partners VI, L.P.",gryphon partners vi l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_93798870B8ADC0DFD342,TARGET_NATIVE_BBDEFEAB81ADBFE96163,"KKR Rainbow Co-lnvest (Asset), L.P.",kkr rainbow co lnvest asset l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_9379A88EC5CEC0DF1AE5,TARGET_FUND_0343,"BC XII Private Investors, L.P.",bc xii private investors l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_93C80DCE0087E3CEA057,TARGET_NATIVE_08F9F5BBE2EF19AD7D60,"Stone Point CV, L.P.",stone point cv l p,2025-12-31,2026-03-31,SRC624,SRC623,2,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_93CED40C072DC196543C,TARGET_FUND_0445,"Comvest Capital III International (Cayman), L.P.",comvest capital iii international cayman l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_93F9F2EB3F9C3224FF76,TARGET_NATIVE_04367AB937860F251D22,"Madison Dearborn Capital Partners IX-C, L.P.",madison dearborn capital partners ix c l p,2026-03-31,2026-03-31,SRC623,SRC623,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_9497DAB508D43A43D8FC,TARGET_FUND_0544,"Green Equity Investors V, L.P.",green equity investors v l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_94EDBB4B66F7DFDB8DAC,TARGET_FUND_0567,GSO Capital Opportunities Overseas Fund L.P.,gso capital opportunities overseas fund l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_9532C6356C38707C3D51,TARGET_FUND_0321,"Avista Healthcare Partners (Offshore) I, L.P.",avista healthcare partners offshore i l p,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
TALIAS_95B74BCC8C7893A13DA3,TARGET_FUND_0404,"Carlyle Europe Partners V - EU, S.C.Sp.",carlyle europe partners v eu s c sp,2025-12-31,2025-12-31,SRC407,SRC407,1,TARGET_PRINTED_NAME,PRINTED,,DERIVED,,ACTIVE
