lineage_id,record_type,record_id,field_name,value_raw,normalized_value,provenance_type,origin_type,source_holding_id,source_observation_id,source_document_id,source_sha256,source_page,source_table,source_row_label,source_column_label,source_occurrence,evidence_quote,definition_keys,pair_id,pair_status,adjudication_status,source_agents,source_review_decision_id,formula_id,parent_lineage_ids,matrix_rule_id,confidence_level,confidence_basis,effective_date,available_at,synthetic_parameter_set_id,notes
HFL_75AADA693AB73C43EB15,POSITION,POS_SOURCE_EEC1FC4C661B049464F6,position_class,fund,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,f1c2669d75a9313254b4,2fb315a3e2ddc8334ee9,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,6,Consolidated Schedule of Investments,"TPG Asia VI, L.P.",Fair Value,1,"TPG Asia VI, L.P.(f)(g) Rest of World 03/28/2024 3,801,977 3,297,234",,PAIR_1E7498FA4E6FF73C94E389FA,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_75AD6D256B7D6FFA9422,POSITION,POS_GENERATED_3E4CD1FD841FB1163952,owner_id,OWNER_FUND_0292,OWNER_FUND_0292,SYNTHETIC,COMPLETION,HOLDINT_1AA8E61255DB49E64AD6,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_1AA8E61255DB49E64AD6
HFL_75AFF7313E314BA54CBD,POSITION,POS_SOURCE_214A33187D5F5E34FEB8,initial_investment_date,12/31/2025,2025-12-31,DERIVED,FORMULA,7bd0dc1f7d111dcd3973,2866cb9ff7779b8946c5,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,"KKR Rainbow Co-lnvest (Asset), L.P.",Acquisition Date,1,12/31/2025,3|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,PARSE_DATE_V1,,,HIGH,Deterministic date parse,,,,
HFL_75B16F47F188A490241F,POSITION,POS_GENERATED_8C413BA6C4B6375C17ED,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_120405EB6DBA1AA3A731,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_120405EB6DBA1AA3A731
HFL_75B6C2C9228384E85E2B,POSITION,POS_GENERATED_9F06D59E61E36F5B9A02,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_7032687E1972E8C2B2D3,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_7032687E1972E8C2B2D3
HFL_75B73ABFA7641BFAE176,POSITION,POS_GENERATED_6E6D94E74D9FC49D14F5,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_C004B4D59E95AAA4FF1D,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_C004B4D59E95AAA4FF1D
HFL_75B943C5D6156B2DAA91,POSITION,POS_GENERATED_0F366F553AEFA911B610,fair_value,97446396.450038,97446396.450038,SYNTHETIC,COMPLETION,HOLDINT_39DD477BF7507682C115,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_39DD477BF7507682C115
HFL_75BAFA77BAAC137140C5,POSITION,POS_SOURCE_82A5667BCBA9C0D489E4,acquisition_channel,Secondary Investments,SECONDARY,DERIVED,MATRIX_NORMALIZATION,9ea699e41e20739cbd89,8a70e6c9aa36dbcf9a46,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,KKR Americas Fund XII L.P.,Cost,1,"KKR Americas Fund XII L.P.(f)(g) North America 03/31/2021 3,576,910 4,682,612",,PAIR_607FA864CA480F5A59D85433,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,ACQUISITION_CHANNEL_HEADING_V1,HIGH,schedule heading in fact_observation.strategy,,,,
HFL_75BC9B2A3CFF9B102AA9,POSITION,POS_GENERATED_8A1FCA18BF4E2E0A38D4,owner_id,OWNER_FUND_0659,OWNER_FUND_0659,SYNTHETIC,COMPLETION,HOLDINT_873CC1D9538576160650,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_873CC1D9538576160650
HFL_75C2DB064039B4330E8C,POSITION,POS_GENERATED_6053782682A0F2CBB616,owner_id,OWNER_FUND_0728,OWNER_FUND_0728,SYNTHETIC,COMPLETION,HOLDINT_329FB7E1376FBD7790F7,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_329FB7E1376FBD7790F7
HFL_75CBDE4D3974D2D491E5,POSITION,POS_SOURCE_1ED07196B04629925C4D,position_class,program_related_investment,OTHER,DERIVED,MATRIX_NORMALIZATION,331173c08444fdab5644,123f89f8bf9e91d89e14,SRC373,8975f55541fe0b27e768395c4b453b9debbcca6e6e4eb30ce03f9a8adf817747,116,Summary of Program-Related Investments (continued),"AFAXYS, INC. - TO EXPAND ACCESS TO QUALITY, AFFORDABLE CONTRACEPTIVE OPTIONS.",Amount,1,"3,500,000",,PAIR_966087F9B1FB9E48779B8CF6,A_ONLY,VERIFIED_ONE_SIDED,A,,,,NORMALIZED_HOLDING_CLASS_V2,MEDIUM,The source names a program-related investment counterparty but the entity registry has no settled identity.,,,,
HFL_75D206DF929B4ED19291,POSITION,POS_GENERATED_06AE6C8E7B217B58ECA2,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_61785C7B3E0D9C637DE4,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_61785C7B3E0D9C637DE4
HFL_75D58C3327E70623C5F4,POSITION,POS_GENERATED_03CD4A53675D4DA9DA94,fair_value,3399487.445965,3399487.445965,SYNTHETIC,COMPLETION,HOLDINT_C8798D9077B2026D73A5,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_C8798D9077B2026D73A5
HFL_75D5B386C08D01FF0459,POSITION,POS_GENERATED_CD6924E029EF0A4B0F68,cost,170238.814815,170238.814815,SYNTHETIC,COMPLETION,HOLDINT_8D2D6E7FA08EFA6933C1,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_8D2D6E7FA08EFA6933C1
HFL_75D5EADB4485338E4CFE,POSITION,POS_GENERATED_319374C45C39E7A3EFED,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_98AB69543B1771A04BE2,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_98AB69543B1771A04BE2
HFL_75D70F052F0EA2F7DFC7,POSITION,POS_SOURCE_763ED2E2D9DC7F703977,cost,"2,372,080",2372080,EXTRACTED,DIRECT_SOURCE,b0d488ece6fd1c64cbf6,a444967a1307233bd6c3,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,5,Consolidated Schedule of Investments,Onex Partners IV LP,Cost,1,"Onex Partners IV LP(d)(f)(g) North America 03/28/2024 2,372,080 2,175,125",,PAIR_51699417349AFC0872F2D245,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_75D740441AF4623A3991,POSITION,POS_GENERATED_0FC0DE168D72B9DE78E1,owner_id,OWNER_FUND_0131,OWNER_FUND_0131,SYNTHETIC,COMPLETION,HOLDINT_A698B951CF6CEE05AF22,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_A698B951CF6CEE05AF22
HFL_75DB2FE7F406C677BFB7,POSITION,POS_SOURCE_B59E2897B206DB5B96FE,owner_id,"AlpInvest Seed Fund II, L.P.",OWNER_ALPINVEST_SEED_FUND_II,DERIVED,SOURCE_REVIEW,ba280546fdf29fa2db18,2efcb4b37ba13c7ef227,SRC624,c4a66a28478c1861fff90eb921d1d92380e24d4382f2fa38c8b5be45cd99e2ba,table-001,Consolidated Schedule of Investments,"KKR Rainbow Co-lnvest (Asset), L.P.",Acquisition Date,1,12/31/2025,3|5|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,NATIVEOWN_SRC624_OWNER_ALPINVEST_SEED_FUND_II,,,NATIVE_HOLDER_ROUTING_V1,HIGH,"fact_observation:1e10ec6fcec7fb903490 native_anchor=text/footnote-3 evidence_quote=Investments held in AlpInvest Seed Fund II, L.P",,,,
HFL_75E5911866843B16592C,POSITION,POS_GENERATED_1F514900732FD2123016,owner_id,OWNER_FUND_0466,OWNER_FUND_0466,SYNTHETIC,COMPLETION,HOLDINT_2746538784E712C6ED5C,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_2746538784E712C6ED5C
HFL_75E74AEFB9315A0EDC34,TARGET,TARGET_NATIVE_27D4AFBC3F334F07E06D,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,b082a9e908998f043ff4,4158d667e6acb8042cbb,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,Apheon Svt Long Term Value Fund SCSp,Acquisition Date,1,12/31/2025,3|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,NATIVE_READER_CLASS_V1,MEDIUM,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,,,,
HFL_75ECDAD835FE3AC174F8,POSITION,POS_GENERATED_9F3278674CEC6F5133A1,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_813F05FD765794984016,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_813F05FD765794984016
HFL_75EEA569C97DE1661F1E,POSITION,POS_SOURCE_7BF07EB7F7C7C04923C2,cost,"1,800,000",1800000,EXTRACTED,DIRECT_SOURCE,d27352cb1fca262b0406,b0978bf763f702294559,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,1,Consolidated Schedule of Investments,"TA XV-B, L.P.",Cost,1,"TA XV-B, L.P.(d)(f)(g) North America 04/27/2023 1,800,000 1,697,613",,PAIR_DAD00D42B5AD02779C4552FC,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_75EFADF98E0BA6EF16D5,POSITION,POS_GENERATED_9FEAE62A4600C10AE893,owner_id,OWNER_FUND_0683,OWNER_FUND_0683,SYNTHETIC,COMPLETION,HOLDINT_711B4B30A4635F116F58,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_711B4B30A4635F116F58
HFL_75FA30AF288D987DA7E0,POSITION,POS_SOURCE_89B7C25A6F5EBF4D1449,quantity,"55,945",55945,EXTRACTED,DIRECT_SOURCE,e25aec84bcd51285bde4,6312b050c4e463390d6f,SRC192,b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230,5,Largest Equity Holdings,Amazon,Shares,1,"Amazon 55,945 186,359,651",,PAIR_598D50D665FE1D3611C6CFFE,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,,HIGH,Accepted source observation,,,,
HFL_75FE77769FFD1B2289D0,POSITION,POS_GENERATED_F80166BC3A276AEF4CBF,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_EF1E841807A6BB5FB58A,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_EF1E841807A6BB5FB58A
HFL_76091112E04D7D717073,POSITION,POS_GENERATED_A0F6C5C7BE780523D2B9,fair_value,27373269.156049,27373269.156049,SYNTHETIC,COMPLETION,HOLDINT_0C98560A4D91C9DEC885,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_0C98560A4D91C9DEC885
HFL_760984C28CC26E2C9FB3,POSITION,POS_GENERATED_BFE5A291E8B2E1313015,fair_value,12862500.000000,12862500.000000,SYNTHETIC,COMPLETION,HOLDINT_F2BB7B072B0E4A49FAA7,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_F2BB7B072B0E4A49FAA7
HFL_760C93A132464136FD35,POSITION,POS_SOURCE_E49E13B100E040C6590D,owner_id,Pomona Investment Fund,OWNER_POMONA_INVESTMENT_FUND,DERIVED,SOURCE_REVIEW,ceb6c537d33cefab15d4,516b960c0987a0b145c1,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,4,Consolidated Schedule of Investments,"H.I.G. Advantage Buyout Fund, L.P.",Fair Value,1,"H.I.G. Advantage Buyout Fund, L.P.(f)(g) North America 06/28/2024 17,404,687 16,051,726",,PAIR_0225F47BAEA53F4DFFE639B5,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,OWNMAP008,,,HOLDING_OWNER_MAP_V1,HIGH,fact_observation:0fce24830edcfb6ccc78 evidence_quote=Pomona Investment Fund,,,,
HFL_76136451E6EDE34E450D,POSITION,POS_GENERATED_A122662814B2CB786583,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_EBDB24D2C61A0514151B,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_EBDB24D2C61A0514151B
HFL_76309D8AE0D239A2AA61,POSITION,POS_GENERATED_8CB77437DEA091774170,fund_ownership_fraction,0.2500000000,0.2500000000,SYNTHETIC,COMPLETION,HOLDINT_4063B39ABB98F4D16451,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_4063B39ABB98F4D16451
HFL_76317892F0970C05F059,POSITION,POS_GENERATED_028F72F49AB41381E4F1,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_9D97FA3BB36C14CE117F,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_9D97FA3BB36C14CE117F
HFL_763415BC49C4D3DD1817,POSITION,POS_GENERATED_8F055F1C19C8C0AD7CDD,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_3F34AD31270EA88B181F,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_3F34AD31270EA88B181F
HFL_7643F0677CDA0A26CF51,POSITION,POS_GENERATED_B0E16B97E189261DD32D,owner_id,OWNER_FUND_0738,OWNER_FUND_0738,SYNTHETIC,COMPLETION,HOLDINT_7D4BE25F4EEA0090C3B8,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_7D4BE25F4EEA0090C3B8
HFL_764D8A3AB06E05AD3515,POSITION,POS_GENERATED_6236183059B7E55EFF3E,owner_id,OWNER_FUND_0116,OWNER_FUND_0116,SYNTHETIC,COMPLETION,HOLDINT_662E088CBC8226AE252E,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_662E088CBC8226AE252E
HFL_764F163A26C8246BFFD9,POSITION,POS_GENERATED_332B63B0CB6956304D05,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_4D9F0F2491B260218A4D,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_4D9F0F2491B260218A4D
HFL_764F50B803ABB9950AB5,POSITION,POS_GENERATED_0076C4E35D47BF7A094B,fund_ownership_fraction,0.2000000000,0.2000000000,SYNTHETIC,COMPLETION,HOLDINT_204C30ACA4FF057E6BDB,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_204C30ACA4FF057E6BDB
HFL_7651CC4E93D59FDC96F3,POSITION,POS_GENERATED_6E8513C07EE2D43AB414,owner_id,OWNER_FUND_0543,OWNER_FUND_0543,SYNTHETIC,COMPLETION,HOLDINT_44E8B7AC39B6D53ADBE3,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_44E8B7AC39B6D53ADBE3
HFL_76550A0639364D065918,POSITION,POS_GENERATED_346E2EBD35C5DBEEC1BB,fair_value,12502869.713030,12502869.713030,SYNTHETIC,COMPLETION,HOLDINT_BCB6A50325CD6503281B,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_BCB6A50325CD6503281B
HFL_765E36F0C83323068730,POSITION,POS_GENERATED_F59B8C7CB1360909BAC0,fair_value,34849.000000,34849.000000,SYNTHETIC,COMPLETION,HOLDINT_41CB48C80FDB39C4F3E0,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_41CB48C80FDB39C4F3E0
HFL_7665DAEC4EB61DCE8B21,POSITION,POS_SOURCE_2A6DEB1481417B093D77,acquisition_channel,Secondary Investments (57.1%),SECONDARY,DERIVED,MATRIX_NORMALIZATION,ce1ada15c1bba3ac8ad3,0c95be2cf2a2343a84f7,SRC624,c4a66a28478c1861fff90eb921d1d92380e24d4382f2fa38c8b5be45cd99e2ba,table-001,Consolidated Schedule of Investments,Sagard II-A FPCI and Sagard II-B FPCI,Acquisition Date,1,12/31/2025,3|5|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,ACQUISITION_CHANNEL_HEADING_V1,HIGH,schedule heading in fact_observation.strategy,,,,
HFL_7665EF7B2A176557DE50,POSITION,POS_SOURCE_8203931C8C99B386936A,acquisition_channel,Secondary Investments (69.1%),SECONDARY,DERIVED,MATRIX_NORMALIZATION,3543843d7fea27b9afc1,82f7a9aed03e20a04f30,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,Sagard Testing FPCI,Fair Value,1,"Sagard Testing FPCI $4,771,721",4|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,ACQUISITION_CHANNEL_HEADING_V1,HIGH,schedule heading in fact_observation.strategy,,,,
HFL_76665172F1922436DC56,POSITION,POS_GENERATED_2EB9167891AE91E413C3,fair_value,33482942.361899,33482942.361899,SYNTHETIC,COMPLETION,HOLDINT_959B29D03EBC08D9125C,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_959B29D03EBC08D9125C
HFL_766F5F791DC6E642ECC7,POSITION,POS_GENERATED_E5F3AFBBE5CA94424856,fund_ownership_fraction,0.2000000000,0.2000000000,SYNTHETIC,COMPLETION,HOLDINT_8127C6714D46C36DFEFB,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_8127C6714D46C36DFEFB
HFL_7670F52CD7CFE344D671,POSITION,POS_SOURCE_4B65D683DAC00AB25DF3,position_class,fund,FUND_INTEREST,DERIVED,MATRIX_NORMALIZATION,b3df685986dfb69ad13d,2bbb5150e923a2406a25,SRC407,42fd3fd5192cd82559b79a6adfdcdbf321ee96ab2925a30c3f3513e2aabdc3b6,1,Consolidated Schedule of Investments,Triton Fund 6 SCSp,Cost,1,"Triton Fund 6 SCSp(d)(f)(g) Europe 10/11/2024 226,433 558,746",,PAIR_1C02A6CEE5F13642A937D3ED,CONTEXT_CONFLICT,RESOLVED,A+B+ADJUDICATOR,,,,NORMALIZED_HOLDING_CLASS_V2,HIGH,Reviewed source identity resolves the held name to a fund.,,,,
HFL_7674FBF366A61DE919DD,POSITION,POS_GENERATED_088486A55DA133A4D527,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_9811852334896223AF7A,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_9811852334896223AF7A
HFL_7679E577F2394BCF7C00,TARGET,TARGET_NATIVE_C064F03A8AF6028792CA,target_kind,fund,FUND,DERIVED,MATRIX_NORMALIZATION,85e5dee529b68a71d51a,1c5f5aa82c36c5b2d1c9,SRC623,f53c4a2309f2323889b22be47f21049149cb0b325d0d78182f7929bf5d99a646,table-012,Consolidated Schedule of Investments,Merieux Participations 2 SAS,Cost Value,1,"Merieux Participations 2 SAS $1,168,842",3|2|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,,,NATIVE_READER_CLASS_V1,MEDIUM,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,,,,
HFL_767C4F209B6A204FC8BA,POSITION,POS_GENERATED_D9E33CB6D5D052D08467,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_38A34FEDBBF166CA8813,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_38A34FEDBBF166CA8813
HFL_7682363188ADDF6D97D7,POSITION,POS_GENERATED_F41F3BFD774F7FC1C61D,cost,1394400.000000,1394400.000000,SYNTHETIC,COMPLETION,HOLDINT_4FD1F8F4DF3A450B9DB3,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_4FD1F8F4DF3A450B9DB3
HFL_7682DEC69C35F07F8CA0,POSITION,POS_GENERATED_9DD711032D86DB35F50A,fund_ownership_fraction,0.2500000000,0.2500000000,SYNTHETIC,COMPLETION,HOLDINT_B10CDEE8DF17BA50D3CB,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_B10CDEE8DF17BA50D3CB
HFL_76851FEBC4D9A0C0C42D,POSITION,POS_GENERATED_A138B3A24E9FC1B7EE34,cost,423367.560000,423367.560000,SYNTHETIC,COMPLETION,HOLDINT_A47B41C4F3CC28720194,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_A47B41C4F3CC28720194
HFL_768B5C28C24C7903C36B,POSITION,POS_GENERATED_AFD669862F8D91885559,fair_value,46035589.786683,46035589.786683,SYNTHETIC,COMPLETION,HOLDINT_9F557BC6A8373F003367,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_9F557BC6A8373F003367
HFL_768F5F63D200D1BEF611,POSITION,POS_GENERATED_DD9CE0596E7FAC0F700D,fund_ownership_fraction,0.2500000000,0.2500000000,SYNTHETIC,COMPLETION,HOLDINT_061EA27E44ACA4C0FE70,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_061EA27E44ACA4C0FE70
HFL_768F6359D4D1AAD8F484,POSITION,POS_GENERATED_EB202B768497AE8B88B7,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_ED695D84B229010250D9,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_ED695D84B229010250D9
HFL_76973967A48E5F9CA3C3,POSITION,POS_SOURCE_3938CB2845A0A81B5064,initial_investment_date,12/31/2025,2025-12-31,DERIVED,FORMULA,4eb7c6b63e48b9fa95f7,2b1543574532f52d7e1f,SRC624,c4a66a28478c1861fff90eb921d1d92380e24d4382f2fa38c8b5be45cd99e2ba,table-001,Consolidated Schedule of Investments,Sagard Testing FPCI,Acquisition Date,1,12/31/2025,4|5|6|7,,NATIVE_DIRECT,RESOLVED,NATIVE_HTML,,PARSE_DATE_V1,,,HIGH,Deterministic date parse,,,,
HFL_769BCBB10346A21828E2,POSITION,POS_GENERATED_32789DB054122FAA127B,fair_value,89095987.738542,89095987.738542,SYNTHETIC,COMPLETION,HOLDINT_037C8EE82614E2C7A614,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_037C8EE82614E2C7A614
HFL_76A580A5DF4F7F06B6BC,POSITION,POS_GENERATED_A79A927153A043D59736,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_D9135FE8E81192C135E1,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_D9135FE8E81192C135E1
HFL_76AB56AEFEE7FBB41597,POSITION,POS_GENERATED_E59BA73F77595801AAFC,position_class,DIRECT_COMPANY,DIRECT_COMPANY,SYNTHETIC,COMPLETION,HOLDINT_0EE2EEB576B766DD5DE8,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_0EE2EEB576B766DD5DE8
HFL_76B246E99B999054D33A,POSITION,POS_GENERATED_F05E3EE764AF8F6CDCD5,fair_value,45920000.000000,45920000.000000,SYNTHETIC,COMPLETION,HOLDINT_D37D7C3D21D93DB9370F,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_D37D7C3D21D93DB9370F
HFL_76BA2C0588F6E52BA3CF,POSITION,POS_GENERATED_DB2927B2369145C76587,fund_ownership_fraction,0.1500000000,0.1500000000,SYNTHETIC,COMPLETION,HOLDINT_40364A617F11B37EBFD9,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_40364A617F11B37EBFD9
HFL_76BE50A63AC16DF4E1A5,POSITION,POS_GENERATED_35F637E7E40B57806696,cost,123736506.926093,123736506.926093,SYNTHETIC,COMPLETION,HOLDINT_C630840C8B573A40993C,,,,,,,,,,,,,,,,,,,HIGH,Generated fund_holdings row,,,INTEGRATED_COMPLETION_V1,compatibility holding HOLDINT_C630840C8B573A40993C
