fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status,reported_irr_fee_basis,reported_irr_method,period_return_fee_basis,period_return_method,sector,canonical_asset_class,canonical_strategy,canonical_sub_strategy,canonical_sector
FPRINT_E1B93C380B84D160E611,FUND_0268,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,386422593.864745,378694141.987450,140650714.660973,308910961.206007,7728451.877295,0.000000,0.3714097977,0.8157268015,1.1871365992,,0.0328536941,284198084.309526,11360824.259624,5626028.586439,9197409.259958,7722774.030150,3410377.011714,1159267.781594,193211.296932,308910961.206007,0.0667776536,0.2579124536,386422593.864745,2019,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_77D09CED8DB38ADA657E,FUND_0269,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,419220913.676678,410836495.403144,506674972.324302,21013891.102545,8384418.273534,0.000000,1.2332764445,0.0511490370,1.2844254815,,0.0166792697,19332779.814341,12325094.862094,20266998.892972,10332947.881614,525347.277564,231993.357772,1257662.741030,209610.456838,21013891.102545,0.4977564226,0.2579124536,419220913.676678,2000,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_6BEB53AA674D9DAD4616,FUND_0270,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,596227519.115390,584302968.733082,331338336.444580,377044480.373801,11924550.382308,0.000000,0.5670659815,0.6452893457,1.2123553272,,0.0250631778,346880921.943897,17529089.061992,13253533.457783,14386116.069927,9426112.009345,4162571.063327,1788682.557346,298113.759558,377044480.373801,0.0746308061,0.2579124536,596227519.115390,2015,Primary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,fund_of_funds_primary,,
FPRINT_8A94264D1A9729322E44,FUND_0271,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,389524443.478331,357966389.309510,58906767.787293,352105407.120203,31558054.168821,0.000000,0.1645594937,0.9836270042,1.1481864979,,0.0424945769,323936974.550586,10738991.679285,2356270.711492,8459168.281385,8802635.178005,3887243.694607,1168573.330435,194762.221739,352105407.120203,0.0610788924,0.2579124536,389524443.478331,2022,Primary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,fund_of_funds_primary,,
FPRINT_AFB6BD92FACFCF8DF0A4,FUND_0272,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,416806290.105246,408470164.303141,262864627.018546,234588646.838455,8336125.802105,0.000000,0.6435344610,0.5743103593,1.2178448203,,0.0222409829,215821555.091378,12254104.929094,10514585.080742,10031819.082034,5864716.170961,2589858.661097,1250418.870316,208403.145053,234588646.838455,0.0788965305,0.2579124536,416806290.105246,2013,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_E8EA72F358A58AC8F608,FUND_0273,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,344736232.975058,337841508.315557,378367114.279198,46181922.825943,6894724.659501,0.000000,1.1199544904,0.1366970064,1.2566514968,,0.0154107335,42487368.999868,10135245.249467,15134684.571168,8236173.464542,1154548.070649,509848.427998,1034208.698925,172368.116488,46181922.825943,0.2046253593,0.2579124536,344736232.975058,2001,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_323B8FC49F1380B188FD,FUND_0274,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,236552723.798842,231821669.322865,194994869.593369,91006745.025552,4731054.475977,0.000000,0.8411416852,0.3925722099,1.2337138951,,0.0181535216,83726205.423508,6954650.079686,7799794.783735,5673735.748668,2275168.625639,1004714.465082,709658.171397,118276.361899,91006745.025552,0.0970506697,0.2579124536,236552723.798842,2008,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_C3153229E957D02A34FA,FUND_0275,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,218795972.043762,214420052.602887,80570067.113553,174286611.192034,4375919.440875,0.000000,0.3757580792,0.8128279472,1.1885860264,,0.0331261426,160343682.296672,6432601.578087,3222802.684542,5217626.436610,4357165.279801,1924124.187560,656387.916131,109397.986022,174286611.192034,0.0669382781,0.2579124536,218795972.043762,2019,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_16CCBAF46A43C8ACA0CD,FUND_0276,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,355090627.227047,319480262.875041,32048764.390419,334322183.073933,35610364.352006,0.000000,0.1003153187,1.0464564542,1.1467717729,,0.0773153100,307576408.428018,9584407.886251,1281950.575617,7637163.052590,8358054.576848,3690916.901136,1065271.881681,177545.313614,334322183.073933,0.0599633679,0.2579124536,355090627.227047,2024,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_738DCE1A72C9C6DC979F,FUND_0277,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,183207815.163234,179543658.859969,138383926.395142,82499877.026942,3664156.303265,0.000000,0.7707536277,0.4594975815,1.2302512092,,0.0197308155,75899886.864787,5386309.765799,5535357.055806,4416969.237182,2062496.925674,910798.642377,549623.445490,91603.907582,82499877.026942,0.0889202571,0.2579124536,183207815.163234,2010,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_A515CA6160CDA860D0E7,FUND_0278,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,474437837.224649,436395154.649214,72684486.135135,428669044.993051,38042682.575435,0.000000,0.1665565838,0.9822956108,1.1488521946,,0.0426981710,394375521.393607,13091854.639476,2907379.445405,10320348.454110,10716726.124826,4732506.256723,1423313.511674,237218.918612,428669044.993051,0.0611322131,0.2579124536,474437837.224649,2022,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_EEB77D2AC803DE2A5F8F,FUND_0279,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,354632681.510163,314118973.256498,20989685.606890,335725999.820975,40513708.253665,0.000000,0.0668208144,1.0687861237,1.1356069381,,0.0709806052,308867919.835297,9423569.197695,839587.424276,7415747.563996,8393149.995524,3706415.038024,1063898.044530,177316.340755,335725999.820975,0.0591647660,0.2579124536,354632681.510163,2024,Early Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,early_secondaries,
FPRINT_98BAAFB0B3B0D92A81B0,FUND_0280,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,100000000.000000,99600000.000000,51800000.000000,4980000.000000,400000.000000,0.000000,0.5200803213,0.0500000000,0.5700803213,,-0.0441043094,4581600.000000,2988000.000000,2072000.000000,-347079.200000,124500.000000,54979.200000,300000.000000,50000.000000,4980000.000000,-0.1129736337,0.2579124536,423031513.926639,2005,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_897542D0C6019543FB1C,FUND_0281,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,100000000.000000,98000000.000000,46564448.188711,4900000.000000,2000000.000000,0.000000,0.4751474305,0.0500000000,0.5251474305,,-0.0581911043,4508000.000000,2940000.000000,1862577.927548,-512018.072452,122500.000000,54096.000000,300000.000000,50000.000000,4900000.000000,-0.1520457126,0.2579124536,274610754.503894,2008,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_27EEDB0D7B956FA21D41,FUND_0282,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,110000000.000000,110000000.000000,1100000.000000,127500000.000000,0.000000,0.000000,0.0100000000,1.1590909091,1.1690909091,,0.0374962869,117300000.000000,3300000.000000,44000.000000,2733900.000000,3187500.000000,1407600.000000,330000.000000,55000.000000,127500000.000000,0.0591986360,0.2579124536,324155740.669755,2021,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_1096DB9B23E19DAED961,FUND_0283,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,250000000.000000,203500000.000000,11500000.000000,196700000.000000,46500000.000000,0.000000,0.0565110565,0.9665847666,1.0230958231,,0.0067300700,180964000.000000,6105000.000000,460000.000000,3876932.000000,4917500.000000,2171568.000000,750000.000000,125000.000000,196700000.000000,0.0557624721,0.2579124536,421030312.934177,2022,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_570700E80349BC913AFD,FUND_0284,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,100000000.000000,91800000.000000,145200000.000000,4590000.000000,8200000.000000,0.000000,1.5816993464,0.0500000000,1.6316993464,,0.0536255615,4222800.000000,2754000.000000,5808000.000000,3605776.400000,114750.000000,50673.600000,300000.000000,50000.000000,4590000.000000,0.8101733447,0.2579124536,345859404.434169,2010,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_CCEA7D670E03FB7D4B0E,FUND_0285,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,100000000.000000,98300000.000000,138800000.000000,4915000.000000,1700000.000000,0.000000,1.4120040692,0.0500000000,1.4620040692,,0.0367332299,4521800.000000,2949000.000000,5552000.000000,3169063.400000,122875.000000,54261.600000,300000.000000,50000.000000,4915000.000000,0.6626122341,0.2579124536,273308809.330949,2008,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_4B4CED1DF24691E7FC50,FUND_0286,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,200000000.000000,195600000.000000,292100000.000000,9780000.000000,4400000.000000,0.000000,1.4933537832,0.0500000000,1.5433537832,,0.0505138177,8997600.000000,5868000.000000,11684000.000000,6945928.800000,244500.000000,107971.200000,600000.000000,100000.000000,9780000.000000,0.7333511159,0.2579124536,200000000.000000,2011,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_7E7C780FA18331219B26,FUND_0287,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,534170519.356818,514153497.532139,138340492.588543,469914162.242777,20017021.824679,0.000000,0.2690645756,0.9139569496,1.1830215252,,0.0533003048,432321029.263355,15424604.925964,5533619.703542,12636038.167519,11747854.056069,5187852.351160,1602511.558070,267085.259678,469914162.242777,0.0640777244,0.2579124536,534170519.356818,2022,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_07CA8A9639F22E561097,FUND_0288,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,100000000.000000,98000000.000000,65964954.682779,42575226.586103,2000000.000000,0.000000,0.6731117825,0.4344410876,1.1075528701,,0.0109546756,39169208.459214,2940000.000000,2638598.187311,1920205.148036,1064380.664653,470030.501511,300000.000000,50000.000000,42575226.586103,0.0792616557,0.2579124536,460288180.271595,2012,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_0822150EFD33DA913DB1,FUND_0289,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,516901926.639192,493566433.614954,132597711.396377,441362831.149133,23335493.024238,0.000000,0.2686522064,0.8942318624,1.1628840688,,0.0325714831,406053804.657202,14806993.008449,5303908.455855,11708382.247960,11034070.778728,4872645.655886,1550705.779918,258450.963320,441362831.149133,0.0635530111,0.2579124536,516901926.639192,2020,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_BA7A9C26C0DC07AEC8CC,FUND_0290,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,597868615.897420,585911243.579472,520131342.222954,200096265.858871,11957372.317948,0.000000,0.8877306041,0.3415129306,1.2292435347,,0.0163100597,184088564.590162,17577337.307384,20805253.688918,14116688.384331,5002406.646472,2209062.775082,1793605.847692,298934.307949,200096265.858871,0.1044911056,0.2579124536,597868615.897420,2006,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_010AF2833C54E22674BA,FUND_0291,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,435212532.896546,405890518.817357,72777133.220785,403373355.469468,29322014.079189,0.000000,0.1793023730,0.9937984180,1.1731007910,,0.0925589765,371103487.031910,12176715.564521,2911085.328831,9989906.335886,10084333.886737,4453241.844383,1305637.598690,217606.266448,403373355.469468,0.0619887417,0.2579124536,435212532.896546,2024,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_1D70F26AEAF5271EFC14,FUND_0292,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,594775965.441634,582880446.132801,366826809.073632,334443370.442828,11895519.308833,0.000000,0.6293345600,0.5737769600,1.2031115200,,0.0193501662,307687900.807402,17486413.383984,14673072.362945,13970505.422674,8361084.261071,3692254.809689,1784327.896325,297387.982721,334443370.442828,0.0778130325,0.2579124536,594775965.441634,2012,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_AF75941AD8CDB22D59ED,FUND_0293,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,343502033.552722,336631992.881668,186832960.117672,216565112.708308,6870040.671054,0.000000,0.5550065474,0.6433289684,1.1983355158,,0.0215818135,199239903.691644,10098959.786450,7473318.404707,8096818.090349,5414127.817708,2390878.844300,1030506.100658,171751.016776,216565112.708308,0.0737782310,0.2579124536,343502033.552722,2014,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_6458B95B5769A5EDC22F,FUND_0294,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,241079849.732600,236258252.737948,270707619.369539,28223043.672162,4821596.994652,0.000000,1.1458123313,0.1194584458,1.2652707771,,0.0159613301,25965200.178389,7087747.582138,10828304.774782,5825021.666535,705576.091804,311582.402141,723239.549198,120539.924866,28223043.672162,0.2310169244,0.2579124536,241079849.732600,2001,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_57426DD8F9ADE19E7909,FUND_0295,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,490373536.472001,480566065.742561,260886060.813727,313049572.743311,9807470.729440,0.000000,0.5428724153,0.6514183898,1.1942908051,,0.0211134822,288005606.923846,14416981.972277,10435442.432549,11496427.055720,7826239.318583,3456067.283086,1471120.609416,245186.768236,313049572.743311,0.0731320008,0.2579124536,490373536.472001,2014,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_A12332629C1B625BD313,FUND_0296,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,363346551.245225,356079620.220320,444797692.873107,17803981.011016,7266931.024904,0.000000,1.2491523458,0.0500000000,1.2991523458,,0.0174535936,16379662.530135,10682388.606610,17791907.714924,9163895.042917,445099.525275,196555.950362,1090039.653736,181673.275623,17803981.011016,0.5210020398,0.2579124536,363346551.245225,2000,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_44824D59AB5C3549CB82,FUND_0297,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,235340844.561739,230634027.670504,113815494.188907,162444832.466916,4706816.891235,0.000000,0.4934896006,0.7043402663,1.1978298669,,0.0252896686,149449245.869563,6919020.830115,4552619.767556,5598366.728653,4061120.811673,1793390.950435,706022.533685,117670.422281,162444832.466916,0.0711223765,0.2579124536,235340844.561739,2016,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_CA12BA591DA3E63811D4,FUND_0298,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,249811812.358374,244815576.111206,280782382.356003,29065503.994231,4996236.247167,0.000000,1.1469138803,0.1187240798,1.2656379601,,0.0159848210,26740263.674692,7344467.283336,11231295.294240,6038888.909745,726637.599856,320883.164096,749435.437075,124905.906179,29065503.994231,0.2323114090,0.2579124536,249811812.358374,2001,Primary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,fund_of_funds_primary,,
FPRINT_1D98CF9E2636B7891CA7,FUND_0299,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,363716187.769766,356441864.014371,395795927.255122,54557447.016090,7274323.755395,0.000000,1.1104080839,0.1530612774,1.2634693613,,0.0163547780,50192851.254803,10693255.920431,15831837.090205,8809933.197795,1363936.175402,602314.215058,1091148.563309,181858.093885,54557447.016090,0.1893332754,0.2579124536,363716187.769766,2002,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_EF02CE55F80ED80AF716,FUND_0300,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,50000000.000000,49000000.000000,24821763.602251,76120075.046904,1000000.000000,0.000000,0.5065666041,1.5534709193,2.0600375235,,0.0659801883,70030469.043152,1470000.000000,992870.544090,3044109.043152,1903001.876173,840365.628518,150000.000000,25000.000000,76120075.046904,0.0801433522,0.2579124536,381520847.259453,2011,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_465E167F236A79983C5C,FUND_0301,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,100000000.000000,28100000.000000,2000000.000000,38500000.000000,71900000.000000,0.000000,0.0711743772,1.3701067616,1.4412811388,,0.0654365047,35420000.000000,843000.000000,80000.000000,1279460.000000,962500.000000,425040.000000,300000.000000,50000.000000,38500000.000000,0.0654150198,0.2579124536,513092015.794562,2019,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_DE4330A0B757B7894268,FUND_0302,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,357879031.235831,350721450.611114,392215717.357972,55341232.146726,7157580.624717,0.000000,1.1183111745,0.1577925503,1.2761037248,,0.0177761795,50913933.574987,10521643.518333,15688628.694319,8852362.350481,1383530.803668,610967.202900,1073637.093707,178939.515618,55341232.146726,0.1884412198,0.2579124536,357879031.235831,2003,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_6741A43018B2C78416B6,FUND_0303,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,372866605.506616,365409273.396484,214163118.577723,223851891.922657,7457332.110132,0.000000,0.5860910879,0.6126059414,1.1986970293,,0.0201621391,205943740.568844,10962278.201895,8566524.743109,8749808.829408,5596297.298066,2471324.886826,1118599.816520,186433.302753,223851891.922657,0.0753234735,0.2579124536,372866605.506616,2013,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_DFA1B4C73A6D0AAFD389,FUND_0304,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,271398039.698166,265970078.904203,218729540.218368,110398149.198803,5427960.793963,0.000000,0.8223840107,0.4150773262,1.2374613369,,0.0193724016,101566297.262899,7979102.367126,8749181.608735,6573075.019332,2759953.729970,1218795.567155,814194.119094,135699.019849,110398149.198803,0.0945385569,0.2579124536,271398039.698166,2009,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_2573C3815FDE07C13499,FUND_0305,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,165431040.434806,162122419.626110,124620639.935171,76339952.675561,3308620.808696,0.000000,0.7686823341,0.4708784439,1.2395607780,,0.0217492644,70232756.461516,4863672.588783,4984825.597407,4056065.969763,1908498.816889,842793.077538,496293.121304,82715.520217,76339952.675561,0.0886815431,0.2579124536,165431040.434806,2011,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
FPRINT_1BBA761E541D1AE0BC4F,FUND_0306,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,217017189.338311,212676845.551545,190614948.467773,75675293.780624,4340343.786766,0.000000,0.8962656371,0.3558229086,1.2520885457,,0.0196822601,69621270.278174,6380305.366546,7624597.938711,5330538.649445,1891882.344516,835455.243338,651051.568015,108508.594669,75675293.780624,0.1048288267,0.2579124536,217017189.338311,2008,Secondary Investments,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,private_equity,secondaries,,
FPRINT_A02235472141D4FB97E5,FUND_0307,,,,as_of,2026-06-05,day,2026-06-05,,2026-01-01,2026-06-05,,fund_total,USD,150000000.000000,147000000.000000,11322580.645161,125806451.612903,3000000.000000,0.000000,0.0770243581,0.8558262014,0.9328505596,,-0.0095846059,115741935.483871,4410000.000000,452903.225806,2098354.838710,3145161.290323,1388903.225806,450000.000000,75000.000000,125806451.612903,0.0527675585,0.2579124536,158541774.747215,2017,Diversified Alternatives,,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE,,,,,,multi_asset,,,
