population,manager_id,manager_name,strategy,as_of_date,measurement_basis,total_funds,current_date_funds,eligible_funds,stale_or_missing_date_funds,excluded_current_funds,coverage,constituent_fund_ids,avg_tvpi_percentile,avg_dpi_percentile,score,rank,fund_score_min,fund_score_max,scenario_score,scenario_rank,score_change_nav_haircut,status,reasons,score_balanced_50_50,rank_balanced_50_50,score_value_70_30,rank_value_70_30
fixture,MANAGER_SYNTH_00054,Synthetic Alternatives Manager 0054,growth,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00054,Synthetic Alternatives Manager 0054,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00054,Synthetic Alternatives Manager 0054,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000216""]",86.2068965517,65.5172413793,,,77.9310344828,77.9310344828,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,buyout,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000217"",""FUND_SYNTH_000219""]",44.7368421053,26.3157894737,37.3684210526,14,13.6842105263,61.0526315789,27.1052631579,14,-10.2631578947,RANKED_DEMO,[],35.5263157895,14,39.2105263158,13
fixture,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00055,Synthetic Alternatives Manager 0055,real_estate,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00056,Synthetic Alternatives Manager 0056,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00056,Synthetic Alternatives Manager 0056,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000223""]",20.6896551724,3.44827586207,,,13.7931034483,13.7931034483,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00056,Synthetic Alternatives Manager 0056,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00056,Synthetic Alternatives Manager 0056,venture,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00057,Synthetic Alternatives Manager 0057,buyout,2026-06-30,synthetic_basis_unspecified,2,1,1,1,0,0.5,"[""FUND_SYNTH_000225""]",30.5084745763,6.77966101695,,,21.0169491525,21.0169491525,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00057,Synthetic Alternatives Manager 0057,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000228""]",96.5517241379,96.5517241379,,,96.5517241379,96.5517241379,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00058,Synthetic Alternatives Manager 0058,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000230""]",86.4406779661,64.406779661,,,77.6271186441,77.6271186441,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00058,Synthetic Alternatives Manager 0058,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00058,Synthetic Alternatives Manager 0058,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00058,Synthetic Alternatives Manager 0058,private_credit,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00059,Synthetic Alternatives Manager 0059,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00059,Synthetic Alternatives Manager 0059,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000236""]",41.3793103448,58.6206896552,,,48.275862069,48.275862069,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00059,Synthetic Alternatives Manager 0059,venture,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000233""]",61.5384615385,88.4615384615,,,72.3076923077,72.3076923077,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00060,Synthetic Alternatives Manager 0060,private_credit,,synthetic_basis_unspecified,2,1,0,1,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00060,Synthetic Alternatives Manager 0060,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000238""]",92.5925925926,92.5925925926,,,92.5925925926,92.5925925926,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00060,Synthetic Alternatives Manager 0060,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000239""]",89.2857142857,82.1428571429,,,86.4285714286,86.4285714286,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,buyout,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000241"",""FUND_SYNTH_000242""]",43.4810951761,52.8900478053,47.2446762277,12,24.7457627119,69.7435897436,42.642329422,10,-4.6023468058,RANKED_DEMO,[],48.1855714907,12,46.3037809648,12
fixture,MANAGER_SYNTH_00061,Synthetic Alternatives Manager 0061,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000243"",""FUND_SYNTH_000244""]",70.2586206897,30.3448275862,54.2931034483,2,47.5862068966,61,31.1724137931,4,-23.1206896552,RANKED_DEMO,[],50.301724138,3,58.2844827586,2
fixture,MANAGER_SYNTH_00062,Synthetic Alternatives Manager 0062,growth,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000248""]",50,54.1666666667,,,51.6666666667,51.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00062,Synthetic Alternatives Manager 0062,venture,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000246""]",53.8461538462,23.0769230769,,,41.5384615385,41.5384615385,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00063,Synthetic Alternatives Manager 0063,buyout,,synthetic_basis_unspecified,2,2,0,0,2,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00063,Synthetic Alternatives Manager 0063,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00063,Synthetic Alternatives Manager 0063,venture,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00064,Synthetic Alternatives Manager 0064,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00064,Synthetic Alternatives Manager 0064,growth,,synthetic_basis_unspecified,2,2,0,0,2,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00064,Synthetic Alternatives Manager 0064,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00065,Synthetic Alternatives Manager 0065,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000259""]",72.7272727273,72.7272727273,,,72.7272727273,72.7272727273,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00065,Synthetic Alternatives Manager 0065,fund_of_funds,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00065,Synthetic Alternatives Manager 0065,private_credit,,synthetic_basis_unspecified,2,2,0,0,2,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00066,Synthetic Alternatives Manager 0066,infrastructure,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00066,Synthetic Alternatives Manager 0066,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00066,Synthetic Alternatives Manager 0066,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000261""]",100,100,,,100,100,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00066,Synthetic Alternatives Manager 0066,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000264""]",65.3846153846,26.9230769231,,,50,50,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00067,Synthetic Alternatives Manager 0067,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00067,Synthetic Alternatives Manager 0067,fund_of_funds,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000266""]",53.3333333333,40,,,48,48,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00067,Synthetic Alternatives Manager 0067,secondaries,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000265""]",93.3333333333,80,,,88,88,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00068,Synthetic Alternatives Manager 0068,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00068,Synthetic Alternatives Manager 0068,private_credit,,synthetic_basis_unspecified,2,2,0,0,2,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00068,Synthetic Alternatives Manager 0068,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000269""]",5.26315789474,5.26315789474,,,5.26315789474,5.26315789474,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00069,Synthetic Alternatives Manager 0069,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000274""]",57.6271186441,55.9322033898,,,56.9491525424,56.9491525424,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00069,Synthetic Alternatives Manager 0069,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00069,Synthetic Alternatives Manager 0069,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000275""]",52.5,22.5,,,40.5,40.5,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00069,Synthetic Alternatives Manager 0069,venture,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00070,Synthetic Alternatives Manager 0070,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000278""]",18.1818181818,18.1818181818,,,18.1818181818,18.1818181818,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00070,Synthetic Alternatives Manager 0070,private_credit,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000277""]",6.89655172414,51.724137931,,,24.8275862069,24.8275862069,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00071,Synthetic Alternatives Manager 0071,buyout,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00071,Synthetic Alternatives Manager 0071,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000284""]",70.8333333333,70.8333333333,,,70.8333333333,70.8333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00071,Synthetic Alternatives Manager 0071,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00071,Synthetic Alternatives Manager 0071,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000282""]",35.7142857143,28.5714285714,,,32.8571428571,32.8571428571,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00072,Synthetic Alternatives Manager 0072,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000288""]",43.5897435897,12.8205128205,,,31.2820512821,31.2820512821,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00072,Synthetic Alternatives Manager 0072,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00072,Synthetic Alternatives Manager 0072,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000286""]",84.6153846154,69.2307692308,,,78.4615384615,78.4615384615,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00073,Synthetic Alternatives Manager 0073,buyout,2026-06-30,synthetic_basis_unspecified,3,2,2,1,0,0.666666666667,"[""FUND_SYNTH_000289"",""FUND_SYNTH_000291""]",67.6227727075,58.8005215124,,,62.0338983051,66.1538461538,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00073,Synthetic Alternatives Manager 0073,real_estate,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00074,Synthetic Alternatives Manager 0074,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00074,Synthetic Alternatives Manager 0074,growth,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00074,Synthetic Alternatives Manager 0074,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000296""]",40,53.3333333333,,,45.3333333333,45.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00074,Synthetic Alternatives Manager 0074,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00075,Synthetic Alternatives Manager 0075,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000299""]",6.77966101695,8.47457627119,,,7.45762711864,7.45762711864,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00075,Synthetic Alternatives Manager 0075,infrastructure,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000298""]",6.66666666667,13.3333333333,,,9.33333333333,9.33333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00075,Synthetic Alternatives Manager 0075,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000300""]",48.1481481481,25.9259259259,,,39.2592592593,39.2592592593,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00075,Synthetic Alternatives Manager 0075,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000297""]",84.2105263158,94.7368421053,,,88.4210526316,88.4210526316,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00076,Synthetic Alternatives Manager 0076,growth,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000304""]",91.6666666667,91.6666666667,,,91.6666666667,91.6666666667,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00076,Synthetic Alternatives Manager 0076,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000303""]",86.6666666667,100,,,92,92,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00076,Synthetic Alternatives Manager 0076,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000301""]",86.6666666667,73.3333333333,,,81.3333333333,81.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00077,Synthetic Alternatives Manager 0077,buyout,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000307""]",5.12820512821,20.5128205128,,,11.2820512821,11.2820512821,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00077,Synthetic Alternatives Manager 0077,private_credit,,synthetic_basis_unspecified,1,0,0,1,0,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00077,Synthetic Alternatives Manager 0077,secondaries,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00077,Synthetic Alternatives Manager 0077,venture,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000308""]",100,78.5714285714,,,91.4285714286,91.4285714286,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000312""]",95.8333333333,95.8333333333,,,95.8333333333,95.8333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00078,Synthetic Alternatives Manager 0078,real_estate,2026-06-30,synthetic_basis_unspecified,2,2,2,0,0,1,"[""FUND_SYNTH_000310"",""FUND_SYNTH_000311""]",77.037037037,52.2222222222,67.1111111111,1,58.6666666667,75.5555555556,45.1111111111,3,-22,RANKED_DEMO,[],64.6296296296,1,69.5925925926,1
fixture,MANAGER_SYNTH_00079,Synthetic Alternatives Manager 0079,buyout,2026-06-30,synthetic_basis_unspecified,2,2,1,0,1,0.5,"[""FUND_SYNTH_000315""]",13.5593220339,3.38983050847,,,9.49152542373,9.49152542373,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00079,Synthetic Alternatives Manager 0079,growth,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000316""]",93.3333333333,93.3333333333,,,93.3333333333,93.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00079,Synthetic Alternatives Manager 0079,private_credit,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000314""]",20,45,,,30,30,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00080,Synthetic Alternatives Manager 0080,buyout,,synthetic_basis_unspecified,1,1,0,0,1,0,[],,,,,,,,,,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00080,Synthetic Alternatives Manager 0080,real_estate,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000320""]",53.3333333333,93.3333333333,,,69.3333333333,69.3333333333,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
fixture,MANAGER_SYNTH_00080,Synthetic Alternatives Manager 0080,secondaries,2026-06-30,synthetic_basis_unspecified,1,1,1,0,0,1,"[""FUND_SYNTH_000317""]",57.8947368421,15.7894736842,,,41.0526315789,41.0526315789,,,,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]",,,,
