level,record_id,status,primary_reason,additional_reasons,source_ids,evidence_ids
fund,FUND_SYNTH_000762,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=0"",""peer_managers=0""]","[""FP_FUND_SYNTH_000762_20260630""]","[""SYNTH:FUND_SYNTH_000762:FP_FUND_SYNTH_000762_20260630""]"
fund,FUND_SYNTH_000763,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000763_20260630""]","[""SYNTH:FUND_SYNTH_000763:FP_FUND_SYNTH_000763_20260630""]"
fund,FUND_SYNTH_000764,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000764_20260630""]","[""SYNTH:FUND_SYNTH_000764:FP_FUND_SYNTH_000764_20260630""]"
fund,FUND_SYNTH_000765,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000765_20260630""]","[""SYNTH:FUND_SYNTH_000765:FP_FUND_SYNTH_000765_20260630""]"
fund,FUND_SYNTH_000766,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000766_20260630""]","[""SYNTH:FUND_SYNTH_000766:FP_FUND_SYNTH_000766_20260630""]"
fund,FUND_SYNTH_000767,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000768,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000768_20260630""]","[""SYNTH:FUND_SYNTH_000768:FP_FUND_SYNTH_000768_20260630""]"
fund,FUND_SYNTH_000769,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000769_20260630""]","[""SYNTH:FUND_SYNTH_000769:FP_FUND_SYNTH_000769_20260630""]"
fund,FUND_SYNTH_000770,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000770_20260630""]","[""SYNTH:FUND_SYNTH_000770:FP_FUND_SYNTH_000770_20260630""]"
fund,FUND_SYNTH_000771,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000771_20260630""]","[""SYNTH:FUND_SYNTH_000771:FP_FUND_SYNTH_000771_20260630""]"
fund,FUND_SYNTH_000772,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000772_20260630""]","[""SYNTH:FUND_SYNTH_000772:FP_FUND_SYNTH_000772_20260630""]"
fund,FUND_SYNTH_000773,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000773_20260630""]","[""SYNTH:FUND_SYNTH_000773:FP_FUND_SYNTH_000773_20260630""]"
fund,FUND_SYNTH_000774,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000775,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000775_20260630""]","[""SYNTH:FUND_SYNTH_000775:FP_FUND_SYNTH_000775_20260630""]"
fund,FUND_SYNTH_000776,EXCLUDED,MINIMUM_MATURITY_NOT_MET,[],"[""FP_FUND_SYNTH_000776_20260630""]","[""SYNTH:FUND_SYNTH_000776:FP_FUND_SYNTH_000776_20260630""]"
fund,FUND_SYNTH_000777,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000777_20260630""]","[""SYNTH:FUND_SYNTH_000777:FP_FUND_SYNTH_000777_20260630""]"
fund,FUND_SYNTH_000778,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000778_20260630""]","[""SYNTH:FUND_SYNTH_000778:FP_FUND_SYNTH_000778_20260630""]"
fund,FUND_SYNTH_000779,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000780,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000781,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000781_20260630""]","[""SYNTH:FUND_SYNTH_000781:FP_FUND_SYNTH_000781_20260630""]"
fund,FUND_SYNTH_000782,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000783,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000783_20260630""]","[""SYNTH:FUND_SYNTH_000783:FP_FUND_SYNTH_000783_20260630""]"
fund,FUND_SYNTH_000784,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000784_20260630""]","[""SYNTH:FUND_SYNTH_000784:FP_FUND_SYNTH_000784_20260630""]"
fund,FUND_SYNTH_000785,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000786,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000786_20260630""]","[""SYNTH:FUND_SYNTH_000786:FP_FUND_SYNTH_000786_20260630""]"
fund,FUND_SYNTH_000787,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
fund,FUND_SYNTH_000788,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000788_20260630""]","[""SYNTH:FUND_SYNTH_000788:FP_FUND_SYNTH_000788_20260630""]"
fund,FUND_SYNTH_000789,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000789_20260630""]","[""SYNTH:FUND_SYNTH_000789:FP_FUND_SYNTH_000789_20260630""]"
fund,FUND_SYNTH_000790,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=5"",""peer_managers=5""]","[""FP_FUND_SYNTH_000790_20260630""]","[""SYNTH:FUND_SYNTH_000790:FP_FUND_SYNTH_000790_20260630""]"
fund,FUND_SYNTH_000791,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000791_20260630""]","[""SYNTH:FUND_SYNTH_000791:FP_FUND_SYNTH_000791_20260630""]"
fund,FUND_SYNTH_000792,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000792_20260630""]","[""SYNTH:FUND_SYNTH_000792:FP_FUND_SYNTH_000792_20260630""]"
fund,FUND_SYNTH_000793,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000793_20260630""]","[""SYNTH:FUND_SYNTH_000793:FP_FUND_SYNTH_000793_20260630""]"
fund,FUND_SYNTH_000794,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000794_20260630""]","[""SYNTH:FUND_SYNTH_000794:FP_FUND_SYNTH_000794_20260630""]"
fund,FUND_SYNTH_000795,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000795_20260630""]","[""SYNTH:FUND_SYNTH_000795:FP_FUND_SYNTH_000795_20260630""]"
fund,FUND_SYNTH_000796,SELECTED,RANKABLE_FUND,[],"[""FP_FUND_SYNTH_000796_20260630""]","[""SYNTH:FUND_SYNTH_000796:FP_FUND_SYNTH_000796_20260630""]"
fund,FUND_SYNTH_000797,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=4"",""peer_managers=4""]","[""FP_FUND_SYNTH_000797_20260630""]","[""SYNTH:FUND_SYNTH_000797:FP_FUND_SYNTH_000797_20260630""]"
fund,FUND_SYNTH_000798,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=6"",""peer_managers=6""]","[""FP_FUND_SYNTH_000798_20260630""]","[""SYNTH:FUND_SYNTH_000798:FP_FUND_SYNTH_000798_20260630""]"
fund,FUND_SYNTH_000799,EXCLUDED,PEERS_INSUFFICIENT,"[""peer_funds=3"",""peer_managers=3""]","[""FP_FUND_SYNTH_000799_20260630""]","[""SYNTH:FUND_SYNTH_000799:FP_FUND_SYNTH_000799_20260630""]"
fund,FUND_SYNTH_000800,EXCLUDED,STALE_OR_NO_COMMON_DATE,[],[],[]
manager_strategy,MANAGER_SYNTH_00001|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000001""]",[]
manager_strategy,MANAGER_SYNTH_00001|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00001|venture,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000003"",""FUND_SYNTH_000004""]",[]
manager_strategy,MANAGER_SYNTH_00002|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000006""]",[]
manager_strategy,MANAGER_SYNTH_00002|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00002|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00002|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00003|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000012""]",[]
manager_strategy,MANAGER_SYNTH_00003|fund_of_funds,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000010""]",[]
manager_strategy,MANAGER_SYNTH_00003|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00003|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00004|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000015""]",[]
manager_strategy,MANAGER_SYNTH_00004|fund_of_funds,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000014""]",[]
manager_strategy,MANAGER_SYNTH_00004|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00005|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000019""]",[]
manager_strategy,MANAGER_SYNTH_00005|private_credit,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000017"",""FUND_SYNTH_000020""]",[]
manager_strategy,MANAGER_SYNTH_00006|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000024""]",[]
manager_strategy,MANAGER_SYNTH_00006|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00006|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000023""]",[]
manager_strategy,MANAGER_SYNTH_00007|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000027""]",[]
manager_strategy,MANAGER_SYNTH_00007|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00007|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00008|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00008|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000032""]",[]
manager_strategy,MANAGER_SYNTH_00008|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00009|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000034""]",[]
manager_strategy,MANAGER_SYNTH_00009|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00009|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00010|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00010|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000037"",""FUND_SYNTH_000038""]",[]
manager_strategy,MANAGER_SYNTH_00011|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00011|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000044""]",[]
manager_strategy,MANAGER_SYNTH_00011|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000042""]",[]
manager_strategy,MANAGER_SYNTH_00012|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000046"",""FUND_SYNTH_000048""]",[]
manager_strategy,MANAGER_SYNTH_00012|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00013|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000049""]",[]
manager_strategy,MANAGER_SYNTH_00013|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00013|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00014|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00014|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00014|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000054""]",[]
manager_strategy,MANAGER_SYNTH_00015|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00015|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000059""]",[]
manager_strategy,MANAGER_SYNTH_00015|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000060""]",[]
manager_strategy,MANAGER_SYNTH_00016|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000062""]",[]
manager_strategy,MANAGER_SYNTH_00016|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00016|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00016|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00017|buyout,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000065"",""FUND_SYNTH_000067""]",[]
manager_strategy,MANAGER_SYNTH_00017|fund_of_funds,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000068""]",[]
manager_strategy,MANAGER_SYNTH_00017|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000066""]",[]
manager_strategy,MANAGER_SYNTH_00018|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00018|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00018|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000069""]",[]
manager_strategy,MANAGER_SYNTH_00019|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000074""]",[]
manager_strategy,MANAGER_SYNTH_00019|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00019|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000076""]",[]
manager_strategy,MANAGER_SYNTH_00019|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00020|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00020|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000079""]",[]
manager_strategy,MANAGER_SYNTH_00020|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00021|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000081""]",[]
manager_strategy,MANAGER_SYNTH_00021|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00021|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00022|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000087""]",[]
manager_strategy,MANAGER_SYNTH_00022|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00022|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000088""]",[]
manager_strategy,MANAGER_SYNTH_00022|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00023|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000089""]",[]
manager_strategy,MANAGER_SYNTH_00023|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00023|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000090""]",[]
manager_strategy,MANAGER_SYNTH_00023|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000092""]",[]
manager_strategy,MANAGER_SYNTH_00024|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00024|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00024|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00025|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00025|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00025|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00025|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00026|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00026|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00026|venture,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000102"",""FUND_SYNTH_000104""]",[]
manager_strategy,MANAGER_SYNTH_00027|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00027|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00027|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00028|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000111""]",[]
manager_strategy,MANAGER_SYNTH_00028|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000112""]",[]
manager_strategy,MANAGER_SYNTH_00029|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000114""]",[]
manager_strategy,MANAGER_SYNTH_00029|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000113""]",[]
manager_strategy,MANAGER_SYNTH_00029|venture,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000115"",""FUND_SYNTH_000116""]",[]
manager_strategy,MANAGER_SYNTH_00030|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
