fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_0563,"Gryphon Partners V, L.P.","Gryphon Partners V, L.P.",,Gryphon Investors,Secondary Investments,Multi-Strategy,2006,,USD,405063301.626463,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Gryphon Partners V, L.P. / Cost",,ACTIVE,
FUND_0564,"Gryphon Partners V-A, L.P.","Gryphon Partners V-A, L.P.",,Gryphon Investors,Secondary Investments,Multi-Strategy,2023,,USD,373777210.339670,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Gryphon Partners V-A, L.P. / Cost",,ACTIVE,
FUND_0565,"Gryphon Partners VI, L.P.","Gryphon Partners VI, L.P.",,Gryphon Investors,Secondary Investments,Multi-Strategy,2022,,USD,211898927.130766,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Gryphon Partners VI, L.P. / Cost",,ACTIVE,
FUND_0566,"Gryphon Partners VI-A, L.P.","Gryphon Partners VI-A, L.P.",,Gryphon Investors,Early Secondary Investments,Multi-Strategy,2012,,USD,453875438.311808,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Gryphon Partners VI-A, L.P. / Cost",,ACTIVE,
FUND_0567,GSO Capital Opportunities Overseas Fund L.P.,GSO Capital Opportunities Overseas Fund L.P.,,GSO Capital Partners LP,Secondary Investments,Multi-Strategy,2011,,USD,245937730.517425,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / GSO Capital Opportunities Overseas Fund L.P. / Cost,,ACTIVE,
FUND_0568,"GSO Private Investors Offshore II, L.P.","GSO Private Investors Offshore II, L.P.",,GSO Capital Partners LP,Secondary Investments,Multi-Strategy,2006,,USD,162636087.140700,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / GSO Private Investors Offshore II, L.P. / Cost",,ACTIVE,
FUND_0569,"Guggenheim Structured Real Estate II, L.P.","Guggenheim Structured Real Estate II, L.P.",,Guggenheim Structured Real Estate Advisors,Real Estate,Diversified Real Estate,2006,,USD,562839250.112931,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Guggenheim Structured Real Estate II, L.P. / Capital Commitment",,ACTIVE,
FUND_0570,"Guggenheim Structured Real Estate, L.P.","Guggenheim Structured Real Estate, L.P.",,Guggenheim Structured Real Estate Advisors,Real Estate,Diversified Real Estate,2006,,USD,301934756.682212,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Guggenheim Structured Real Estate, L.P. / Capital Commitment",,ACTIVE,
FUND_0571,"H&F Arrow 2, L.P.","H&F Arrow 2, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2019,,USD,420806448.620050,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H&F Arrow 2, L.P. / Cost",,ACTIVE,
FUND_0572,"H&F Clyde 2, L.P.","H&F Clyde 2, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2005,,USD,524676512.508656,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H&F Clyde 2, L.P. / Cost",,ACTIVE,
FUND_0573,"H&F Executives IX, L.P.","H&F Executives IX, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2020,,USD,579396337.743098,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H&F Executives IX, L.P. / Cost",,ACTIVE,
FUND_0574,"H&F Executives VIII, L.P.","H&F Executives VIII, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2018,,USD,242784050.235948,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H&F Executives VIII, L.P. / Cost",,ACTIVE,
FUND_0575,"H.I.G. Advantage Buyout Fund, L.P.","H.I.G. Advantage Buyout Fund, L.P.",,H.I.G. Capital,Secondary Investments,Buyout,2022,,USD,458454028.356297,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Advantage Buyout Fund, L.P. / Cost",,ACTIVE,
FUND_0576,"H.I.G. Bayside Debt & LBO Fund II, L.P.","H.I.G. Bayside Debt & LBO Fund II, L.P.",,H.I.G. Capital,Secondary Investments,Direct Lending,2024,,USD,353171599.771129,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Bayside Debt & LBO Fund II, L.P. / Cost",,ACTIVE,
FUND_0577,"H.I.G. Capital Partners IV, L.P.","H.I.G. Capital Partners IV, L.P.",,H.I.G. Capital,Secondary Investments,Multi-Strategy,2015,,USD,367566223.238206,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Capital Partners IV, L.P. / Cost",,ACTIVE,
FUND_0578,"H.I.G. Capital Partners V, L.P.","H.I.G. Capital Partners V, L.P.",,H.I.G. Capital,Secondary Investments,Multi-Strategy,2001,,USD,398501863.051989,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Capital Partners V, L.P. / Cost",,ACTIVE,
FUND_0579,"H.I.G. Growth Buyouts & Equity Fund II, L.P.","H.I.G. Growth Buyouts & Equity Fund II, L.P.",,H.I.G. Capital,Secondary Investments,Growth Equity,2011,,USD,229005728.420824,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / H.I.G. Growth Buyouts & Equity Fund II, L.P. / Cost",,ACTIVE,
FUND_0580,Halderman Farmland Separate Account,Halderman Farmland Separate Account,,Halderman,Agriculture,Multi-Strategy,2016,,USD,527378002.024743,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,10,Investment Detail / Halderman Farmland Separate Account / 1 Year,,ACTIVE,
FUND_0581,"Halifax Capital Partners IV, L.P.","Halifax Capital Partners IV, L.P.",,The Halifax Group,Secondary Investments,Multi-Strategy,2010,,USD,505449065.402004,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Halifax Capital Partners IV, L.P. / Cost",,ACTIVE,
FUND_0582,"Halifax Capital Partners V, L.P.","Halifax Capital Partners V, L.P.",,The Halifax Group,Primary Investments,Multi-Strategy,2024,,USD,161434899.520923,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Halifax Capital Partners V, L.P. / Cost",,ACTIVE,
FUND_0583,Hamilton Lane-Carpenters Partnership Fund IV L.P.,Hamilton Lane-Carpenters Partnership Fund IV L.P.,,Hamilton Lane,Secondary Investments,Multi-Strategy,2000,,USD,237822845.717781,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / Hamilton Lane-Carpenters Partnership Fund IV L.P. / Cost,,ACTIVE,
FUND_0584,Hamilton Lane-Carpenters Partnership Fund V L.P.,Hamilton Lane-Carpenters Partnership Fund V L.P.,,Hamilton Lane,Secondary Investments,Multi-Strategy,2012,,USD,456515401.858638,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / Hamilton Lane-Carpenters Partnership Fund V L.P. / Cost,,ACTIVE,
FUND_0585,"Hammes Income & Growth Healthcare Fund, L.P.","Hammes Income & Growth Healthcare Fund, L.P.",,Hammes Partners,Growth Equity,Growth Equity,2024,,USD,250856081.966077,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Hammes Income & Growth Healthcare Fund, L.P. / Capital Commitment",,ACTIVE,
FUND_0586,"Hammes Partners II, L.P.","Hammes Partners II, L.P.",,Hammes Partners,Value Add,Multi-Strategy,2013,,USD,555726307.522292,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Hammes Partners II, L.P. / 1 Year",,ACTIVE,
FUND_0587,"Hammes Partners III, L.P.","Hammes Partners III, L.P.",,Hammes Partners,Value Add,Multi-Strategy,2021,,USD,523727119.058417,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Hammes Partners III, L.P. / 1 Year",,ACTIVE,
FUND_0588,Hampstead I,Hampstead I,,,Diversified Alternatives,Multi-Strategy,1993,,USD,269903058.065075,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Hampstead I / Capital Commitment,,ACTIVE,
FUND_0589,Hampstead II,Hampstead II,,,Diversified Alternatives,Multi-Strategy,1996,,USD,551752753.689547,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Hampstead II / Capital Commitment,,ACTIVE,
FUND_0590,Hampstead III,Hampstead III,,,Diversified Alternatives,Multi-Strategy,1999,,USD,557365619.024364,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Hampstead III / Capital Commitment,,ACTIVE,
FUND_0591,"Hancock GLC Farms, LLC","Hancock GLC Farms, LLC",,Hancock Agricultural Investment Group,Agriculture,Multi-Strategy,2016,,USD,428481925.855593,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,10,"Investment Detail / Hancock GLC Farms, LLC / 1 Year",,ACTIVE,
FUND_0592,HANNATHON CIV LP,HANNATHON CIV LP,,"Mountain Capital Management, LLC",Diversified Alternatives,Multi-Strategy,2018,,USD,363530970.427466,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / HANNATHON CIV LP / Market Value,,ACTIVE,
FUND_0593,"Harbert Gulf Pacific Power, LLC (HGPP)","Harbert Gulf Pacific Power, LLC (HGPP)",,Harbert Management Corporation,Diversified Alternatives,Multi-Strategy,2006,,USD,533081669.617357,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Harbert Gulf Pacific Power, LLC (HGPP) / 1-Yr Total Return",,ACTIVE,
FUND_0594,"Harbert Infrastructure Fund VI, L.P.","Harbert Infrastructure Fund VI, L.P.",,Harbert Management Corporation,Infrastructure,Infrastructure,2017,,USD,486753595.738828,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,1,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Harbert Infrastructure Fund VI, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0595,"Harbert Power Fund V, L.P. (HPF V)","Harbert Power Fund V, L.P. (HPF V)",,Harbert Management Corporation,Diversified Alternatives,Multi-Strategy,2016,,USD,261228059.399755,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Harbert Power Fund V, L.P. (HPF V) / 1-Yr Total Return",,ACTIVE,
FUND_0596,Harrison Street Core Property Fund Co-Investment,Harrison Street Core Property Fund Co-Investment,,Harrison Street Real Estate Capital LLC,Real Estate,Diversified Real Estate,2019,,USD,192970557.332343,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Harrison Street Core Property Fund Co-Investment / Capital Commitment,,ACTIVE,
FUND_0597,"Harrison Street Core Property Fund, LP","Harrison Street Core Property Fund, LP",,Harrison Street Real Estate Capital LLC,Real Estate,Diversified Real Estate,2018,,USD,495013454.893434,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Harrison Street Core Property Fund, LP / Capital Commitment",,ACTIVE,
FUND_0598,Harrison Street Life Science Core,Harrison Street Life Science Core,,Harrison Street Real Estate Capital LLC,Diversified Alternatives,Multi-Strategy,2021,,USD,525064524.451120,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Harrison Street Life Science Core / Fair Market Value,,ACTIVE,
FUND_0599,Harrison Street Life Science Non-Core,Harrison Street Life Science Non-Core,,Harrison Street Real Estate Capital LLC,Diversified Alternatives,Multi-Strategy,2021,,USD,157265284.848320,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Harrison Street Life Science Non-Core / Capital Commitment,,ACTIVE,
FUND_0600,Harrison Street Life Science SMA Account,Harrison Street Life Science SMA Account,,Harrison Street Real Estate Capital LLC,Diversified Alternatives,Multi-Strategy,2023,,USD,346301373.391492,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Harrison Street Life Science SMA Account / Fair Market Value,,ACTIVE,
FUND_0601,Harrison Street Real Estate Partners IX,Harrison Street Real Estate Partners IX,,Harrison Street Real Estate Capital LLC,Real Estate,Diversified Real Estate,2022,,USD,198444013.316976,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Harrison Street Real Estate Partners IX / Capital Commitment,,ACTIVE,
FUND_0602,Harrison Street Real Estate Partners V-A,Harrison Street Real Estate Partners V-A,,Harrison Street Real Estate Capital LLC,Real Estate,Diversified Real Estate,2015,,USD,247609951.721936,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Harrison Street Real Estate Partners V-A / Capital Commitment,,ACTIVE,
FUND_0603,Harrison Street REP V Co-Investment,Harrison Street REP V Co-Investment,,Harrison Street Real Estate Capital LLC,Diversified Alternatives,Multi-Strategy,2015,,USD,360504145.353731,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Harrison Street REP V Co-Investment / Capital Commitment,,ACTIVE,
FUND_0604,Harrison Street REP VIII,Harrison Street REP VIII,,Harrison Street Real Estate Capital LLC,Diversified Alternatives,Multi-Strategy,2020,,USD,294385602.164191,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Harrison Street REP VIII / Capital Commitment,,ACTIVE,
FUND_0605,Harrison Street SIF Co-Investment I,Harrison Street SIF Co-Investment I,,Harrison Street Real Estate Capital LLC,Diversified Alternatives,Multi-Strategy,2021,,USD,315401862.958828,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Harrison Street SIF Co-Investment I / Capital Commitment,,ACTIVE,
FUND_0606,Harrison Street Social Infrastructure Fund,Harrison Street Social Infrastructure Fund,,Harrison Street Real Estate Capital LLC,Infrastructure,Infrastructure,2021,,USD,502451383.531828,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Harrison Street Social Infrastructure Fund / Capital Commitment,,ACTIVE,
FUND_0607,Harvest MLP,Harvest MLP,,Harvest Fund Advisors LLC,Energy,Multi-Strategy,2010,,USD,300887411.556286,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,10,Investment Detail / Harvest MLP / 1 Year,,ACTIVE,
FUND_0608,"Harvest Partners Structured Capital Fund II, L.P.","Harvest Partners Structured Capital Fund II, L.P.",,"Harvest Partners, L.P.",Secondary Investments,Multi-Strategy,2006,,USD,263988585.183089,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Harvest Partners Structured Capital Fund II, L.P. / Cost",,ACTIVE,
FUND_0609,"Harvest Partners Structured Capital Fund III, L.P.","Harvest Partners Structured Capital Fund III, L.P.",,"Harvest Partners, L.P.",Secondary Investments,Multi-Strategy,2005,,USD,321607488.904124,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Harvest Partners Structured Capital Fund III, L.P. / Cost",,ACTIVE,
FUND_0610,"Harvest Partners Structured Capital Fund, L.P.","Harvest Partners Structured Capital Fund, L.P.",,"Harvest Partners, L.P.",Secondary Investments,Multi-Strategy,2016,,USD,199220353.387764,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Harvest Partners Structured Capital Fund, L.P. / Cost",,ACTIVE,
FUND_0611,"HC Green Development Fund, L.P.","HC Green Development Fund, L.P.",,Hines,Diversified Alternatives,Multi-Strategy,2005,,USD,154019422.237065,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / HC Green Development Fund, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0612,HC LTH LLC,HC LTH LLC,,Hines,Diversified Alternatives,Multi-Strategy,2008,,USD,238176210.013624,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / HC LTH LLC / 1-Yr Total Return,,ACTIVE,
FUND_0613,"HCB Interests II, L.P.","HCB Interests II, L.P.",,Hines,Diversified Alternatives,Multi-Strategy,2016,,USD,299538914.348510,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / HCB Interests II, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0614,"HCI Equity Partners EV I, L.P.","HCI Equity Partners EV I, L.P.",,HCI Equity Partners,Secondary Investments,Buyout,2008,,USD,355602082.507477,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / HCI Equity Partners EV I, L.P. / Cost",,ACTIVE,
FUND_0615,"HCI Equity Partners IV, L.P.","HCI Equity Partners IV, L.P.",,HCI Equity Partners,Secondary Investments,Buyout,2023,,USD,346030472.872703,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / HCI Equity Partners IV, L.P. / Cost",,ACTIVE,
FUND_0616,"Hearthstone Housing Partners II, LLC","Hearthstone Housing Partners II, LLC",,Hearthstone,Diversified Alternatives,Multi-Strategy,2002,,USD,281515776.379674,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Hearthstone Housing Partners II, LLC / Ending Market Value (MM)",,ACTIVE,
FUND_0617,"Heartwood Partners II, LP","Heartwood Partners II, LP",,Heartwood Partners,Secondary Investments,Multi-Strategy,2004,,USD,248487160.140445,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Heartwood Partners II, LP / Cost",,ACTIVE,
FUND_0618,"Heitman America Real Estate Trust, L.P.","Heitman America Real Estate Trust, L.P.",,Heitman LLC,Real Estate,Diversified Real Estate,2018,,USD,380647639.281721,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Heitman America Real Estate Trust, L.P. / Capital Commitment",,ACTIVE,
FUND_0619,"Hellman & Friedman Capital Partners IX (Parallel), L.P.","Hellman & Friedman Capital Partners IX (Parallel), L.P.",,Hellman & Friedman,Primary Investments,Multi-Strategy,2002,,USD,326856454.370490,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners IX (Parallel), L.P. / Cost",,ACTIVE,
FUND_0620,"Hellman & Friedman Capital Partners VII (Parallel), L.P.","Hellman & Friedman Capital Partners VII (Parallel), L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2006,,USD,291765239.191628,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners VII (Parallel), L.P. / Cost",,ACTIVE,
FUND_0621,"Hellman & Friedman Capital Partners VII, L.P.","Hellman & Friedman Capital Partners VII, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2009,,USD,229761343.012829,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners VII, L.P. / Cost",,ACTIVE,
FUND_0622,"Hellman & Friedman Capital Partners X (Parallel), L.P.","Hellman & Friedman Capital Partners X (Parallel), L.P.",,Hellman & Friedman,Primary Investments,Multi-Strategy,2004,,USD,507134780.037490,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners X (Parallel), L.P. / Cost",,ACTIVE,
FUND_0623,"Hellman & Friedman Capital Partners XI (Parallel), L.P.","Hellman & Friedman Capital Partners XI (Parallel), L.P.",,Hellman & Friedman,Primary Investments,Multi-Strategy,2006,,USD,227618042.959297,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / Hellman & Friedman Capital Partners XI (Parallel), L.P. / Fair Value",,ACTIVE,
FUND_0624,Heritage Fields Capital,Heritage Fields Capital,,,Diversified Alternatives,Multi-Strategy,2005,,USD,554737981.918314,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Heritage Fields Capital / Capital Commitment,,ACTIVE,
FUND_0625,"HFCP VII (Parallel-A), L.P.","HFCP VII (Parallel-A), L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2018,,USD,203785734.810229,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / HFCP VII (Parallel-A), L.P. / Cost",,ACTIVE,
FUND_0626,Hg Genesis 7 C L.P.,Hg Genesis 7 C L.P.,,Hg Pooled Management Limited,Secondary Investments,Multi-Strategy,2010,,USD,397720027.370348,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / Hg Genesis 7 C L.P. / Cost,,ACTIVE,
FUND_0627,Hg Genesis 7 E L.P.,Hg Genesis 7 E L.P.,,Hg Pooled Management Limited,Secondary Investments,Multi-Strategy,2014,,USD,542315225.307508,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / Hg Genesis 7 E L.P. / Cost,,ACTIVE,
FUND_0628,Highstar Capital Fund IV,Highstar Capital Fund IV,,"Highstar Capital GP IV, L.P.",Diversified Alternatives,Multi-Strategy,2010,,USD,222250020.774491,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Highstar Capital Fund IV / Capital Commitment,,ACTIVE,
FUND_0629,"HighVista Private Equity VIII (Offshore), L.P.","HighVista Private Equity VIII (Offshore), L.P.",,HighVista Strategies LLC,Primary Investments,Multi-Strategy,2001,,USD,222180605.925796,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,"Consolidated Schedule of Investments / HighVista Private Equity VIII (Offshore), L.P. / Cost",,ACTIVE,
FUND_0630,HighYield Opportunities Fund,HighYield Opportunities Fund,,,Diversified Alternatives,Multi-Strategy,2017,,USD,384007823.034098,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC107,13,MANAGER TRACK RECORD / Number of portfolios/accounts managed by the company / UNLABELED_COLUMN_1,,ACTIVE,
FUND_0631,"Hildred Perennial Partners I, LP","Hildred Perennial Partners I, LP",,"Hildred Capital Management, LLC",Secondary Investments,Multi-Strategy,2010,,USD,394681981.319003,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Hildred Perennial Partners I, LP / Cost",,ACTIVE,
FUND_0632,"Hines European Development Fund, L.P.","Hines European Development Fund, L.P.",,Hines,Diversified Alternatives,Multi-Strategy,2004,,USD,578305915.977929,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / Hines European Development Fund, L.P. / 1-Yr Total Return",,ACTIVE,
FUND_0633,Hines US Office Value Add Fund II,Hines US Office Value Add Fund II,,Hines,Diversified Alternatives,Multi-Strategy,2007,,USD,507809055.251410,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Hines US Office Value Add Fund II / Capital Commitment,,ACTIVE,
FUND_0634,Homestead Capital USA Farmland Fund II,Homestead Capital USA Farmland Fund II,,"Homestead Capital USA, LLC",Diversified Alternatives,Multi-Strategy,2016,,USD,349337961.651337,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / Homestead Capital USA Farmland Fund II / Capital Commitment,,ACTIVE,
FUND_0635,HPE Continuation Fund I C.V.,HPE Continuation Fund I C.V.,,HPE Growth,Secondary Investments,Multi-Strategy,2020,,USD,389564126.598519,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,Consolidated Schedule of Investments / HPE Continuation Fund I C.V. / Cost,,ACTIVE,
FUND_0636,"Icon Partners II, L.P.","Icon Partners II, L.P.",,"Clearlake Capital Group, L.P.",Secondary Investments,Multi-Strategy,2022,,USD,392689047.728832,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Icon Partners II, L.P. / Cost",,ACTIVE,
FUND_0637,"Icon Partners III, L.P.","Icon Partners III, L.P.",,"Clearlake Capital Group, L.P.",Secondary Investments,Multi-Strategy,2024,,USD,150196308.658054,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,4,"Consolidated Schedule of Investments / Icon Partners III, L.P. / Cost",,ACTIVE,
FUND_0638,"IFM Global Infrastructure (U.S), L.P.","IFM Global Infrastructure (U.S), L.P.",,IFM Investors,Infrastructure,Infrastructure,2010,,USD,402556749.224757,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,"Real Assets Ending Market Value & Performance Summary (By Partnership) / IFM Global Infrastructure (U.S), L.P. / Ending Market Value (MM)",,ACTIVE,
FUND_0639,IIF Hedged LP,IIF Hedged LP,,J.P. Morgan Investment Management Inc.,Diversified Alternatives,Multi-Strategy,2001,,USD,579133255.175332,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IIF Hedged LP / 1-Yr Total Return,,ACTIVE,
FUND_0640,IL & FS India Realty Fund,IL & FS India Realty Fund,,IL&FS Investment Managers Limited,Real Estate,Diversified Real Estate,2007,,USD,262773858.806456,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / IL & FS India Realty Fund / Capital Commitment,,ACTIVE,
FUND_0641,IL & FS India Realty Fund II,IL & FS India Realty Fund II,,IL&FS Investment Managers Limited,Real Estate,Diversified Real Estate,2008,,USD,470926812.495710,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / IL & FS India Realty Fund II / Capital Commitment,,ACTIVE,
FUND_0642,IMI - Base,IMI - Base,,"Miller Capital Advisory, Inc.",Diversified Alternatives,Multi-Strategy,2020,,USD,277474530.080112,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / IMI - Base / 1-Yr Total Return,,ACTIVE,
