analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes,benchmark_selection,input_fee_basis,input_method
ANL_FUND_0640_20260605_DIRECT_ALPHA,FUND_0640,2026-06-05,direct_alpha,-0.1774006241,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_91ABF2FD1D807BF5193E;CFINT_AE2A3DA0A3F2FAA30D2C;CFINT_861A561C54C3AF3900A5;CFINT_470A627F80F3E71DFF82;CFINT_B3D421F9F114DB556582;CFINT_DDF0DCB47499D0FE0657;CFINT_6752F35276C5B91D84D0;CFINT_24FDF9813D36D909DE32;RET_SPY_20080104;RET_SPY_20100712;RET_SPY_20130118;RET_SPY_20150727;RET_SPY_20180831;RET_SPY_20211008;RET_SPY_20240626;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0641_20260605_KS_PME,FUND_0641,2026-06-05,ks_pme,0.1396934766,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_B5AE881061E653C817C0;CFINT_6F28AC7788D954ADBDF4;CFINT_EE06711A9069DD04C7C0;CFINT_602B930AA5DBAA34C358;CFINT_052815ECC8EBAB65F1F9;CFINT_08F8D0F798BADC9478F8;CFINT_19B1D6F38BFFF11C20F3;CFINT_37B8E204AD2CADEB75B6;RET_SPY_20081215;RET_SPY_20110506;RET_SPY_20130926;RET_SPY_20160217;RET_SPY_20190125;RET_SPY_20220105;RET_SPY_20240802;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0641_20260605_DIRECT_ALPHA,FUND_0641,2026-06-05,direct_alpha,-0.1678590934,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_B5AE881061E653C817C0;CFINT_6F28AC7788D954ADBDF4;CFINT_EE06711A9069DD04C7C0;CFINT_602B930AA5DBAA34C358;CFINT_052815ECC8EBAB65F1F9;CFINT_08F8D0F798BADC9478F8;CFINT_19B1D6F38BFFF11C20F3;CFINT_37B8E204AD2CADEB75B6;RET_SPY_20081215;RET_SPY_20110506;RET_SPY_20130926;RET_SPY_20160217;RET_SPY_20190125;RET_SPY_20220105;RET_SPY_20240802;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0642_20260605_KS_PME,FUND_0642,2026-06-05,ks_pme,0.6025698484,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_01B85657C4890D60E440;CFINT_81629F32843A47F994D8;CFINT_03037D23529FE90FB6D3;CFINT_6EDDF00A983776E97B91;CFINT_A56DCA54033D9454641C;CFINT_6F447353C533208C9E50;CFINT_7FA3BE256D192314D986;CFINT_35E8A30A7876CF4FCFE5;RET_SPY_20200508;RET_SPY_20210309;RET_SPY_20220107;RET_SPY_20221104;RET_SPY_20231114;RET_SPY_20241122;RET_SPY_20251014;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0642_20260605_DIRECT_ALPHA,FUND_0642,2026-06-05,direct_alpha,-0.1043216418,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_01B85657C4890D60E440;CFINT_81629F32843A47F994D8;CFINT_03037D23529FE90FB6D3;CFINT_6EDDF00A983776E97B91;CFINT_A56DCA54033D9454641C;CFINT_6F447353C533208C9E50;CFINT_7FA3BE256D192314D986;CFINT_35E8A30A7876CF4FCFE5;RET_SPY_20200508;RET_SPY_20210309;RET_SPY_20220107;RET_SPY_20221104;RET_SPY_20231114;RET_SPY_20241122;RET_SPY_20251014;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0643_20260605_KS_PME,FUND_0643,2026-06-05,ks_pme,0.3419201644,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_42595109B8440B89FB7B;CFINT_95AE110D2B038C40F1A6;CFINT_93FA66FD72C521D448BD;CFINT_6DF21C05236D12EF0863;CFINT_38F3738D5C0485EC1E64;CFINT_4025338DA71821AA818E;CFINT_532116B340A47E85211A;CFINT_3A1CEF41348F258D08DC;RET_SPY_20020423;RET_SPY_20050810;RET_SPY_20081128;RET_SPY_20120316;RET_SPY_20160408;RET_SPY_20200501;RET_SPY_20231120;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0643_20260605_DIRECT_ALPHA,FUND_0643,2026-06-05,direct_alpha,-0.0757449571,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_42595109B8440B89FB7B;CFINT_95AE110D2B038C40F1A6;CFINT_93FA66FD72C521D448BD;CFINT_6DF21C05236D12EF0863;CFINT_38F3738D5C0485EC1E64;CFINT_4025338DA71821AA818E;CFINT_532116B340A47E85211A;CFINT_3A1CEF41348F258D08DC;RET_SPY_20020423;RET_SPY_20050810;RET_SPY_20081128;RET_SPY_20120316;RET_SPY_20160408;RET_SPY_20200501;RET_SPY_20231120;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0644_20260605_KS_PME,FUND_0644,2026-06-05,ks_pme,0.3444129978,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_C105E6DAF40A7839BF63;CFINT_6295C3B12721CC0A61EE;CFINT_F9678C96431B646ABB33;CFINT_2ED5549BB5C34110AFC8;CFINT_FF56AC0C05B7B85E234D;CFINT_0B3B9D889517DA5A5787;CFINT_0C3131B623732B7904E2;CFINT_3FE54451883D56D0BA71;RET_SPY_20111021;RET_SPY_20131022;RET_SPY_20151023;RET_SPY_20171020;RET_SPY_20200409;RET_SPY_20220923;RET_SPY_20241120;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0644_20260605_DIRECT_ALPHA,FUND_0644,2026-06-05,direct_alpha,-0.1019615044,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_C105E6DAF40A7839BF63;CFINT_6295C3B12721CC0A61EE;CFINT_F9678C96431B646ABB33;CFINT_2ED5549BB5C34110AFC8;CFINT_FF56AC0C05B7B85E234D;CFINT_0B3B9D889517DA5A5787;CFINT_0C3131B623732B7904E2;CFINT_3FE54451883D56D0BA71;RET_SPY_20111021;RET_SPY_20131022;RET_SPY_20151023;RET_SPY_20171020;RET_SPY_20200409;RET_SPY_20220923;RET_SPY_20241120;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0645_20260605_KS_PME,FUND_0645,2026-06-05,ks_pme,0.4473166992,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_7EB012110A9AA0ACD7BD;CFINT_CC3DBCFBD4574D72880C;CFINT_D59C10319AF702EA3EA4;CFINT_FAC4BBD441786A67E6B4;CFINT_9AFDEAE74561CAF3F780;CFINT_38699A4730825C6139CB;CFINT_B998EB8941926A0AB862;CFINT_8DE5117CEE03DEC6D414;RET_SPY_20160722;RET_SPY_20171127;RET_SPY_20190405;RET_SPY_20200810;RET_SPY_20220408;RET_SPY_20231207;RET_SPY_20250521;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0645_20260605_DIRECT_ALPHA,FUND_0645,2026-06-05,direct_alpha,-0.1058625558,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_7EB012110A9AA0ACD7BD;CFINT_CC3DBCFBD4574D72880C;CFINT_D59C10319AF702EA3EA4;CFINT_FAC4BBD441786A67E6B4;CFINT_9AFDEAE74561CAF3F780;CFINT_38699A4730825C6139CB;CFINT_B998EB8941926A0AB862;CFINT_8DE5117CEE03DEC6D414;RET_SPY_20160722;RET_SPY_20171127;RET_SPY_20190405;RET_SPY_20200810;RET_SPY_20220408;RET_SPY_20231207;RET_SPY_20250521;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0646_20260605_KS_PME,FUND_0646,2026-06-05,ks_pme,0.3486422064,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_EAC3C47FC189BD89D545;CFINT_4B1071BF10E7F37AE52A;CFINT_AA96FF7F9664C5004B43;CFINT_9D510D5BB6A3B6B2414A;CFINT_F8988D7BDAF673B593D2;CFINT_ADB94092CA77BCFAB0C6;CFINT_FAE42DD3E9DA8D2D71CB;CFINT_50FF079E3CA1033CE7A7;RET_SPY_20121003;RET_SPY_20140815;RET_SPY_20160701;RET_SPY_20180515;RET_SPY_20200902;RET_SPY_20221221;RET_SPY_20241226;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0646_20260605_DIRECT_ALPHA,FUND_0646,2026-06-05,direct_alpha,-0.1051706735,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_EAC3C47FC189BD89D545;CFINT_4B1071BF10E7F37AE52A;CFINT_AA96FF7F9664C5004B43;CFINT_9D510D5BB6A3B6B2414A;CFINT_F8988D7BDAF673B593D2;CFINT_ADB94092CA77BCFAB0C6;CFINT_FAE42DD3E9DA8D2D71CB;CFINT_50FF079E3CA1033CE7A7;RET_SPY_20121003;RET_SPY_20140815;RET_SPY_20160701;RET_SPY_20180515;RET_SPY_20200902;RET_SPY_20221221;RET_SPY_20241226;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0647_20260605_KS_PME,FUND_0647,2026-06-05,ks_pme,0.3653136571,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_8448CBC10BF34F9DD2DC;CFINT_98A83359F00899F79BD6;CFINT_B41D73C35D64A8051FB8;CFINT_06F12E940BCA0A21BA37;CFINT_9BCA36B280C8E02914DC;CFINT_4652EC5A36B3FB4FBBFB;CFINT_23040B95B3788E87252A;CFINT_A9E1FBBC6D07B2954D15;RET_SPY_20121003;RET_SPY_20140815;RET_SPY_20160701;RET_SPY_20180515;RET_SPY_20200902;RET_SPY_20221221;RET_SPY_20241226;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0647_20260605_DIRECT_ALPHA,FUND_0647,2026-06-05,direct_alpha,-0.1024045366,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_8448CBC10BF34F9DD2DC;CFINT_98A83359F00899F79BD6;CFINT_B41D73C35D64A8051FB8;CFINT_06F12E940BCA0A21BA37;CFINT_9BCA36B280C8E02914DC;CFINT_4652EC5A36B3FB4FBBFB;CFINT_23040B95B3788E87252A;CFINT_A9E1FBBC6D07B2954D15;RET_SPY_20121003;RET_SPY_20140815;RET_SPY_20160701;RET_SPY_20180515;RET_SPY_20200902;RET_SPY_20221221;RET_SPY_20241226;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0648_20260605_KS_PME,FUND_0648,2026-06-05,ks_pme,0.2916288557,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_078F5E23D02DC4FDD54B;CFINT_C34BCA6E2CF0A916BF11;CFINT_FF79A7B99ED002E7691B;CFINT_82F7CC61372D8CB9C136;CFINT_FF548EF5B14477E0EC1D;CFINT_65874ACFA15124654E5C;CFINT_68CA5B6CBA3E56064A0E;CFINT_D9129F3BF64FD562C52A;RET_SPY_20070122;RET_SPY_20090916;RET_SPY_20120511;RET_SPY_20150102;RET_SPY_20180409;RET_SPY_20210713;RET_SPY_20240521;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,no_canonical_strategy,unstated,unstated
ANL_FUND_0648_20260605_DIRECT_ALPHA,FUND_0648,2026-06-05,direct_alpha,-0.0976553898,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_078F5E23D02DC4FDD54B;CFINT_C34BCA6E2CF0A916BF11;CFINT_FF79A7B99ED002E7691B;CFINT_82F7CC61372D8CB9C136;CFINT_FF548EF5B14477E0EC1D;CFINT_65874ACFA15124654E5C;CFINT_68CA5B6CBA3E56064A0E;CFINT_D9129F3BF64FD562C52A;RET_SPY_20070122;RET_SPY_20090916;RET_SPY_20120511;RET_SPY_20150102;RET_SPY_20180409;RET_SPY_20210713;RET_SPY_20240521;RET_SPY_20260605,BMK_ETF_SPY,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,no_canonical_strategy,unstated,unstated
ANL_FUND_0649_20260605_KS_PME,FUND_0649,2026-06-05,ks_pme,0.2959363994,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_E013BE10238A4E2A43F5;CFINT_349466F5131CDC608216;CFINT_1F2784BBC8D10ED0CEC9;CFINT_A3F4872D08FE2156B307;CFINT_BF798CA6FF118BDD7495;CFINT_C07B1C9AA0080FCE71A8;CFINT_116ECECF14F2467E3E11;CFINT_D2ABC8F8E41A6F1989FD;RET_VTI_20030404;RET_VTI_20060606;RET_VTI_20090807;RET_VTI_20121008;RET_VTI_20160902;RET_VTI_20200728;RET_VTI_20231227;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0649_20260605_DIRECT_ALPHA,FUND_0649,2026-06-05,direct_alpha,-0.0850323081,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_E013BE10238A4E2A43F5;CFINT_349466F5131CDC608216;CFINT_1F2784BBC8D10ED0CEC9;CFINT_A3F4872D08FE2156B307;CFINT_BF798CA6FF118BDD7495;CFINT_C07B1C9AA0080FCE71A8;CFINT_116ECECF14F2467E3E11;CFINT_D2ABC8F8E41A6F1989FD;RET_VTI_20030404;RET_VTI_20060606;RET_VTI_20090807;RET_VTI_20121008;RET_VTI_20160902;RET_VTI_20200728;RET_VTI_20231227;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0650_20260605_KS_PME,FUND_0650,2026-06-05,ks_pme,0.6869096237,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_E81C051AE6ED1A98C974;CFINT_21E4D68C9A02D2B31E68;CFINT_13026C50149DC9C0C837;CFINT_88A64C80BB1F313C96B3;CFINT_DFA0ECA19C25AC111B94;CFINT_11BB7F233B24FF6CFC09;CFINT_3B19E21D82BC16951907;CFINT_2AC81BE9F9AC39A4FD2A;RET_VTI_20210423;RET_VTI_20220104;RET_VTI_20220916;RET_VTI_20230530;RET_VTI_20240409;RET_VTI_20250214;RET_VTI_20251120;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0650_20260605_DIRECT_ALPHA,FUND_0650,2026-06-05,direct_alpha,-0.0917043267,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_E81C051AE6ED1A98C974;CFINT_21E4D68C9A02D2B31E68;CFINT_13026C50149DC9C0C837;CFINT_88A64C80BB1F313C96B3;CFINT_DFA0ECA19C25AC111B94;CFINT_11BB7F233B24FF6CFC09;CFINT_3B19E21D82BC16951907;CFINT_2AC81BE9F9AC39A4FD2A;RET_VTI_20210423;RET_VTI_20220104;RET_VTI_20220916;RET_VTI_20230530;RET_VTI_20240409;RET_VTI_20250214;RET_VTI_20251120;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0651_20260605_KS_PME,FUND_0651,2026-06-05,ks_pme,0.2950220469,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_D14C713D392B44884BD2;CFINT_9123D9108CE514009A1D;CFINT_CF1F7884FF279BDE58E5;CFINT_DCA1576671812B103041;CFINT_5C1551608279D7850A43;CFINT_B77F958DD4D7F926837C;CFINT_08486475290F0E52FB68;CFINT_78639438165A01B48589;RET_VTI_20091127;RET_VTI_20120302;RET_VTI_20140606;RET_VTI_20160909;RET_VTI_20190621;RET_VTI_20220401;RET_VTI_20240906;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0651_20260605_DIRECT_ALPHA,FUND_0651,2026-06-05,direct_alpha,-0.1040746477,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_D14C713D392B44884BD2;CFINT_9123D9108CE514009A1D;CFINT_CF1F7884FF279BDE58E5;CFINT_DCA1576671812B103041;CFINT_5C1551608279D7850A43;CFINT_B77F958DD4D7F926837C;CFINT_08486475290F0E52FB68;CFINT_78639438165A01B48589;RET_VTI_20091127;RET_VTI_20120302;RET_VTI_20140606;RET_VTI_20160909;RET_VTI_20190621;RET_VTI_20220401;RET_VTI_20240906;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0652_20260605_KS_PME,FUND_0652,2026-06-05,ks_pme,0.8505166573,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_BC71E08C4AB65A53EA3C;CFINT_4300199E69E087979E1E;CFINT_BC103471F9600CEF33F8;CFINT_F11D634EDCE0013C6BC2;CFINT_9B148902F25181802936;CFINT_28DEC335C23517A85C38;CFINT_72D50454BE54C9856B3B;CFINT_2CE2466AD055B8F57E36;RET_VTI_20240227;RET_VTI_20240618;RET_VTI_20241011;RET_VTI_20250131;RET_VTI_20250620;RET_VTI_20251107;RET_VTI_20260309;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0652_20260605_DIRECT_ALPHA,FUND_0652,2026-06-05,direct_alpha,-0.0841058789,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_BC71E08C4AB65A53EA3C;CFINT_4300199E69E087979E1E;CFINT_BC103471F9600CEF33F8;CFINT_F11D634EDCE0013C6BC2;CFINT_9B148902F25181802936;CFINT_28DEC335C23517A85C38;CFINT_72D50454BE54C9856B3B;CFINT_2CE2466AD055B8F57E36;RET_VTI_20240227;RET_VTI_20240618;RET_VTI_20241011;RET_VTI_20250131;RET_VTI_20250620;RET_VTI_20251107;RET_VTI_20260309;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0653_20260605_KS_PME,FUND_0653,2026-06-05,ks_pme,0.3723344448,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_E4C46E966286DC6C41AE;CFINT_952A23229D133F875221;CFINT_ECAF39EBA6C3A5F43E9B;CFINT_802A60798D10B84E45AC;CFINT_734B8ED47FD5B1049C50;CFINT_610C001597BCAC1FBB31;CFINT_70E7CDE72285D11E0EB4;CFINT_39A51D1607B5605061EC;RET_VTI_20121003;RET_VTI_20140815;RET_VTI_20160701;RET_VTI_20180515;RET_VTI_20200902;RET_VTI_20221221;RET_VTI_20241226;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0653_20260605_DIRECT_ALPHA,FUND_0653,2026-06-05,direct_alpha,-0.0998971619,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_E4C46E966286DC6C41AE;CFINT_952A23229D133F875221;CFINT_ECAF39EBA6C3A5F43E9B;CFINT_802A60798D10B84E45AC;CFINT_734B8ED47FD5B1049C50;CFINT_610C001597BCAC1FBB31;CFINT_70E7CDE72285D11E0EB4;CFINT_39A51D1607B5605061EC;RET_VTI_20121003;RET_VTI_20140815;RET_VTI_20160701;RET_VTI_20180515;RET_VTI_20200902;RET_VTI_20221221;RET_VTI_20241226;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0654_20260605_KS_PME,FUND_0654,2026-06-05,ks_pme,0.3302078022,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_CADFBD634B7B6DD5316C;CFINT_7E2A09C94D5EF1FC05E9;CFINT_4D9D818A656759975376;CFINT_47F2C836D91D00A42F11;CFINT_93B94DB0C0EE207BAAE7;CFINT_F101D7BB4F70FD688342;CFINT_F1E2492F766C3EAD8CD2;CFINT_19F7E7A204603E1893B6;RET_VTI_20020423;RET_VTI_20050810;RET_VTI_20081128;RET_VTI_20120316;RET_VTI_20160408;RET_VTI_20200501;RET_VTI_20231120;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
ANL_FUND_0654_20260605_DIRECT_ALPHA,FUND_0654,2026-06-05,direct_alpha,-0.0772724458,decimal_rate,DIRECT_ALPHA_ASOF_BENCHMARK_XIRR_V1,FPRINT_CADFBD634B7B6DD5316C;CFINT_7E2A09C94D5EF1FC05E9;CFINT_4D9D818A656759975376;CFINT_47F2C836D91D00A42F11;CFINT_93B94DB0C0EE207BAAE7;CFINT_F101D7BB4F70FD688342;CFINT_F1E2492F766C3EAD8CD2;CFINT_19F7E7A204603E1893B6;RET_VTI_20020423;RET_VTI_20050810;RET_VTI_20081128;RET_VTI_20120316;RET_VTI_20160408;RET_VTI_20200501;RET_VTI_20231120;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Benchmark-scaled dated cash flows include terminal NAV on the as-of date.,mapped,unstated,unstated
ANL_FUND_0655_20260605_KS_PME,FUND_0655,2026-06-05,ks_pme,0.5042571308,multiple,KS_PME_ASOF_BENCHMARK_V1,FPRINT_9B56A1B8E72CAFB552E3;CFINT_E4CA611DD3A6D794ECEE;CFINT_10E5223DEEBE6AE7406B;CFINT_58486314A2649B026D01;CFINT_A7B2B946D990BF1572A7;CFINT_53366F1D0C1910F2B24B;CFINT_33FC79B89DA24F29FC50;CFINT_3D74E5407ABA4023AC45;RET_VTI_20170705;RET_VTI_20180924;RET_VTI_20191213;RET_VTI_20210303;RET_VTI_20220902;RET_VTI_20240304;RET_VTI_20250627;RET_VTI_20260605,BMK_ETF_VTI,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Each cash flow uses the latest benchmark observation on or before its date; terminal NAV uses the as-of benchmark level.,mapped,unstated,unstated
