analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes,input_fee_basis,input_method
ANL_FUND_0474_20260605_DPI,FUND_0474,2026-06-05,dpi,0.4731041958,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_8B48CEF93DA893BDFD6B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0474_20260605_RVPI,FUND_0474,2026-06-05,rvpi,0.7279305361,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_8B48CEF93DA893BDFD6B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0474_20260605_TVPI,FUND_0474,2026-06-05,tvpi,1.2010347319,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_8B48CEF93DA893BDFD6B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0474_20260605_XIRR,FUND_0474,2026-06-05,xirr,0.0282805122,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_8B48CEF93DA893BDFD6B;CFINT_287FE818E18E1E1BD076;CFINT_3558C9D98A3BCECD7DEF;CFINT_2700A8D26C1AEB5CF64B;CFINT_DDC9EE8D3BFA3FDAFF34;CFINT_226256803CB8366EF50D;CFINT_808F13563883FB259BD5;CFINT_426AD97F21E908156075,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0475_20260605_DPI,FUND_0475,2026-06-05,dpi,0.2053333333,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_2077B367C92CF0B522F7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0475_20260605_RVPI,FUND_0475,2026-06-05,rvpi,0.2346666667,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_2077B367C92CF0B522F7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0475_20260605_TVPI,FUND_0475,2026-06-05,tvpi,0.44,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_2077B367C92CF0B522F7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0475_20260605_XIRR,FUND_0475,2026-06-05,xirr,-0.1501502001,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_2077B367C92CF0B522F7;CFINT_0A0140AD8C685E6ABC28;CFINT_8CE20BEDF794060AB9E9;CFINT_B61EB48253E519982B37;CFINT_789C5DE0DF733CCF2024;CFINT_ACE176BFA8B10ED1AE18;CFINT_957741444C5D8908D37B;CFINT_07FF40287274EA8B167F,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0476_20260605_DPI,FUND_0476,2026-06-05,dpi,0.01,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_3BD4F8D59468C2A6E932,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0476_20260605_RVPI,FUND_0476,2026-06-05,rvpi,1.33,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_3BD4F8D59468C2A6E932,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0476_20260605_TVPI,FUND_0476,2026-06-05,tvpi,1.34,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_3BD4F8D59468C2A6E932,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0476_20260605_XIRR,FUND_0476,2026-06-05,xirr,0.0451794116,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_3BD4F8D59468C2A6E932;CFINT_F09BE83C6EE4D4643BC6;CFINT_D922FF7680584B361CC1;CFINT_E8138C215C13C94CB2C7;CFINT_EE535E04A487622B5F0B;CFINT_B548A9702B92A7258EA3;CFINT_6E54BA513D6B540B8226;CFINT_87AE74BE391F77AEF812,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0477_20260605_DPI,FUND_0477,2026-06-05,dpi,0.4599260173,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_D02B51919D9AB97A7AE4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0477_20260605_RVPI,FUND_0477,2026-06-05,rvpi,0.7872996301,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_D02B51919D9AB97A7AE4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0477_20260605_TVPI,FUND_0477,2026-06-05,tvpi,1.2472256473,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_D02B51919D9AB97A7AE4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0477_20260605_XIRR,FUND_0477,2026-06-05,xirr,0.0305981001,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_D02B51919D9AB97A7AE4;CFINT_7DB7D4FF9F37DD96F4AC;CFINT_9D91FAA82E7286A0D0B7;CFINT_2D48A4CE7C302CFE4F2A;CFINT_6CD8991DDD97379E3EC5;CFINT_805F5A42C50F73955202;CFINT_47F3BD441483EB18CCA6;CFINT_01814676C732D5BA7E1E,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0478_20260605_DPI,FUND_0478,2026-06-05,dpi,0.6768189509,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_574A8B891B8C2D9933A8,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0478_20260605_RVPI,FUND_0478,2026-06-05,rvpi,0.6497461929,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_574A8B891B8C2D9933A8,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0478_20260605_TVPI,FUND_0478,2026-06-05,tvpi,1.3265651438,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_574A8B891B8C2D9933A8,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0478_20260605_XIRR,FUND_0478,2026-06-05,xirr,0.0344650095,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_574A8B891B8C2D9933A8;CFINT_0BF9DD3D8F9381DA9D58;CFINT_D3E7C9232AC73BAA9423;CFINT_5DF5D06A042B9BCFE0E1;CFINT_DE90DE6062810E71D31D;CFINT_094433CB733B1027CCDA;CFINT_16F1280B56C29615483D;CFINT_2BFCACFC41591E20171F,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0479_20260605_DPI,FUND_0479,2026-06-05,dpi,0.345323741,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_86529C1299973FAA1D38,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0479_20260605_RVPI,FUND_0479,2026-06-05,rvpi,0.8285371703,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_86529C1299973FAA1D38,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0479_20260605_TVPI,FUND_0479,2026-06-05,tvpi,1.1738609113,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_86529C1299973FAA1D38,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0479_20260605_XIRR,FUND_0479,2026-06-05,xirr,0.0268081732,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_86529C1299973FAA1D38;CFINT_842A5E848EC5018CFCE9;CFINT_20C7FC57165AB2164FAD;CFINT_3B214490F8E80D79950D;CFINT_B8F7AE84B0188049524B;CFINT_F807979924243F4C1592;CFINT_A1CFE57FEF096F940501;CFINT_C1FC9EE36F8AF577258F,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0480_20260605_DPI,FUND_0480,2026-06-05,dpi,0.3778343316,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_90BD476F0BCC75BCD9EC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0480_20260605_RVPI,FUND_0480,2026-06-05,rvpi,0.8014437789,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_90BD476F0BCC75BCD9EC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0480_20260605_TVPI,FUND_0480,2026-06-05,tvpi,1.1792781105,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_90BD476F0BCC75BCD9EC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0480_20260605_XIRR,FUND_0480,2026-06-05,xirr,0.0278217702,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_90BD476F0BCC75BCD9EC;CFINT_AB1B682E116DABCD45C0;CFINT_8144E59222BABA78A2CC;CFINT_8201C016CA8DD8915B3A;CFINT_580F898801CD80FE9C3E;CFINT_9CDD9342C08F4C191176;CFINT_196BAB1085F9B8D8581A;CFINT_913214952FF2516F6191,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0481_20260605_DPI,FUND_0481,2026-06-05,dpi,0.9316976127,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_A193654B813415B9F326,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0481_20260605_RVPI,FUND_0481,2026-06-05,rvpi,0.7214854111,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_A193654B813415B9F326,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0481_20260605_TVPI,FUND_0481,2026-06-05,tvpi,1.6531830239,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_A193654B813415B9F326,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0481_20260605_XIRR,FUND_0481,2026-06-05,xirr,0.0690901453,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_A193654B813415B9F326;CFINT_71CA7DD56012206F7071;CFINT_1E482F0200C50332D93F;CFINT_59209B1A5413ED18FDA7;CFINT_2C8F51451A3321CD07CE;CFINT_C24CAA850B9651DB3D31;CFINT_4FC5887319EC767610EF;CFINT_2728E5EB478BF49F1157,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0482_20260605_DPI,FUND_0482,2026-06-05,dpi,0.361702541,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_0AB583B184285F1B0042,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0482_20260605_RVPI,FUND_0482,2026-06-05,rvpi,0.812198306,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_0AB583B184285F1B0042,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0482_20260605_TVPI,FUND_0482,2026-06-05,tvpi,1.173900847,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_0AB583B184285F1B0042,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0482_20260605_XIRR,FUND_0482,2026-06-05,xirr,0.0269340617,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_0AB583B184285F1B0042;CFINT_34041A60742BB29571B4;CFINT_E5D017C0C2495E7BB2FC;CFINT_3B5507D58366FC792FEF;CFINT_78457F40FE1CF13DB4B2;CFINT_E62461C8E3EAE66812DC;CFINT_B35FFEBC0838A802BD73;CFINT_CFAE840C7839825D2ADA,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0483_20260605_DPI,FUND_0483,2026-06-05,dpi,0.47,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_63DED777447A1A532261,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0483_20260605_RVPI,FUND_0483,2026-06-05,rvpi,0.58,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_63DED777447A1A532261,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0483_20260605_TVPI,FUND_0483,2026-06-05,tvpi,1.05,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_63DED777447A1A532261,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0483_20260605_XIRR,FUND_0483,2026-06-05,xirr,0.0062491231,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_63DED777447A1A532261;CFINT_6EE95CBEC882A14FD991;CFINT_567FE9B46ABDCF21A53C;CFINT_21F4B405559D0A37B9BF;CFINT_7EC660CCAF3DE6841945;CFINT_A0F7F287D6234FAA634E;CFINT_3062BEBB357DF1BBF8A5;CFINT_B6BBD50C24E04D8A1FA5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0484_20260605_DPI,FUND_0484,2026-06-05,dpi,0.0855301699,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_9D7EFB2D537C26325FDA,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0484_20260605_RVPI,FUND_0484,2026-06-05,rvpi,0.8383128295,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_9D7EFB2D537C26325FDA,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0484_20260605_TVPI,FUND_0484,2026-06-05,tvpi,0.9238429994,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_9D7EFB2D537C26325FDA,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0484_20260605_XIRR,FUND_0484,2026-06-05,xirr,-0.0160416822,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_9D7EFB2D537C26325FDA;CFINT_F843AA29B2375D0B98B0;CFINT_CB60B84D65A755899836;CFINT_6EC06B6A3826C0885CFA;CFINT_E065B83F3B8EEA082DF0;CFINT_40CBF86F9B529264803E;CFINT_F76246F61867833B6904;CFINT_808910A0E0E6B02603D7,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0485_20260605_DPI,FUND_0485,2026-06-05,dpi,0.01,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_79DC202E353973170861,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0485_20260605_RVPI,FUND_0485,2026-06-05,rvpi,1.0033076075,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_79DC202E353973170861,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0485_20260605_TVPI,FUND_0485,2026-06-05,tvpi,1.0133076075,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_79DC202E353973170861,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0485_20260605_XIRR,FUND_0485,2026-06-05,xirr,0.0031273257,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_79DC202E353973170861;CFINT_16A858C8617F2356E941;CFINT_7F1F549F40ED20C1C10E;CFINT_C553C62AED3EFDAA1AFF;CFINT_DD39A712CE52D9E85B5F;CFINT_08DB8746A2A9580479B0;CFINT_1D05053D607CB9E86371;CFINT_8E2CF4E28E90FCF3D29A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0486_20260605_DPI,FUND_0486,2026-06-05,dpi,1.395194274,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_180BCAEBB9D3805F0B80,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0486_20260605_RVPI,FUND_0486,2026-06-05,rvpi,0.4253578732,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_180BCAEBB9D3805F0B80,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0486_20260605_TVPI,FUND_0486,2026-06-05,tvpi,1.8205521472,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_180BCAEBB9D3805F0B80,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0486_20260605_XIRR,FUND_0486,2026-06-05,xirr,0.1093161305,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_180BCAEBB9D3805F0B80;CFINT_998C691C4A6A2E7881ED;CFINT_B2F3847E360145449BD3;CFINT_DCAFA3C3E8C4F0D33368;CFINT_E19D7466FEE1EB48A83A;CFINT_90F048A47FFF2946FA31;CFINT_6B12A1EE095ADA3E916A;CFINT_0DF50BE5BEFDE9385867,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0487_20260605_DPI,FUND_0487,2026-06-05,dpi,0.1319901316,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_BF6C05CE85761F3621DC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0487_20260605_RVPI,FUND_0487,2026-06-05,rvpi,1.0990953947,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_BF6C05CE85761F3621DC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0487_20260605_TVPI,FUND_0487,2026-06-05,tvpi,1.2310855263,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_BF6C05CE85761F3621DC,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0487_20260605_XIRR,FUND_0487,2026-06-05,xirr,0.0329059125,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_BF6C05CE85761F3621DC;CFINT_5BCC596B842728C1EAF7;CFINT_888EC19F0CD296DAD38E;CFINT_B94A6F4BC120219D3746;CFINT_28AA9CD6B6DBE318BF15;CFINT_0BC2182D399E7699DC54;CFINT_61758612C303BC34DA5D;CFINT_92F4405C0A66635A3D1C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0488_20260605_DPI,FUND_0488,2026-06-05,dpi,0.5372856341,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_C4423DFBDDC231618BD5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0488_20260605_RVPI,FUND_0488,2026-06-05,rvpi,0.6651429106,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_C4423DFBDDC231618BD5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0488_20260605_TVPI,FUND_0488,2026-06-05,tvpi,1.2024285447,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_C4423DFBDDC231618BD5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0488_20260605_XIRR,FUND_0488,2026-06-05,xirr,0.0238129077,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_C4423DFBDDC231618BD5;CFINT_5446B7CCF53F77CBF016;CFINT_7526765696E40503FF59;CFINT_733FC2DFD06718F12921;CFINT_67FBC25B9B0174695F33;CFINT_CD21FBE7F2695E0A9639;CFINT_910B157DB054B01A4C9F;CFINT_D9C628FEA43C07860A66,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0489_20260605_DPI,FUND_0489,2026-06-05,dpi,0.6298340417,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_3CFF1DBFB37F36D8CEC2,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0489_20260605_RVPI,FUND_0489,2026-06-05,rvpi,0.5934439722,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_3CFF1DBFB37F36D8CEC2,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
