position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status
POS_GENERATED_B267703B3FBB864EE637,,OWNER_FUND_0489,FUND_0489,INSTR_GENERATED_B267703B3FBB864EE637,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,62403722.342990,78004652.928737,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B27B39C9E63E949C8249,,OWNER_FUND_0622,FUND_0622,INSTR_GENERATED_B27B39C9E63E949C8249,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,16442229.856067,22197010.305691,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B27DE76545C672C40AA0,,OWNER_FUND_0410,FUND_0410,INSTR_GENERATED_B27DE76545C672C40AA0,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,9329540.859513,10728971.988440,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B28358704F9ECE1BBE84,,OWNER_FUND_0006,FUND_0006,INSTR_GENERATED_B28358704F9ECE1BBE84,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,107060.086957,123119.100000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B2B411854E215EF93302,,OWNER_FUND_0582,FUND_0582,INSTR_GENERATED_B2B411854E215EF93302,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,42174411.835469,52718014.794336,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B2BDCF89089810D3D576,,OWNER_FUND_1046,FUND_1046,INSTR_GENERATED_B2BDCF89089810D3D576,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,10054139.287546,11562260.180678,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B2D0719B429D121B54AB,,OWNER_FUND_0872,FUND_0872,INSTR_GENERATED_B2D0719B429D121B54AB,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,69272928.815463,86591161.019329,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B2D7000D2C15579B5399,,OWNER_FUND_0891,FUND_0891,INSTR_GENERATED_B2D7000D2C15579B5399,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,301840.000000,377300.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B2DDADAC0ABDC8EFC3C8,,OWNER_FUND_0786,FUND_0786,INSTR_GENERATED_B2DDADAC0ABDC8EFC3C8,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,12205084.656541,16476864.286330,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B347968FC19CEA69C2E2,,OWNER_FUND_0487,FUND_0487,INSTR_GENERATED_B347968FC19CEA69C2E2,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,74844000.000000,93555000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B3902088E0176903F04D,,OWNER_FUND_0454,FUND_0454,INSTR_GENERATED_B3902088E0176903F04D,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,15155147.282835,17428419.375260,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B3943A1A30DCFBE5D2A9,,OWNER_FUND_0017,FUND_0017,INSTR_GENERATED_B3943A1A30DCFBE5D2A9,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,230756.120000,288445.150000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B3A2FEEAB300B4D10A06,,OWNER_FUND_0701,FUND_0701,INSTR_GENERATED_B3A2FEEAB300B4D10A06,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,17697478.807826,20352100.629000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B3C07DC19C0E6A833B4E,,OWNER_FUND_0265,FUND_0265,INSTR_GENERATED_B3C07DC19C0E6A833B4E,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,12570928.555250,14456567.838537,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B3DC29EE4ABC9F1ADDEB,,OWNER_FUND_0546,FUND_0546,INSTR_GENERATED_B3DC29EE4ABC9F1ADDEB,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,52229940.281796,60064431.324065,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B3DFBA862E552ABE84F5,,OWNER_FUND_1022,FUND_1022,INSTR_GENERATED_B3DFBA862E552ABE84F5,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,83410763.080185,104263453.850231,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B404CC8C15F794E102BA,,OWNER_FUND_0579,FUND_0579,INSTR_GENERATED_B404CC8C15F794E102BA,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,31087948.916464,38859936.145580,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B42077D12B093F9F4F75,,OWNER_FUND_0056,FUND_0056,INSTR_GENERATED_B42077D12B093F9F4F75,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,27555.934000,34444.917500,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B433D014A166E3BB359C,,OWNER_FUND_0821,FUND_0821,INSTR_GENERATED_B433D014A166E3BB359C,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,86830434.782609,99855000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B43D4270B7E60571558E,,OWNER_FUND_0470,FUND_0470,INSTR_GENERATED_B43D4270B7E60571558E,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,19735940.346152,26643519.467305,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B45EF9C97D3E470F8758,,OWNER_FUND_0115,FUND_0115,INSTR_GENERATED_B45EF9C97D3E470F8758,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,110248605.041736,126785895.797996,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B48AF690F46524BB65F9,,OWNER_FUND_0971,FUND_0971,INSTR_GENERATED_B48AF690F46524BB65F9,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,211288.000000,264110.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B494ED72177AB9AC6C43,,OWNER_FUND_1020,FUND_1020,INSTR_GENERATED_B494ED72177AB9AC6C43,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,939130.434783,1080000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B4B04B1BFF03DB7677FE,,OWNER_FUND_0712,FUND_0712,INSTR_GENERATED_B4B04B1BFF03DB7677FE,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,2774800.000000,3468500.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B4B58AF17F8882DB0A8D,,OWNER_FUND_0562,FUND_0562,INSTR_GENERATED_B4B58AF17F8882DB0A8D,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,5069621.189150,6843988.605353,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B4CF1A200A3C0C5E7AAE,,OWNER_FUND_0152,FUND_0152,INSTR_GENERATED_B4CF1A200A3C0C5E7AAE,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,58507106.023887,78984593.132247,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B4F218450F403C2DC984,,OWNER_FUND_0431,FUND_0431,INSTR_GENERATED_B4F218450F403C2DC984,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,18088511.191747,24419490.108858,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B4F2C578E84FFBEF1172,,OWNER_FUND_0291,FUND_0291,INSTR_GENERATED_B4F2C578E84FFBEF1172,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,59759015.625106,80674671.093893,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B4F2DCD936596566CE5B,,OWNER_FUND_0028,FUND_0028,INSTR_GENERATED_B4F2DCD936596566CE5B,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,92934.782609,106875.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B501C4F07318E6F796F9,,OWNER_FUND_1019,FUND_1019,INSTR_GENERATED_B501C4F07318E6F796F9,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,24547636.451466,33139309.209479,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B59B12E0635F597EF990,,OWNER_FUND_0713,FUND_0713,INSTR_GENERATED_B59B12E0635F597EF990,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,2648800.000000,3311000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B5CA327261CB8551AF6B,,OWNER_FUND_0385,FUND_0385,INSTR_GENERATED_B5CA327261CB8551AF6B,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,72016000.000000,90020000.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B5EFA7A2314EA061E87D,,OWNER_FUND_0112,FUND_0112,INSTR_GENERATED_B5EFA7A2314EA061E87D,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,39310554.323190,49138192.903987,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B637A2BE73BDF1A267C5,,OWNER_FUND_0500,FUND_0500,INSTR_GENERATED_B637A2BE73BDF1A267C5,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,38085776.167819,51415797.826556,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B63E000DF693B1603C13,,OWNER_FUND_0789,FUND_0789,INSTR_GENERATED_B63E000DF693B1603C13,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,20409649.037965,23471096.393660,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B678ABC615BA861E43B7,,OWNER_FUND_0496,FUND_0496,INSTR_GENERATED_B678ABC615BA861E43B7,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,605925.925926,818000.000000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B67934F3FAD55EB588AA,,OWNER_FUND_0586,FUND_0586,INSTR_GENERATED_B67934F3FAD55EB588AA,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,1917391.304348,2205000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B691C2EF8374AE568759,,OWNER_FUND_0504,FUND_0504,INSTR_GENERATED_B691C2EF8374AE568759,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,105000.000000,131250.000000,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B698286B3968985AF160,,OWNER_FUND_0718,FUND_0718,INSTR_GENERATED_B698286B3968985AF160,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,3850434.782609,4428000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B6CEF8E2D980A54C67E7,,OWNER_FUND_0805,FUND_0805,INSTR_GENERATED_B6CEF8E2D980A54C67E7,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,40713404.561657,54963096.158237,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B6E52790C142C2CB7927,,OWNER_FUND_0361,FUND_0361,INSTR_GENERATED_B6E52790C142C2CB7927,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,153346777.963834,176348794.658409,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B722AAD0DF80B26A79B7,,OWNER_FUND_0618,FUND_0618,INSTR_GENERATED_B722AAD0DF80B26A79B7,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,40923145.780051,51153932.225064,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B727383BD41EA88AFBAC,,OWNER_FUND_0395,FUND_0395,INSTR_GENERATED_B727383BD41EA88AFBAC,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,53471323.639820,66839154.549775,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B735421D2EBB027F581C,,OWNER_FUND_0407,FUND_0407,INSTR_GENERATED_B735421D2EBB027F581C,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,51887960.184047,70048746.248463,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B73BC0DCD82B63D5C235,,OWNER_FUND_0494,FUND_0494,INSTR_GENERATED_B73BC0DCD82B63D5C235,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,65251670.722958,75039421.331402,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B73D7C35464D65E0DF5D,,OWNER_FUND_0721,FUND_0721,INSTR_GENERATED_B73D7C35464D65E0DF5D,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,7767407.407407,10486000.000000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B758D5AB4F3BC47C3874,,OWNER_FUND_0627,FUND_0627,INSTR_GENERATED_B758D5AB4F3BC47C3874,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,97139145.358919,121423931.698649,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B76E8433AC1AD272958B,,OWNER_FUND_0472,FUND_0472,INSTR_GENERATED_B76E8433AC1AD272958B,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,40343478.260870,46395000.000000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7AB8AC6BA365823B379,,OWNER_FUND_0960,FUND_0960,INSTR_GENERATED_B7AB8AC6BA365823B379,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,7525925.925926,10160000.000000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7AD66E2E3629A9D5EBE,,OWNER_FUND_0689,FUND_0689,INSTR_GENERATED_B7AD66E2E3629A9D5EBE,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,38780058.277219,48475072.846524,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7B9D28ADFA6ABB845E1,,OWNER_FUND_0465,FUND_0465,INSTR_GENERATED_B7B9D28ADFA6ABB845E1,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,108387568.660366,135484460.825458,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7BD275E06226366289F,,OWNER_FUND_0427,FUND_0427,INSTR_GENERATED_B7BD275E06226366289F,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,53274555.941659,71920650.521240,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7CA19CFE9ED240FDA7A,,OWNER_FUND_0756,FUND_0756,INSTR_GENERATED_B7CA19CFE9ED240FDA7A,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,25483481.947128,29306004.239197,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7D79A6848232F07D7B4,,OWNER_FUND_0516,FUND_0516,INSTR_GENERATED_B7D79A6848232F07D7B4,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,70740538.833485,95499727.425205,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B7EDB2F073F2C8E22ECC,,OWNER_FUND_0697,FUND_0697,INSTR_GENERATED_B7EDB2F073F2C8E22ECC,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,33441717.775644,38457975.441991,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B816E8DAA5431FF0E9A9,,OWNER_FUND_0558,FUND_0558,INSTR_GENERATED_B816E8DAA5431FF0E9A9,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,11760448.733834,15876605.790676,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B824ED2AB1CE8FCAB8B5,,OWNER_FUND_0519,FUND_0519,INSTR_GENERATED_B824ED2AB1CE8FCAB8B5,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,46866435.128537,58583043.910671,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B84092113C819676D184,,OWNER_FUND_0011,FUND_0011,INSTR_GENERATED_B84092113C819676D184,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,1313820.782609,1510893.900000,,,,,,,,0.1500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B84AE0391722E266F3AD,,OWNER_FUND_0363,FUND_0363,INSTR_GENERATED_B84AE0391722E266F3AD,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,29409163.013523,36761453.766904,,,,,,,,0.2000000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B8673B66CBB11EAC21BB,,OWNER_FUND_0072,FUND_0072,INSTR_GENERATED_B8673B66CBB11EAC21BB,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,881270.814815,1189715.600000,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
POS_GENERATED_B8C01949B1FF2603E067,,OWNER_FUND_0441,FUND_0441,INSTR_GENERATED_B8C01949B1FF2603E067,DIRECT_COMPANY,fund_total,as_of,2026-06-05,day,2026-06-05,,,,,,,,USD,8090015.134717,10921520.431868,,,,,,,,0.2500000000,,,,HIGH,generated holding schema,Equity,SYNTHETIC,COMPLETION,,,data/integrated/cell-lineage.csv,INTEGRATED_COMPLETION_V1,ACTIVE
