fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status
FPRINT_45720605623E2D409F94,FUND_0442,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,49000000.000000,55149019.607843,2450000.000000,1000000.000000,0.000000,1.1254901961,0.0500000000,1.1754901961,,0.0126270847,2254000.000000,1470000.000000,2205960.784314,1018662.784314,61250.000000,27048.000000,150000.000000,25000.000000,2450000.000000,0.4134697357,0.2038617761,474872639.999365,2004,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B30E5DE05E35C6DBC9DD,FUND_0443,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,479248806.935873,469663830.797156,545881517.715111,46252067.086108,9584976.138717,0.000000,1.1622813636,0.0984790909,1.2607604545,,0.0151707961,42551901.719220,14089914.923915,21835260.708604,11455957.478071,1156301.677153,510622.820631,1437746.420808,239624.403468,46252067.086108,0.2689776647,0.2038617761,479248806.935873,2000,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_AB86DACF47DDDDDA63C2,FUND_0444,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,307254777.636720,295837455.868980,85147367.342751,260767291.070871,11417321.767740,0.000000,0.2878180760,0.8814546160,1.1692726920,,0.0335658098,239905907.785201,8875123.676069,3405894.693710,7069492.854845,6519182.276772,2878870.893422,921764.332910,153627.388818,260767291.070871,0.0641591299,0.2038617761,307254777.636720,2020,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_35EE9272A494AC33B7B3,FUND_0445,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,219794913.354208,215399015.087124,208318994.406945,62159751.143352,4395898.267084,0.000000,0.9671306729,0.2885795514,1.2557102243,,0.0182629388,57186971.051884,6461970.452614,8332759.776278,5372614.180666,1553993.778584,686243.652623,659384.740063,109897.456677,62159751.143352,0.1196700803,0.2038617761,219794913.354208,2006,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_41B04709D14C398D7605,FUND_0446,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,313079299.502628,306817713.512575,256961817.205277,124259852.546930,6261585.990053,0.000000,0.8375064603,0.4049956931,1.2425021534,,0.0197336602,114319064.343175,9204531.405377,10278472.688211,7632181.949056,3106496.313673,1371828.772118,939237.898508,156539.649751,124259852.546930,0.0963507666,0.2038617761,313079299.502628,2009,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6E5A5C4C8233ADA396C8,FUND_0447,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,240080837.029585,235279220.288993,152305657.705598,132173587.016668,4801616.740592,0.000000,0.6473400308,0.5617733128,1.2091133436,,0.0198648620,121599700.055335,7058376.608670,6092226.308224,5684483.514410,3304339.675417,1459196.400664,720242.511089,120040.418515,132173587.016668,0.0790111872,0.2038617761,240080837.029585,2012,Real Estate,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_0863B028A4C6E6F3567A,FUND_0448,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,357273960.735307,350128481.520601,169712060.328856,252159342.167256,7145479.214706,0.000000,0.4847136674,0.7201908884,1.2049045558,,0.0286508608,231986594.793876,10503854.445618,6788482.413154,8620011.511782,6303983.554181,2783839.137527,1071821.882206,178636.980368,252159342.167256,0.0709410617,0.2038617761,357273960.735307,2017,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_8DCBFFA2E0FD57004D07,FUND_0449,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,182173070.481052,178529609.071431,71830109.316164,140164448.677798,3643461.409621,0.000000,0.4023428365,0.7851047757,1.1874476122,,0.0289337316,128951292.783574,5355888.272143,2873204.372647,4316551.011063,3504111.216945,1547415.513403,546519.211443,91086.535241,140164448.677798,0.0677036407,0.2038617761,182173070.481052,2018,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_27365A4A8E5F1CB423D5,FUND_0450,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,233158380.159914,228495212.556716,245919626.761053,42460924.168865,4663167.603198,0.000000,1.0762572397,0.1858285068,1.2620857466,,0.0167652138,39064050.235356,6854856.376701,9836785.070442,5664565.250764,1061523.104222,468768.602824,699475.140480,116579.190080,42460924.168865,0.1632908669,0.2038617761,233158380.159914,2003,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_021132156327CD3CBB54,FUND_0451,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,272798295.675772,267342329.762257,202230904.854844,128066021.029656,5455965.913515,0.000000,0.7564492500,0.4790338333,1.2354830833,,0.0212576138,117820739.347284,8020269.892868,8089236.194194,6653542.620655,3201650.525741,1413848.872167,818394.887027,136399.147838,128066021.029656,0.0875418712,0.2038617761,272798295.675772,2011,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5BD06DE9BE9EBED9B592,FUND_0452,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,230086015.214286,225484294.910000,101453085.872410,165365047.492060,4601720.304286,0.000000,0.4499341558,0.7333772295,1.1833113853,,0.0231606120,152135843.692695,6764528.847300,4058123.434896,5368343.128597,4134126.187302,1825630.124312,690258.045643,115043.007607,165365047.492060,0.0691671215,0.2038617761,230086015.214286,2016,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_78C32376306634219BC9,FUND_0453,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,406556824.940354,398425688.441547,173399238.348357,296107052.490694,8131136.498807,0.000000,0.4352109901,0.7431926733,1.1784036634,,0.0225021256,272418488.291438,11952770.653246,6935969.533934,9423013.795470,7402676.312267,3269021.859497,1219670.474821,203278.412470,296107052.490694,0.0685407338,0.2038617761,406556824.940354,2016,Real Estate,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5857BDF6008D5C2EBDDB,FUND_0454,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,49000000.000000,19325268.749132,38729820.833912,1000000.000000,0.000000,0.3943932398,0.7904045068,1.1847977466,,0.0284972633,35631435.167199,1470000.000000,773010.749965,1180573.673824,968245.520848,427577.222006,150000.000000,25000.000000,38729820.833912,0.0673954447,0.2038617761,189541289.365906,2018,Value-Added,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6295AE806B133D455359,FUND_0455,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,35000000.000000,34300000.000000,33614000.000000,12348000.000000,700000.000000,0.000000,0.9800000000,0.3600000000,1.3400000000,,0.0221147821,11360160.000000,1029000.000000,1344560.000000,980878.080000,308700.000000,136321.920000,105000.000000,17500.000000,12348000.000000,0.1147342995,0.2038617761,447796536.660736,2005,Value Add,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_ED4C0CB1E9EFE0240B0A,FUND_0456,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,30000000.000000,29400000.000000,1176000.000000,27930000.000000,600000.000000,0.000000,0.0400000000,0.9500000000,0.9900000000,,-0.0006629781,25695600.000000,882000.000000,47040.000000,497842.800000,698250.000000,308347.200000,90000.000000,15000.000000,27930000.000000,0.0544622426,0.2038617761,446935313.284990,2007,Value Add,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4909ACD224D6586F316E,FUND_0457,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,200000000.000000,49400000.000000,494000.000000,41300000.000000,150600000.000000,0.000000,0.0100000000,0.8360323887,0.8460323887,,-0.0383597124,37996000.000000,1482000.000000,19760.000000,1053308.000000,1032500.000000,455952.000000,600000.000000,100000.000000,41300000.000000,0.0484724708,0.2038617761,200000000.000000,2021,Infrastructure,Infrastructure,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_1D0E294E09076E33DC5B,FUND_0458,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,49100000.000000,45837329.242523,458373.292425,2291866.462126,3262670.757477,0.000000,0.0100000000,0.0500000000,0.0600000000,,-0.5801045560,2108517.145156,1375119.877276,18334.931697,-1084184.495904,57296.661553,25302.205742,147300.000000,24550.000000,2291866.462126,-0.5565217391,0.2038617761,453727526.893858,2022,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_C505AEF57D98D3A7B35B,FUND_0459,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,324115840.009269,316889929.996341,99659940.682806,276857463.707499,7225910.012928,0.000000,0.3144938707,0.8736707528,1.1881646236,,0.0442914622,254708866.610899,9506697.899890,3986397.627312,7784759.272036,6921436.592687,3056506.399331,972347.520028,162057.920005,276857463.707499,0.0652835413,0.2038617761,324115840.009269,2021,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4C7E905F102E6A02E627,FUND_0460,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,473502060.814278,464032019.597992,310604629.410568,258509040.056274,9470041.216286,0.000000,0.6693603378,0.5570931081,1.2264534459,,0.0230628979,237828316.851772,13920960.587940,12424185.176423,11524539.202207,6462726.001407,2853939.802221,1420506.182443,236751.030407,258509040.056274,0.0806630095,0.2038617761,473502060.814278,2013,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_61D2636646167052BFA6,FUND_0461,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,407858024.563123,399700864.071860,231120410.111091,246952926.878039,8157160.491262,0.000000,0.5782334513,0.6178443658,1.1960778171,,0.0197769205,227196692.727796,11991025.922156,9244816.404444,9537344.233817,6173823.171951,2726360.312734,1223574.073689,203929.012282,246952926.878039,0.0748691560,0.2038617761,407858024.563123,2013,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6D97ED152D947747240C,FUND_0462,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,214274536.006042,209989045.285921,217114460.231537,44947130.753924,4285490.720121,0.000000,1.0339323174,0.2140451217,1.2479774391,,0.0158062409,41351360.293610,6299671.358578,8684578.409261,5110743.794647,1123678.268848,496216.323523,642823.608018,107137.268003,44947130.753924,0.1446307321,0.2038617761,214274536.006042,2003,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_9D3DC3BDC9DB4A82C1EA,FUND_0463,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,263348789.189448,258081813.405659,169339194.991714,143468471.321812,5266975.783789,0.000000,0.6561454012,0.5559030659,1.2120484671,,0.0201622390,131990993.616067,7742454.402170,6773567.799669,6259708.158969,3586711.783045,1583891.923393,790046.367568,131674.394595,143468471.321812,0.0796159709,0.2038617761,263348789.189448,2012,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_010D66BC4587BD39F663,FUND_0464,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,195178491.182831,191274921.359174,163414886.982406,75318249.587734,3903569.823657,0.000000,0.8543455975,0.3937696016,1.2481151992,,0.0202227212,69292789.620715,5738247.640775,6536595.479296,4792462.809538,1882956.239693,831513.475449,585535.473548,97589.245591,75318249.587734,0.0984778913,0.2038617761,195178491.182831,2009,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_36E2C0B989CB510CB117,FUND_0465,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,446718705.540118,428413870.357621,115524850.079172,387098459.501308,18304835.182497,0.000000,0.2696571191,0.9035619206,1.1732190397,,0.0405243767,356130582.741203,12852416.110729,4620994.003167,10348941.641506,9677461.487533,4273566.992894,1340156.116620,223359.352770,387098459.501308,0.0638430277,0.2038617761,446718705.540118,2021,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_9E65401802018D8750E0,FUND_0466,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,529325498.329488,473935869.723035,42587605.955315,499256864.321436,55389628.606453,0.000000,0.0898594276,1.0534270483,1.1432864759,,0.0731700487,459316315.175721,14218076.091691,1703504.238213,11285399.146245,12481421.608036,5511795.782109,1587976.494988,264662.749165,499256864.321436,0.0597104357,0.2038617761,529325498.329488,2024,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_865C4091DB62119F93D7,FUND_0467,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,430647148.765923,422034205.790605,246975706.662472,258790515.368259,8612942.975318,0.000000,0.5852030553,0.6131979631,1.1984010184,,0.0200263135,238087274.138798,12661026.173718,9879028.266499,10101698.169050,6469762.884206,2857047.289666,1291941.446298,215323.574383,258790515.368259,0.0752717397,0.2038617761,430647148.765923,2013,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3EC79AC92BAD25994EBD,FUND_0468,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,150000000.000000,147000000.000000,50520491.803279,126344262.295082,3000000.000000,0.000000,0.3436768150,0.8594847775,1.2031615925,,0.0306503679,116236721.311475,4410000.000000,2020819.672131,3689913.442623,3158606.557377,1394840.655738,450000.000000,75000.000000,126344262.295082,0.0664020851,0.2038617761,450946247.797486,2018,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_15DA6BD8B976CA28414B,FUND_0469,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,263476116.903274,258206594.565209,180312944.283206,131112455.854666,5269522.338065,0.000000,0.6983281918,0.5077812055,1.2061093973,,0.0174591981,120623459.386292,7746197.836956,7212517.771328,6152189.902905,3277811.396367,1447481.512636,790428.350710,131738.058452,131112455.854666,0.0825321745,0.2038617761,263476116.903274,2010,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3D350D6D3B8706308000,FUND_0470,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,476188875.182416,466665097.678768,453504740.745484,133217597.336528,9523777.503648,0.000000,0.9717991403,0.2854672398,1.2572663801,,0.0183816907,122560189.549605,13999952.930363,18140189.629819,11663143.341509,3330439.933413,1470722.274595,1428566.625547,238094.437591,133217597.336528,0.1207377742,0.2038617761,476188875.182416,2006,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_1361CD3435854E805BF1,FUND_0471,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,100000000.000000,99400000.000000,164600000.000000,4970000.000000,600000.000000,0.000000,1.6559356137,0.0500000000,1.7059356137,,0.0778687171,4572400.000000,2982000.000000,6584000.000000,4170481.200000,124250.000000,54868.800000,300000.000000,50000.000000,4970000.000000,0.8747266206,0.2038617761,374385565.864795,2014,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4098EE53D35360DAF547,FUND_0472,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,250000000.000000,239100000.000000,73000000.000000,103100000.000000,10900000.000000,0.000000,0.3053115851,0.4312003346,0.7365119197,,-0.0412089323,94852000.000000,7173000.000000,2920000.000000,1154276.000000,2577500.000000,1138224.000000,750000.000000,125000.000000,103100000.000000,0.0421182474,0.2038617761,253680278.212459,2016,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_0F3BE7E0FC86B8FC6CC1,FUND_0473,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,200000000.000000,127700000.000000,3300000.000000,91500000.000000,72300000.000000,0.000000,0.0258418168,0.7165231010,0.7423649178,,-0.0501209102,84180000.000000,3831000.000000,132000.000000,1023340.000000,2287500.000000,1010160.000000,600000.000000,100000.000000,91500000.000000,0.0430149679,0.2038617761,261580072.618175,2019,Real Estate,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_FA00D91BF80BE068D0E6,FUND_0474,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,450951170.141237,441932146.738412,209079952.870629,321695904.516658,9019023.402825,0.000000,0.4731041958,0.7279305361,1.2010347319,,0.0280718728,295960232.155325,13257964.402152,8363198.114825,10825314.770719,8042397.612916,3551522.785864,1352853.510424,225475.585071,321695904.516658,0.0704179272,0.2038617761,450951170.141237,2017,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_18BEA653FE5ED8487139,FUND_0475,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,562808713.630831,551552539.358214,113252121.414887,129430995.902728,11256174.272617,0.000000,0.2053333333,0.2346666667,0.4400000000,,-0.1489160714,119076516.230509,16546576.180746,4530084.856595,-4356874.246559,3235774.897568,1428918.194766,1688426.140892,281404.356815,129430995.902728,-0.0139575099,0.2038617761,562808713.630831,2019,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_338B3FDFBB632A0E92ED,FUND_0476,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,99500000.000000,97510000.000000,975100.000000,129688300.000000,1990000.000000,0.000000,0.0100000000,1.3300000000,1.3400000000,,0.0448024002,119313236.000000,2925300.000000,39004.000000,3163051.668000,3242207.500000,1431758.832000,298500.000000,49750.000000,129688300.000000,0.0627656097,0.2038617761,551289700.151193,2018,Opportunistic,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_FD2984E446BA2384C759,FUND_0477,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,125000000.000000,122500000.000000,56340937.114673,96444204.685573,2500000.000000,0.000000,0.4599260173,0.7872996301,1.2472256473,,0.0303927159,88728668.310728,3675000.000000,2253637.484587,3255824.722565,2411105.117139,1064744.019729,375000.000000,62500.000000,96444204.685573,0.0709373191,0.2038617761,505852162.321903,2016,Natural Resources,Natural Resources,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_84D5AD84E9956E714EE8,FUND_0478,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,49000000.000000,33164128.595601,31837563.451777,1000000.000000,0.000000,0.6768189509,0.6497461929,1.3265651438,,0.0342692837,29290558.375635,1470000.000000,1326565.143824,1431144.433164,795939.086294,351486.700508,150000.000000,25000.000000,31837563.451777,0.0820595562,0.2038617761,555253256.819883,2014,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_652FFB94C249C4B64197,FUND_0479,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,113000000.000000,83400000.000000,28800000.000000,69100000.000000,29600000.000000,0.000000,0.3453237410,0.8285371703,1.1738609113,,0.0265855528,63572000.000000,2502000.000000,1152000.000000,2083136.000000,1727500.000000,762864.000000,339000.000000,56500.000000,69100000.000000,0.0657207576,0.2038617761,376386736.369807,2018,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_C395C535A6F25FBABAF1,FUND_0480,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,236170636.364690,231447223.637396,87448707.051699,185491937.530258,4723412.727294,0.000000,0.3778343316,0.8014437789,1.1792781105,,0.0275905257,170652582.527838,6943416.709122,3497948.282068,5535354.374053,4637298.438256,2047830.990334,708511.909094,118085.318182,185491937.530258,0.0667665640,0.2038617761,236170636.364690,2018,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3AA99C8741C69362AFD4,FUND_0481,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,150000000.000000,147000000.000000,136959549.071618,106058355.437666,3000000.000000,0.000000,0.9316976127,0.7214854111,1.6531830239,,0.0686782996,97573687.002653,4410000.000000,5478381.962865,6255707.267905,2651458.885942,1170884.244032,450000.000000,75000.000000,106058355.437666,0.0979060102,0.2038617761,463713717.176230,2015,Natural Resources,Natural Resources,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_06ED4389ABDC2E1A514E,FUND_0482,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,163097889.288033,159835931.502272,57813062.566687,129818472.804602,3261957.785761,0.000000,0.3617025410,0.8121983060,1.1739008470,,0.0267103348,119432994.980234,4795077.945068,2312522.502667,3795107.234598,3245461.820115,1433195.939763,489293.667864,81548.944644,129818472.804602,0.0661703442,0.2038617761,163097889.288033,2018,Natural Resources,Natural Resources,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
