"route_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"31","SRC179","Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf","14","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Fresno County Employees' Retirement Association (FCERA)","1aaf26f432f16458043fe7a8b535a039352b30163df34827dca7cb510347386d","data/documents/txt/Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.txt","data/documents/pdf/Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.pdf","data/documents/images/Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023","data/documents/grids/Performance_FCERA_Fresno_Investment_Performance_Review_Q4_2023.csv"
"32","SRC136","Performance_PSERS_PEVCPD_Partnership_Data_20150930.pdf","16","Performance","Schedule_Inv","02-performance","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Pennsylvania Public School Employees Retirement System (PSERS)","bcde1fc51af4f62fa70c0199743022951b500a4db41b1a0d11a954c8f1910c0d","data/documents/txt/Performance_PSERS_PEVCPD_Partnership_Data_20150930.txt","data/documents/pdf/Performance_PSERS_PEVCPD_Partnership_Data_20150930.pdf","data/documents/images/Performance_PSERS_PEVCPD_Partnership_Data_20150930","data/documents/grids/Performance_PSERS_PEVCPD_Partnership_Data_20150930.csv"
"33","SRC188","Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf","16","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California Public Employees' Retirement System (CalPERS)","5b351ec0c6fdf1678afe85c8a3df5acc194f9b48d81a0a61a7921c3c0e469c16","data/documents/txt/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.txt","data/documents/pdf/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.pdf","data/documents/images/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025","data/documents/grids/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2025.csv"
"34","SRC189","Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf","19","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California Public Employees' Retirement System (CalPERS)","a58aeeb58f0eaa69b9ffc81b07cce0887a4a996255abc6c0a83dc980b9f84c07","data/documents/txt/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.txt","data/documents/pdf/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.pdf","data/documents/images/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023","data/documents/grids/Performance_CalPERS_Private_Equity_Annual_Program_Review_Jun2023.csv"
"35","SRC194","Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf","19","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California State Teachers' Retirement System (CalSTRS)","5dd0d94efffed70b47b3951e0d880bd721001b3af8cbd6e188caeec5968e5b07","data/documents/txt/Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.txt","data/documents/pdf/Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.pdf","data/documents/images/Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025","data/documents/grids/Performance_CalSTRS_Real_Estate_Semi_Annual_Report_Q3_2025.csv"
"36","SRC071","Performance_CalPERS_PERF_Partnership_Report.pdf","20","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","California Public Employees' Retirement System (CalPERS)","240559e0aebf3282304b009d53a576b48758063448414903a084cefb37828371","data/documents/txt/Performance_CalPERS_PERF_Partnership_Report.txt","data/documents/pdf/Performance_CalPERS_PERF_Partnership_Report.pdf","data/documents/images/Performance_CalPERS_PERF_Partnership_Report","data/documents/grids/Performance_CalPERS_PERF_Partnership_Report.csv"
"37","SRC183","Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf","22","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","State of Alaska Public Employees' Retirement System (Division of Retirement and Benefits)","144046c631cf96a7757c3ab4641d58fe5b15db9a5c1c2adba1ea574216476c93","data/documents/txt/Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.txt","data/documents/pdf/Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.pdf","data/documents/images/Performance_Alaska_PERS_Investment_Section_ACFR_FY2021","data/documents/grids/Performance_Alaska_PERS_Investment_Section_ACFR_FY2021.csv"
"38","SRC198","Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf","24","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Missouri State Employees' Retirement System (MOSERS)","8d14432580c6b64d705666bdd0b60ad70534c07f1485db6080e3ae6ace8fdabf","data/documents/txt/Performance_MOSERS_ACFR_Investment_Section_FY2025.txt","data/documents/pdf/Performance_MOSERS_ACFR_Investment_Section_FY2025.pdf","data/documents/images/Performance_MOSERS_ACFR_Investment_Section_FY2025","data/documents/grids/Performance_MOSERS_ACFR_Investment_Section_FY2025.csv"
"39","SRC069","Performance_Landmark_Real_Estate_Fund_IX_Secondaries.pdf","25","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Landmark Partners (an Ares company)","862866986069767e52f94ab9050abb74432e374064d466f0ee0526605890973a","data/documents/txt/Performance_Landmark_Real_Estate_Fund_IX_Secondaries.txt","data/documents/pdf/Performance_Landmark_Real_Estate_Fund_IX_Secondaries.pdf","data/documents/images/Performance_Landmark_Real_Estate_Fund_IX_Secondaries","data/documents/grids/Performance_Landmark_Real_Estate_Fund_IX_Secondaries.csv"
"40","SRC064","Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025.pdf","35","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania Public School Employees' Retirement System (PSERS); prepared by Aksia LLC","805433cff7d6ec774437aa6c6731469f950d29b35190ad4bc15ce038030177af","data/documents/txt/Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025.txt","data/documents/pdf/Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025.pdf","data/documents/images/Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025","data/documents/grids/Performance_PSERS_Private_Markets_Combined_Portfolio_Report_Q3_2025.csv"
"41","SRC315","Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.pdf","39","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","CT Private Equity Trust PLC (Columbia Threadneedle)","e4d84adf60a200a16f08ce02b860f87145db11c263556d191ea4cfb766338d52","data/documents/txt/Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.txt","data/documents/pdf/Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.pdf","data/documents/images/Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026","data/documents/grids/Performance_CT_Private_Equity_Trust_AGM_Presentation_May2026.csv"
"42","SRC170","Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf","41","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Kern County Employees' Retirement Association (KCERA)","a794e8a9b34132a3641da2335f1a99fd59cf78d47418e70bf95f9bce0a395b85","data/documents/txt/Performance_KCERA_Investment_Performance_Review_Q2_2023.txt","data/documents/pdf/Performance_KCERA_Investment_Performance_Review_Q2_2023.pdf","data/documents/images/Performance_KCERA_Investment_Performance_Review_Q2_2023","data/documents/grids/Performance_KCERA_Investment_Performance_Review_Q2_2023.csv"
"43","SRC301","Performance_Pantheon_International_Annual_Results_May2023.pdf","41","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pantheon International Plc","492767de87f5fd85e0ba6e490dca304f398e3c26d144a1f350dc58ad2be8fb18","data/documents/txt/Performance_Pantheon_International_Annual_Results_May2023.txt","data/documents/pdf/Performance_Pantheon_International_Annual_Results_May2023.pdf","data/documents/images/Performance_Pantheon_International_Annual_Results_May2023","data/documents/grids/Performance_Pantheon_International_Annual_Results_May2023.csv"
"44","SRC204","Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf","63","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","New York City Comptroller / NYCERS","2a1dbd3320e6cdb20445d96ece206148cea958d4bcaf6ef0f884c085c9def98b","data/documents/txt/Performance_NYCERS_Monthly_Performance_Review_Apr2026.txt","data/documents/pdf/Performance_NYCERS_Monthly_Performance_Review_Apr2026.pdf","data/documents/images/Performance_NYCERS_Monthly_Performance_Review_Apr2026","data/documents/grids/Performance_NYCERS_Monthly_Performance_Review_Apr2026.csv"
"45","SRC190","Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf","81","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Santa Barbara County Employees' Retirement System (SBCERS)","0fce9ddddb2c46d4b656e8054aab17a49b5a251a668af6d08ed848d77d1e5389","data/documents/txt/Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.txt","data/documents/pdf/Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.pdf","data/documents/images/Performance_SBCERS_Quarterly_Investment_Performance_Dec2024","data/documents/grids/Performance_SBCERS_Quarterly_Investment_Performance_Dec2024.csv"
"46","SRC206","Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf","273","Performance","Performance","02-performance","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees' Retirement System (PA SERS) / Callan","fa1e1636988b781f4fdded412a39dfe287dbfaa7fcd4ef4cc1b8894f500aac59","data/documents/txt/Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.txt","data/documents/pdf/Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.pdf","data/documents/images/Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4","data/documents/grids/Performance_Pennsylvania_SERS_Investment_Performance_Analysis_2023Q4.csv"
"1","SRC375","Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf","2","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Virginia Investment Management Company (UVIMCO)","f61eeefaffa1b3e41935961142f563d3887f3c3e621e726449d5826821bce017","data/documents/txt/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.txt","data/documents/pdf/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.pdf","data/documents/images/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights","data/documents/grids/Performance_UVIMCO_Long_Term_Pool_Annual_Report_2025_Highlights.csv"
"2","SRC216","Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf","3","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Office of the New York State Comptroller, New York State Common Retirement Fund","5c03d8f73453f799cd0bff82f0d4a880e783247918a72dd35e8cdd352a6d2a50","data/documents/txt/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.txt","data/documents/pdf/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.pdf","data/documents/images/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026","data/documents/grids/Reporting_NY_State_Common_Retirement_Fund_Monthly_Disclosure_Apr2026.csv"
"3","SRC192","Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf","5","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Utah Retirement Systems (URS)","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","data/documents/txt/Reporting_Utah_URS_Investment_Policies_ACFR_2021.txt","data/documents/pdf/Reporting_Utah_URS_Investment_Policies_ACFR_2021.pdf","data/documents/images/Reporting_Utah_URS_Investment_Policies_ACFR_2021","data/documents/grids/Reporting_Utah_URS_Investment_Policies_ACFR_2021.csv"
"4","SRC356","Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf","5","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Texas/Texas A&M Investment Management Company (UTIMCO)","bce1cc0f3cc4e5824307fdad05b63b448110f6218011c115af879665eca07ba5","data/documents/txt/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.txt","data/documents/pdf/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.pdf","data/documents/images/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025","data/documents/grids/Reporting_UTIMCO_PUF_SemiAnnual_Specified_Data_Jun2025.csv"
"5","SRC389","Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf","6","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of South Carolina Foundations","9feb74eb228530f7459be60b41936bff0ac6688d0c051cfa56b339d238282017","data/documents/txt/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.txt","data/documents/pdf/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.pdf","data/documents/images/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025","data/documents/grids/Performance_University_of_South_Carolina_Foundations_Endowment_Report_FY2025.csv"
"6","SRC602","Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","11","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for California State Teachers' Retirement System","2ed0fcbdba2e9190c119988a53fc7336f39f37d2a2126c4d16706021ebba7db8","data/documents/txt/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.txt","data/documents/pdf/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.pdf","data/documents/images/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025","data/documents/grids/Performance_CalSTRS_Meketa_Private_Equity_Executive_Summary_Sep2025.csv"
"7","SRC122","Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","12","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Florida OPPAGA (legislative oversight)","26c7e33568e2b061d8b49e4251da2573cf2067e5d5f4c0c726ff15a9fda72f8a","data/documents/txt/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.txt","data/documents/pdf/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.pdf","data/documents/images/Performance_Florida_Growth_Fund_OPPAGA_Review_2025","data/documents/grids/Performance_Florida_Growth_Fund_OPPAGA_Review_2025.csv"
"8","SRC220","Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","12","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Illinois Municipal Retirement Fund (IMRF)","dfefd35f955cd4413210edc9e1f777e431caff411787b348aa80feca48f97cfc","data/documents/txt/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.txt","data/documents/pdf/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.pdf","data/documents/images/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025","data/documents/grids/Reporting_IMRF_Illinois_Economic_Opportunity_Investments_2025.csv"
"9","SRC357","Performance_UTIMCO_Annual_Report_2025.pdf","13","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","University of Texas/Texas A&M Investment Management Company (UTIMCO)","9a7638e5c13c06b55e9dc45fa0797149fe4607b5cd951bbf873d2d89e1b1cd89","data/documents/txt/Performance_UTIMCO_Annual_Report_2025.txt","data/documents/pdf/Performance_UTIMCO_Annual_Report_2025.pdf","data/documents/images/Performance_UTIMCO_Annual_Report_2025","data/documents/grids/Performance_UTIMCO_Annual_Report_2025.csv"
"10","SRC395","Performance_UWM_Foundation_Annual_Report_2024.pdf","14","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","UWM Foundation (University of Wisconsin-Milwaukee)","5025e6baed9b1d8bb89b3f6d859aaa020b5a2e583941e033c604c8cea3d27079","data/documents/txt/Performance_UWM_Foundation_Annual_Report_2024.txt","data/documents/pdf/Performance_UWM_Foundation_Annual_Report_2024.pdf","data/documents/images/Performance_UWM_Foundation_Annual_Report_2024","data/documents/grids/Performance_UWM_Foundation_Annual_Report_2024.csv"
"11","SRC185","Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","15","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","California State Teachers' Retirement System (CalSTRS)","70a686626584fe82f95a73323002e0c9d8edb76b36fe6a9a3cdbf51b386670d8","data/documents/txt/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.txt","data/documents/pdf/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.pdf","data/documents/images/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25","data/documents/grids/Reporting_CalSTRS_Investment_Committee_Item08_FY2024_25.csv"
"12","SRC038","Performance_MassVentures_Annual_Report_FY2015.pdf","17","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","MassVentures (Massachusetts Technology Development Corporation) / Commonwealth of Massachusetts Executive Office of Housing and Economic Development","c16a9bebd394302f82f7de0eb1c4a4026d6adf53e08a79759de7a762267e511e","data/documents/txt/Performance_MassVentures_Annual_Report_FY2015.txt","data/documents/pdf/Performance_MassVentures_Annual_Report_FY2015.pdf","data/documents/images/Performance_MassVentures_Annual_Report_FY2015","data/documents/grids/Performance_MassVentures_Annual_Report_FY2015.csv"
"13","SRC040","Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf","17","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Maryland Technology Development Corporation (TEDCO)","19285aeb5632d72fab28652362d0c81a940894c064da04e935ea1cdfdbf3e5e3","data/documents/txt/Financials_TEDCO_Maryland_Annual_Report_FY2021.txt","data/documents/pdf/Financials_TEDCO_Maryland_Annual_Report_FY2021.pdf","data/documents/images/Financials_TEDCO_Maryland_Annual_Report_FY2021","data/documents/grids/Financials_TEDCO_Maryland_Annual_Report_FY2021.csv"
"14","SRC222","Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","17","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Employees Retirement System of Texas (ERS)","716c4cd4fd7a858213434d9f93524c76887f038e85ab0bdae8af7a583ee165ab","data/documents/txt/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.txt","data/documents/pdf/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.pdf","data/documents/images/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023","data/documents/grids/Performance_Texas_ERS_Annual_Tactical_Plan_FY2023.csv"
"15","SRC123","Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","19","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Mercer (for New Mexico State Investment Council)","e6e12c0ed7e17603638e7bdcb87223cc6626c01cb4d0c86f9eb28b8cd409b2ab","data/documents/txt/Performance_New_Mexico_SIC_Private_Equity_Program_2021.txt","data/documents/pdf/Performance_New_Mexico_SIC_Private_Equity_Program_2021.pdf","data/documents/images/Performance_New_Mexico_SIC_Private_Equity_Program_2021","data/documents/grids/Performance_New_Mexico_SIC_Private_Equity_Program_2021.csv"
"16","SRC172","Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf","19","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Mexico State Investment Council (presented to NM Legislature IPOC)","a2a50c0a39f5757c5c3293434165ca1685020835ab8f4e21d9dcc9d3cc6d96ab","data/documents/txt/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.txt","data/documents/pdf/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.pdf","data/documents/images/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021","data/documents/grids/Performance_NMSIC_Private_Equity_Investment_Program_Nov2021.csv"
"17","SRC173","Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf","20","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Mexico State Investment Council (presented to NM Legislature IPOC)","a51fed7edde88d0dc9f544391d4cf95702b9d9cade79b227b957cabdfb39fc75","data/documents/txt/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.txt","data/documents/pdf/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.pdf","data/documents/images/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020","data/documents/grids/Performance_NMSIC_Private_Equity_Investment_Program_Dec2020.csv"
"18","SRC181","Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf","20","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Colorado Public Employees' Retirement Association (Colorado PERA)","e7c3c5ceeb3eacdc186af9e734a28c1e8b7e73e70095d9c99f8ce8cf7c5ff868","data/documents/txt/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.txt","data/documents/pdf/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.pdf","data/documents/images/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025","data/documents/grids/Performance_Colorado_PERA_Alternatives_Asset_Class_Overview_Nov2025.csv"
"19","SRC061","Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.pdf","24","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Jersey Division of Investment","929576d838b369d272c0a18a107fa3e968419f1b7e9f1f063f88d6be101cefab","data/documents/txt/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.txt","data/documents/pdf/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.pdf","data/documents/images/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026","data/documents/grids/Reporting_NJ_Division_of_Investment_Reporting_Package_Apr2026.csv"
"20","SRC223","Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf","25","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Employees Retirement System of Texas (ERS)","dadb69f6b7d04dc2241c4bd733fd0284a3e614a6f24fdb7488ebb55c510f651d","data/documents/txt/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.txt","data/documents/pdf/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.pdf","data/documents/images/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022","data/documents/grids/Performance_Texas_ERS_Private_Equity_Tactical_Plan_FY2022.csv"
"21","SRC182","Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf","26","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Alaska Retirement Management Board (ARMB), Alaska Dept. of Revenue Treasury Division","6ceda55812963072741f213ae054a6922cb23187c8ebc6336ce5269968478ec9","data/documents/txt/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.txt","data/documents/pdf/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.pdf","data/documents/images/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025","data/documents/grids/Reporting_Alaska_ARMB_Monthly_Financial_Report_May2025.csv"
"22","SRC345","Performance_Aware_Super_Annual_Report_FY2025.pdf","27","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Aware Super","c41de7a599f490dc19873e220e53ccd3fbda7d9fd0c0361d6865a3e14ec1a263","data/documents/txt/Performance_Aware_Super_Annual_Report_FY2025.txt","data/documents/pdf/Performance_Aware_Super_Annual_Report_FY2025.pdf","data/documents/images/Performance_Aware_Super_Annual_Report_FY2025","data/documents/grids/Performance_Aware_Super_Annual_Report_FY2025.csv"
"23","SRC193","Reporting_LACERA_CIO_Monthly_Report_May2021.pdf","28","Institutional_Report","Reporting","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Los Angeles County Employees Retirement Association (LACERA)","cb714c621a995ac1e577af43f6fd914857c3e98d676493c342d448215bbadab8","data/documents/txt/Reporting_LACERA_CIO_Monthly_Report_May2021.txt","data/documents/pdf/Reporting_LACERA_CIO_Monthly_Report_May2021.pdf","data/documents/images/Reporting_LACERA_CIO_Monthly_Report_May2021","data/documents/grids/Reporting_LACERA_CIO_Monthly_Report_May2021.csv"
"24","SRC174","Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf","30","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Montana Board of Investments","137d821af62b751c5552237a50a0519d565fef4e686c5393ec98fa288c744310","data/documents/txt/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.txt","data/documents/pdf/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.pdf","data/documents/images/Financials_Montana_Board_of_Investments_Annual_Report_FY2025","data/documents/grids/Financials_Montana_Board_of_Investments_Annual_Report_FY2025.csv"
