"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_CECD50F03CCC22185E4864DF","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners","Capital Commitment","1","commitment","","251","251","source_section|subject_type"
"PAIR_2E437CC632970BEEC46F3CAF","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners","Fair Market Value","1","nav","","252","252","source_section|subject_type"
"PAIR_586FF183C4EF8F5B9BE8191C","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners","Total Capital Contributed","1","paid_in_capital","","253","253","source_section|subject_type"
"PAIR_E7E4AB53C1179352323866F1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners","Total Capital Distributed","1","distribution","","254","254","source_section|subject_type"
"PAIR_2260917A8877C7A95E7E13BF","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners","Total Value Multiple","1","tvpi","","255","255","source_section|subject_type"
"PAIR_36ECC3C20D5A1541CF10297E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Co-Investment Side Car","Capital Commitment","1","commitment","","256","256","source_section|subject_type"
"PAIR_8E9B1F3D0F319787A4F76E90","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Co-Investment Side Car","Fair Market Value","1","nav","","257","257","source_section|subject_type"
"PAIR_97021F5C84726A75C2638A00","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Co-Investment Side Car","Total Capital Contributed","1","paid_in_capital","","258","258","source_section|subject_type"
"PAIR_BAFED2DBDFFF03CA03801942","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Co-Investment Side Car","Total Capital Distributed","1","distribution","","259","259","source_section|subject_type"
"PAIR_28F1BC0FAE5234B333156DC7","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Co-Investment Side Car","Total Value Multiple","1","tvpi","","260","260","source_section|subject_type"
"PAIR_598318FFC895A697754CC2BE","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Fund II","Capital Commitment","1","commitment","","261","261","source_section|subject_type"
"PAIR_263A09269B60423D58E22911","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Fund II","Fair Market Value","1","nav","","262","262","source_section|subject_type"
"PAIR_AA3AEC6F24D7E92DFBA6A00E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Fund II","Total Capital Contributed","1","paid_in_capital","","263","263","source_section|subject_type"
"PAIR_7C4FA9B42F91AC1BA493FA38","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Fund II","Total Capital Distributed","1","distribution","","264","264","source_section|subject_type"
"PAIR_FF58FE7678365FCD1A338787","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners Fund II","Total Value Multiple","1","tvpi","","265","265","source_section|subject_type"
"PAIR_F6A89500FEC2A5D583D0ED1E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners II Co-Investment Side Car","Capital Commitment","1","commitment","","266","266","source_section|subject_type"
"PAIR_501F38422297142F56453926","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners II Co-Investment Side Car","Fair Market Value","1","nav","","267","267","source_section|subject_type"
"PAIR_A30FB403B82864291D84C5CB","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners II Co-Investment Side Car","Total Capital Contributed","1","paid_in_capital","","268","268","source_section|subject_type"
"PAIR_258677A8462CFE2366C333B6","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners II Co-Investment Side Car","Total Capital Distributed","1","distribution","","269","269","source_section|subject_type"
"PAIR_45AEB924B79EC25DB02BC028","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","NGP Royalty Partners II Co-Investment Side Car","Total Value Multiple","1","tvpi","","270","270","source_section|subject_type"
"PAIR_BE40E5B3A89A857E31085683","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund III","Capital Commitment","1","commitment","","271","271","source_section|subject_type"
"PAIR_A16E4C0A89189B815590A545","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund III","Fair Market Value","1","nav","","272","272","source_section|subject_type"
"PAIR_18FD0C461F490F214C74DD37","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund III","IRR","1","irr","","273","273","source_section|subject_type"
"PAIR_612485A5FDE36FAE8CC21F49","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund III","Total Capital Contributed","1","paid_in_capital","","274","274","source_section|subject_type"
"PAIR_0AF0C0EB2DC9410C2D9EF66B","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund III","Total Capital Distributed","1","distribution","","275","275","source_section|subject_type"
"PAIR_38EEF2A9F94A849FC96CEEEF","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund III","Total Value Multiple","1","tvpi","","276","276","source_section|subject_type"
"PAIR_890EB8A0146B7F49304B9D29","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund IV","Capital Commitment","1","commitment","","277","277","source_section|subject_type"
"PAIR_716330B9C7237203437B8CC1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund IV","Fair Market Value","1","nav","","278","278","source_section|subject_type"
"PAIR_FB29D4E4037207D3DEBBA13E","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund IV","IRR","1","irr","","279","279","source_section|subject_type"
"PAIR_8694848E0DD32DC7BA2C085C","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund IV","Total Capital Contributed","1","paid_in_capital","","280","280","source_section|subject_type"
"PAIR_0525330129B68ADE6CD970E8","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund IV","Total Capital Distributed","1","distribution","","281","281","source_section|subject_type"
"PAIR_A41963F864E93A7438E9F0D1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Northern Shipping Fund IV","Total Value Multiple","1","tvpi","","282","282","source_section|subject_type"
"PAIR_39E19A99CB1C537A9D5CE40D","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Orion Mine Finance (Master) Fund I","Capital Commitment","1","commitment","","283","283","source_section|subject_type"
"PAIR_2296BDC6F3477776DEF184C3","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Orion Mine Finance (Master) Fund I","Fair Market Value","1","nav","","284","284","source_section|subject_type"
"PAIR_48EE03DC910402FF06EC15B1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Orion Mine Finance (Master) Fund I","IRR","1","irr","","285","285","source_section|subject_type"
"PAIR_1EE73E1917CF3346050CB42A","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Orion Mine Finance (Master) Fund I","Total Capital Contributed","1","paid_in_capital","","286","286","source_section|subject_type"
"PAIR_97A4B5FA49CFD9E249FF9446","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Orion Mine Finance (Master) Fund I","Total Capital Distributed","1","distribution","","287","287","source_section|subject_type"
"PAIR_1CB0F543796A2A24BD8FED24","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","Orion Mine Finance (Master) Fund I","Total Value Multiple","1","tvpi","","288","288","source_section|subject_type"
"PAIR_EB7EA8BF9AECE8979F2CD190","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QL Capital Partners","Capital Commitment","1","commitment","","289","289","source_section|subject_type"
"PAIR_A35D6F758762E9C68CE4F3C1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QL Capital Partners","Fair Market Value","1","nav","","290","290","source_section|subject_type"
"PAIR_6D4DE34AEB1FADD8D60AB01F","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QL Capital Partners","Total Capital Contributed","1","paid_in_capital","","291","291","source_section|subject_type"
"PAIR_0136E7B768D7D26529B386F1","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QL Capital Partners","Total Capital Distributed","1","distribution","","292","292","source_section|subject_type"
"PAIR_B180EBA92BEAF17502442ECD","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QL Capital Partners","Total Value Multiple","1","tvpi","","293","293","source_section|subject_type"
"PAIR_1AA3B0C666A1AC0B24508F32","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QLCP Co-Investment Fund","Capital Commitment","1","commitment","","294","294","source_section|subject_type"
"PAIR_595583F7042C1A2B27595526","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QLCP Co-Investment Fund","Fair Market Value","1","nav","","295","295","source_section|subject_type"
"PAIR_B32679D684806CB11E7CB942","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QLCP Co-Investment Fund","Total Capital Contributed","1","paid_in_capital","","296","296","source_section|subject_type"
"PAIR_6CE2C941CB15903199D261D3","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QLCP Co-Investment Fund","Total Capital Distributed","1","distribution","","297","297","source_section|subject_type"
"PAIR_D895D16522EDBF8E2003A388","CLASSIFICATION_CONFLICT","YES","1","fund_economics_observation","Alternatives Portfolio","QLCP Co-Investment Fund","Total Value Multiple","1","tvpi","","298","298","source_section|subject_type"
"PAIR_305925CFAC87CC9255DA95C2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII","Capital Commitment","1","commitment","","299","299","source_section|subject_type"
"PAIR_7284C5DBBA6A504F9D9ADC54","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII","Fair Market Value","1","nav","","300","300","source_section|subject_type"
"PAIR_851021D6A81967BABE7EAD28","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII","Total Capital Contributed","1","paid_in_capital","","301","301","source_section|subject_type"
"PAIR_0AB4EB6FE568C6ECC8C99B11","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII","Total Capital Distributed","1","distribution","","302","302","source_section|subject_type"
"PAIR_375FF82946182CDBDB8D0C50","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII","Total Value Multiple","1","tvpi","","303","303","source_section|subject_type"
"PAIR_E34C60056FF0FCCE3EF40A68","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII Co-Investment Fund","Capital Commitment","1","commitment","","304","304","source_section|subject_type"
"PAIR_B5DCC639CB05286D5E079639","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII Co-Investment Fund","Fair Market Value","1","nav","","305","305","source_section|subject_type"
"PAIR_944D81DE80BC3B0673B3693D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII Co-Investment Fund","Total Capital Contributed","1","paid_in_capital","","306","306","source_section|subject_type"
"PAIR_4DCB92C68C693BE4F01590AE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII Co-Investment Fund","Total Capital Distributed","1","distribution","","307","307","source_section|subject_type"
"PAIR_A804C87818C0DC4B4C05A1FE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Quantum Energy Partners VIII Co-Investment Fund","Total Value Multiple","1","tvpi","","308","308","source_section|subject_type"
"PAIR_9CCD353EA28ECD3E0E71D92E","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Reservoir Resource Partners","Capital Commitment","1","commitment","","309","309","source_section|subject_type"
"PAIR_1D5F5E8BF5AF5F681E9D7E60","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Reservoir Resource Partners","Fair Market Value","1","nav","","310","310","source_section|subject_type"
"PAIR_ED63220AE5952EBBFB29D118","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Reservoir Resource Partners","IRR","1","irr","","311","311","source_section|subject_type"
"PAIR_4021E345A98B44852D512573","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Reservoir Resource Partners","Total Capital Contributed","1","paid_in_capital","","312","312","source_section|subject_type"
"PAIR_D57D2AB71EEBD7F8570927F8","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Reservoir Resource Partners","Total Capital Distributed","1","distribution","","313","313","source_section|subject_type"
"PAIR_188778B1CE3A6DB9A4B05B3C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Reservoir Resource Partners","Total Value Multiple","1","tvpi","","314","314","source_section|subject_type"
"PAIR_4D9F53D0FE97581163D7EA8D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","SailingStone Global Natural Resources Portfolio","Capital Commitment","1","commitment","","315","315","source_section|subject_type"
"PAIR_19FA61C4AE61AF56D1E5E98C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","SailingStone Global Natural Resources Portfolio","Fair Market Value","1","nav","","316","316","source_section|subject_type"
"PAIR_FA43C03A81CC2B4615F54F12","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","SailingStone Global Natural Resources Portfolio","IRR","1","irr","","317","317","source_section|subject_type"
"PAIR_BBD60882429E0CB7C15D33F8","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","SailingStone Global Natural Resources Portfolio","Total Capital Contributed","1","paid_in_capital","","318","318","source_section|subject_type"
"PAIR_A51B4BD2F362F321A6EC5B9B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","SailingStone Global Natural Resources Portfolio","Total Capital Distributed","1","distribution","","319","319","source_section|subject_type"
"PAIR_9FD9C394C93558E224D8C668","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","SailingStone Global Natural Resources Portfolio","Total Value Multiple","1","tvpi","","320","320","source_section|subject_type"
"PAIR_1C05930355F8F3C367B4DCEA","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners I-B","Capital Commitment","1","commitment","","321","321","source_section|subject_type"
"PAIR_B54E3BF37DE69CC6E2421159","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners I-B","Fair Market Value","1","nav","","322","322","source_section|subject_type"
"PAIR_6F94E1EB7C71CD328B05872B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners I-B","Total Capital Contributed","1","paid_in_capital","","323","323","source_section|subject_type"
"PAIR_378CA2250B975EC2AD218758","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners I-B","Total Capital Distributed","1","distribution","","324","324","source_section|subject_type"
"PAIR_F841E81CCE25963D52A6808A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners I-B","Total Value Multiple","1","tvpi","","325","325","source_section|subject_type"
"PAIR_D48783A7A287A0A033A73A8D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners II-B","Capital Commitment","1","commitment","","326","326","source_section|subject_type"
"PAIR_A4D9DAC099792C88E4D0409C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners II-B","Fair Market Value","1","nav","","327","327","source_section|subject_type"
"PAIR_627FF71C40B852CF71A38FC2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners II-B","Total Capital Contributed","1","paid_in_capital","","328","328","source_section|subject_type"
"PAIR_EAE64D1CC8ADA6DE1CE56DBC","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners II-B","Total Capital Distributed","1","distribution","","329","329","source_section|subject_type"
"PAIR_70FAA4F57439FB162E890CB0","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners II-B","Total Value Multiple","1","tvpi","","330","330","source_section|subject_type"
"PAIR_37BEA4F172436CFF0193D466","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners III-B","Capital Commitment","1","commitment","","331","331","source_section|subject_type"
"PAIR_535BC2073A93DDB1312F9A0B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners III-B","Fair Market Value","1","nav","","332","332","source_section|subject_type"
"PAIR_B6A93B67787B7381390E6DFA","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners III-B","IRR","1","irr","","333","333","source_section|subject_type"
"PAIR_532A49F6D79BE4DEAFCE6901","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners III-B","Total Capital Contributed","1","paid_in_capital","","334","334","source_section|subject_type"
"PAIR_D840F057610C7F544E7F2271","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners III-B","Total Capital Distributed","1","distribution","","335","335","source_section|subject_type"
"PAIR_45AD1D2FB70DCB30DABF86BD","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sheridan Production Partners III-B","Total Value Multiple","1","tvpi","","336","336","source_section|subject_type"
"PAIR_45C5D53AF1DC406B607584E7","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Silver Creek Aggregate Reserves Fund I","Capital Commitment","1","commitment","","337","337","source_section|subject_type"
"PAIR_BC5CF232848D9CE7DDFE471D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Silver Creek Aggregate Reserves Fund I","Fair Market Value","1","nav","","338","338","source_section|subject_type"
"PAIR_1790D68D67864A1AC50672AF","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Silver Creek Aggregate Reserves Fund I","IRR","1","irr","","339","339","source_section|subject_type"
"PAIR_D0CC262BD04307CAE5A504AB","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Silver Creek Aggregate Reserves Fund I","Total Capital Contributed","1","paid_in_capital","","340","340","source_section|subject_type"
"PAIR_35CAA5D96B85FDB31ABF3C21","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Silver Creek Aggregate Reserves Fund I","Total Capital Distributed","1","distribution","","341","341","source_section|subject_type"
"PAIR_A2EC55134FA2F41B9F27303C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Silver Creek Aggregate Reserves Fund I","Total Value Multiple","1","tvpi","","342","342","source_section|subject_type"
"PAIR_3125F309209C748D1C65A2C2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund","Capital Commitment","1","commitment","","343","343","source_section|subject_type"
"PAIR_A51402FB5E0ED21FBCD14905","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund","Fair Market Value","1","nav","","344","344","source_section|subject_type"
"PAIR_B19F6FA8D590A4120D590846","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund","Total Capital Contributed","1","paid_in_capital","","345","345","source_section|subject_type"
"PAIR_1A12DB6A5B243D39E65E0B9B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund","Total Capital Distributed","1","distribution","","346","346","source_section|subject_type"
"PAIR_4E22AA5CE669858FB0AB57D8","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund","Total Value Multiple","1","tvpi","","347","347","source_section|subject_type"
"PAIR_0E91B7008338B103D95239F6","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund Co-Investment Side Car","Capital Commitment","1","commitment","","348","348","source_section|subject_type"
"PAIR_3F225CAD16AE50E470FEF438","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund Co-Investment Side Car","Fair Market Value","1","nav","","349","349","source_section|subject_type"
"PAIR_395DBE22958F70832F6C7B3C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund Co-Investment Side Car","Total Capital Contributed","1","paid_in_capital","","350","350","source_section|subject_type"
"PAIR_EA278BCF6D4A0D061B901602","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund Co-Investment Side Car","Total Capital Distributed","1","distribution","","351","351","source_section|subject_type"
"PAIR_FBBF0B85CC2C7197F343E247","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Sprott Streaming & Royalty Fund Co-Investment Side Car","Total Value Multiple","1","tvpi","","352","352","source_section|subject_type"
"PAIR_AFECF39A4A62F8DFE4917953","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Starwood Energy Infrastructure Fund III","Capital Commitment","1","commitment","","353","353","source_section|subject_type"
"PAIR_61FD1F0B9F792CA6BC9EBBE5","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Starwood Energy Infrastructure Fund III","Fair Market Value","1","nav","","354","354","source_section|subject_type"
"PAIR_B214C06B6FBED66304CA1C98","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Starwood Energy Infrastructure Fund III","IRR","1","irr","","355","355","source_section|subject_type"
"PAIR_0F7D7AC3B7CAE8516DA2E04E","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Starwood Energy Infrastructure Fund III","Total Capital Contributed","1","paid_in_capital","","356","356","source_section|subject_type"
"PAIR_37E5C5AC5DDFA84B98F89E70","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Starwood Energy Infrastructure Fund III","Total Capital Distributed","1","distribution","","357","357","source_section|subject_type"
"PAIR_F32625177023A4B20D28AE6C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Starwood Energy Infrastructure Fund III","Total Value Multiple","1","tvpi","","358","358","source_section|subject_type"
"PAIR_4C34435BFBC87568B70E30B9","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Core Fund (A)","Capital Commitment","1","commitment","","359","359","source_section|subject_type"
"PAIR_B2AF2ECC04E25D78531FC4E1","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Core Fund (A)","Fair Market Value","1","nav","","360","360","source_section|subject_type"
"PAIR_CA7233037C395A44C1720C53","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Core Fund (A)","Total Capital Contributed","1","paid_in_capital","","361","361","source_section|subject_type"
"PAIR_BC5CA9BE556E4C39C5823F28","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Core Fund (A)","Total Capital Distributed","1","distribution","","362","362","source_section|subject_type"
"PAIR_ADDCFE1DBFDFF3AF857C5961","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Core Fund (A)","Total Value Multiple","1","tvpi","","363","363","source_section|subject_type"
"PAIR_511F1B6AB08371705F5EBC9D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Global Renewables Fund","Capital Commitment","1","commitment","","364","364","source_section|subject_type"
"PAIR_186BDE889548427A038C12C2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Global Renewables Fund","Fair Market Value","1","nav","","365","365","source_section|subject_type"
"PAIR_1E9E742680EA60AF5BC85E98","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Global Renewables Fund","Total Capital Contributed","1","paid_in_capital","","366","366","source_section|subject_type"
"PAIR_3C7698686824D9D7CF31432A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Global Renewables Fund","Total Capital Distributed","1","distribution","","367","367","source_section|subject_type"
"PAIR_14C5F0A54D912B93E0C14FD7","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Global Renewables Fund","Total Value Multiple","1","tvpi","","368","368","source_section|subject_type"
"PAIR_3AC0094AC32945DFF1342D0B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund","Capital Commitment","1","commitment","","369","369","source_section|subject_type"
"PAIR_83A50DE1A450CD42D017AB52","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund","Fair Market Value","1","nav","","370","370","source_section|subject_type"
"PAIR_6CBF01C12FF6FB8554DFFDFE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund","IRR","1","irr","","371","371","source_section|subject_type"
"PAIR_85699A52B8C6F3C4D9721024","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund","Total Capital Contributed","1","paid_in_capital","","372","372","source_section|subject_type"
"PAIR_0D05746D0C3800D69B585C52","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund","Total Capital Distributed","1","distribution","","373","373","source_section|subject_type"
"PAIR_1D9F92EC847E11F3E7CF6944","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund","Total Value Multiple","1","tvpi","","374","374","source_section|subject_type"
