position_lineage_id,lineage_id,position_id,owner_id,target_id,as_of_date,acquisition_channel,first_acquisition_date,printed_name,lot_label,lot_count,prior_as_of_date,prior_lot_count,pairing_type,match_basis,link_status,lineage_cost,lineage_fair_value,cost_change,cost_change_flow_basis,cost_change_warning,grain_change,provenance_type,synthetic_parameter_set_id,record_status
PLINROW_4A77479D17AA03DFC1F0,PLIN_CEAC338CA33524DD1415,POS_SOURCE_70D24AFBD0E38081AE05,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0323,2025-12-31,SECONDARY,,"Bain Capital Asia Fund III, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2069110,4054788,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4AAB4AA61E93730650CA,PLIN_A5F5493EC3A2327B9C4A,POS_SOURCE_167416903DDA9C6E888C,OWNER_PACKARD_FOUNDATION,TARGET_PRI_C011352538A5F5FC268E,,UNKNOWN,,"FOS FEMINISTA - TO TRAIN AND FUND FOS FEMINISTA MEMBER ASSOCIATIONS TO CREATE VIABLE EARNED INCOME MODELS FOR COMMERCIALIZING PRODUCTS AND SERVICES RELATED TO SEXUAL AND REPRODUCTIVE HEALTH, REINVESTING THE PROFIT TO SUPPORT THEIR SOCIAL MISSIONS BY SUBSIDIZING SERVICES AND PROGRAMS FOR MARGINALIZED POPULATIONS.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,575000,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4ACE7768F5CA69BE826F,PLIN_B5D8732B0BEFD625FAA3,POS_SOURCE_41E54854AE3093A6C16E,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0562,2025-12-31,SECONDARY,,"Gryphon Partners IV, L.P.",,2,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,12309961,14467628,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4B30DD4D0647C1A984DE,PLIN_7E58E02878DF31C8443C,POS_SOURCE_B4C918DFC3D9E944CD2F,OWNER_PACKARD_FOUNDATION,TARGET_PRI_3215B367A4820B92FC9E,,UNKNOWN,,"2 WESTERN RIVERS CONSERVANCY - TO ENABLE WESTERN RIVERS CONSERVANCY TO PROCEED WITH ITS PURCHASE OF THE 1,860-ACRE COLLARD RANCH, LOCATED ON TARRYALL CREEK, A PRINCIPAL TRIBUTARY OF THE SOUTH PLATTE RIVER, IN PARK COUNTY, COLORADO.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,4250000,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4BA46FDFCC187947B06D,PLIN_5C584ABB39AD6B56ECB2,POS_SOURCE_488862E61447C77BB7F1,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0553,2025-12-31,SECONDARY,,"Gridiron Capital Fund II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1889628,585719,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4C05235FA74D17C0EB77,PLIN_EF2A782CFE2DF2C96177,POS_SOURCE_942CCBDD04DF6D57AC43,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0659,2025-12-31,SECONDARY,,"Insight Venture Partners Coinvestment Fund III, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,118917,133681,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4CCFFF4665B2A087ECDE,PLIN_4F96BEA949D758790935,POS_SOURCE_9D63BCDAABFE3800E2D0,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0754,2025-12-31,SECONDARY,,"NB SPV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,5000000,5444669,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4CDC7D781D1DD178A3DB,PLIN_50DF32E723AE39349BFA,POS_SOURCE_9FCDA01ED35988D4AC39,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_29C4BC78FD48854E404E,2026-03-31,SECONDARY,2025-09-30,"PSG Europe II, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,1305817,1321285,165122,NOT_DISCLOSED,false,false,DERIVED,,ACTIVE
PLINROW_4DD74120AA23DE39323A,PLIN_582EFF1F3FCBFE89ADB4,POS_SOURCE_2D7D2BC23992049DE42B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0657,2025-12-31,SECONDARY,,"Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,293756,264938,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4DE43B8028551E4EE6E1,PLIN_DD665C299D2B44AA427F,POS_SOURCE_231695F1AC253940E79B,OWNER_PACKARD_FOUNDATION,TARGET_PRI_F35389FE60C9BE4932D0,,UNKNOWN,,OWEESTA COVID RESPONSE FUND - TO PROVIDE CAPITAL FOR GRASSROOTS NATIVE COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS (CDFIS) TO STABILIZE SMALL BUSINESS AND CREATE HOUSING OPPORTUNITIES FOR NATIVE FAMILIES AND SMALL BUSINESSES.,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,2500000,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4E51513351CFA83DE17E,PLIN_216AD96F621CBCFBB7AC,POS_SOURCE_6FFBC394B5FAC32DCEE9,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0854,2025-12-31,SECONDARY,,Roark Capital Partners CF RI LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,478032,990592,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4FBD7A654E86FF89D862,PLIN_50DF32E723AE39349BFA,POS_SOURCE_44F4427971A97F4ACB41,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_29C4BC78FD48854E404E,2025-12-31,SECONDARY,2025-09-30,"PSG Europe II, L.P.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,1140695,1164502,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_4FC2B0E66D38C9679687,PLIN_EEFE211E88BA3AE4B821,POS_SOURCE_97CCFB0862C6427BB6A0,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0696,2025-12-31,SECONDARY,,"Lee Equity Partners Fund II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,7676157,3729595,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_50B0AEE5F6ABE5410292,PLIN_9284C85B2E51E5AB6685,POS_SOURCE_4037E7C454C96466BF38,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_86E556F2C0E3CDACD360,2025-12-31,SECONDARY,2025-12-31,"Backed 1, L.P.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,1846794,4242919,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_51137A1BD932F2682422,PLIN_8DFC3B14A0B976C9313F,POS_SOURCE_716A5A71A6CFFEF47C74,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0953,2025-12-31,PRIMARY,,"Thoma Bravo Explore Fund II-A, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1311644,1225081,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_517A4881E6C6061389CB,PLIN_AC4EF8A20F1B4AB9E213,POS_SOURCE_621B0E6B4CA9BB187566,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_D9002EFA3A7D4089ADFC,2025-12-31,SECONDARY,2025-09-30,"Providence Strategic Growth Europe, L.P.",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,1993492,2095628,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_517B554C3439B9F8B213,PLIN_DCDAC5152B6A1AE1D709,POS_SOURCE_7839CE5A831EFF9E1785,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0555,2025-12-31,SECONDARY,,"Gryphon Co-Invest Fund IV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,294786,185105,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5191DFA4CB2E83B939F5,PLIN_F9D5D96C789D6C0F0831,POS_SOURCE_FD7DA303A0B8CDF3395F,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_BAC90E25548C49A89CAA,2025-12-31,SECONDARY,2025-12-31,"Apheon MidCap Buyout IV, SCSp",,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,11605919,18918979,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_51E87E8ADB6C87C2482D,PLIN_205237EEC72371A67471,POS_SOURCE_1539D939CAA876A31385,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0322,2025-12-31,SECONDARY,,"Bain Capital Asia Fund II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1427220,579097,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_520AD47C16191A5903C0,PLIN_2B4B5967AA447A649E22,POS_SOURCE_2A0E3CF04B786A15E7A9,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0744,2025-12-31,SECONDARY,,"MDCP Insurance SPV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1726467,2864077,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5276E177571DF8A64572,PLIN_09952DB119533C464E5B,POS_SOURCE_A8DF2CEF52EA891A720B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0402,2025-12-31,SECONDARY,,"Carlyle Credit Opportunities Fund (Parallel), L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1013649,1387410,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5355B7BA1C2BC7A33E26,PLIN_00B4F9B4F0E597569B87,POS_SOURCE_5A2D44F5EFEDB323ABCC,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0858,2025-12-31,SECONDARY,,Roark Capital Partners IV LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,24102480,31171605,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_541D80E253AF8FFFEC65,PLIN_343354C62BD3346DFDE8,POS_SOURCE_4B65D683DAC00AB25DF3,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0975,2025-12-31,PRIMARY,,Triton Fund 6 SCSp,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,226433,558746,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5458AC6686EF33D80FF7,PLIN_A6592B086A48332D2153,POS_SOURCE_14B68ED0B674C17E782C,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_A55415E7A34B61466CEE,2026-03-31,SECONDARY,2026-01-07,LM Simba CV Feeder,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,15627437,18411468,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_547FA74C9D5777EBBB33,PLIN_70835A56F41F71E69E60,POS_SOURCE_2C87F7AA74FCEBD5F314,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0625,2025-12-31,SECONDARY,,"HFCP VII (Parallel-A), L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,913751,134598,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_549330F658C993D50FF2,PLIN_37447C73C6F05CDF9F7D,POS_SOURCE_0DF3B4D7C2471115392D,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_75C1DD4B208D8B20B464,2025-12-31,SECONDARY,2025-12-31,One Equity Partners IX-B SCSp,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,2664470,2859694,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5564EBF6A00B71EF1A2B,PLIN_8116E08904775767D14F,POS_SOURCE_C9B537D186300F9E1434,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0579,2025-12-31,SECONDARY,,"H.I.G. Growth Buyouts & Equity Fund II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1921678,1172094,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5629E1043C54FE940206,PLIN_EB28BDFD520534C8B2E3,POS_SOURCE_FB8A63B4859A842C46CF,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0658,2025-12-31,SECONDARY,,"Insight Venture Partners Coinvestment Fund II, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,560617,925525,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_563026332F046D8837CD,PLIN_A0A6122F20CE11D98CAB,POS_SOURCE_62C3602E2BB2F74AEBD5,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0539,2025-12-31,SECONDARY,,"Green Equity Investors CF IV J, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2081072,1963119,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5636A5E0818CB01F09BA,PLIN_BB5F7F32D5613AA5264C,POS_SOURCE_E392F348795F283ACB72,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0995,2025-12-31,SECONDARY,,"Warburg Pincus Private Equity XII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,5957833,5498503,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_569FA82FCB235AA770C4,PLIN_31EA6D5A5F3EF4CB223A,POS_SOURCE_7965490CBA81BCE15854,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0262,2025-12-31,SECONDARY,,A9 USD (Feeder) L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2964117,2238486,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_56E47F52DC190D089F9C,PLIN_C310210AD69598B15D25,POS_SOURCE_0E115B5C18C2E69564B9,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0808,2025-12-31,SECONDARY,,"Pamlico Capital III Continuation Fund, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,7695962,12153255,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_56FF455D5E19CC484ABB,PLIN_0D5630786D988B7179AE,POS_SOURCE_144D92FC8DA44EC7C25F,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0340,2025-12-31,SECONDARY,,"BC Life Sciences Private Investors, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,166905,865847,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_57E16BCF73CE8F07552B,PLIN_2A4629E106AC9FFD34B3,POS_SOURCE_336CAD32EF60A02F9C24,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0996,2025-12-31,SECONDARY,,"Warburg Pincus Private Equity XII-B, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,5059826,3155755,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5800E7B023BED1AA4B54,PLIN_9CAB9BC977F862B4D502,POS_SOURCE_1D786226DC829DE557C7,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0663,2025-12-31,SECONDARY,,"Insight Venture Partners VII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1612660,1601744,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_58EF46E1ED5933D06F72,PLIN_4F503981BBBF5C29C137,POS_SOURCE_6D5EE7CA375D3B6FB5D6,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0845,2025-12-31,SECONDARY,,RCF V Annex Fund L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2137,-534,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_592847ACCE485A0A4207,PLIN_3BC15EF3C17592EA585B,POS_SOURCE_21F0DB487D15160EA7B2,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_1005,2025-12-31,SECONDARY,,"WCAS XIII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,331839,572308,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_597277A34CB4622563F7,PLIN_71D36389701B138B54B6,POS_SOURCE_3585630F589453C03E96,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0903,2025-12-31,SECONDARY,,Sixth Cinven Fund (No. 4) Limited Partnership,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,806633,1055699,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_598F33A1800A09627739,PLIN_0F68A1173DC1D4D81AD9,POS_SOURCE_9A8D1847217D4B9BB50A,OWNER_SRC034_VERSA_COMBINED,TARGET_SOURCE_9A8D1847217D4B9BB50A,2018-03-31,UNKNOWN,,REDACTED,,1,,,FIRST_SEEN,SOURCE_HOLDING,DETERMINISTIC,43376204,93000000,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5AE11DA57D44D43DE7DD,PLIN_0F1A323546A8B555C562,POS_SOURCE_52CD6303DCAE9C9B602C,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,TARGET_DEBT_52CD6303DCAE9C9B602C,2021-12-31,UNKNOWN,,United States Treasury Bond 3.125% 5/15/2048,,1,,,FIRST_SEEN,PRINTED_NAME,DETERMINISTIC,,37590438,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5B26B0658E8F02647DF7,PLIN_591E5E5B445990EC8008,POS_SOURCE_AE3FF3AB721130F57778,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0420,2025-12-31,SECONDARY,,"CD&R Value Building Partners I, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,9664748,13484405,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5CA3358FB2AB99A0CDF3,PLIN_9CD2DED91C67EB8CAF8B,POS_SOURCE_63296CF72D2D6207F85B,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0829,2025-12-31,SECONDARY,,Providence Equity Partners VII-A L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,11332778,5206542,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5CE89D827647B962794C,PLIN_D0059F94E9562743835D,POS_SOURCE_679B31F1E546357B7DA1,OWNER_ALPINVEST_SEED_FUND_II,TARGET_NATIVE_6E1C4B546735FB80953A,2026-03-31,SECONDARY,2025-12-31,"KKR Azur Co-lnvest, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,4807220,3931894,-152169,NOT_DISCLOSED,false,false,DERIVED,,ACTIVE
PLINROW_5CF1B9095182108FD0A0,PLIN_72B2107080B4B981AFAB,POS_SOURCE_1F378BFB6F5D3E31B1B6,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0260,2025-12-31,SECONDARY,,A10 USD (Feeder) L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,701197,1193522,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5D76C3431DBA2AF167F0,PLIN_E9E45632E6F637E1FC70,POS_SOURCE_8763DFA6AD94AF1295C4,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0369,2025-12-31,SECONDARY,,"Bowmark Capital Partners V, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,347940,64072,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5E42777FA1CC280E37BF,PLIN_3B81C7A3F016D5BB3786,POS_SOURCE_09083C36E2F1940112B7,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0780,2025-12-31,SECONDARY,,Norwest Mezzanine Partners IV,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,27252856,41975173,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5EAC22493FA95BEEF040,PLIN_314DB92CEC59385A0FD9,POS_SOURCE_E268D3A2411FE5070709,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0956,2025-12-31,SECONDARY,,"Thomas H. Lee Equity Fund VII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,199059,314081,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5F1B36E895872ACAE0F7,PLIN_BA31801103351786D1BB,POS_SOURCE_5B305ACD9FCB26F49C43,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0967,2025-12-31,SECONDARY,,"TPG Partners VI, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1451036,74383,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_5F79EAD5F2772B43D8FF,PLIN_6BA87E0A9015776AD698,POS_SOURCE_7FCFC379B06D89DE33E3,OWNER_FUND_1060,TARGET_FUND_0882,2025-06-30,UNKNOWN,,SANTÉ HEALTH VENTURES II LP,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,,,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_601DA3920CB08309942A,PLIN_6804882F5913945A62FF,POS_SOURCE_0FDE59B1A61D21592075,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0537,2025-12-31,SECONDARY,,"Great Hill Equity Partners IV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1440901,1323798,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_60224F6882478C28312E,PLIN_3C21619F291D5EA08DE2,POS_SOURCE_E952C35C09553E18B41A,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0790,2025-12-31,SECONDARY,,"OceanSound SMX Rollover AIV, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,2662172,3873983,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_6024DF217B6C18513129,PLIN_C0268F7841EECD9DCD9E,POS_SOURCE_7AB6F87CA03525D2F3B7,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0969,2025-12-31,SECONDARY,,"TPG Partners VIII, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1630482,3376447,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_6039231DA8D4565AF585,PLIN_D004E5CE8F710B770A04,POS_SOURCE_7490CE4399D57F1BF101,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0652,2025-12-31,SECONDARY,,"Insight Partners Continuation Fund (Cayman), L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,5437544,6205231,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_609B9F5D8889B161A07C,PLIN_980E95A004A1B50F6524,POS_SOURCE_52F8F09FE186A263CB13,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0619,2025-12-31,PRIMARY,,"Hellman & Friedman Capital Partners IX (Parallel), L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1831379,3351435,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_6131A5B9BB395A394CAD,PLIN_8F3D01F6370381A56BCD,POS_SOURCE_A6CB21C7CDC0624BCAA8,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0351,2025-12-31,SECONDARY,,Blackstone Capital Partners V L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,445286,5087,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_61A954B598A403B3E52C,PLIN_CF6E53AD660E232C0048,POS_SOURCE_EEC1FC4C661B049464F6,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0965,2025-12-31,SECONDARY,,"TPG Asia VI, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,3801977,3297234,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_61BCE4435B60DAC4AF42,PLIN_1393280B0F729EDA4CE1,POS_SOURCE_19B16AC2D4B36C2A806F,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0492,2025-12-31,SECONDARY,,EQT VIII (No.2) SCSp,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,709265,871493,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_61CCCEA6454FF5ECBDC0,PLIN_FBED3DA5F572AD9F24DD,POS_SOURCE_E2BB0B36EDFC293F2EF9,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0739,2025-12-31,SECONDARY,,"Madison Dearborn Capital Partners VIII-A, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1583136,2110716,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_61FF9C2D66E8171EB54C,PLIN_2249AF99CDFE2189A09D,POS_SOURCE_22D2634B2747691AA673,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0119,2025-12-31,SECONDARY,,"TA XI, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,43429,222798,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_629E5480707384725FEE,PLIN_F617F044F9B4FDAE24DD,POS_SOURCE_72BEEB8C9DD1994FE9C1,OWNER_ALPINVEST_CAPS_BLOCKER,TARGET_NATIVE_EBCC97927F01321E25C0,2026-03-31,SECONDARY,2025-09-30,"PSG Fidelity Co-Invest, L.P.",,1,2025-12-31,1,ONE_TO_ONE,PRINTED_NAME,DETERMINISTIC,1105243,1116789,0,NOT_APPLICABLE,false,false,DERIVED,,ACTIVE
PLINROW_62CA6B7466E1C2013672,PLIN_8CAC9C55A5EA33BF1AEB,POS_SOURCE_B492277B2FD7CC056BA5,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0571,2025-12-31,SECONDARY,,"H&F Arrow 2, L.P.",,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,1234810,3201918,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_62F13BE7090B058F61D9,PLIN_6C22B65FCE274FFBDFC4,POS_SOURCE_4704D9C00CC23F8CE9C5,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0828,2025-12-31,SECONDARY,,Providence Equity Partners VII L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,5632650,3181458,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
PLINROW_62F6CD6113A6361519D4,PLIN_EC3A3A29FC1BA9769C79,POS_SOURCE_616B7E868539E4A37D78,OWNER_POMONA_INVESTMENT_FUND,TARGET_FUND_0459,2025-12-31,SECONDARY,,CVC Capital Partners VI (A) L.P.,,1,,,FIRST_SEEN,RESOLVED_TARGET,DETERMINISTIC,3062078,2801023,,NOT_APPLICABLE,,,DERIVED,,ACTIVE
