position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,acquisition_channel,acquisition_date_basis,commitment_only,fair_value_level,balance_raw,balance_basis
POS_SOURCE_771A5964B733C9899FEC,24d24c9ae19f530a4317,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_771A5964B733C9899FEC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,654760,663189,,,,,,,,,,,,HIGH,source_holding=24d24c9ae19f530a4317; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Clearlake Opportunities Partners (P-Offshore), L.P.(f) North America 12/31/2019 654,760 663,189",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7839CE5A831EFF9E1785,cc1022922cbbafa47624,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7839CE5A831EFF9E1785,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,294786,185105,,,,,,,,,,,,HIGH,source_holding=cc1022922cbbafa47624; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Gryphon Co-Invest Fund IV, L.P.(d)(f) North America 12/31/2020 294,786 185,105",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_789116BDD6651D0394B0,869d29363ac16d276e6f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_789116BDD6651D0394B0,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,710360,1161503,,,,,,,,,,,,HIGH,source_holding=869d29363ac16d276e6f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bain Capital Fund XII, L.P.(f)(g) North America 03/28/2024 710,360 1,161,503",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_78E753FB952DCAF6AC1C,1a2a23a1a59f53ba1dd6,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_78E753FB952DCAF6AC1C,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,656010,737760,,,,,,,,,,,,HIGH,source_holding=1a2a23a1a59f53ba1dd6; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"H.I.G. Bayside Debt & LBO Fund II, L.P.(d)(f)(g) North America 12/31/2018 656,010 737,760",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7965490CBA81BCE15854,2e8da637c713bab856ac,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7965490CBA81BCE15854,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2964117,2238486,,,,,,,,,,,,HIGH,source_holding=2e8da637c713bab856ac; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"A9 USD (Feeder) L.P.(f)(g) Europe 10/19/2023 2,964,117 2,238,486",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_79CB60B0BDE715EAE9D1,8114028edab873145c6f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_79CB60B0BDE715EAE9D1,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,15680,281391,,,,,,,,,,,,HIGH,source_holding=8114028edab873145c6f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"American Industrial Partners Fund IV, L.P.(d)(f)(g) North America 06/28/2024 15,680 281,391",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_79E04063BC1980051358,f6fcf356ce48f6ae43dd,OWNER_SRC034_VERSA_COMBINED,,INSTR_SOURCE_79E04063BC1980051358,UNCLASSIFIED,portfolio_total,as_of,"March 31, 2018",day,2018-03-31,,,,,,,,USD,89000000,150000000,,,,,,,,,0.3422000000,,,LOW,source_holding=f6fcf356ce48f6ae43dd; owner_decision=OWNMAP001,The source row has no settled investee identity.,EXTRACTED,SOURCE_NORMALIZED,SRC034,4,"$150,000.000",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_7AB6F87CA03525D2F3B7,8cac63cf0ae3a75b3591,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7AB6F87CA03525D2F3B7,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1630482,3376447,,,,,,,,,,,,HIGH,source_holding=8cac63cf0ae3a75b3591; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"TPG Partners VIII, L.P.(f)(g) North America 03/28/2024 1,630,482 3,376,447",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7AD10AE60041EBCB6171,2639c572ad931ce31bd8,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7AD10AE60041EBCB6171,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1137211,1285948,,,,,,,,,,,,HIGH,source_holding=2639c572ad931ce31bd8; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Kelso Investment Associates IX, L.P.(d)(f)(g) North America 03/31/2022 1,137,211 1,285,948",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7B92E5DF0EFFAB0ECA8B,6970ec09ed3c736f38a5,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7B92E5DF0EFFAB0ECA8B,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1154353,1409208,,,,,,,,,,,,HIGH,source_holding=6970ec09ed3c736f38a5; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"HCI Equity Partners EV I, L.P.(d)(f)(g) North America 09/09/2024 1,154,353 1,409,208",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7BE2A2EFA6C5D167BD18,13613a652763a265581b,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7BE2A2EFA6C5D167BD18,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4142507,2179000,,,,,,,,,,,,HIGH,source_holding=13613a652763a265581b; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Clayton, Dubilier & Rice Fund IX, L.P.(f)(g) North America 06/30/2022 4,142,507 2,179,000",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7BF07EB7F7C7C04923C2,d27352cb1fca262b0406,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7BF07EB7F7C7C04923C2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1800000,1697613,,,,,,,,,,,,HIGH,source_holding=d27352cb1fca262b0406; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"TA XV-B, L.P.(d)(f)(g) North America 04/27/2023 1,800,000 1,697,613",,ACTIVE,PRIMARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7C7382A3BCCA63351F2C,1e6f616da35105dd3474,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_7C7382A3BCCA63351F2C,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,869869,894961,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=1e6f616da35105dd3474; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-002,"Providence Strategic Growth II, L.P. $894,961",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7C80D626F13C703ED049,b405049a8cc22014e880,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7C80D626F13C703ED049,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2124723,3539968,,,,,,,,,,,,HIGH,source_holding=b405049a8cc22014e880; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"ABS Capital Partners VII Offshore, L.P.(d)(f)(g) North America 10/01/2023 $ 2,124,723 $ 3,539,968",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7CB75F1AE56878FE5CE6,86c741bdc1c6fcf456f5,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_7CB75F1AE56878FE5CE6,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,10726569,12180833,,,,,,,,,,2026-03-31,,MEDIUM,source_holding=86c741bdc1c6fcf456f5; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,3/31/2026,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7D84F5B30D3B9FDA9EBE,5d37d33bc12aed6677b8,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_7D84F5B30D3B9FDA9EBE,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2093257,2039174,,,,,,,,,,,,HIGH,source_holding=5d37d33bc12aed6677b8; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Clearlake Capital Partners VI, L.P.(f)(g) North America 09/30/2022 2,093,257 2,039,174",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_7FCFC379B06D89DE33E3,d12ed224a9a69c122a86,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_7FCFC379B06D89DE33E3,FUND_INTEREST,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,8279253,,,,,,,,,,,HIGH,source_holding=d12ed224a9a69c122a86; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"SANTÉ HEALTH VENTURES II LP 8,279,253",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_802AC09B160E71843555,347935aaccefd87a4546,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_802AC09B160E71843555,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,7756399,9759183,,,,,,,,,,,,HIGH,source_holding=347935aaccefd87a4546; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Hamilton Lane-Carpenters Partnership Fund V L.P.(f)(g) North America 03/31/2022 7,756,399 9,759,183",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_8064E15E0433FDD956A1,da3bc1377afe9ccfd976,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_8064E15E0433FDD956A1,DIRECT_COMPANY,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,"17,813,025",17813025,,USD,,79375095,,,,,,,,,,,,HIGH,source_holding=da3bc1377afe9ccfd976; owner_decision=OWNMAP003,Reviewed source identity resolves the held name to a company.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"Embraer 17,813,025 79,375,095",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_8086C310AD8434E6263A,4afe9953d74f57c2d031,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_8086C310AD8434E6263A,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,22833984,33173306,,,,,,,,,,,,HIGH,source_holding=4afe9953d74f57c2d031; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Hildred Perennial Partners I, LP(d)(f)(g) North America 11/22/2023 22,833,984 33,173,306",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_8115EE15DD6A52361A12,2417d8a9dc5b17549a98,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_8115EE15DD6A52361A12,DIRECT_COMPANY,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,"36,169",36169,,USD,,104658257,,,,,,,,,,,,HIGH,source_holding=2417d8a9dc5b17549a98; owner_decision=OWNMAP003,Reviewed source identity resolves the held name to a company.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"Alphabet 36,169 104,658,257",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_8188920D2C56E01345E0,3b43cf1ba06924893a69,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_8188920D2C56E01345E0,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,5000000,,,,,,,,,,,,,MEDIUM,source_holding=3b43cf1ba06924893a69; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,7,"5,000,000",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_8203931C8C99B386936A,3543843d7fea27b9afc1,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_8203931C8C99B386936A,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,5834939,4771721,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=3543843d7fea27b9afc1; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Sagard Testing FPCI $4,771,721",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_824550A782025CA5A996,b7b6648f9c2c758fe20c,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_824550A782025CA5A996,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,54141,113059,,,,,,,,,,,,HIGH,source_holding=b7b6648f9c2c758fe20c; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Bridgepoint Europe IV 'E' L.P.(d)(f)(g) Europe 03/31/2021 $ 54,141 $ 113,059",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_824AF64C38A3CBD9983C,71c037f6e3894ba74638,OWNER_ALPINVEST_CAPS_HOLDINGS,,INSTR_SOURCE_824AF64C38A3CBD9983C,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,,693805,,,,,,,,,,2026-03-14,,MEDIUM,source_holding=71c037f6e3894ba74638; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_HOLDINGS,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,3/14/2026,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_82A5667BCBA9C0D489E4,9ea699e41e20739cbd89,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_82A5667BCBA9C0D489E4,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3576910,4682612,,,,,,,,,,,,HIGH,source_holding=9ea699e41e20739cbd89; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"KKR Americas Fund XII L.P.(f)(g) North America 03/31/2021 3,576,910 4,682,612",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_8354EC852139A70EEFBB,9ff46c06238c40ee8562,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_8354EC852139A70EEFBB,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,1831336,1576089,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=9ff46c06238c40ee8562; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_836403CBED9955086425,f223e876c0e03bbdf18f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_836403CBED9955086425,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,968572,1254979,,,,,,,,,,,,HIGH,source_holding=f223e876c0e03bbdf18f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Trident VIII L.P.(f)(g) North America 09/30/2025 968,572 1,254,979",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_84212254C61D62C645A2,f09b23455b1a6f5f7541,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_84212254C61D62C645A2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,8412875,11648324,,,,,,,,,,,,HIGH,source_holding=f09b23455b1a6f5f7541; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Five Arrows Florence Continuation Fund SCSp(d)(f)(g) North America 05/05/2022 8,412,875 11,648,324",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_84554FBD9AFB0F7FBE55,78566d7a727c08e9c281,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_84554FBD9AFB0F7FBE55,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,431988,1521104,,,,,,,,,,,,HIGH,source_holding=78566d7a727c08e9c281; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Oaktree Opportunities Fund IX (Cayman), L.P.(g) North America 12/31/2021 431,988 1,521,104",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_847D7D135DE3B66A8DDE,7fe941280058117e275c,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_847D7D135DE3B66A8DDE,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,1065856,1966705,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=7fe941280058117e275c; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Backed 2, L.P. $1,065,856",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_84A720256E884DBCD2B9,29a930856d1df85286bf,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_84A720256E884DBCD2B9,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,8378244,6590587,,,,,,,,,,,,HIGH,source_holding=29a930856d1df85286bf; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"A9 EUR (Feeder) L.P.(f)(g) Europe 10/19/2023 8,378,244 6,590,587",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_84CD5E202CF9BC9CF2DB,72dfb8576709bdf5446e,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_84CD5E202CF9BC9CF2DB,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1576936,257178,,,,,,,,,,,,HIGH,source_holding=72dfb8576709bdf5446e; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Advent International GPE VII-B Limited Partnership(d)(f)(g) North America 06/30/2015 1,576,936 257,178",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_86674E3C5689DB99798C,ee3181fc1f78702f1fb8,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_86674E3C5689DB99798C,DEBT_INVESTMENT,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,USD,,42563068,,,,,,,38069496,,,,,LOW,source_holding=ee3181fc1f78702f1fb8; owner_decision=OWNMAP003,The printed row is a security title; the current company alias is not treated as issuer identity.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"38,069,496 42,563,068",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_868D6A26E17940992DBA,29c150d64fefded74a5f,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_868D6A26E17940992DBA,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,155272,12207,,,,,,,,,,,,HIGH,source_holding=29c150d64fefded74a5f; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"AP VIII Private Investors Offshore (USD), L.P.(d)(f) Europe 06/30/2017 155,272 12,207",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_86C881E32208A9BF955E,bd4629bb85151e0adb2c,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_86C881E32208A9BF955E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,6707106,6927171,,,,,,,,,,,,HIGH,source_holding=bd4629bb85151e0adb2c; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"L Catterton IX, L.P.(d)(f) North America 03/09/2021 6,707,106 6,927,171",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_86E3C11108640206C0D2,ef017d9856111220be9e,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_86E3C11108640206C0D2,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,16876032,20311989,,,,,,,,,,,,HIGH,source_holding=ef017d9856111220be9e; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"Harvest Partners Structured Capital Fund III, L.P.(f)(g) North America 12/30/2022 16,876,032 20,311,989",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_86FBFD4FABA4C628BE52,ef5f20a24b88f5925ec3,OWNER_ALPINVEST_CAPS_HOLDINGS,,INSTR_SOURCE_86FBFD4FABA4C628BE52,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,1691869,2062497,,,,,,,,,,2026-03-31,,HIGH,source_holding=ef5f20a24b88f5925ec3; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_HOLDINGS,The native reader classed the row a fund interest and the reviewed registry resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,"Thomas H. Lee Parallel Fund VIII, L.P. $1,691,869",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_875B981D4D47AD5A6449,11a75d5f8be43d2ed687,OWNER_SRC034_VERSA_COMBINED,,INSTR_SOURCE_875B981D4D47AD5A6449,UNCLASSIFIED,portfolio_total,as_of,"March 31, 2018",day,2018-03-31,,,,,,,,USD,152562871,1000000,,,,,,,,,0.0023000000,,,LOW,source_holding=11a75d5f8be43d2ed687; owner_decision=OWNMAP001,The source row has no settled investee identity.,EXTRACTED,SOURCE_NORMALIZED,SRC034,4,"1,000,000",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_8763DFA6AD94AF1295C4,31d4503713fdc480fce9,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_8763DFA6AD94AF1295C4,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,347940,64072,,,,,,,,,,,,HIGH,source_holding=31d4503713fdc480fce9; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bowmark Capital Partners V, L.P.(d)(g) Europe 06/30/2023 347,940 64,072",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_87C029E044B1C7D9191A,b47d952e8d8958999109,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_87C029E044B1C7D9191A,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,939635,6204965,,,,,,,,,,,,HIGH,source_holding=b47d952e8d8958999109; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"SunTx Capital Partners II, L.P.(d) North America 12/31/2019 939,635 6,204,965",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_8806ABDF7473D619D650,b6f43bd8bd9cdab1ccec,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_8806ABDF7473D619D650,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,34426,15523,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=b6f43bd8bd9cdab1ccec; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Hg Saturn 4 B, L.P. $34,426",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
