kind,entity_id,standardized_name
fund,FUND_1025,"ZMC II, L.P."
fund,FUND_1026,"Alinda Infrastructure Fund II, L.P."
fund,FUND_1027,"Bluescape Energy Recapitalization and Restructuring Fund III, L.P."
fund,FUND_1028,"Bluescape Energy Recapitalization and Restructuring Fund IV, L.P."
fund,FUND_1029,"Brookfield Brazil Timber Fund II, L.P."
fund,FUND_1030,"Conservation Forestry Capital Fund II, L.P."
fund,FUND_1031,"Conservation Forestry Capital Fund IV, L.P."
fund,FUND_1032,"Crow Holdings Realty Partners VI, L.P."
fund,FUND_1033,"Eastern Timberland Opportunities II, L.P."
fund,FUND_1034,"Eastern Timberland Opportunities III, L.P."
fund,FUND_1035,"Ecosystem Investment Partners II, L.P."
fund,FUND_1036,"Ecosystem Investment Partners III, L.P."
fund,FUND_1037,"Ecosystem Investment Partners IV, L.P."
fund,FUND_1038,"Folium Agriculture Fund I, L.P."
fund,FUND_1039,"Guggenheim Structured Real Estate III, LP"
fund,FUND_1040,"Lime Rock Resources III, L.P."
fund,FUND_1041,"Prudential Senior Housing Partners IV, L.P."
fund,FUND_1042,"Prudential Senior Housing V, L.P."
fund,FUND_1043,"Raith Real Estate Fund I-A, L.P."
fund,FUND_1044,"RAM Realty Partners IV, L.P."
fund,FUND_1045,"RAM Realty Partners V, L.P."
fund,FUND_1046,"Realterm Logistics Fund II, L.P."
fund,FUND_1047,"Realterm Logistics Fund III, L.P."
fund,FUND_1048,"Sares-Regis Multifamily Value-Add Fund II, L.P."
fund,FUND_1049,"Sares-Regis Multifamily Value-Add Fund III, L.P."
fund,FUND_1050,Stonepeak Infrastructure Fund IV LP
fund,FUND_1051,"Vista Equity Partners Fund VII, L.P."
manager,MGR_0001,"Buckeye Venture Partners, LLC"
manager,MGR_0002,MassVentures
manager,MGR_0003,Starwood Capital Group
manager,MGR_0004,"Starwood REIT Advisors, L.L.C."
manager,MGR_0005,"Versa Capital Management, LLC"
manager,MGR_0006,Utah Capital Investment Corporation
manager,MGR_0007,"Connecticut Innovations, Incorporated"
manager,MGR_0008,Maryland Technology Development Corporation
manager,MGR_0009,"Heritage Partners, Inc."
manager,MGR_0010,Jefferson Partners Fund IV Management Corp.
manager,MGR_0090,HERITAGE PARTNERS.INC
manager,MGR_0091,"JPIV G.P., L.P."
manager,MGR_0092,Advisor
manager,MGR_0093,Antares Capital
manager,MGR_0094,Bear Stearns
manager,MGR_0095,Bear Stearns Asset Management Inc.
manager,MGR_0096,broker dealers
manager,MGR_0097,BSAM
manager,MGR_0098,Citigroup
manager,MGR_0099,Cowen
manager,MGR_0100,Daiwa
manager,MGR_0101,Glass Lewis
manager,MGR_0102,Goldman Sachs
manager,MGR_0103,Hamilton Lane
manager,MGR_0104,Harvest Fund Advisors LLC
manager,MGR_0105,HGSCS team
manager,MGR_0106,HSBC Securities
manager,MGR_0107,independent valuation advisor
manager,MGR_0108,Instinet
manager,MGR_0109,Jefferies
manager,MGR_0110,"Lubert-Adler Group VII, L.P."
manager,MGR_0111,MEKETA INVESTMENT GROUP
manager,MGR_0112,Morgan Stanley
manager,MGR_0113,Office of the Chief Investment Officer of the Regents (UC Investments)
manager,MGR_0114,public markets investment advisors
manager,MGR_0115,reo® service
manager,MGR_0116,Sanford C Bernstein
manager,MGR_0117,UBS Warburg
manager,MGR_0118,University of South Carolina Foundations
manager,MGR_0119,University of Texas/Texas A&M Investment Management Company (UTIMCO)
manager,MGR_0120,University of Virginia Investment Management Company
manager,MGR_0121,Utah Retirement Systems
lp,LP_0001,Northumberland County Council acting in its capacity as the administering authority for the Northumberland County Council Pension Fund
lp,LP_0002,Oregon Growth Account Private Equity Program
lp,LP_0003,Pennsylvania Public School Employees' Retirement System (PSERS)
lp,LP_0004,The Ohio Capital Fund LLC
lp,LP_0005,"Utah Fund of Funds, LLC"
lp,LP_0006,Bear Stearns employees
lp,LP_0007,BILL & MELINDA GATES FOUNDATION TRUST
lp,LP_0008,Bill and Melinda Gates
lp,LP_0009,Bill Gates
lp,LP_0010,General Partner
lp,LP_0011,Guardians of New Zealand Superannuation
lp,LP_0012,James Cayne
lp,LP_0013,"JPIV G.P., L.P."
lp,LP_0014,largest investor
lp,LP_0015,Limited Partners
lp,LP_0016,New Mexico Educational Retirement Board
lp,LP_0017,New York State Common Retirement Fund
lp,LP_0018,Oregon Growth Account
lp,LP_0019,"Private Capital Management, L.P."
lp,LP_0020,PSERS
lp,LP_0021,Public Employees' Retirement Fund (PERF)
lp,LP_0022,The University of Texas System
lp,LP_0023,Universities Superannuation Scheme Limited
lp,LP_0024,University of California
lp,LP_0025,University of Michigan
lp,LP_0026,University of South Carolina
lp,LP_0027,University of Virginia
lp,LP_0028,University of Virginia Endowment
lp,LP_0029,University Other Long-Term Assets
lp,LP_0030,University Strategic Investment Fund
lp,LP_0031,University-Associated Organizations
lp,LP_0032,Warren Buffett
lp,LP_0033,Commonwealth of Pennsylvania State Employees' Retirement System
lp,LP_0034,Oregon Public Employees' Retirement Fund
plan,PLAN_0001,Alumni
plan,PLAN_0002,Beginning of year
plan,PLAN_0003,BPF
plan,PLAN_0004,Capital - organization and offering expenses
plan,PLAN_0005,Capital contributions
plan,PLAN_0006,Cash paid for interest
plan,PLAN_0007,"Cash, beginning of year"
plan,PLAN_0008,"Cash, end of period"
plan,PLAN_0009,"Cash, end of year"
plan,PLAN_0010,Change in unrealized gain (loss) in fair value of investments
plan,PLAN_0011,Change in unrealized loss (gain) in fair value of investments
plan,PLAN_0012,Client Overview
plan,PLAN_0013,Contributed services
plan,PLAN_0014,Contributions
plan,PLAN_0015,"Deficit, beginning of year"
plan,PLAN_0016,"Deficit, end of year"
plan,PLAN_0017,Derivative liabilities
plan,PLAN_0018,Development Foundation
plan,PLAN_0019,Distribution
plan,PLAN_0020,Distributions
plan,PLAN_0021,Educational Foundation
plan,PLAN_0022,End of year
plan,PLAN_0023,Fair value presented in statement of financial position
plan,PLAN_0024,Interest expense
plan,PLAN_0025,"Investment income (losses), net"
plan,PLAN_0026,Investment management expenses
plan,PLAN_0027,"JEFFERSON PARTNERS FUND IV (PA), L.P."
plan,PLAN_0028,Legal fees
plan,PLAN_0029,Loss before the undernoted
plan,PLAN_0030,Management fees
plan,PLAN_0031,Net assets – unrestricted
plan,PLAN_0032,Net change in unrealized gain on investments
plan,PLAN_0033,Net increase in partners' capital resulting from operations
plan,PLAN_0034,Net investment income
plan,PLAN_0035,Net realized gain on investments
plan,PLAN_0036,Office and administrative
plan,PLAN_0037,Other
plan,PLAN_0038,Other expenses
plan,PLAN_0039,"Partners' capital, January 1, 2018"
plan,PLAN_0040,"Partners' capital, March 31, 2018"
plan,PLAN_0041,Professional fees
plan,PLAN_0042,Realized gain (loss) on investments
plan,PLAN_0043,Realized loss (gain) on investments
plan,PLAN_0044,"Starwood Real Estate Income Trust, Inc."
plan,PLAN_0045,Stock and noncash contributions
plan,PLAN_0046,Total
plan,PLAN_0047,Total assets
plan,PLAN_0048,Total expenses
plan,PLAN_0049,Total Exposed to Credit Risk
plan,PLAN_0050,Total Fixed Income and Short-Term Investments
plan,PLAN_0051,Total investment assets
plan,PLAN_0052,Total investment derivative instruments
plan,PLAN_0053,Total investments by fair value level
plan,PLAN_0054,Total investments measured at fair value
plan,PLAN_0055,Total investments measured at the NAV
plan,PLAN_0056,Total liabilities
plan,PLAN_0057,Total partners' capital
plan,PLAN_0058,"Unrestricted net assets, beginning of year"
plan,PLAN_0059,"Unrestricted net assets, end of year"
company,CO_0001,Alphabet
company,CO_0002,Amazon
company,CO_0003,AMAZON.COM INC
company,CO_0004,Apple
company,CO_0005,Berkshire Hathaway “B” shares
company,CO_0006,BROADCOM INC
company,CO_0007,CRC CF 5/4/2026
company,CO_0008,DIRECT INVESTMENT #1
company,CO_0009,DIRECT INVESTMENT #2
company,CO_0010,DIRECT INVESTMENT #3
company,CO_0011,Embraer
company,CO_0012,Equity Forward Contract
company,CO_0013,FNMA Single Family Mortgage 0% 1/2022
company,CO_0014,FNMA Single Family Mortgage 0% 2/2022
company,CO_0015,FNMA Single Family Mortgage 3.0% 1/2022
company,CO_0016,Foreign Currency Forward Contract
company,CO_0017,Gate SME Ser 144A 12/15/2025
company,CO_0018,GNMA 2% 1/15/2051
company,CO_0019,ISHARES MSCI EMERGING MARKETS EX CHINA ETF
company,CO_0020,Lloyds Bank plc.
company,CO_0021,Nomura Global Financial Products Inc.
company,CO_0022,PHILIP MORRIS INTERNATIONAL INC
company,CO_0023,SAMSUNG ELECTRONICS CO LTD
company,CO_0024,SAP AG
company,CO_0025,Software Borrower Example
company,CO_0026,TAIWAN SEMICONDUCTOR MANUFACTURING CO
company,CO_0027,Tesla
company,CO_0028,United Healthcare Group
company,CO_0029,United States Treasury Bond 1.75% 8/15/2041
company,CO_0030,United States Treasury Bond 3.125% 11/15/2041
company,CO_0031,United States Treasury Bond 3.125% 5/15/2048
company,CO_0032,United States Treasury Note .625% 11/15/2024
company,CO_0033,Meta Platforms
company,CO_0034,Microsoft
company,CO_0035,Nvidia
