owner_id,owner_kind,owner_role,canonical_name,source_entity_id,owner_fund_id,parent_owner_id,identity_status,identity_confidence,identity_confidence_basis,identity_confidence_reason,decision_id,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
OWNER_FUND_SYNTH_000421,fund,REPORTING_FUND,Synthetic Infrastructure Fund 0421,FUND_SYNTH_000421,FUND_SYNTH_000421,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000422,fund,REPORTING_FUND,Synthetic Venture Fund 0422,FUND_SYNTH_000422,FUND_SYNTH_000422,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000423,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0423,FUND_SYNTH_000423,FUND_SYNTH_000423,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000424,fund,REPORTING_FUND,Synthetic Growth Fund 0424,FUND_SYNTH_000424,FUND_SYNTH_000424,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000425,fund,REPORTING_FUND,Synthetic Private Credit Fund 0425,FUND_SYNTH_000425,FUND_SYNTH_000425,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000426,fund,REPORTING_FUND,Synthetic Growth Fund 0426,FUND_SYNTH_000426,FUND_SYNTH_000426,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000427,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0427,FUND_SYNTH_000427,FUND_SYNTH_000427,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000428,fund,REPORTING_FUND,Synthetic Secondaries Fund 0428,FUND_SYNTH_000428,FUND_SYNTH_000428,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000429,fund,REPORTING_FUND,Synthetic Real Estate Fund 0429,FUND_SYNTH_000429,FUND_SYNTH_000429,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000430,fund,REPORTING_FUND,Synthetic Venture Fund 0430,FUND_SYNTH_000430,FUND_SYNTH_000430,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000431,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0431,FUND_SYNTH_000431,FUND_SYNTH_000431,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000432,fund,REPORTING_FUND,Synthetic Secondaries Fund 0432,FUND_SYNTH_000432,FUND_SYNTH_000432,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000433,fund,REPORTING_FUND,Synthetic Venture Fund 0433,FUND_SYNTH_000433,FUND_SYNTH_000433,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000434,fund,REPORTING_FUND,Synthetic Growth Fund 0434,FUND_SYNTH_000434,FUND_SYNTH_000434,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000435,fund,REPORTING_FUND,Synthetic Private Credit Fund 0435,FUND_SYNTH_000435,FUND_SYNTH_000435,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000436,fund,REPORTING_FUND,Synthetic Secondaries Fund 0436,FUND_SYNTH_000436,FUND_SYNTH_000436,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000437,fund,REPORTING_FUND,Synthetic Secondaries Fund 0437,FUND_SYNTH_000437,FUND_SYNTH_000437,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000438,fund,REPORTING_FUND,Synthetic Private Credit Fund 0438,FUND_SYNTH_000438,FUND_SYNTH_000438,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000439,fund,REPORTING_FUND,Synthetic Buyout Fund 0439,FUND_SYNTH_000439,FUND_SYNTH_000439,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000440,fund,REPORTING_FUND,Synthetic Venture Fund 0440,FUND_SYNTH_000440,FUND_SYNTH_000440,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000441,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0441,FUND_SYNTH_000441,FUND_SYNTH_000441,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000442,fund,REPORTING_FUND,Synthetic Secondaries Fund 0442,FUND_SYNTH_000442,FUND_SYNTH_000442,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000443,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0443,FUND_SYNTH_000443,FUND_SYNTH_000443,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000444,fund,REPORTING_FUND,Synthetic Secondaries Fund 0444,FUND_SYNTH_000444,FUND_SYNTH_000444,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000445,fund,REPORTING_FUND,Synthetic Growth Fund 0445,FUND_SYNTH_000445,FUND_SYNTH_000445,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000446,fund,REPORTING_FUND,Synthetic Venture Fund 0446,FUND_SYNTH_000446,FUND_SYNTH_000446,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000447,fund,REPORTING_FUND,Synthetic Buyout Fund 0447,FUND_SYNTH_000447,FUND_SYNTH_000447,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000448,fund,REPORTING_FUND,Synthetic Real Estate Fund 0448,FUND_SYNTH_000448,FUND_SYNTH_000448,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000449,fund,REPORTING_FUND,Synthetic Buyout Fund 0449,FUND_SYNTH_000449,FUND_SYNTH_000449,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000450,fund,REPORTING_FUND,Synthetic Growth Fund 0450,FUND_SYNTH_000450,FUND_SYNTH_000450,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000451,fund,REPORTING_FUND,Synthetic Secondaries Fund 0451,FUND_SYNTH_000451,FUND_SYNTH_000451,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000452,fund,REPORTING_FUND,Synthetic Growth Fund 0452,FUND_SYNTH_000452,FUND_SYNTH_000452,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000453,fund,REPORTING_FUND,Synthetic Buyout Fund 0453,FUND_SYNTH_000453,FUND_SYNTH_000453,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000454,fund,REPORTING_FUND,Synthetic Buyout Fund 0454,FUND_SYNTH_000454,FUND_SYNTH_000454,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000455,fund,REPORTING_FUND,Synthetic Buyout Fund 0455,FUND_SYNTH_000455,FUND_SYNTH_000455,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000456,fund,REPORTING_FUND,Synthetic Growth Fund 0456,FUND_SYNTH_000456,FUND_SYNTH_000456,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000457,fund,REPORTING_FUND,Synthetic Growth Fund 0457,FUND_SYNTH_000457,FUND_SYNTH_000457,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000458,fund,REPORTING_FUND,Synthetic Buyout Fund 0458,FUND_SYNTH_000458,FUND_SYNTH_000458,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000459,fund,REPORTING_FUND,Synthetic Secondaries Fund 0459,FUND_SYNTH_000459,FUND_SYNTH_000459,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000460,fund,REPORTING_FUND,Synthetic Secondaries Fund 0460,FUND_SYNTH_000460,FUND_SYNTH_000460,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000461,fund,REPORTING_FUND,Synthetic Venture Fund 0461,FUND_SYNTH_000461,FUND_SYNTH_000461,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000462,fund,REPORTING_FUND,Synthetic Private Credit Fund 0462,FUND_SYNTH_000462,FUND_SYNTH_000462,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000463,fund,REPORTING_FUND,Synthetic Buyout Fund 0463,FUND_SYNTH_000463,FUND_SYNTH_000463,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000464,fund,REPORTING_FUND,Synthetic Private Credit Fund 0464,FUND_SYNTH_000464,FUND_SYNTH_000464,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000465,fund,REPORTING_FUND,Synthetic Venture Fund 0465,FUND_SYNTH_000465,FUND_SYNTH_000465,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000466,fund,REPORTING_FUND,Synthetic Buyout Fund 0466,FUND_SYNTH_000466,FUND_SYNTH_000466,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000467,fund,REPORTING_FUND,Synthetic Venture Fund 0467,FUND_SYNTH_000467,FUND_SYNTH_000467,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000468,fund,REPORTING_FUND,Synthetic Buyout Fund 0468,FUND_SYNTH_000468,FUND_SYNTH_000468,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000469,fund,REPORTING_FUND,Synthetic Infrastructure Fund 0469,FUND_SYNTH_000469,FUND_SYNTH_000469,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000470,fund,REPORTING_FUND,Synthetic Venture Fund 0470,FUND_SYNTH_000470,FUND_SYNTH_000470,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000471,fund,REPORTING_FUND,Synthetic Buyout Fund 0471,FUND_SYNTH_000471,FUND_SYNTH_000471,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000472,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0472,FUND_SYNTH_000472,FUND_SYNTH_000472,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000473,fund,REPORTING_FUND,Synthetic Venture Fund 0473,FUND_SYNTH_000473,FUND_SYNTH_000473,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000474,fund,REPORTING_FUND,Synthetic Growth Fund 0474,FUND_SYNTH_000474,FUND_SYNTH_000474,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000475,fund,REPORTING_FUND,Synthetic Private Credit Fund 0475,FUND_SYNTH_000475,FUND_SYNTH_000475,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000476,fund,REPORTING_FUND,Synthetic Growth Fund 0476,FUND_SYNTH_000476,FUND_SYNTH_000476,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000477,fund,REPORTING_FUND,Synthetic Real Estate Fund 0477,FUND_SYNTH_000477,FUND_SYNTH_000477,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000478,fund,REPORTING_FUND,Synthetic Buyout Fund 0478,FUND_SYNTH_000478,FUND_SYNTH_000478,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000479,fund,REPORTING_FUND,Synthetic Private Credit Fund 0479,FUND_SYNTH_000479,FUND_SYNTH_000479,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000480,fund,REPORTING_FUND,Synthetic Secondaries Fund 0480,FUND_SYNTH_000480,FUND_SYNTH_000480,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000481,fund,REPORTING_FUND,Synthetic Private Credit Fund 0481,FUND_SYNTH_000481,FUND_SYNTH_000481,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000482,fund,REPORTING_FUND,Synthetic Venture Fund 0482,FUND_SYNTH_000482,FUND_SYNTH_000482,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000483,fund,REPORTING_FUND,Synthetic Secondaries Fund 0483,FUND_SYNTH_000483,FUND_SYNTH_000483,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000484,fund,REPORTING_FUND,Synthetic Private Credit Fund 0484,FUND_SYNTH_000484,FUND_SYNTH_000484,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000485,fund,REPORTING_FUND,Synthetic Buyout Fund 0485,FUND_SYNTH_000485,FUND_SYNTH_000485,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000486,fund,REPORTING_FUND,Synthetic Buyout Fund 0486,FUND_SYNTH_000486,FUND_SYNTH_000486,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000487,fund,REPORTING_FUND,Synthetic Venture Fund 0487,FUND_SYNTH_000487,FUND_SYNTH_000487,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000488,fund,REPORTING_FUND,Synthetic Fund Of Funds Fund 0488,FUND_SYNTH_000488,FUND_SYNTH_000488,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000489,fund,REPORTING_FUND,Synthetic Private Credit Fund 0489,FUND_SYNTH_000489,FUND_SYNTH_000489,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000490,fund,REPORTING_FUND,Synthetic Venture Fund 0490,FUND_SYNTH_000490,FUND_SYNTH_000490,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000491,fund,REPORTING_FUND,Synthetic Buyout Fund 0491,FUND_SYNTH_000491,FUND_SYNTH_000491,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000492,fund,REPORTING_FUND,Synthetic Buyout Fund 0492,FUND_SYNTH_000492,FUND_SYNTH_000492,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000493,fund,REPORTING_FUND,Synthetic Infrastructure Fund 0493,FUND_SYNTH_000493,FUND_SYNTH_000493,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000494,fund,REPORTING_FUND,Synthetic Growth Fund 0494,FUND_SYNTH_000494,FUND_SYNTH_000494,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000495,fund,REPORTING_FUND,Synthetic Buyout Fund 0495,FUND_SYNTH_000495,FUND_SYNTH_000495,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
OWNER_FUND_SYNTH_000496,fund,REPORTING_FUND,Synthetic Buyout Fund 0496,FUND_SYNTH_000496,FUND_SYNTH_000496,,RESOLVED,HIGH,fund_master.fund_id,The generated holding owner is the fund_id carried by fund_holdings.,GENERATED_FROM_FUND_MASTER,SYNTHETIC,,,,SYNTH_ASSUMED_DEMO_V1,ACTIVE,
