instrument_id,target_id,instrument_kind,security_title_raw,security_type_raw,currency,seniority,secured_status,stated_rate,rate_type,rate_basis_raw,spread_bps,maturity_date_raw,maturity_date,identifier_type,identifier_value,instrument_status,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status
NORM_INSTR_SYNTH_000337_04,TARGET_COMPANY_SYNTH_000337_04,LOAN,Synthetic Instrument 000337-04,Unitranche,USD,,,0.10322371,,,350,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000337_05,TARGET_COMPANY_SYNTH_000337_05,LOAN,Synthetic Instrument 000337-05,Unitranche,USD,,,0.12206986,,,725,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000337_06,TARGET_COMPANY_SYNTH_000337_06,PREFERRED_EQUITY,Synthetic Instrument 000337-06,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000337_07,TARGET_COMPANY_SYNTH_000337_07,LOAN,Synthetic Instrument 000337-07,Unitranche,USD,,,0.07109015,,,675,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000338_01,TARGET_COMPANY_SYNTH_000338_01,LOAN,Synthetic Instrument 000338-01,Unitranche,USD,,,0.07447417,,,650,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000338_02,TARGET_COMPANY_SYNTH_000338_02,LOAN,Synthetic Instrument 000338-02,Unitranche,USD,,,0.12870850,,,450,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000338_03,TARGET_COMPANY_SYNTH_000338_03,PREFERRED_EQUITY,Synthetic Instrument 000338-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000338_04,TARGET_COMPANY_SYNTH_000338_04,LOAN,Synthetic Instrument 000338-04,Unitranche,USD,,,0.07128012,,,650,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_01,TARGET_COMPANY_SYNTH_000339_01,LOAN,Synthetic Instrument 000339-01,Senior Debt,CAD,,,0.11229024,,,625,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_02,TARGET_COMPANY_SYNTH_000339_02,OTHER_EQUITY,Synthetic Instrument 000339-02,Equity,CAD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_03,TARGET_COMPANY_SYNTH_000339_03,OTHER_EQUITY,Synthetic Instrument 000339-03,Equity,CAD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_04,TARGET_COMPANY_SYNTH_000339_04,LOAN,Synthetic Instrument 000339-04,Senior Debt,CAD,,,0.07689617,,,625,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_05,TARGET_COMPANY_SYNTH_000339_05,LOAN,Synthetic Instrument 000339-05,Unitranche,CAD,,,0.09339492,,,350,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_06,TARGET_COMPANY_SYNTH_000339_06,LOAN,Synthetic Instrument 000339-06,Unitranche,CAD,,,0.08375493,,,525,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000339_07,TARGET_COMPANY_SYNTH_000339_07,PREFERRED_EQUITY,Synthetic Instrument 000339-07,Preferred Equity,CAD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000340_01,TARGET_COMPANY_SYNTH_000340_01,LOAN,Synthetic Instrument 000340-01,Senior Debt,USD,,,0.11170541,,,500,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000340_02,TARGET_COMPANY_SYNTH_000340_02,LOAN,Synthetic Instrument 000340-02,Unitranche,USD,,,0.10264134,,,575,2020-12-31,2020-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000340_03,TARGET_COMPANY_SYNTH_000340_03,PREFERRED_EQUITY,Synthetic Instrument 000340-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000340_04,TARGET_COMPANY_SYNTH_000340_04,OTHER_EQUITY,Synthetic Instrument 000340-04,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000340_05,TARGET_COMPANY_SYNTH_000340_05,OTHER_EQUITY,Synthetic Instrument 000340-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000341_01,TARGET_COMPANY_SYNTH_000341_01,LOAN,Synthetic Instrument 000341-01,Senior Debt,USD,,,0.10609461,,,750,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000341_02,TARGET_COMPANY_SYNTH_000341_02,OTHER_EQUITY,Synthetic Instrument 000341-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000341_03,TARGET_COMPANY_SYNTH_000341_03,LOAN,Synthetic Instrument 000341-03,Unitranche,USD,,,0.11775940,,,425,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000341_04,TARGET_COMPANY_SYNTH_000341_04,LOAN,Synthetic Instrument 000341-04,Senior Debt,USD,,,0.08108725,,,475,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000342_01,TARGET_COMPANY_SYNTH_000342_01,OTHER_EQUITY,Synthetic Instrument 000342-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000342_02,TARGET_COMPANY_SYNTH_000342_02,OTHER_EQUITY,Synthetic Instrument 000342-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000342_03,TARGET_COMPANY_SYNTH_000342_03,OTHER_EQUITY,Synthetic Instrument 000342-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000342_04,TARGET_COMPANY_SYNTH_000342_04,LOAN,Synthetic Instrument 000342-04,Senior Debt,USD,,,0.09938233,,,375,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000342_05,TARGET_COMPANY_SYNTH_000342_05,OTHER_EQUITY,Synthetic Instrument 000342-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_01,TARGET_COMPANY_SYNTH_000343_01,OTHER_EQUITY,Synthetic Instrument 000343-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_02,TARGET_COMPANY_SYNTH_000343_02,PREFERRED_EQUITY,Synthetic Instrument 000343-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_03,TARGET_COMPANY_SYNTH_000343_03,LOAN,Synthetic Instrument 000343-03,Unitranche,USD,,,0.07160290,,,750,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_04,TARGET_COMPANY_SYNTH_000343_04,LOAN,Synthetic Instrument 000343-04,Senior Debt,USD,,,0.07341987,,,625,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_05,TARGET_COMPANY_SYNTH_000343_05,LOAN,Synthetic Instrument 000343-05,Senior Debt,USD,,,0.09253559,,,500,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_06,TARGET_COMPANY_SYNTH_000343_06,LOAN,Synthetic Instrument 000343-06,Senior Debt,USD,,,0.11762127,,,500,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_07,TARGET_COMPANY_SYNTH_000343_07,LOAN,Synthetic Instrument 000343-07,Senior Debt,USD,,,0.10793378,,,600,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000343_08,TARGET_COMPANY_SYNTH_000343_08,LOAN,Synthetic Instrument 000343-08,Senior Debt,USD,,,0.12239909,,,700,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_01,TARGET_COMPANY_SYNTH_000344_01,PREFERRED_EQUITY,Synthetic Instrument 000344-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_02,TARGET_COMPANY_SYNTH_000344_02,LOAN,Synthetic Instrument 000344-02,Unitranche,USD,,,0.08966403,,,625,2020-12-31,2020-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_03,TARGET_COMPANY_SYNTH_000344_03,PREFERRED_EQUITY,Synthetic Instrument 000344-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_04,TARGET_COMPANY_SYNTH_000344_04,PREFERRED_EQUITY,Synthetic Instrument 000344-04,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_05,TARGET_COMPANY_SYNTH_000344_05,OTHER_EQUITY,Synthetic Instrument 000344-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_06,TARGET_COMPANY_SYNTH_000344_06,LOAN,Synthetic Instrument 000344-06,Senior Debt,USD,,,0.08771482,,,450,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_07,TARGET_COMPANY_SYNTH_000344_07,OTHER_EQUITY,Synthetic Instrument 000344-07,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000344_08,TARGET_COMPANY_SYNTH_000344_08,LOAN,Synthetic Instrument 000344-08,Senior Debt,USD,,,0.12545855,,,500,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000345_01,TARGET_COMPANY_SYNTH_000345_01,LOAN,Synthetic Instrument 000345-01,Senior Debt,EUR,,,0.10306375,,,675,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000345_02,TARGET_COMPANY_SYNTH_000345_02,LOAN,Synthetic Instrument 000345-02,Senior Debt,EUR,,,0.07586309,,,350,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000345_03,TARGET_COMPANY_SYNTH_000345_03,LOAN,Synthetic Instrument 000345-03,Senior Debt,EUR,,,0.09065192,,,750,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000345_04,TARGET_COMPANY_SYNTH_000345_04,LOAN,Synthetic Instrument 000345-04,Senior Debt,EUR,,,0.07426534,,,550,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000345_05,TARGET_COMPANY_SYNTH_000345_05,LOAN,Synthetic Instrument 000345-05,Unitranche,EUR,,,0.12838719,,,675,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000345_06,TARGET_COMPANY_SYNTH_000345_06,PREFERRED_EQUITY,Synthetic Instrument 000345-06,Preferred Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_01,TARGET_COMPANY_SYNTH_000346_01,OTHER_EQUITY,Synthetic Instrument 000346-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_02,TARGET_COMPANY_SYNTH_000346_02,LOAN,Synthetic Instrument 000346-02,Senior Debt,USD,,,0.10904344,,,350,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_03,TARGET_COMPANY_SYNTH_000346_03,LOAN,Synthetic Instrument 000346-03,Senior Debt,USD,,,0.10019904,,,525,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_04,TARGET_COMPANY_SYNTH_000346_04,LOAN,Synthetic Instrument 000346-04,Senior Debt,USD,,,0.07897675,,,625,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_05,TARGET_COMPANY_SYNTH_000346_05,LOAN,Synthetic Instrument 000346-05,Senior Debt,USD,,,0.07898489,,,450,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_06,TARGET_COMPANY_SYNTH_000346_06,OTHER_EQUITY,Synthetic Instrument 000346-06,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_07,TARGET_COMPANY_SYNTH_000346_07,PREFERRED_EQUITY,Synthetic Instrument 000346-07,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000346_08,TARGET_COMPANY_SYNTH_000346_08,OTHER_EQUITY,Synthetic Instrument 000346-08,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000347_01,TARGET_COMPANY_SYNTH_000347_01,LOAN,Synthetic Instrument 000347-01,Senior Debt,USD,,,0.11710260,,,375,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000347_02,TARGET_COMPANY_SYNTH_000347_02,PREFERRED_EQUITY,Synthetic Instrument 000347-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000347_03,TARGET_COMPANY_SYNTH_000347_03,PREFERRED_EQUITY,Synthetic Instrument 000347-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000347_04,TARGET_COMPANY_SYNTH_000347_04,LOAN,Synthetic Instrument 000347-04,Unitranche,USD,,,0.09179808,,,700,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000348_01,TARGET_COMPANY_SYNTH_000348_01,PREFERRED_EQUITY,Synthetic Instrument 000348-01,Preferred Equity,CAD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000348_02,TARGET_COMPANY_SYNTH_000348_02,LOAN,Synthetic Instrument 000348-02,Senior Debt,CAD,,,0.07769518,,,750,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000348_03,TARGET_COMPANY_SYNTH_000348_03,LOAN,Synthetic Instrument 000348-03,Senior Debt,CAD,,,0.10804129,,,750,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000348_04,TARGET_COMPANY_SYNTH_000348_04,OTHER_EQUITY,Synthetic Instrument 000348-04,Equity,CAD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000348_05,TARGET_COMPANY_SYNTH_000348_05,LOAN,Synthetic Instrument 000348-05,Unitranche,CAD,,,0.11973117,,,700,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000348_06,TARGET_COMPANY_SYNTH_000348_06,LOAN,Synthetic Instrument 000348-06,Unitranche,CAD,,,0.07276983,,,725,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_01,TARGET_COMPANY_SYNTH_000349_01,LOAN,Synthetic Instrument 000349-01,Senior Debt,USD,,,0.11062589,,,475,2018-12-31,2018-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_02,TARGET_COMPANY_SYNTH_000349_02,LOAN,Synthetic Instrument 000349-02,Unitranche,USD,,,0.08462959,,,525,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_03,TARGET_COMPANY_SYNTH_000349_03,PREFERRED_EQUITY,Synthetic Instrument 000349-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_04,TARGET_COMPANY_SYNTH_000349_04,LOAN,Synthetic Instrument 000349-04,Unitranche,USD,,,0.10718992,,,675,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_05,TARGET_COMPANY_SYNTH_000349_05,PREFERRED_EQUITY,Synthetic Instrument 000349-05,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_06,TARGET_COMPANY_SYNTH_000349_06,LOAN,Synthetic Instrument 000349-06,Senior Debt,USD,,,0.11647825,,,400,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_07,TARGET_COMPANY_SYNTH_000349_07,OTHER_EQUITY,Synthetic Instrument 000349-07,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000349_08,TARGET_COMPANY_SYNTH_000349_08,LOAN,Synthetic Instrument 000349-08,Senior Debt,USD,,,0.10013289,,,600,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_01,TARGET_COMPANY_SYNTH_000350_01,PREFERRED_EQUITY,Synthetic Instrument 000350-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_02,TARGET_COMPANY_SYNTH_000350_02,LOAN,Synthetic Instrument 000350-02,Senior Debt,USD,,,0.11289598,,,425,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_03,TARGET_COMPANY_SYNTH_000350_03,LOAN,Synthetic Instrument 000350-03,Senior Debt,USD,,,0.12997894,,,450,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_04,TARGET_COMPANY_SYNTH_000350_04,OTHER_EQUITY,Synthetic Instrument 000350-04,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_05,TARGET_COMPANY_SYNTH_000350_05,PREFERRED_EQUITY,Synthetic Instrument 000350-05,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_06,TARGET_COMPANY_SYNTH_000350_06,LOAN,Synthetic Instrument 000350-06,Senior Debt,USD,,,0.08599319,,,550,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_07,TARGET_COMPANY_SYNTH_000350_07,PREFERRED_EQUITY,Synthetic Instrument 000350-07,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000350_08,TARGET_COMPANY_SYNTH_000350_08,LOAN,Synthetic Instrument 000350-08,Unitranche,USD,,,0.07582095,,,625,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000351_01,TARGET_COMPANY_SYNTH_000351_01,OTHER_EQUITY,Synthetic Instrument 000351-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000351_02,TARGET_COMPANY_SYNTH_000351_02,PREFERRED_EQUITY,Synthetic Instrument 000351-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000351_03,TARGET_COMPANY_SYNTH_000351_03,LOAN,Synthetic Instrument 000351-03,Unitranche,USD,,,0.08891970,,,750,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
