allocation_id,portfolio_id,as_of_date,fund_id,strategy,sub_strategy,target_weight,minimum_weight,maximum_weight,commitment_amount,nav_amount,unfunded_amount,expected_return,expected_volatility,liquidity_score,provenance_type,source_document_id,synthetic_parameter_set_id,optimization_run_id,record_status
ALLOC_SYNTH_0001215,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000415,infrastructure,core_plus,0.00154683,0.00000000,0.05000000,1307.70,239.58,143.46,0.09200483,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001216,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000416,venture,early_stage,0.00059143,0.00000000,0.05000000,292.95,105.42,22.85,0.12688289,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001217,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000417,infrastructure,core_plus,0.00154683,0.00000000,0.05000000,802.89,151.70,119.44,0.09295483,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001218,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000418,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,1257.44,141.99,186.47,0.03250415,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001219,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000419,growth,growth_equity,0.00083787,0.00000000,0.05000000,619.55,72.99,28.60,0.00509060,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001220,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000420,buyout,middle_market,0.00111715,0.00000000,0.05000000,639.10,452.86,290.65,0.17883618,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001221,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000421,infrastructure,core_plus,0.00154683,0.00000000,0.05000000,509.54,90.87,98.63,0.03331029,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001222,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000422,venture,early_stage,0.00059143,0.00000000,0.05000000,361.23,168.11,84.71,0.21426147,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001223,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000423,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,679.20,492.35,296.51,0.19433567,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001224,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000424,growth,growth_equity,0.00083787,0.00000000,0.05000000,372.91,209.83,145.08,0.10379004,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001225,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000425,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,619.06,211.32,420.64,0.15309359,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001226,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000426,growth,growth_equity,0.00083787,0.00000000,0.05000000,795.92,434.92,454.11,0.31115185,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001227,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000427,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,195.45,91.21,116.64,0.52019548,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001228,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000428,secondaries,lp_led,0.00134058,0.00000000,0.05000000,761.27,318.92,457.15,0.07222677,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001229,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000429,real_estate,value_add,0.00125680,0.00000000,0.05000000,656.94,356.75,218.59,0.12509081,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001230,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000430,venture,early_stage,0.00059143,0.00000000,0.05000000,105.35,15.49,10.80,0.00469119,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001231,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000431,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,430.63,61.81,29.67,0.04876166,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001232,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000432,secondaries,lp_led,0.00134058,0.00000000,0.05000000,588.51,95.77,57.43,0.08880962,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001233,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000433,venture,early_stage,0.00059143,0.00000000,0.05000000,112.88,97.90,44.71,0.17913937,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001234,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000434,growth,growth_equity,0.00083787,0.00000000,0.05000000,901.44,636.04,439.15,0.20271478,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001235,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000435,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,360.61,27.30,47.22,0.01536544,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001236,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000436,secondaries,lp_led,0.00134058,0.00000000,0.05000000,1120.76,260.48,181.99,0.08221963,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001237,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000437,secondaries,lp_led,0.00134058,0.00000000,0.05000000,505.51,271.23,204.61,0.05792423,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001238,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000438,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,714.28,316.63,289.55,0.06944721,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001239,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000439,buyout,middle_market,0.00111715,0.00000000,0.05000000,702.67,501.07,226.02,0.14035068,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001240,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000440,venture,early_stage,0.00059143,0.00000000,0.05000000,219.70,89.23,29.24,0.13723205,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001241,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000441,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,879.17,121.42,176.27,0.06473334,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001242,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000442,secondaries,lp_led,0.00134058,0.00000000,0.05000000,358.81,50.36,20.81,0.04889821,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001243,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000443,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,550.78,161.77,111.59,0.03382529,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001244,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000444,secondaries,lp_led,0.00134058,0.00000000,0.05000000,931.26,447.55,492.77,0.07160672,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001245,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000445,growth,growth_equity,0.00083787,0.00000000,0.05000000,373.10,46.50,53.61,0.02598295,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001246,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000446,venture,early_stage,0.00059143,0.00000000,0.05000000,166.83,108.36,30.24,0.19910594,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001247,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000447,buyout,middle_market,0.00111715,0.00000000,0.05000000,1165.19,760.87,566.52,0.17119326,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001248,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000448,real_estate,value_add,0.00125680,0.00000000,0.05000000,1337.26,195.93,60.54,0.05375819,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001249,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000449,buyout,middle_market,0.00111715,0.00000000,0.05000000,737.56,376.70,231.66,0.10736767,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001250,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000450,growth,growth_equity,0.00083787,0.00000000,0.05000000,343.92,143.94,233.43,0.30559189,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001251,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000451,secondaries,lp_led,0.00134058,0.00000000,0.05000000,716.30,133.78,133.71,0.05168372,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001252,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000452,growth,growth_equity,0.00083787,0.00000000,0.05000000,332.72,173.54,60.94,0.21906774,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001253,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000453,buyout,middle_market,0.00111715,0.00000000,0.05000000,509.50,227.57,247.03,-0.01813973,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001254,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000454,buyout,middle_market,0.00111715,0.00000000,0.05000000,706.12,125.90,40.85,0.08272726,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001255,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000455,buyout,middle_market,0.00111715,0.00000000,0.05000000,1009.52,218.21,140.39,0.06572899,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001256,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000456,growth,growth_equity,0.00083787,0.00000000,0.05000000,388.41,118.75,47.71,0.09518390,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001257,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000457,growth,growth_equity,0.00083787,0.00000000,0.05000000,376.77,179.85,209.59,0.10762930,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001258,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000458,buyout,middle_market,0.00111715,0.00000000,0.05000000,465.60,215.20,280.02,0.33343278,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001259,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000459,secondaries,lp_led,0.00134058,0.00000000,0.05000000,923.76,135.92,148.36,0.07928543,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001260,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000460,secondaries,lp_led,0.00134058,0.00000000,0.05000000,369.10,155.84,231.18,0.20168987,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001261,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000461,venture,early_stage,0.00059143,0.00000000,0.05000000,351.21,411.68,193.78,0.43414368,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001262,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000462,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,773.98,105.70,69.64,0.09675780,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001263,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000463,buyout,middle_market,0.00111715,0.00000000,0.05000000,226.13,24.18,29.80,0.03519493,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001264,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000464,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,560.08,143.12,107.10,0.02041716,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001265,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000465,venture,early_stage,0.00059143,0.00000000,0.05000000,187.73,141.65,90.76,0.18791026,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001266,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000466,buyout,middle_market,0.00111715,0.00000000,0.05000000,706.69,517.82,144.01,0.15315620,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001267,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000467,venture,early_stage,0.00059143,0.00000000,0.05000000,108.88,47.05,44.95,0.05364252,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001268,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000468,buyout,middle_market,0.00111715,0.00000000,0.05000000,681.97,136.50,135.20,0.12553855,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001269,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000469,infrastructure,core_plus,0.00154683,0.00000000,0.05000000,1072.84,779.15,432.81,0.16857784,0.13000000,0.38000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001270,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000470,venture,early_stage,0.00059143,0.00000000,0.05000000,305.36,522.78,113.33,0.35461109,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001271,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000471,buyout,middle_market,0.00111715,0.00000000,0.05000000,507.11,67.21,66.93,0.06080483,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001272,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000472,fund_of_funds,diversified,0.00143634,0.00000000,0.05000000,2158.09,1083.16,1018.30,0.05315602,0.14000000,0.45000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001273,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000473,venture,early_stage,0.00059143,0.00000000,0.05000000,578.31,366.56,370.90,0.96892364,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001274,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000474,growth,growth_equity,0.00083787,0.00000000,0.05000000,260.60,138.63,144.10,0.20040631,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001275,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000475,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,980.70,83.39,35.72,0.01588172,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001276,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000476,growth,growth_equity,0.00083787,0.00000000,0.05000000,346.22,87.23,68.57,0.08288551,0.24000000,0.30000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001277,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000477,real_estate,value_add,0.00125680,0.00000000,0.05000000,1155.31,192.34,145.33,0.07498168,0.16000000,0.32000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001278,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000478,buyout,middle_market,0.00111715,0.00000000,0.05000000,1102.25,775.35,273.19,0.16166950,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001279,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000479,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,331.52,167.07,126.37,0.09789898,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001280,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000480,secondaries,lp_led,0.00134058,0.00000000,0.05000000,1128.82,436.28,254.13,0.08615596,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001281,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000481,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,364.65,135.27,245.34,0.32021024,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001282,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000482,venture,early_stage,0.00059143,0.00000000,0.05000000,298.97,162.25,145.08,0.09938866,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001283,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000483,secondaries,lp_led,0.00134058,0.00000000,0.05000000,1094.10,144.73,99.60,0.05437401,0.15000000,0.70000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001284,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000484,private_credit,direct_lending,0.00201088,0.00000000,0.05000000,395.98,150.18,63.75,0.08040738,0.10000000,0.65000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001285,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000485,buyout,middle_market,0.00111715,0.00000000,0.05000000,570.01,338.36,146.92,0.11894309,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001286,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000486,buyout,middle_market,0.00111715,0.00000000,0.05000000,734.09,546.00,323.53,0.17558587,0.18000000,0.35000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
ALLOC_SYNTH_0001287,PORTFOLIO_SYNTH_STRATEGY_TILT,2026-06-30,FUND_SYNTH_000487,venture,early_stage,0.00059143,0.00000000,0.05000000,321.13,147.35,31.36,0.15890928,0.34000000,0.20000000,SYNTHETIC,,SYNTH_ASSUMED_DEMO_V1,NOT_OPTIMIZED_BASELINE_STRATEGY_TILT,ACTIVE
