"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","extractor_model"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","DW-Columbia Perfco LP","IRR","1","fund","DW-Columbia Perfco LP","Real Estate","","","","","","2019","","","Dec 31, 2024","","","irr","IRR","-20.68%","%","","","","","2019DW-Columbia Perfco LP $43.3 $78.3 0.44x -20.68%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","DW-Columbia Perfco LP","Total Capital Distributed","1","fund","DW-Columbia Perfco LP","Real Estate","","","","","","2019","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$43.3","","","","","","2019DW-Columbia Perfco LP $43.3 $78.3 0.44x -20.68%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","DW-Columbia Perfco LP","Total Value Multiple","1","fund","DW-Columbia Perfco LP","Real Estate","","","","","","2019","","","Dec 31, 2024","","","tvpi","Total Value Multiple","0.44x","x","","","","","2019DW-Columbia Perfco LP $43.3 $78.3 0.44x -20.68%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Grand Total(s):","Fair Market Value","2","portfolio","Separate Accounts","Real Estate","","","","","","","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$7,139.5","","","","","","Grand Total(s): $11,897.2 $7,139.5 0.63x","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Grand Total(s):","Total Capital Distributed","2","portfolio","Separate Accounts","Real Estate","","","","","","","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$11,897.2","","","","","","Grand Total(s): $11,897.2 $7,139.5 0.63x","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Grand Total(s):","Total Value Multiple","1","portfolio","Separate Accounts","Real Estate","","","","","","","","","Dec 31, 2024","","","tvpi","Total Value Multiple","0.63x","x","","","","","Grand Total(s): $11,897.2 $7,139.5 0.63x","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Greystar Residential","Fair Market Value","1","fund","Greystar Residential","Real Estate","","","","","","2001","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$0.0","","","","","","2001Greystar Residential $619.6 $0.0 2.05x 66.39%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Greystar Residential","IRR","1","fund","Greystar Residential","Real Estate","","","","","","2001","","","Dec 31, 2024","","","irr","IRR","66.39%","%","","","","","2001Greystar Residential $619.6 $0.0 2.05x 66.39%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Greystar Residential","Total Capital Distributed","1","fund","Greystar Residential","Real Estate","","","","","","2001","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$619.6","","","","","","2001Greystar Residential $619.6 $0.0 2.05x 66.39%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Greystar Residential","Total Value Multiple","1","fund","Greystar Residential","Real Estate","","","","","","2001","","","Dec 31, 2024","","","tvpi","Total Value Multiple","2.05x","x","","","","","2001Greystar Residential $619.6 $0.0 2.05x 66.39%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science Core","Fair Market Value","1","fund","Harrison Street Life Science Core","Real Estate","","","","","","2021","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$42.8","","","","","","2021Harrison Street Life Science Core $15.1 $42.8 1.31x 15.21%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science Core","IRR","1","fund","Harrison Street Life Science Core","Real Estate","","","","","","2021","","","Dec 31, 2024","","","irr","IRR","15.21%","%","","","","","2021Harrison Street Life Science Core $15.1 $42.8 1.31x 15.21%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science Core","Total Capital Distributed","1","fund","Harrison Street Life Science Core","Real Estate","","","","","","2021","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$15.1","","","","","","2021Harrison Street Life Science Core $15.1 $42.8 1.31x 15.21%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science Core","Total Value Multiple","1","fund","Harrison Street Life Science Core","Real Estate","","","","","","2021","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.31x","x","","","","","2021Harrison Street Life Science Core $15.1 $42.8 1.31x 15.21%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science SMA Account","Fair Market Value","1","fund","Harrison Street Life Science SMA Account","Real Estate","","","","","","2023","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$38.0","","","","","","2023Harrison Street Life Science SMA Account $0.0 $38.0 0.99x -1.44%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science SMA Account","IRR","1","fund","Harrison Street Life Science SMA Account","Real Estate","","","","","","2023","","","Dec 31, 2024","","","irr","IRR","-1.44%","%","","","","","2023Harrison Street Life Science SMA Account $0.0 $38.0 0.99x -1.44%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science SMA Account","Total Capital Distributed","1","fund","Harrison Street Life Science SMA Account","Real Estate","","","","","","2023","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$0.0","","","","","","2023Harrison Street Life Science SMA Account $0.0 $38.0 0.99x -1.44%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Harrison Street Life Science SMA Account","Total Value Multiple","1","fund","Harrison Street Life Science SMA Account","Real Estate","","","","","","2023","","","Dec 31, 2024","","","tvpi","Total Value Multiple","0.99x","x","","","","","2023Harrison Street Life Science SMA Account $0.0 $38.0 0.99x -1.44%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Core Industrial","Fair Market Value","1","fund","LBA Core Industrial","Real Estate","","","","","","2019","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$539.2","","","","","","2019LBA Core Industrial $0.0 $539.2 1.06x 2.26%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Core Industrial","IRR","1","fund","LBA Core Industrial","Real Estate","","","","","","2019","","","Dec 31, 2024","","","irr","IRR","2.26%","%","","","","","2019LBA Core Industrial $0.0 $539.2 1.06x 2.26%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Core Industrial","Total Capital Distributed","1","fund","LBA Core Industrial","Real Estate","","","","","","2019","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$0.0","","","","","","2019LBA Core Industrial $0.0 $539.2 1.06x 2.26%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Core Industrial","Total Value Multiple","1","fund","LBA Core Industrial","Real Estate","","","","","","2019","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.06x","x","","","","","2019LBA Core Industrial $0.0 $539.2 1.06x 2.26%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Logistics Value Fund X, LP","Fair Market Value","1","fund","LBA Logistics Value Fund X, LP","Real Estate","","","","","","2024","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","-$0.1","","","","","","2024LBA Logistics Value Fund X, LP $0.0 -$0.1 0x N/M","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Logistics Value Fund X, LP","Total Capital Distributed","1","fund","LBA Logistics Value Fund X, LP","Real Estate","","","","","","2024","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$0.0","","","","","","2024LBA Logistics Value Fund X, LP $0.0 -$0.1 0x N/M","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","LBA Logistics Value Fund X, LP","Total Value Multiple","1","fund","LBA Logistics Value Fund X, LP","Real Estate","","","","","","2024","","","Dec 31, 2024","","","tvpi","Total Value Multiple","0x","x","","","","","2024LBA Logistics Value Fund X, LP $0.0 -$0.1 0x N/M","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln","Fair Market Value","1","portfolio","Lincoln","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$2,060.4","","","","","","2000Lincoln $2,713.7 $2,060.4 1.65x 13.76%","actual","Post-extraction identity review classified the printed label at its source grain; the literal label remains in source_row_label and evidence_quote.","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln","IRR","1","portfolio","Lincoln","Real Estate","","","","","","2000","","","Dec 31, 2024","","","irr","IRR","13.76%","%","","","","","2000Lincoln $2,713.7 $2,060.4 1.65x 13.76%","actual","Post-extraction identity review classified the printed label at its source grain; the literal label remains in source_row_label and evidence_quote.","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln","Total Capital Distributed","1","portfolio","Lincoln","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$2,713.7","","","","","","2000Lincoln $2,713.7 $2,060.4 1.65x 13.76%","actual","Post-extraction identity review classified the printed label at its source grain; the literal label remains in source_row_label and evidence_quote.","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln","Total Value Multiple","1","portfolio","Lincoln","Real Estate","","","","","","2000","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.65x","x","","","","","2000Lincoln $2,713.7 $2,060.4 1.65x 13.76%","actual","Post-extraction identity review classified the printed label at its source grain; the literal label remains in source_row_label and evidence_quote.","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Holdings","Fair Market Value","1","fund","Lincoln Holdings","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$0.0","","","","","","2000Lincoln Holdings $96.3 $0.0 1.83x 16.08%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Holdings","IRR","1","fund","Lincoln Holdings","Real Estate","","","","","","2000","","","Dec 31, 2024","","","irr","IRR","16.08%","%","","","","","2000Lincoln Holdings $96.3 $0.0 1.83x 16.08%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Holdings","Total Capital Distributed","1","fund","Lincoln Holdings","Real Estate","","","","","","2000","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$96.3","","","","","","2000Lincoln Holdings $96.3 $0.0 1.83x 16.08%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Holdings","Total Value Multiple","1","fund","Lincoln Holdings","Real Estate","","","","","","2000","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.83x","x","","","","","2000Lincoln Holdings $96.3 $0.0 1.83x 16.08%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Non Mandate","Fair Market Value","1","fund","Lincoln Non Mandate","Real Estate","","","","","","2005","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$44.3","","","","","","2005Lincoln Non Mandate $190.9 $44.3 1.01x 0.31%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Non Mandate","IRR","1","fund","Lincoln Non Mandate","Real Estate","","","","","","2005","","","Dec 31, 2024","","","irr","IRR","0.31%","%","","","","","2005Lincoln Non Mandate $190.9 $44.3 1.01x 0.31%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Non Mandate","Total Capital Distributed","1","fund","Lincoln Non Mandate","Real Estate","","","","","","2005","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$190.9","","","","","","2005Lincoln Non Mandate $190.9 $44.3 1.01x 0.31%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lincoln Non Mandate","Total Value Multiple","1","fund","Lincoln Non Mandate","Real Estate","","","","","","2005","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.01x","x","","","","","2005Lincoln Non Mandate $190.9 $44.3 1.01x 0.31%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO ONE","Fair Market Value","1","fund","Lionstone CFO ONE","Real Estate","","","","","","2006","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$4.2","","","","","","2006Lionstone CFO ONE $520.5 $4.2 1.18x 12.41%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO ONE","IRR","1","fund","Lionstone CFO ONE","Real Estate","","","","","","2006","","","Dec 31, 2024","","","irr","IRR","12.41%","%","","","","","2006Lionstone CFO ONE $520.5 $4.2 1.18x 12.41%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO ONE","Total Capital Distributed","1","fund","Lionstone CFO ONE","Real Estate","","","","","","2006","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$520.5","","","","","","2006Lionstone CFO ONE $520.5 $4.2 1.18x 12.41%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO ONE","Total Value Multiple","1","fund","Lionstone CFO ONE","Real Estate","","","","","","2006","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.18x","x","","","","","2006Lionstone CFO ONE $520.5 $4.2 1.18x 12.41%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO One Non Mandate","Fair Market Value","1","fund","Lionstone CFO One Non Mandate","Real Estate","","","","","","2011","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$0.0","","","","","","2011Lionstone CFO One Non Mandate $37.0 $0.0 1.45x 22.07%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO One Non Mandate","IRR","1","fund","Lionstone CFO One Non Mandate","Real Estate","","","","","","2011","","","Dec 31, 2024","","","irr","IRR","22.07%","%","","","","","2011Lionstone CFO One Non Mandate $37.0 $0.0 1.45x 22.07%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO One Non Mandate","Total Capital Distributed","1","fund","Lionstone CFO One Non Mandate","Real Estate","","","","","","2011","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$37.0","","","","","","2011Lionstone CFO One Non Mandate $37.0 $0.0 1.45x 22.07%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone CFO One Non Mandate","Total Value Multiple","1","fund","Lionstone CFO One Non Mandate","Real Estate","","","","","","2011","","","Dec 31, 2024","","","tvpi","Total Value Multiple","1.45x","x","","","","","2011Lionstone CFO One Non Mandate $37.0 $0.0 1.45x 22.07%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone Westloop","Fair Market Value","1","fund","Lionstone Westloop","Real Estate","","","","","","2003","","","Dec 31, 2024","","($ in millions)","nav","Fair Market Value","$0.0","","","","","","2003Lionstone Westloop $43.8 $0.0 1.53x 8.53%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone Westloop","IRR","1","fund","Lionstone Westloop","Real Estate","","","","","","2003","","","Dec 31, 2024","","","irr","IRR","8.53%","%","","","","","2003Lionstone Westloop $43.8 $0.0 1.53x 8.53%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC058","504abfe06fcde5e187ef74247e28f97eecec00313f5079c91e05fbdaea023159","Performance","02-performance","CORE","ADJUDICATED","fund_economics_observation","3","TABLE","Separate Accounts","Separate Accounts","Lionstone Westloop","Total Capital Distributed","1","fund","Lionstone Westloop","Real Estate","","","","","","2003","","","Dec 31, 2024","","($ in millions)","distribution","Total Capital Distributed","$43.8","","","","","","2003Lionstone Westloop $43.8 $0.0 1.53x 8.53%","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
