"contract_version","file_id","source_sha256","canonical_doc_type","route","product_tier","agent_role","record_family","source_page","source_structure_type","source_section","source_table","source_row_label","source_column_label","source_occurrence","subject_type","subject_name","asset_class","strategy","geography","manager_name","investor_name","portfolio_name","vintage_year","period_start","period_end","as_of_date","horizon","currency_scale","metric_category","metric_name","metric_value_raw","unit","term_category","text_raw","basis_raw","condition_raw","evidence_quote","evidence_class","notes","source_agents","adjudication_status","extractor_model"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","NARRATIVE","Defined Benefit Investments (Continued)","Comparative Investment Results","Total fund net return","5 Year","1","portfolio","Total Fund","","","","","","","","","","December 31, 2021","5 Year","","return","Total fund net return","11.31%","%","","","","","Total fund net return is 17.29%, 14.78%, 11.31% and10.09% for 1, 3, 5 and 10 year periods.","actual","","ADJUDICATOR","ADDED","claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","U.S. Consumer Price Index + 5%","1 Year","1","benchmark","U.S. Consumer Price Index + 5%","","","","","","","","","","December 31, 2021","1 Year","","return","Comparative Investment Results","12.81","%","","","","","U.S. Consumer Price Index + 5% 12.81 8.82 8.08 7.12","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","U.S. Consumer Price Index + 5%","10 Year","1","benchmark","U.S. Consumer Price Index + 5%","","","","","","","","","","December 31, 2021","10 Year","","return","Comparative Investment Results","7.12","%","","","","","U.S. Consumer Price Index + 5% 12.81 8.82 8.08 7.12","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","U.S. Consumer Price Index + 5%","3 Year","1","benchmark","U.S. Consumer Price Index + 5%","","","","","","","","","","December 31, 2021","3 Year","","return","Comparative Investment Results","8.82","%","","","","","U.S. Consumer Price Index + 5% 12.81 8.82 8.08 7.12","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","performance_observation","4","TABLE","Defined Benefit Investments (Continued)","Comparative Investment Results","U.S. Consumer Price Index + 5%","5 Year","1","benchmark","U.S. Consumer Price Index + 5%","","","","","","","","","","December 31, 2021","5 Year","","return","Comparative Investment Results","8.08","%","","","","","U.S. Consumer Price Index + 5% 12.81 8.82 8.08 7.12","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","All others","Total Commission Fees","1","other_printed_scope","All others","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","970,398","","","","","","All others 970,398","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Citigroup","Total Commission Fees","1","service_provider","Citigroup","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","58,657","","","","","","Citigroup 58,657","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Cowen","Total Commission Fees","1","service_provider","Cowen","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","143,932","","","","","","Cowen 143,932","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Daiwa","Total Commission Fees","1","service_provider","Daiwa","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","49,204","","","","","","Daiwa 49,204","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Goldman Sachs","Total Commission Fees","1","service_provider","Goldman Sachs","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","168,495","","","","","","Goldman Sachs 168,495","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","HSBC Securities","Total Commission Fees","1","service_provider","HSBC Securities","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","105,347","","","","","","HSBC Securities 105,347","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Instinet","Total Commission Fees","1","service_provider","Instinet","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","249,489","","","","","","Instinet 249,489","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Jefferies","Total Commission Fees","1","service_provider","Jefferies","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","132,304","","","","","","Jefferies 132,304","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Morgan Stanley","Total Commission Fees","1","service_provider","Morgan Stanley","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","$408,615","","","","","","Morgan Stanley $ 408,615","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Sanford C Bernstein","Total Commission Fees","1","service_provider","Sanford C Bernstein","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","116,205","","","","","","Sanford C Bernstein 116,205","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","Total","Total Commission Fees","1","fee_scope","Total","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","$2,519,292","","","","","","Total $ 2,519,292","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Broker Commission Fees","UBS Warburg","Total Commission Fees","1","service_provider","UBS Warburg","","","","","","","","","","December 31, 2021","","dollars","fee","Total Commission Fees","116,646","","","","","","UBS Warburg 116,646","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","NARRATIVE","Defined Benefit Investments (Continued)","Defined Benefit Investments (Continued)","Offset investment expenses","","1","fee_scope","Offset investment expenses","","","","","","","","","","December 31, 2021","","dollars","fee","Investment Expense Offset","$8,000","","","","","","sum was used to cover or offset the $8,000 in","actual","condition=otherwise would have been paid","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","NARRATIVE","Defined Benefit Investments (Continued)","Defined Benefit Investments (Continued)","Recaptured commissions","","1","fee_scope","Recaptured commissions","","","","","","","","","","December 31, 2021","","dollars","fee","Commission Recapture","$9,401","","","","","","Retirement Systems recaptured approximately $9,401","actual","condition=approximately","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Absolute return","Fees and Commissions","1","asset_class","Absolute return","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","$7,085,203","","","","","","Absolute return $ 7,085,203","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Debt securities","Fees and Commissions","1","asset_class","Debt securities","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","8,637,633","","","","","","Debt securities 8,637,633","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Equity securities","Fees and Commissions","1","asset_class","Equity securities","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","39,104,454","","","","","","Equity securities 39,104,454","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Investment brokerage fees","Fees and Commissions","1","fee_scope","Investment brokerage fees","","","","","","","","","","December 31, 2021","","dollars","fee","Investment brokerage fees","2,519,292","","","","","","Investment brokerage fees 2,519,292","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Private equity","Fees and Commissions","1","asset_class","Private equity","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","6,087,881","","","","","","Private equity 6,087,881","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Real assets","Fees and Commissions","1","asset_class","Real assets","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","13,061,839","","","","","","Real assets 13,061,839","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Short term","Fees and Commissions","1","asset_class","Short term","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","816,146","","","","","","Short term 816,146","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Total fees and commissions","Fees and Commissions","1","fee_scope","Total fees and commissions","","","","","","","","","","December 31, 2021","","dollars","fee","Total fees and commissions","$77,312,448","","","","","","Total fees and commissions $ 77,312,448","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","fund_economics_observation","5","TABLE","Defined Benefit Investments (Continued)","Schedule of Investment Fees and Commissions","Total investment advisor fees","Fees and Commissions","1","fee_scope","Total investment advisor fees","","","","","","","","","","December 31, 2021","","dollars","fee","Investment advisor fees","74,793,156","","","","","","Total investment advisor fees 74,793,156","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","CRC CF 5/4/2026","Fair Value","1","investment","CRC CF 5/4/2026","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","38,668,500","","","","","","CRC CF 5/4/2026 39,000,000 38,668,500","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","CRC CF 5/4/2026","Par Value","1","investment","CRC CF 5/4/2026","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","39,000,000","","","","","","CRC CF 5/4/2026 39,000,000 38,668,500","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","FNMA Single Family Mortgage 0% 1/2022","Fair Value","1","investment","FNMA Single Family Mortgage 0% 1/2022","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","32,818,434","","","","","","31,681,960 32,818,434","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","FNMA Single Family Mortgage 0% 1/2022","Par Value","1","investment","FNMA Single Family Mortgage 0% 1/2022","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","31,681,960","","","","","","31,681,960 32,818,434","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","FNMA Single Family Mortgage 0% 2/2022","Fair Value","1","investment","FNMA Single Family Mortgage 0% 2/2022","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","$248,093,513","","","","","","$ 246,127,000 $ 248,093,513","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","FNMA Single Family Mortgage 0% 2/2022","Par Value","1","investment","FNMA Single Family Mortgage 0% 2/2022","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","$246,127,000","","","","","","$ 246,127,000 $ 248,093,513","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","FNMA Single Family Mortgage 3.0% 1/2022","Fair Value","1","investment","FNMA Single Family Mortgage 3.0% 1/2022","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","37,249,844","","","","","","35,940,000 37,249,844","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","FNMA Single Family Mortgage 3.0% 1/2022","Par Value","1","investment","FNMA Single Family Mortgage 3.0% 1/2022","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","35,940,000","","","","","","35,940,000 37,249,844","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","Gate SME Ser 144A 12/15/2025","Fair Value","1","investment","Gate SME Ser 144A 12/15/2025","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","42,563,068","","","","","","38,069,496 42,563,068","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","Gate SME Ser 144A 12/15/2025","Par Value","1","investment","Gate SME Ser 144A 12/15/2025","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","38,069,496","","","","","","38,069,496 42,563,068","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","GNMA 2% 1/15/2051","Fair Value","1","investment","GNMA 2% 1/15/2051","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","40,387,308","","","","","","GNMA 2% 1/15/2051 40,006,000 40,387,308","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","GNMA 2% 1/15/2051","Par Value","1","investment","GNMA 2% 1/15/2051","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","40,006,000","","","","","","GNMA 2% 1/15/2051 40,006,000 40,387,308","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Bond 1.75% 8/15/2041","Fair Value","1","investment","United States Treasury Bond 1.75% 8/15/2041","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","52,411,582","","","","","","1.75% 8/15/2041 53,885,000 52,411,582","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Bond 1.75% 8/15/2041","Par Value","1","investment","United States Treasury Bond 1.75% 8/15/2041","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","53,885,000","","","","","","1.75% 8/15/2041 53,885,000 52,411,582","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Bond 3.125% 11/15/2041","Fair Value","1","investment","United States Treasury Bond 3.125% 11/15/2041","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","34,702,071","","","","","","28,790,000 34,702,071","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Bond 3.125% 11/15/2041","Par Value","1","investment","United States Treasury Bond 3.125% 11/15/2041","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","28,790,000","","","","","","28,790,000 34,702,071","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Bond 3.125% 5/15/2048","Fair Value","1","investment","United States Treasury Bond 3.125% 5/15/2048","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","37,590,438","","","","","","29,960,000 37,590,438","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Bond 3.125% 5/15/2048","Par Value","1","investment","United States Treasury Bond 3.125% 5/15/2048","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","29,960,000","","","","","","29,960,000 37,590,438","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Note .625% 11/15/2024","Fair Value","1","investment","United States Treasury Note .625% 11/15/2024","Debt securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","42,678,689","","","","","","42,910,000 42,678,689","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Debt Securities Holdings","United States Treasury Note .625% 11/15/2024","Par Value","1","investment","United States Treasury Note .625% 11/15/2024","Debt securities","","","","","","","","","December 31, 2021","","dollars","notional","Par Value","42,910,000","","","","","","42,910,000 42,678,689","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Equity Holdings","Alphabet","Fair Value","1","investment","Alphabet","Equity securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","171,038,345","","","","","","Alphabet 59,039 171,038,345","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Equity Holdings","Alphabet","Fair Value","2","investment","Alphabet","Equity securities","","","","","","","","","December 31, 2021","","dollars","fair_value","Fair Value","104,658,257","","","","","","Alphabet 36,169 104,658,257","actual","","B","RESOLVED","gpt-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Equity Holdings","Alphabet","Shares","1","investment","Alphabet","Equity securities","","","","","","","","","December 31, 2021","","","quantity","Shares","59,039","","","","","","Alphabet 59,039 171,038,345","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
"2026-08-22.2","SRC192","b3af59d56f279544cb25facf64f5998fc8108300a745dd3fa7a91a63ab855230","Institutional_Report","03-institutional-report","CORE","ADJUDICATED","position_observation","5","TABLE","Defined Benefit Investments (Continued)","Largest Equity Holdings","Alphabet","Shares","2","investment","Alphabet","Equity securities","","","","","","","","","December 31, 2021","","","quantity","Shares","36,169","","","","","","Alphabet 36,169 104,658,257","actual","","A+B+ADJUDICATOR","RESOLVED","claude-sonnet-5+gpt-5+claude-opus-5"
