master_id,source,inventory_ids,proposed_matrices,evidence_locations
M344,src/pipeline/build_integrated_universe.py,B:T224,data/normalization/transformations/integrated-parameter-formulas.csv,src/pipeline/build_integrated_universe.py:448
M345,src/pipeline/build_integrated_universe.py,B:T225,data/normalization/transformations/integrated-parameter-populations.csv,src/pipeline/build_integrated_universe.py:454
M346,src/pipeline/build_integrated_universe.py,A:T112|B:T226,data/normalization/transformations/integrated-parameter-formulas.csv|data/normalization/transformations/period-completion-parameters.csv,src/pipeline/build_integrated_universe.py:459
M347,src/pipeline/build_integrated_universe.py,B:T227,data/normalization/transformations/parameter-input-key-map.csv,src/pipeline/build_integrated_universe.py:471
M348,src/pipeline/build_integrated_universe.py,B:T228,data/normalization/transformations/parameter-provenance-policy.csv,src/pipeline/build_integrated_universe.py:473
M349,src/pipeline/build_integrated_universe.py,B:T230,data/normalization/transformations/parameter-status-defaults.csv,src/pipeline/build_integrated_universe.py:478
M350,src/pipeline/build_integrated_universe.py,B:T229,data/normalization/transformations/parameter-unit-map.csv,src/pipeline/build_integrated_universe.py:483
M351,src/pipeline/build_integrated_universe.py,B:T231,data/normalization/transformations/assumption-unit-map.csv,src/pipeline/build_integrated_universe.py:499
M352,src/pipeline/build_integrated_universe.py,B:T232,data/normalization/transformations/assumption-value-channel.csv,src/pipeline/build_integrated_universe.py:508
M353,src/pipeline/build_integrated_universe.py,B:T233,data/normalization/transformations/benchmark-master-selection.csv,src/pipeline/build_integrated_universe.py:542
M354,src/pipeline/build_integrated_universe.py,B:T238,data/normalization/transformations/benchmark-return-window.csv,src/pipeline/build_integrated_universe.py:550
M355,src/pipeline/build_integrated_universe.py,B:T234,data/normalization/transformations/benchmark-return-eligibility.csv,src/pipeline/build_integrated_universe.py:552
M356,src/pipeline/build_integrated_universe.py,B:T235,data/normalization/transformations/benchmark-periodicity.csv,src/pipeline/build_integrated_universe.py:564
M357,src/pipeline/build_integrated_universe.py,B:T236,data/normalization/transformations/benchmark-field-fallbacks.csv,src/pipeline/build_integrated_universe.py:566
M358,src/pipeline/build_integrated_universe.py,B:T237,data/normalization/transformations/benchmark-promotion-labels.csv,src/pipeline/build_integrated_universe.py:567
M359,src/pipeline/build_integrated_universe.py,B:T239,data/normalization/transformations/benchmark-return-formula.csv,src/pipeline/build_integrated_universe.py:578
M360,src/pipeline/build_integrated_universe.py,B:T240,data/normalization/transformations/benchmark-policy-summary.csv,src/pipeline/build_integrated_universe.py:598
M361,src/pipeline/build_integrated_universe.py,B:T241,data/normalization/transformations/fund-master-duplicate-policy.csv,src/pipeline/build_integrated_universe.py:627
M362,src/pipeline/build_integrated_universe.py,B:T242,data/normalization/transformations/fund-master-field-precedence.csv,src/pipeline/build_integrated_universe.py:633
M363,src/pipeline/build_integrated_universe.py,B:T243,data/normalization/transformations/new-fund-master-fields.csv,src/pipeline/build_integrated_universe.py:639
M364,src/pipeline/build_integrated_universe.py,B:T244,data/normalization/transformations/new-fund-master-defaults.csv,src/pipeline/build_integrated_universe.py:645
M365,src/pipeline/build_integrated_universe.py,B:T245,data/normalization/transformations/fund-manager-selection.csv,src/pipeline/build_integrated_universe.py:674
M366,src/pipeline/build_integrated_universe.py,B:T246,data/normalization/transformations/fund-strategy-precedence.csv,src/pipeline/build_integrated_universe.py:678
M367,src/pipeline/build_integrated_universe.py,B:T247,data/normalization/transformations/fund-vintage-precedence.csv,src/pipeline/build_integrated_universe.py:687
M368,src/pipeline/build_integrated_universe.py,B:T248,data/normalization/transformations/fund-size-precedence.csv,src/pipeline/build_integrated_universe.py:694
M369,src/pipeline/build_integrated_universe.py,B:T249,data/normalization/transformations/fund-master-field-defaults.csv,src/pipeline/build_integrated_universe.py:702
M370,src/pipeline/build_integrated_universe.py,B:T250,data/normalization/transformations/fund-master-fill-policy.csv,src/pipeline/build_integrated_universe.py:713
M371,src/pipeline/build_integrated_universe.py,B:T251,data/normalization/transformations/fund-master-provenance.csv,src/pipeline/build_integrated_universe.py:716
M372,src/pipeline/build_integrated_universe.py,A:T118,data/normalization/transformations/provenance-assignment.csv,src/pipeline/build_integrated_universe.py:722
M373,src/pipeline/build_integrated_universe.py,B:T252,data/normalization/transformations/fund-master-lineage-routing.csv,src/pipeline/build_integrated_universe.py:724
M374,src/pipeline/build_integrated_universe.py,A:T111|C:T091,data/normalization/transformations/completion-formulas.csv|data/normalization/transformations/period-completion-parameters.csv,src/pipeline/build_integrated_universe.py:759
M375,src/pipeline/build_integrated_universe.py,A:T113|C:T092,data/normalization/transformations/cashflow-generation-shape.csv|data/normalization/transformations/integrated-cashflow-schedule.csv,src/pipeline/build_integrated_universe.py:884
M376,src/pipeline/build_integrated_universe.py,A:T114,data/normalization/transformations/terms-generation-parameters.csv,src/pipeline/build_integrated_universe.py:987
M377,src/pipeline/build_integrated_universe.py,A:T115,data/normalization/transformations/terms-generation-parameters.csv,src/pipeline/build_integrated_universe.py:1074
M378,src/pipeline/build_integrated_universe.py,A:T121,data/normalization/transformations/terms-generation-parameters.csv,src/pipeline/build_integrated_universe.py:1276
M379,src/pipeline/build_integrated_universe.py,A:T120,data/normalization/transformations/integrated-reconciliation-policy.csv,src/pipeline/build_integrated_universe.py:1301
M380,src/pipeline/build_integrated_universe.py,A:T119,data/normalization/transformations/defect-definitions.csv,src/pipeline/build_integrated_universe.py:1316
M381,src/pipeline/build_mock_universe.py,A:T229,data/normalization/transformations/fixture-parameters.csv,src/pipeline/build_mock_universe.py:49
M382,src/pipeline/build_mock_universe.py,A:T230,data/normalization/transformations/fixture-parameters.csv,src/pipeline/build_mock_universe.py:132
M383,src/pipeline/build_mock_universe.py,A:T228|C:T093,data/normalization/transformations/fixture-parameters.csv|data/normalization/transformations/mock-defect-rate.csv,src/pipeline/build_mock_universe.py:219|src/pipeline/build_mock_universe.py:221
M384,src/pipeline/build_reviewer_publication.py,A:T150,data/normalization/transformations/summary-statistics.csv,src/pipeline/build_reviewer_publication.py:202
M385,src/pipeline/build_reviewer_publication.py,A:T151,data/normalization/transformations/status-precedence.csv,src/pipeline/build_reviewer_publication.py:247
M386,src/pipeline/build_reviewer_publication.py,A:T152,data/normalization/transformations/attribute-origin-vocabulary.csv,src/pipeline/build_reviewer_publication.py:279
M387,src/pipeline/build_reviewer_publication.py,A:T153|C:T094,data/normalization/transformations/promotion-status-vocabulary.csv|data/normalization/transformations/reviewer-promotion-status.csv,src/pipeline/build_reviewer_publication.py:347|src/pipeline/build_reviewer_publication.py:348
M388,src/pipeline/build_reviewer_publication.py,A:T154,data/normalization/transformations/attribute-origin-vocabulary.csv,src/pipeline/build_reviewer_publication.py:383
M389,src/pipeline/build_reviewer_publication.py,A:T157,data/normalization/transformations/coverage-population.csv,src/pipeline/build_reviewer_publication.py:476
M390,src/pipeline/build_reviewer_publication.py,A:T155,data/normalization/transformations/record-preference-order.csv,src/pipeline/build_reviewer_publication.py:579
M391,src/pipeline/build_reviewer_publication.py,A:T156,data/normalization/transformations/record-preference-order.csv,src/pipeline/build_reviewer_publication.py:666
M392,src/pipeline/publish_review_release.py,A:T147,data/normalization/transformations/governed-outputs.csv,src/pipeline/publish_review_release.py:82
M393,src/pipeline/publish_review_release.py,A:T146,data/normalization/transformations/run-identifiers.csv,src/pipeline/publish_review_release.py:234
M394,src/pipeline/reviewer_check.py,A:T158,data/normalization/transformations/release-expectations.csv,src/pipeline/reviewer_check.py:182
M395,src/pipeline/reviewer_check.py,A:T160,data/normalization/transformations/attribute-status-policy.csv,src/pipeline/reviewer_check.py:429
M396,src/pipeline/reviewer_check.py,A:T159,data/normalization/transformations/coverage-population.csv,src/pipeline/reviewer_check.py:505
M397,src/pipeline/transformation_lineage.py,A:T148,data/normalization/transformations/receipt-note-policy.csv,src/pipeline/transformation_lineage.py:37
M398,src/pipeline/transformation_lineage.py,A:T149,data/normalization/transformations/receipt-note-policy.csv,src/pipeline/transformation_lineage.py:212
M399,src/quality/run_fund_checks.py,A:T062|C:T095,data/normalization/transformations/quality-rule-catalog.csv|data/normalization/transformations/quality-rule-severity.csv,src/quality/run_fund_checks.py:34
M400,src/quality/run_fund_checks.py,A:T063|C:T096,data/normalization/transformations/quality-default-tolerances.csv,src/quality/run_fund_checks.py:63
M401,src/quality/run_fund_checks.py,A:T064|C:T097,data/normalization/transformations/metric-to-period-column.csv|data/normalization/transformations/printed-precision-fields.csv,src/quality/run_fund_checks.py:74
M402,src/quality/run_fund_checks.py,A:T065|C:T098,data/normalization/transformations/printed-half-digit.csv|data/normalization/transformations/printed-precision-policy.csv,src/quality/run_fund_checks.py:90
M403,src/quality/run_fund_checks.py,A:T070,data/normalization/transformations/position-key.csv,src/quality/run_fund_checks.py:487
M404,src/quality/run_fund_checks.py,A:T066,data/normalization/transformations/printed-precision-policy.csv,src/quality/run_fund_checks.py:509
M405,src/quality/run_fund_checks.py,A:T068|C:T099,data/normalization/transformations/cashflow-sign-convention.csv|data/normalization/transformations/cashflow-sign-policy.csv,src/quality/run_fund_checks.py:797|src/quality/run_fund_checks.py:798
M406,src/quality/run_fund_checks.py,A:T067,data/normalization/transformations/quality-skip-policy.csv,src/quality/run_fund_checks.py:853
M407,src/quality/run_fund_checks.py,A:T072|C:T100,data/normalization/transformations/cashflow-sign-policy.csv|data/normalization/transformations/xirr-excluded-cashflow-types.csv,src/quality/run_fund_checks.py:868
M408,src/quality/run_fund_checks.py,A:T069,data/normalization/transformations/provenance-vocabulary.csv,src/quality/run_fund_checks.py:890
M409,src/quality/run_fund_checks.py,A:T071,data/normalization/transformations/rounding-policy.csv,src/quality/run_fund_checks.py:1039
M410,src/repository/build_csv_lineage.py,A:T184,data/normalization/transformations/csv-lineage-rules.csv,src/repository/build_csv_lineage.py:171
M411,src/repository/build_project_manifest.py,A:T191,data/normalization/transformations/manifest-roles.csv,src/repository/build_project_manifest.py:160
M412,src/repository/build_project_manifest.py,A:T189,data/normalization/transformations/manifest-roles.csv,src/repository/build_project_manifest.py:190
M413,src/repository/build_project_manifest.py,A:T190,data/normalization/transformations/manifest-roles.csv,src/repository/build_project_manifest.py:281
M414,src/repository/build_readmes.py,A:T233,data/normalization/transformations/pipeline-gates.csv,src/repository/build_readmes.py:17
M415,src/repository/build_readmes.py,A:T236,,src/repository/build_readmes.py:68
M416,src/repository/build_readmes.py,A:T232,,src/repository/build_readmes.py:149
M417,src/repository/build_readmes.py,A:T237,data/normalization/transformations/guide-counts.csv,src/repository/build_readmes.py:265
M418,src/repository/build_readmes.py,A:T231,data/normalization/transformations/guide-counts.csv,src/repository/build_readmes.py:344
M419,src/repository/build_readmes.py,A:T234,data/normalization/transformations/empty-table-reasons.csv,src/repository/build_readmes.py:576
M420,src/repository/build_readmes.py,A:T235,,src/repository/build_readmes.py:654
M421,src/repository/build_readmes.py,A:T238,data/normalization/transformations/guide-counts.csv,src/repository/build_readmes.py:770
M422,src/repository/check_project_structure.py,A:T194,data/normalization/transformations/release-expectations.csv,src/repository/check_project_structure.py:26
M423,src/repository/release_audit.py,A:T187,data/normalization/transformations/file-type-checks.csv,src/repository/release_audit.py:284
M424,src/repository/release_audit.py,A:T188,data/normalization/transformations/presentation-patterns.csv,src/repository/release_audit.py:526
