"rule_id","route","file_id","pair_id","field","old_value","new_value","source_page","evidence_page","source_quote","reason"
"SR1873","01-financials","SRC377","PAIR_62C5F25187903E8069968147","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1874","01-financials","SRC377","PAIR_82B81734A88D2ED22A9676B5","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1875","01-financials","SRC377","PAIR_679E04C5697795FD66AA0530","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1876","01-financials","SRC377","PAIR_C0B3F0A24D7444CB69CB9BF9","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1877","01-financials","SRC377","PAIR_329D327C0CE1F69D09964A01","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1878","01-financials","SRC377","PAIR_A727CC7680BFF4FED83D2805","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1879","01-financials","SRC377","PAIR_59A3A64CF262A38B756D66F1","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1880","01-financials","SRC377","PAIR_5D448210671D31F60E232E66","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1881","01-financials","SRC377","PAIR_FE597A3BAC63E0E781406526","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1882","01-financials","SRC377","PAIR_7D487F4473DAC2303A6E23C8","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1883","01-financials","SRC377","PAIR_3CF536AB4FE1EB700726133B","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1884","01-financials","SRC377","PAIR_2DA191B4B5B656DD7E27126E","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1885","01-financials","SRC377","PAIR_399253D85C8FADE5F06E79B5","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1886","01-financials","SRC377","PAIR_DA16856420B61B8BD5F9A9A9","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1887","01-financials","SRC377","PAIR_DD81DCBA84EC0309F6E40E41","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1888","01-financials","SRC377","PAIR_6BBEAA55C18CF4DEE8D975C3","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1889","01-financials","SRC377","PAIR_682A01083056C161821372A0","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1890","01-financials","SRC377","PAIR_B1F03E00B2E204BB0CA73DC0","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1891","01-financials","SRC377","PAIR_B18B9439C4A7FE654D77409B","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1892","01-financials","SRC377","PAIR_4F7B01541E11317B713EDAB0","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1893","01-financials","SRC377","PAIR_E25EAC3511ECC81F1067E458","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1894","01-financials","SRC377","PAIR_F66E8E4408AA32B605CB27D9","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1895","01-financials","SRC377","PAIR_B74DEBABCC82B1F0E5BDD886","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1896","01-financials","SRC377","PAIR_FF941DB4EAF86CF5B621D2AE","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1897","01-financials","SRC377","PAIR_4C4B23D49DBD48351E3B58F4","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","8","8","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1898","01-financials","SRC377","PAIR_8B93A849FDE34AD8251E74E4","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1899","01-financials","SRC377","PAIR_072D9D0EAC525FF41B727E19","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1900","01-financials","SRC377","PAIR_E3231F499C9AE55B5BA11E68","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1901","01-financials","SRC377","PAIR_72F706A45941FB9E2F3F5B70","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1902","01-financials","SRC377","PAIR_A894CD3FD76CB3E4D5C4E0FF","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1903","01-financials","SRC377","PAIR_A7FA5778DA6DA52E75C8C438","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1904","01-financials","SRC377","PAIR_B71BEE9064C634C4DACA5953","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1905","01-financials","SRC377","PAIR_4E8DAC342CAD3FB91FF574C9","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1906","01-financials","SRC377","PAIR_879D540EFE877BC3FAB01F34","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1907","01-financials","SRC377","PAIR_4D801B21FBA18660D4DDD229","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1908","01-financials","SRC377","PAIR_DF133F5858196377E1C65C73","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1909","01-financials","SRC377","PAIR_4A401499DF6F8B577563A926","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1910","01-financials","SRC377","PAIR_7C1026746BCC4E72A79D05C0","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1911","01-financials","SRC377","PAIR_AA372306D91A233CC143CA06","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1912","01-financials","SRC377","PAIR_876175673ABDFB87A9C6A623","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1913","01-financials","SRC377","PAIR_63046DC72E6F158284ADF763","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1914","01-financials","SRC377","PAIR_95A5AFEF005E0D905E0AC1D9","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1915","01-financials","SRC377","PAIR_29E465D403E9E364758150AB","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1916","01-financials","SRC377","PAIR_3C516FAD29AFE6D7D1AFE593","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1917","01-financials","SRC377","PAIR_7619F36318B46A5EE4A1B0C3","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1918","01-financials","SRC377","PAIR_C676439DC830F87AFBF42882","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1919","01-financials","SRC377","PAIR_FD9886AA3470E789408474EA","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1920","01-financials","SRC377","PAIR_35E3F6515880CF025C8466F7","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1921","01-financials","SRC377","PAIR_D27775EAA8A34D89CB9E1FDC","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1922","01-financials","SRC377","PAIR_05D5CB38A8BF36CD1AB8A727","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1923","01-financials","SRC377","PAIR_FB9D01E52D056FEFA93E90F6","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1924","01-financials","SRC377","PAIR_C4201033EAC1DB2EF0485E24","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1925","01-financials","SRC377","PAIR_E63F6BFFD658D2E3A16DDEEF","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1926","01-financials","SRC377","PAIR_1FA0FD39F9D45AE368614C56","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1927","01-financials","SRC377","PAIR_6F1A9B1309A8B2189A5BBCD0","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1928","01-financials","SRC377","PAIR_EF9816D40304D6CD1123498C","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1929","01-financials","SRC377","PAIR_6C9290AECBFBE9A59ECBA798","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1930","01-financials","SRC377","PAIR_CCC879D3AC313001771CA330","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1931","01-financials","SRC377","PAIR_37A09EE52CF4581D0721F019","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1932","01-financials","SRC377","PAIR_09E6BF019AF9BDA4E59CF4AB","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1933","01-financials","SRC377","PAIR_137704342DD1B09E0FDDDC4F","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1934","01-financials","SRC377","PAIR_B32B344177E85809D13B4382","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1935","01-financials","SRC377","PAIR_9D822E76D537B67DB7ABC9A7","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1936","01-financials","SRC377","PAIR_37B2A8AC16C76188C27DACD4","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1937","01-financials","SRC377","PAIR_E7349890B22C0B57F02B1A31","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1938","01-financials","SRC377","PAIR_24EAB9B5C2387CB0E2EF7FA6","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1939","01-financials","SRC377","PAIR_CE91A731715E3CE56BECA790","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1940","01-financials","SRC377","PAIR_64C65B2A836B13011A584BDB","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1941","01-financials","SRC377","PAIR_3C43EBBF089B7B38CAC49E4D","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1942","01-financials","SRC377","PAIR_A6D81B64A77B411F22E00C81","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1943","01-financials","SRC377","PAIR_373F237A64E312F0F77E2666","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1944","01-financials","SRC377","PAIR_41AAD223BBDF206C090A94CD","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1945","01-financials","SRC377","PAIR_4AE857189B0F4F8D3ACA09CB","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1946","01-financials","SRC377","PAIR_83DAB830D21E77133AF337FF","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1947","01-financials","SRC377","PAIR_50A8DDF7CE0C1AC21512ADC9","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1948","01-financials","SRC377","PAIR_B51240869E50591B38CA7A30","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1949","01-financials","SRC377","PAIR_C0E401BD368C93969BCD4371","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1950","01-financials","SRC377","PAIR_E7BA8734AEB6750E2F4986EA","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1951","01-financials","SRC377","PAIR_168A1C24DBAE39D0135A7A99","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1952","01-financials","SRC377","PAIR_56E2CD5B1FB22CF62E5A1EC2","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1953","01-financials","SRC377","PAIR_D11A09C6B686EEEB3C94607B","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1954","01-financials","SRC377","PAIR_B5E88B2BAA23E48B3A245772","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1955","01-financials","SRC377","PAIR_4AA246AB2D739FEA99DC8D19","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1956","01-financials","SRC377","PAIR_F7AD0B92A69D22A4CAA183E7","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1957","01-financials","SRC377","PAIR_C1BC426E03E5A15729793ABF","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1958","01-financials","SRC377","PAIR_0D4616FE599195D97C45186E","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1959","01-financials","SRC377","PAIR_E684C2C7098B241C94FD685C","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1960","01-financials","SRC377","PAIR_352D8306EDD795E9C3628184","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1961","01-financials","SRC377","PAIR_00E3A9524799BE166100DBF3","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1962","01-financials","SRC377","PAIR_49D8F18EE72897B5E589B249","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1963","01-financials","SRC377","PAIR_31C83780491CCF9D665A3E8D","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1964","01-financials","SRC377","PAIR_83718F2B3C4DC640C18B481C","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1965","01-financials","SRC377","PAIR_8F6E6976F1F09B8956375229","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1966","01-financials","SRC377","PAIR_52087529EECF0E91D1B2749D","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1967","01-financials","SRC377","PAIR_3ACB437A746CBCA3C96EA298","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1968","01-financials","SRC377","PAIR_2EF8D720E18AB9C63CD92FC4","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1969","01-financials","SRC377","PAIR_9286067BDCF66A4929BEF595","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1970","01-financials","SRC377","PAIR_40BFC8F22B5BE3486A8E4D79","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1971","01-financials","SRC377","PAIR_B102CF89DFD3BB08644BEEE3","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1972","01-financials","SRC377","PAIR_8E05013B7C16749839C5BE36","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1973","01-financials","SRC377","PAIR_92B7B78B640C975FA7AEA9CD","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1974","01-financials","SRC377","PAIR_97CED8FEDF9ED52ACD68C22A","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1975","01-financials","SRC377","PAIR_B50600331B08EB263F24AC58","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1976","01-financials","SRC377","PAIR_C4711517EE6C628C41FD5507","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1977","01-financials","SRC377","PAIR_85F1C0E4B50B68A1644DB648","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1978","01-financials","SRC377","PAIR_89C6D18CF01A89E0407B2875","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1979","01-financials","SRC377","PAIR_E41AB11C980325DDDE27F5CA","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1980","01-financials","SRC377","PAIR_12AD77BC4DA71F31A6E86526","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1981","01-financials","SRC377","PAIR_6BDD53BA0B1447C6EE028916","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1982","01-financials","SRC377","PAIR_5F548344D001BBF6F09FECB6","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1983","01-financials","SRC377","PAIR_C9D3DE423F2D0AC3444AB7A8","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1984","01-financials","SRC377","PAIR_33B25660E2EF52A06891144C","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1985","01-financials","SRC377","PAIR_D2A3D7FA479C9687076F2980","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
"SR1986","01-financials","SRC377","PAIR_CF3E60F281A0408D85D5ECCF","basis_raw","","BILL & MELINDA GATES FOUNDATION TRUST","9","9","BILL & MELINDA GATES FOUNDATION TRUST","Printed heading or definition supporting the source-reviewed qualifier."
