change_id,stage_id,target_table,target_record_id,fund_id,field,old_value,new_value,change_type,source_observation_id,source_document_id,source_page,source_table,source_quote,source_printed_value,rule_id,matrix_status,notes
AC_f88a2eda02c5ad29fb3f,fund-constant-attributes,fund_master,FUND_0773,FUND_0773,vintage_year,2022,2022,BASELINE_CONFIRMED,1f924a76a2bd006e69d4,SRC060,1,Alternatives Portfolio,2022 NGP Royalty Partners II Co-Investment Side Car $50.0 $0.0 $0.0 $0.0 0.00x n.m. n.m.,2022,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_54286891a3415a940ee4,fund-constant-attributes,fund_master,FUND_0774,FUND_0774,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0327856d6f515ce7d372,SRC407,5,Consolidated Schedule of Investments,"Njord SCSp(d)(f)(g) Europe 03/05/2025 - 633,463",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_19b5f05c563bb5020d00,fund-constant-attributes,fund_master,FUND_0775,FUND_0775,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,34bc4cee5673988c769e,SRC407,5,Consolidated Schedule of Investments,"North Bridge Growth Equity II, L.P.(d)(g) North America 12/31/2020 7,253,497 5,132,352",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_dee57838faea2680ab1e,fund-constant-attributes,fund_master,FUND_0777,FUND_0777,vintage_year,2015,2015,BASELINE_CONFIRMED,0a83d1ab291be39bace4,SRC060,1,Alternatives Portfolio,2015 Northern Shipping Fund III $125.0 $158.6 $182.2 $7.6 1.20x 8.1% 8.3%,2015,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_c482cdd68b2bc132be03,fund-constant-attributes,fund_master,FUND_0778,FUND_0778,vintage_year,2019,2019,BASELINE_CONFIRMED,0b68e0290dd9c81139a6,SRC060,1,Alternatives Portfolio,2019 Northern Shipping Fund IV $150.0 $159.4 $94.9 $78.1 1.09x 7.9% 9.5%,2019,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_14934cd8322e7d9c4d22,fund-constant-attributes,fund_master,FUND_0779,FUND_0779,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,510c14c1a162acb87598,SRC407,5,Consolidated Schedule of Investments,"Norwest Mezzanine Partners III, LP(d)(f)(g) North America 09/29/2023 1,582,781 1,270,798",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e0edfacf831bbf7f91fb,fund-constant-attributes,fund_master,FUND_0780,FUND_0780,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2f29d469666f3cbc99c1,SRC407,5,Consolidated Schedule of Investments,"Norwest Mezzanine Partners IV(f)(g) North America 09/29/2023 27,252,856 41,975,173",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_6138b70153434289ffcc,fund-constant-attributes,fund_master,FUND_0781,FUND_0781,strategy,Primary Investments,Primary Investments,BASELINE_CONFIRMED,952f3fc32fe80dec26d8,SRC407,1,Consolidated Schedule of Investments,"Norwest Mezzanine Partners V-A, LP(f)(g) North America 09/30/2023 4,193,650 3,973,347",Primary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_266d3bca6fb732354aca,fund-constant-attributes,fund_master,FUND_0782,FUND_0782,vintage_year,2022,2022,BASELINE_CONFIRMED,02187c55dd1dbf559a45,SRC058,2,Real Estate Portfolio,2022Nuveen U.S. Cities Industrial Fund $200.0 $208.4 $8.4 $184.3 0.92x -3.79%,2022,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_1fa7dc850dc8ed1b6518,fund-constant-attributes,fund_master,FUND_0783,FUND_0783,vintage_year,2020,2020,BASELINE_CONFIRMED,0c8a9243ae33b9c1ce57,SRC058,2,Real Estate Portfolio,2020Nuveen U.S. Cities Multifamily Fund $100.0 $112.6 $12.6 $124.3 1.22x 6.19%,2020,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_8b23e362b2712cd40e05,fund-constant-attributes,fund_master,FUND_0784,FUND_0784,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,1a826c349825988aacd3,SRC407,5,Consolidated Schedule of Investments,"Oak Investment Partners XII, Limited Partnership North America 03/29/2019 166,027 41,163",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9c795566c5b508bcac68,fund-constant-attributes,fund_master,FUND_0785,FUND_0785,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,06d00a75a97d9ae407fb,SRC407,5,Consolidated Schedule of Investments,"Oaktree Opportunities Fund IX (Cayman), L.P.(g) North America 12/31/2021 431,988 1,521,104",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_b2ff6fdb052d6c14ea92,fund-constant-attributes,fund_master,FUND_0786,FUND_0786,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,48888dbc774a1a8df150,SRC407,5,Consolidated Schedule of Investments,"Oaktree Opportunities Fund VIII (Cayman) Ltd.(g) North America 12/31/2021 1,436 2,047",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_04cfdaf7c8f49d5257cf,fund-constant-attributes,fund_master,FUND_0787,FUND_0787,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,105e5c535f9b9979e4c4,SRC407,5,Consolidated Schedule of Investments,"Oaktree Private Investment Fund 2010, L.P.(d)(f) North America 06/30/2015 45,196 14,515",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_b462fbaff847bfe47998,fund-constant-attributes,fund_master,FUND_0788,FUND_0788,vintage_year,1996,1996,BASELINE_CONFIRMED,153a06ffa4b24770d297,SRC058,1,Real Estate Portfolio,"1996Oaktree RE Oppo Fund A, LP $30.0 $31.7 $49.7 $0.0 1.57x 7.52%",1996,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_77afca3ac31c7757488b,fund-constant-attributes,fund_master,FUND_0789,FUND_0789,strategy,Early Secondary Investments,Early Secondary Investments,BASELINE_CONFIRMED,5335ebf6a61da6783c6b,SRC407,1,Consolidated Schedule of Investments,"OceanSound Partners Fund, LP(d)(f)(g) North America 01/31/2022 6,473,677 10,287,010",Early Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_dc08a34ef9eff22b71e6,fund-constant-attributes,fund_master,FUND_0790,FUND_0790,strategy,Early Secondary Investments,Early Secondary Investments,BASELINE_CONFIRMED,0089d5dde58a2bb364a5,SRC407,1,Consolidated Schedule of Investments,"OceanSound SMX Rollover AIV, L.P.(d)(f)(g) North America 03/26/2024 2,662,172 3,873,983",Early Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9406a49aaffe18cd08b1,fund-constant-attributes,fund_master,FUND_0791,FUND_0791,vintage_year,2015,2015,BASELINE_CONFIRMED,013191dbd8e44b630e28,SRC058,2,Real Estate Portfolio,2015Och-Ziff Real Estate Fund III $125.0 $104.9 $163.1 $10.9 1.66x 20.06%,2015,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_73ce52269b88b2dfc696,fund-constant-attributes,fund_master,FUND_0792,FUND_0792,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,55eb7753a3f1688d1e23,SRC407,5,Consolidated Schedule of Investments,"Odyssey Investment Partners Fund V, LP(d)(f)(g) North America 06/30/2023 3,905,285 1,677,141",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_604978f1a8a88f6a641c,fund-constant-attributes,fund_master,FUND_0793,FUND_0793,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2496bdc24944830de532,SRC407,5,Consolidated Schedule of Investments,"OEP VI Feeder (Cayman), L.P.(d)(f)(g) North America 12/31/2024 3,504,669 4,438,701",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_55f41980849a82baf346,fund-constant-attributes,fund_master,FUND_0795,FUND_0795,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,1e9fd2668039d5049dfa,SRC407,5,Consolidated Schedule of Investments,"One Equity Partners VIII, L.P.(d)(f)(g) North America 09/30/2025 1,067,574 1,646,247",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_5612fe0f04f15dbbba2b,fund-constant-attributes,fund_master,FUND_0796,FUND_0796,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,a444967a1307233bd6c3,SRC407,5,Consolidated Schedule of Investments,"Onex Partners IV LP(d)(f)(g) North America 03/28/2024 2,372,080 2,175,125",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_391e77e655154ca5c27a,fund-constant-attributes,fund_master,FUND_0799,FUND_0799,vintage_year,2020,2020,BASELINE_CONFIRMED,5186455ebe90ac862c3c,SRC058,3,Separate Accounts,2020Oregon Abacus Multifamily Associates LP $37.4 $498.2 1.09x 3.94%,2020,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_85a8471ab51c0708621e,fund-constant-attributes,fund_master,FUND_0800,FUND_0800,vintage_year,2012,2012,BASELINE_CONFIRMED,11d5938813bf9f311c98,SRC060,1,Alternatives Portfolio,2012 Orion Mine Finance (Master) Fund I $75.0 $78.8 $54.3 $19.4 0.94x -4.1% -1.4%,2012,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_8289cbd5e46801aaa559,fund-constant-attributes,fund_master,FUND_0801,FUND_0801,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,d4fe9728901e8be292fa,SRC407,5,Consolidated Schedule of Investments,"PA Middle Market Fund, LP(d)(f)(g) North America 12/31/2024 48,075,551 51,660,376",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_711fc65f9a4163ecdef1,fund-constant-attributes,fund_master,FUND_0803,FUND_0803,vintage_year,2006,2006,BASELINE_CONFIRMED,5e0602644f51d7d18026,SRC058,3,Separate Accounts,2006Pacific Realty $54.6 $68.4 3.91x 12.33%,2006,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_f2c12de9c8572c7b3f2e,fund-constant-attributes,fund_master,FUND_0804,FUND_0804,vintage_year,2004,2004,BASELINE_CONFIRMED,0eb7faa09c05417b1a7d,SRC058,1,Real Estate Portfolio,2004Page Mill $50.0 $26.4 $39.5 $0.0 1.5x N/M,2004,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_7907b019c4457d8f4c7f,fund-constant-attributes,fund_master,FUND_0805,FUND_0805,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2db910bb565e44bcdd0e,SRC407,5,Consolidated Schedule of Investments,"PAI Mid-Market Fund SCSp(d)(f)(g) Europe 09/30/2025 875,277 1,130,728",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e5134ce51de643fa6f56,fund-constant-attributes,fund_master,FUND_0806,FUND_0806,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,28a24b37749eead6a493,SRC407,5,Consolidated Schedule of Investments,"PAI Strategic Partnerships SCSp(d)(f)(g) Europe 03/28/2024 12,197,955 1,583,133",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e147e738348775300782,fund-constant-attributes,fund_master,FUND_0807,FUND_0807,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,4079122b0c2e1bd51beb,SRC407,5,Consolidated Schedule of Investments,"Paladin III (HR), L.P.(d)(f) North America 09/29/2017 15,536 86,856",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_285a0befd848a039774a,fund-constant-attributes,fund_master,FUND_0808,FUND_0808,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2844abf3bb9ec3327e05,SRC407,5,Consolidated Schedule of Investments,"Pamlico Capital III Continuation Fund, L.P.(d)(f)(g) North America 01/27/2023 7,695,962 12,153,255",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_5a858574c5566932d59e,fund-constant-attributes,fund_master,FUND_0809,FUND_0809,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0d9cbcc1eba9563b4a07,SRC407,5,Consolidated Schedule of Investments,"Parthenon Investors III, L.P.(d)(f)(g) North America 12/31/2018 512,940 795,304",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_5f5d698f602a4cf64804,fund-constant-attributes,fund_master,FUND_0811,FUND_0811,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,eb587d94103d3c6b847f,SRC407,5,Consolidated Schedule of Investments,"Pegasus WSJLL Fund, L.P.(d)(f)(g) North America 12/13/2021 8,821,466 10,785,493",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_51ba8b7b7bb49d3de045,fund-constant-attributes,fund_master,FUND_0814,FUND_0814,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2c92452f6099e36d8f37,SRC407,5,Consolidated Schedule of Investments,"PEP VIII Antares Co-Investment L.P.(d)(g) North America 03/28/2024 9,158,173 9,516,275",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_b89c8c424a6ade6fccf8,fund-constant-attributes,fund_master,FUND_0815,FUND_0815,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,7ad4b585d3f914ae66e9,SRC407,5,Consolidated Schedule of Investments,"Permira IV Feeder L.P.(f)(g) North America 04/23/2020 3,367,755 7,038,173",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_0d2c528714d9cfd5239d,fund-constant-attributes,fund_master,FUND_0816,FUND_0816,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,1e98da2ee7f9c89f6795,SRC407,5,Consolidated Schedule of Investments,"Platinum Equity Capital Partners II(f) North America 09/29/2017 269,249 38,237",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_d7de946827c3a97a10e6,fund-constant-attributes,fund_master,FUND_0818,FUND_0818,vintage_year,2006,2006,BASELINE_CONFIRMED,2ce59c52e34bb425dc51,SRC058,3,REITS,2006Presima Global REIT $50.8 $0.0 -10.40%,2006,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_fea048e0cc9ef1b7fe29,fund-constant-attributes,fund_master,FUND_0819,FUND_0819,strategy,Core,Core,BASELINE_CONFIRMED,05f8413a70e3e42e091e,SRC457,9,Investment Detail,"PRIMA Mortgage Investment Trust, LLC $50,000,000 - $45,921,907 0.86% (5.82%) (0.65%) 1.18% 2.14% 3.54% 4.06% 7/21/2008 1.44 0.91 0.53 1.00",Core,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_75b81ecc1e4be1fe9f3d,fund-constant-attributes,fund_master,FUND_0820,FUND_0820,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,ad30b70518d75a34b540,SRC407,5,Consolidated Schedule of Investments,"PRO SPV, LP(g) North America 08/27/2021 6,481,062 2,914,928",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_2f92be82db37526437b2,fund-constant-attributes,fund_master,FUND_0821,FUND_0821,vintage_year,2011,2011,BASELINE_CONFIRMED,14a62d67aeb5cab4f2ac,SRC058,1,Real Estate Portfolio,2011Prologis Global Industrial Ventures $500.0 $109.5 $6.7 $221.9 2.09x 5.99%,2011,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_babab78645522a99804d,fund-constant-attributes,fund_master,FUND_0824,FUND_0824,vintage_year,2019,2019,BASELINE_CONFIRMED,01b7e6252097da39c650,SRC058,2,Real Estate Portfolio,2019Prologis Targeted US Logistic Fund $250.0 $250.9 $3.3 $440.2 1.77x 11.77%,2019,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_cae970df96541e100f6d,fund-constant-attributes,fund_master,FUND_0825,FUND_0825,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,068e7077b6d35c5af2d3,SRC407,5,Consolidated Schedule of Investments,"Providence Equity Partners (Unity) S.C.SP.(f)(g) Europe 05/31/2024 55,330 1,148,324",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_39439cf29a097aa1fc6a,fund-constant-attributes,fund_master,FUND_0826,FUND_0826,strategy,Early Secondary Investments,Early Secondary Investments,BASELINE_CONFIRMED,01008100b701fd7bc892,SRC407,1,Consolidated Schedule of Investments,"Providence Equity Partners IX-A S.C.Sp.(f)(g) North America 10/05/2023 4,623,984 5,224,785",Early Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_b782489dc2bedbf93c7e,fund-constant-attributes,fund_master,FUND_0827,FUND_0827,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,e781f77b260e913279b5,SRC407,5,Consolidated Schedule of Investments,"Providence Equity Partners VI L.P.(d)(f)(g) North America 12/30/2016 3,459,611 35,385",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_66a2cb6928742024b39b,fund-constant-attributes,fund_master,FUND_0828,FUND_0828,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,2791b23c5e44e97a5353,SRC407,5,Consolidated Schedule of Investments,"Providence Equity Partners VII L.P.(d)(f)(g) North America 09/29/2017 5,632,650 3,181,458",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_ab3e5fbb55ce38056ffb,fund-constant-attributes,fund_master,FUND_0829,FUND_0829,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,90e96d5d69b75baba51a,SRC407,5,Consolidated Schedule of Investments,"Providence Equity Partners VII-A L.P.(d)(f)(g) North America 09/29/2023 11,332,778 5,206,542",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_1b93f63a3bbd91bea053,fund-constant-attributes,fund_master,FUND_0830,FUND_0830,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,4275cff25444c6c5e679,SRC407,5,Consolidated Schedule of Investments,"Providence Equity Partners VIII L.P.(f)(g) North America 03/28/2024 23,629,673 28,384,648",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_3c40f884624054feca21,fund-constant-attributes,fund_master,FUND_0833,FUND_0833,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,b115d408184aef788475,SRC407,5,Consolidated Schedule of Investments,"PT2-A, L.P.(d)(f)(g) North America 12/16/2021 6,475,969 8,662,605",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_347e724075f84a8def97,fund-constant-attributes,fund_master,FUND_0834,FUND_0834,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,c9fc86aa995ae1abcc42,SRC407,5,Consolidated Schedule of Investments,"PTEV-A, L.P.(d)(f)(g) North America 12/30/2021 4,285,377 4,681,125",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_ee2638a5843b32ef4cc1,fund-constant-attributes,fund_master,FUND_0835,FUND_0835,vintage_year,2019,2019,BASELINE_CONFIRMED,03f3ea30bb34947ab3ba,SRC060,1,Alternatives Portfolio,2019 QL Capital Partners $150.0 $66.0 $9.5 $92.1 1.54x n.m. n.m.,2019,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_c009315871cf5c0b188d,fund-constant-attributes,fund_master,FUND_0836,FUND_0836,vintage_year,2020,2020,BASELINE_CONFIRMED,410add4f3b687fe02994,SRC060,1,Alternatives Portfolio,2020 QLCP Co-Investment Fund $43.1 $17.3 $2.7 $29.1 1.84x n.m. n.m.,2020,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_d674bdaaef12860fb173,fund-constant-attributes,fund_master,FUND_0837,FUND_0837,vintage_year,2022,2022,BASELINE_CONFIRMED,0059be7a3a08e1996aa8,SRC060,2,Alternatives Portfolio,2022 Quantum Energy Partners VIII $200.0 $9.9 $0.0 $9.0 0.91x n.m. n.m.,2022,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_d3a04bad08adda19fcd2,fund-constant-attributes,fund_master,FUND_0838,FUND_0838,vintage_year,2022,2022,BASELINE_CONFIRMED,3fe2aa1524bd892f55cf,SRC060,2,Alternatives Portfolio,2022 Quantum Energy Partners VIII Co-Investment Fund $40.0 $2.0 $0.0 $2.0 0.99x n.m. n.m.,2022,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_7d8ecddf5a60534ea182,fund-constant-attributes,fund_master,FUND_0839,FUND_0839,strategy,Core,Core,BASELINE_CONFIRMED,de7984e2bc00b78a475e,SRC457,3,Year-to-Date Commitments,"Commitment $50,000,000 $50,000,000",Core,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_9516d8f320f3f25e2e6d,fund-constant-attributes,fund_master,FUND_0840,FUND_0840,strategy,Opportunistic,Opportunistic,BASELINE_CONFIRMED,1d44f007c736233e3581,SRC457,9,Investment Detail,"Raith Real Estate Fund II, L.P. 50,000,000 33,329,699 13,442,143 13.61% (24.17%) N/A N/A N/A 72.80% (7.25%) 6/15/2018 0.96 0.46 0.50 0.59",Opportunistic,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_57d0b864a41dbc50ee5d,fund-constant-attributes,fund_master,FUND_0842,FUND_0842,strategy,Opportunistic,Opportunistic,BASELINE_CONFIRMED,1703455392a3dc226a1a,SRC457,9,Investment Detail,"RAPM NM Secondary Opportunity Fund L.P. 40,000,000 4,891,842 23,038,881 1.81% (9.68%) 11.70% 14.62% 10.20% (27.00%) 12.22% 7/2/2009 1.62 0.60 1.02 0.96",Opportunistic,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_64269dd5d03741bf2940,fund-constant-attributes,fund_master,FUND_0843,FUND_0843,strategy,Opportunistic,Opportunistic,BASELINE_CONFIRMED,0a87b798670e0e33fb46,SRC457,9,Investment Detail,"RAPM-NMERB Co-Investment Fund L.P. 79,520,000 4,920,280 59,334,987 26.39% 26.17% 16.47% 18.15% N/A 20.88% 20.11% 6/10/2014 1.88 0.76 1.12 0.98",Opportunistic,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_dbd32236f63a68bfd14d,fund-constant-attributes,fund_master,FUND_0844,FUND_0844,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,35f22700789f10aedf11,SRC407,5,Consolidated Schedule of Investments,"RC III CKE LLC(d)(g) North America 06/30/2023 3,260,872 5,464,147",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_7bf853537a761e1d4381,fund-constant-attributes,fund_master,FUND_0845,FUND_0845,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,5806454765895708b200,SRC407,5,Consolidated Schedule of Investments,"RCF V Annex Fund L.P.(d)(f)(g) North America 06/30/2021 2,137 (534)",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_7c94439dd32202780735,fund-constant-attributes,fund_master,FUND_0847,FUND_0847,strategy,Value Add,Value Add,BASELINE_CONFIRMED,05fe39b5918e4f540cbd,SRC457,9,Investment Detail,"Realterm European Logistics Fund, L.P. 54,228,664 32,634,451 17,691,503 (13.00%) (11.83%) N/A N/A N/A (22.15%) N/A 6/24/2020 0.82 0.82 0.00 0.40",Value Add,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_e7bee7e0b97a1c8f6220,fund-constant-attributes,fund_master,FUND_0848,FUND_0848,strategy,Value Add,Value Add,BASELINE_CONFIRMED,2178165df88df926a563,SRC457,9,Investment Detail,"Realterm Logistics Fund, L.P. 25,000,000 0 34,785 7.37% 45.84% (11.28%) (1.78%) N/A 3.47% 24.76% 3/10/2014 1.73 0.00 1.73 0.98",Value Add,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_c2192cd14e5b678bbf31,fund-constant-attributes,fund_master,FUND_0849,FUND_0849,vintage_year,2000,2000,BASELINE_CONFIRMED,46fd03d172ae24e01210,SRC058,3,Separate Accounts,2000Regency Core $780.3 $0.0 1.92x 10.90%,2000,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_1d8cf5fadb2ec7a43812,fund-constant-attributes,fund_master,FUND_0850,FUND_0850,vintage_year,2004,2004,BASELINE_CONFIRMED,23676637cca84ad5bc12,SRC058,3,Separate Accounts,2004Regency II $374.1 $532.0 1.35x 7.09%,2004,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_60a6fe323a8af2805529,fund-constant-attributes,fund_master,FUND_0851,FUND_0851,vintage_year,2013,2013,BASELINE_CONFIRMED,02eaa41eee98a93482f9,SRC060,2,Alternatives Portfolio,2013 Reservoir Resource Partners $100.0 $34.8 $39.4 $0.0 1.13x -18.9% 9.1%,2013,COPY_SETTLED_VINTAGE_YEAR,unique,Value already populated when cell-level lineage was introduced.
AC_a383e45d53cc1c3c41e2,fund-constant-attributes,fund_master,FUND_0852,FUND_0852,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,0dda6b6876bc71544b82,SRC407,5,Consolidated Schedule of Investments,"Resource Capital Fund V L.P.(d)(g) North America 06/30/2021 14,852 59,166",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_a10d05d3a7f02192a616,fund-constant-attributes,fund_master,FUND_0853,FUND_0853,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,855ba171e5339fdcae0c,SRC407,5,Consolidated Schedule of Investments,"Roark Capital Partners CF LP(f)(g) North America 05/11/2022 5,542,965 8,679,468",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
AC_d525bc86203ab8384c19,fund-constant-attributes,fund_master,FUND_0854,FUND_0854,strategy,Secondary Investments,Secondary Investments,BASELINE_CONFIRMED,04ac9d23f36fea4c9c39,SRC407,5,Consolidated Schedule of Investments,"Roark Capital Partners CF RI LP(f) North America 08/26/2022 478,032 990,592",Secondary Investments,COPY_SETTLED_STRATEGY,unique,Value already populated when cell-level lineage was introduced.
