level,entity_id,status,primary_reason,additional_reasons,population
fund,FUND_SYNTH_000573,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000574,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000575,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000576,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000577,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000578,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000579,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000580,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000581,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000582,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000583,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000584,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000585,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000586,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000587,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000588,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000589,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000590,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000591,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000592,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000593,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000594,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000595,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000596,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000597,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000598,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000599,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000600,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000601,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000602,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000603,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000604,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000605,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000606,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000607,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000608,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000609,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000610,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000611,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000612,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000613,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000614,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000615,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000616,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000617,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000618,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000619,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000620,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000621,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000622,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000623,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000624,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000625,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000626,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000627,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000628,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000629,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000630,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000631,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000632,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000633,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000634,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000635,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000636,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000637,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000638,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000639,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000640,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000641,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000642,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000643,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000644,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000645,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000646,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000647,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000648,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000649,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000650,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000651,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000652,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000653,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000654,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000655,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000656,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000657,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000658,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000659,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000660,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000661,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000662,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000663,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000664,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000665,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000666,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000667,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000668,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000669,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000670,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000671,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000672,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000673,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000674,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000675,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000676,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000677,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000678,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000679,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000680,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000681,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000682,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000683,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000684,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000685,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000686,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000687,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000688,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000689,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000690,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000691,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000692,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000693,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000694,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000695,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000696,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000697,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000698,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000699,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000700,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000701,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000702,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000703,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000704,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000705,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000706,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000707,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000708,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000709,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000710,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000711,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000712,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000713,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000714,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000715,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000716,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000717,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000718,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000719,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000720,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000721,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000722,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000723,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000724,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000725,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000726,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000727,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000728,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000729,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000730,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000731,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000732,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000733,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000734,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000735,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000736,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000737,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000738,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000739,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000740,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000741,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000742,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000743,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000744,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000745,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000746,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000747,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000748,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000749,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000750,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000751,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000752,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000753,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000754,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000755,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000756,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000757,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000758,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000759,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000760,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000761,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000762,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000763,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000764,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000765,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000766,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000767,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000768,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000769,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000770,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000771,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000772,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000773,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000774,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000775,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000776,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000777,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000778,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000779,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000780,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000781,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000782,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000783,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000784,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000785,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000786,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000787,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
fund,FUND_SYNTH_000788,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000789,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000790,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000791,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000792,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000793,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000794,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000795,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000796,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000797,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000798,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000799,AVAILABLE,CURRENT_RECORD_AVAILABLE,[],fixture
fund,FUND_SYNTH_000800,EXCLUDED,NO_COMMON_DATE_RECORD,[],fixture
