wide_row_id,document_id,route,canonical_doc_type,page_id,source_page,source_structure_type,source_section,source_table,definition_keys,definition_text,applies_to,evidence_quote,observation_ids,observation_count
4766300f9342025a014a,SRC421,05-fund-legal-docs,PPM,af9a9b102d2c581e45b4,40,NARRATIVE,INVESTMENT OBJECTIVE AND STRATEGY,Liquid Assets,BELOW_INVESTMENT_GRADE_P40,"debt securities rated below the four highest categories by at least one independent credit rating agency at the time of investment or, if unrated, determined by the Adviser to be of comparable quality",,"The Fund considers debt securities to be below investment grade if, at the time of investment, they are rated below the four highest categories by at least one independent credit rating agency or, if unrated, are determined by the Adviser to be of comparable quality.",5917296de41f1911736c,1
8e79b4a60b0b4c8d94a9,SRC421,05-fund-legal-docs,PPM,7f3f646584178a0b582c,41,NARRATIVE,APOLLO HISTORY AND EXPERIENCE,APOLLO HISTORY AND EXPERIENCE,S3_P41,"Apollo's Sponsor and Secondary Solutions business, providing a holistic set of financing and liquidity solutions across the yield, hybrid and equity spectrum to asset managers and limited partners",,"S3 is Apollo’s Sponsor and Secondary Solutions business, providing a holistic set of financing and liquidity solutions across the yield, hybrid and equity spectrum to asset managers and limited partners.",e3f6eb18f2eee6376af6,1
c03ae89585efe58dc57b,SRC421,05-fund-legal-docs,PPM,0f44a2646be81b872d38,42,NARRATIVE,LEVERAGE,LEVERAGE,TOTAL_NET_ASSETS_P42,the Fund's total assets less all liabilities and indebtedness not represented by senior securities,,"Under the 1940 Act, the Fund may borrow in an aggregate amount of up to approximately 33 1/3% of the Fund’s total assets less all liabilities and indebtedness not represented by senior securities (for these purposes, “total net assets”) immediately after such borrowings.",c06932617dd19ea5a66a,1
a5fbe20414d6fb173457,SRC421,05-fund-legal-docs,PPM,8ce08deb34e47192cbc0,47,NARRATIVE,RISKS,RISKS,OVER_COMMIT_P47,the Fund making commitments to Portfolio Funds in an aggregate amount that exceeds the total amounts invested by Shareholders in the Fund at the time of such commitment,,to “over-commit”,5b52ee481f528e19013d,1
7f7bd8e6e0c52030c93d,SRC421,05-fund-legal-docs,PPM,53e27be2abe95b3498d6,56,NARRATIVE,RISKS,RISKS,NON_DIVERSIFIED_P56,"investment company for purposes of the 1940 Act, which means it is not subject to percentage limitations under the 1940 Act on assets that may be invested in the securities of any one issuer",,which means it is not subject to percentage limitations under the 1940 Act,ab9b5a841dae99870e0a,1
8a26fba916899eb4e616,SRC421,05-fund-legal-docs,PPM,53e27be2abe95b3498d6,56,NARRATIVE,RISKS,RISKS,VALUATION_RISK_P56,the risk that one or more of the securities in which the Fund invests are valued at prices that the Fund is unable to obtain upon sale,,"valuation risk, which is the risk that one or more of the securities in which the Fund invests are valued",45307a14ac96416065be,1
165ea60a17d05eb7a626,SRC421,05-fund-legal-docs,PPM,c02b2c67c999a03f2744,61,NARRATIVE,RISKS,RISKS,EU_P61,European Union,,European Union (“EU”),e1ac225ed763cfb5257e,1
6c5bdc0472307162c67f,SRC421,05-fund-legal-docs,PPM,0c6de2745e271f496ef7,62,NARRATIVE,RISKS,RISKS,SVB_P62,Silicon Valley Bank (SVB) Financial Group,,Silicon Valley Bank (SVB) Financial Group (“SVB”),b25cdbae2e69c7719468,1
8679d6c7bf3f8062585a,SRC421,05-fund-legal-docs,PPM,15620167604c5f8001ec,63,NARRATIVE,RISKS,RISKS,FTA_P63,a free trade agreement agreed between the UK and EU,,a free trade agreement agreed between the UK and EU (the “FTA”),63bf14c31717fb2e5e83,1
c8ca5eb89d4c47790c49,SRC421,05-fund-legal-docs,PPM,15620167604c5f8001ec,63,NARRATIVE,RISKS,RISKS,UK_P63,United Kingdom,,United Kingdom (“UK”),7badec60d294d5c26e87,1
2bea7edfa3060a86c00a,SRC421,05-fund-legal-docs,PPM,47dec74458d539eab81e,66,NARRATIVE,RISKS,RISKS,INDEMNITEE_P66,"any individual who is a present or former Trustee or officer of the Fund and who is made or threatened to be made a party to the proceeding by reason of his or her service in that capacity or any individual who, while a Trustee or officer of the Fund and at the request of the Fund, serves or has served as a trustee, officer, partner or trustee of any corporation, partnership, joint venture, trust, employee benefit plan or other enterprise and who is made or threatened to be made a party to the proceeding by reason of his or her service in that capacity",,"each such person, an “Indemnitee”",b3e641f387cc6004478b,1
50cda66f4cdbd7bde1de,SRC421,05-fund-legal-docs,PPM,38a38d226eb565acc62d,70,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,AGM_ALLOCATIONS_COMMITTEE_P70,"allocations committee of Apollo Global Management, Inc.",,the “AGM Allocations Committee”,fdb306a427468f8d3ba0,1
d980f3714f7c833d82f1,SRC421,05-fund-legal-docs,PPM,38a38d226eb565acc62d,70,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,AGM_P70,"Apollo Global Management, Inc.",,"Apollo Global Management, Inc. (“AGM”",2e665a45a443e3368829,1
f91c8bf8bf5cae26d4b4,SRC421,05-fund-legal-docs,PPM,38a38d226eb565acc62d,70,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,APOLLO_CLIENTS_P70,"other investment funds, partnerships, limited liability companies, corporations or similar investment vehicles, clients or the assets or investments for the account of any client, or separate account for which, in each case, the Adviser or one or more of its affiliates acts as general partner, manager, managing member, investment adviser, sponsor or in a similar capacity",,"collectively, including the Fund, “Apollo Clients”",9c4c434f85abc95e8de0,1
3840c68ce3fa4b6e7a05,SRC421,05-fund-legal-docs,PPM,3ba1b00c1581e90c3bf3,71,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,ALLOCATIONS_SUB_COMMITTEES_P71,subcommittees to the AGM Allocations Committee,,the “Allocations Sub-Committees”,e62ef3b5ebacebc4af27,1
add763d81feed72af123,SRC421,05-fund-legal-docs,PPM,ef39dec4dab608129965,72,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,ORDER_P72,exemptive order,,subject to the conditions included therein (the “Order”),ad29c3f979adafe865af,1
2baca67297715ec6f476,SRC421,05-fund-legal-docs,PPM,ef39dec4dab608129965,72,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,REQUIRED_MAJORITY_P72,majority of the Fund’s Independent Trustees,,a “required majority” (as defined in Section 57(o) of the 1940 Act),60802bfa45c55371d3a7,1
e3095fc1908e012371d7,SRC421,05-fund-legal-docs,PPM,816ec22e343033b38bf5,73,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,AFFILIATED_SERVICE_PROVIDER_P73,a portfolio company that is providing such services,,could be considered an Affiliated Service Provider,de6a407ac556c5e95b2d,1
4cb0bed0d6e7fb932876,SRC421,05-fund-legal-docs,PPM,1cfe1369d1667b577c56,75,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,AFFILIATE_P75,"any person that owns, directly or indirectly, 5% or more of the outstanding voting securities, for purposes of the 1940 Act",,"Any person that owns, directly or indirectly, 5% or more of the outstanding voting securities will be an affiliate of the Fund for purposes of the 1940 Act and generally the Fund will be prohibited from buying or selling any securities from or to such affiliate, absent an applicable exemption.",6cd1b4866d5a8465a2a4,1
4775e7cdc6237c28d835,SRC421,05-fund-legal-docs,PPM,810ca0d5d002b1033c94,79,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,CODE_OF_ETHICS_P79,code of ethics,,a code of ethics (the “Code of Ethics”),716bd33acf63c826eec0,1
ed69475058379856f87a,SRC421,05-fund-legal-docs,PPM,810ca0d5d002b1033c94,79,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,S3_INFORMATION_BARRIER_POLICY_P79,“one-way” information barrier policy,,a “one-way” information barrier policy (“S3 Information Barrier Policy”),07773fdaf022c3909e35,1
e1ce0cd3a7a2e5b96d79,SRC421,05-fund-legal-docs,PPM,22c110fef340fa6d7929,82,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,AGF_P82,"Apollo Global Funding, LLC",,"Apollo Global Funding, LLC (“AGF”)",6d35ba5886ea291d2b7b,1
027b8866d1d2b0217328,SRC421,05-fund-legal-docs,PPM,22c110fef340fa6d7929,82,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,AGS_P82,"Apollo Global Securities, LLC",,"Apollo Global Securities, LLC (“AGS”)",6b925cdf66f82c477f28,1
5214f0a7ac99860da9b5,SRC421,05-fund-legal-docs,PPM,22c110fef340fa6d7929,82,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,MIDCAP_P82,"MidCap Financial Services, LLC (together with its subsidiaries)",,"MidCap Financial Services, LLC (together with its subsidiaries, “MidCap”)",e7a59fd12cc1061a9a49,1
ad06b3867a1e7dd97df6,SRC421,05-fund-legal-docs,PPM,ae73b063cb2097d32e67,86,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,ATHENE_P86,"Athene Holding Ltd. is a retirement services company that issues, reinsures and acquires retirement savings products designed for individuals and institutions seeking to fund retirement needs",,"Athene Holding Ltd. (together with its subsidiaries, “Athene”)",1fe22338c1d065704f9d,1
8b049f6e9e94ff3c98f4,SRC421,05-fund-legal-docs,PPM,ae73b063cb2097d32e67,86,NARRATIVE,POTENTIAL CONFLICTS OF INTEREST,POTENTIAL CONFLICTS OF INTEREST,ATHORA_P86,Athora Holding Ltd. is a strategic platform that acquires or reinsures blocks of insurance business in the German and broader European life insurance market,,"together with its subsidiaries, “Athora”",2ef677f90c9ecd44e370,1
0d4bed629638164b179b,SRC421,05-fund-legal-docs,PPM,ecd8f4220330b5af2933,88,NARRATIVE,MANAGEMENT OF THE FUND,Board Structure and Committees,AUDIT_COMMITTEE_FINANCIAL_EXPERT_P88,audit committee financial expert as defined in Item 3 of Form N-CSR under the 1940 Act,,The Board has determined that Carl J. Rickertsen qualifies as an “audit committee financial expert” as defined in Item 3 of Form N-CSR under the 1940 Act.,9acb5e0e8288379885a2,1
595a3a1f534db1b6fd79,SRC421,05-fund-legal-docs,PPM,ecd8f4220330b5af2933,88,NARRATIVE,MANAGEMENT OF THE FUND,Board Structure and Committees,AUDIT_COMMITTEE_P88,audit committee,,an audit committee (the “Audit Committee”),3c7bf3714c2d56605b0a,1
a7eb8eb42b032f9758ed,SRC421,05-fund-legal-docs,PPM,ecd8f4220330b5af2933,88,NARRATIVE,MANAGEMENT OF THE FUND,Board Structure and Committees,GOVERNANCE_COMMITTEE_P88,governance committee,,a governance committee (the “Governance Committee”),bc66d6f64eb9bad0872f,1
f83072cbd97299415d15,SRC421,05-fund-legal-docs,PPM,ecd8f4220330b5af2933,88,NARRATIVE,MANAGEMENT OF THE FUND,The Role of the Board,INTERESTED_PERSONS_P88,interested persons of the Fund or the Adviser as defined in the 1940 Act,,"The Board is composed of 5 members, 4 of whom are Trustees who are not “interested persons” of the Fund or the Adviser as defined in the 1940 Act.",9ab7322f3e10fa162d3f,1
c4d87999f6a3e8c8006b,SRC421,05-fund-legal-docs,PPM,ecd8f4220330b5af2933,88,NARRATIVE,MANAGEMENT OF THE FUND,Board Structure and Committees,INTERESTED_PERSON_P88,interested person of the Fund or of the Adviser as defined in Section 2(a)(19) of the 1940 Act,,Each of the members of the Audit Committee is not an “interested person” of the Fund or of the Adviser as defined in Section 2(a)(19) of the 1940 Act.,f6c66f43382c1cf2a5b9,1
b9faab98f1366d2f1453,SRC421,05-fund-legal-docs,PPM,e4f6eefd25175a5c47bf,91,NARRATIVE,INVESTMENT ADVISORY AND MANAGEMENT AGREEMENT,Investment Advisory and Management Agreement and Reimbursement Arrangements,GAAP_P91,accounting principles generally accepted in the United States,,accounting principles generally accepted in the United States (“GAAP”),40083938acd035cccedd,1
92bd8377a044ef5cbe79,SRC421,05-fund-legal-docs,PPM,e4f6eefd25175a5c47bf,91,NARRATIVE,INVESTMENT ADVISORY AND MANAGEMENT AGREEMENT,Investment Advisory and Management Agreement and Reimbursement Arrangements,NET_ASSETS_P91,the Fund’s total assets less liabilities determined on a consolidated basis in accordance with accounting principles generally accepted in the United States,,net assets means the Fund’s total assets less liabilities determined on a consolidated basis,174c92266e7c85806bc4,1
372f301bd12807bd8421,SRC421,05-fund-legal-docs,PPM,7835b43b0fe4fc3e57c0,92,NARRATIVE,INVESTMENT ADVISORY AND MANAGEMENT AGREEMENT,Investment Advisory and Management Agreement and Reimbursement Arrangements,ASSIGNMENT_P92,"assignment, as defined by the 1940 Act and the rules thereunder",,"The Investment Advisory and Management Agreement also provides that it will terminate automatically in the event of its “assignment,” as defined by the 1940 Act and the rules thereunder.",363c8fa705c8b6f099ba,1
083e25e42affaeb35929,SRC421,05-fund-legal-docs,PPM,a4843fca954487413d40,93,NARRATIVE,NET ASSET VALUATION,NET ASSET VALUATION,ASC_820_P93,Certification Topic ASC 820 of the Financial Accounting Standards Board,,Certification Topic ASC 820 of the Financial Accounting Standards Board (“ASC 820”),7854beb5e32b92011405,1
ed27943541993393a7bf,SRC421,05-fund-legal-docs,PPM,a4843fca954487413d40,93,NARRATIVE,NET ASSET VALUATION,NET ASSET VALUATION,DETERMINATION_DATE_P93,"the last business day of each month and in connection with the Fund’s offer to purchase Shares, on each date that Shares are to be repurchased, as of the date of any distribution and at such other times as the Board shall determine",,"each, a “Determination Date”",20e2be2b2c9f8c79a322,1
415ffee3fe460fe56520,SRC421,05-fund-legal-docs,PPM,d6d572f1ddf5c70dd388,96,NARRATIVE,NET ASSET VALUATION,Other Fair Value Considerations,DCF_P96,discounted cash flow analysis,,"(iv) discounted cash flow analysis (“DCF”), (v) liquidation analysis (cost approach) or (vi) any other information, factor or set of factors that may affect the valuation of the Fund’s investment as determined by the Adviser.",a261bed526b362516e04,1
e02834a842ef1297b999,SRC421,05-fund-legal-docs,PPM,42c521067dc258533a9e,97,NARRATIVE,ELIGIBLE INVESTORS,ELIGIBLE INVESTORS,ACCREDITED_INVESTORS_P97,"persons or entities that are “accredited investors,” as defined in Section 501(a) of Regulation D under the Securities Act",,"“accredited investors,” as defined in Section 501(a) of Regulation D under the Securities Act",0123bf36807486cc78f6,1
5b52446c738455ef4246,SRC421,05-fund-legal-docs,PPM,eec53868b9e806bdf374,98,NARRATIVE,PLAN OF DISTRIBUTION,Distributor,RETAIL_CUSTOMER_P98,"any natural person, or the legal representative of such person, who receives a recommendation of any securities transaction or investment strategy involving securities from a broker-dealer and uses the recommendation primarily for personal, family, or household purposes",,"A retail customer is any natural person, or the legal representative of such person, who receives a recommendation",96057a418147f9e1bfe9,1
55a16ce467f65dbc04db,SRC421,05-fund-legal-docs,PPM,17b462336024db8655a0,99,NARRATIVE,PLAN OF DISTRIBUTION,Distribution and Servicing Plan,SERVICE_FEES_P99,fees paid for providing shareholder services or the maintenance of shareholder accounts,,“Service fees” are defined for purposes of FINRA rules to mean,16ef0c625abfa846a922,1
1a23476360aaf3fb5627,SRC421,05-fund-legal-docs,PPM,b590c505dcf11eeae1ae,101,NARRATIVE,PURCHASING SHARES,General Purchase Terms,BUSINESS_DAY_P101,"any day other than a Saturday, Sunday or any other day on which banks in New York, New York are required by law to be closed",,"a “Business Day” means any day other than a Saturday, Sunday",7749ab120cabf7cb6920,1
b80d594e0ca240749056,SRC421,05-fund-legal-docs,PPM,d097debea98342269dab,106,NARRATIVE,REPURCHASE OF SHARES,Repurchase of Shares Process,1934_ACT_P106,Securities Exchange Act of 1934,,Securities Exchange Act of 1934 (“1934 Act”),b1d2ae51ee8b9f5c0658,1
345e6978be714f385d52,SRC421,05-fund-legal-docs,PPM,d097debea98342269dab,106,NARRATIVE,REPURCHASE OF SHARES,Repurchase of Shares Process,EXPIRATION_DATE_P106,date set by the Board occurring no sooner than 20 business days after the commencement date of the repurchase offer,,The expiration date of a repurchase offer (the “Expiration Date”),07cd627a07eeade0ddeb,1
d6e463b4b5ae22bdfa5b,SRC421,05-fund-legal-docs,PPM,d097debea98342269dab,106,NARRATIVE,REPURCHASE OF SHARES,Repurchase of Shares Process,REPURCHASE_DATE_P106,date on which Fund Shares are expected to be repurchased within 45 calendar days following the relevant Valuation Date,,"such date, the “Repurchase Date”",0aa012966a31178a9d13,1
923a72077f4016b17f6e,SRC421,05-fund-legal-docs,PPM,d097debea98342269dab,106,NARRATIVE,REPURCHASE OF SHARES,Repurchase of Shares Process,VALUATION_DATE_P106,last business day of each such calendar quarter or such other day,,such other day being a “Valuation Date”,8e83a687ad1d8ceada5e,1
7d612660a666c57edd76,SRC421,05-fund-legal-docs,PPM,f668a6e75efb2295b774,108,NARRATIVE,ERISA CONSIDERATIONS,ERISA CONSIDERATIONS,ERISA_PLAN_P108,"Employee benefit plans and other plans subject to ERISA or the Code, including corporate savings and 401(k) plans, IRAs and Keogh Plans",,"each, an “ERISA Plan”",e2a9beae92f67d930b4c,1
c6377643fcef03362b80,SRC421,05-fund-legal-docs,PPM,9415a9043c992129b531,109,NARRATIVE,DISTRIBUTIONS,DISTRIBUTIONS,RETURN_OF_CAPITAL_P109,"a return of your investment rather than a return of earnings or gains derived from the Fund's investment activities, made after deduction of the fees and expenses payable in connection with the offering, including any fees payable to the Adviser",,"A return of capital generally is a return of your investment rather than a return of earnings or gains derived from the Fund’s investment activities and will be made after deduction of the fees and expenses payable in connection with the offering, including any fees payable to the Adviser.",6b0585835f01b743be1f,1
4a88eda9d7866d644cc9,SRC421,05-fund-legal-docs,PPM,4be8c7eb1b11e032841c,112,NARRATIVE,CERTAIN PROVISIONS IN THE DECLARATION OF TRUST,Anti-Takeover and Other Provisions,CLOSED_END_COMPANY_P112,closed-end company as that term is defined by the 1940 Act,,"Upon the adoption of a proposal to convert the Fund from a “closed-end company” to an “open-end company”, as those terms are defined by the 1940 Act, and the necessary amendments to the Declaration of Trust to permit such a conversion of the Fund’s outstanding Shares entitled to vote, the Fund shall, upon complying with any requirements of the 1940 Act and state law, become an “open-end” investment company.",991c793b83a2a50452b8,1
dda3b416718a332b9de1,SRC421,05-fund-legal-docs,PPM,4be8c7eb1b11e032841c,112,NARRATIVE,CERTAIN PROVISIONS IN THE DECLARATION OF TRUST,Anti-Takeover and Other Provisions,OPEN_END_COMPANY_P112,open-end company as that term is defined by the 1940 Act,,"Upon the adoption of a proposal to convert the Fund from a “closed-end company” to an “open-end company”, as those terms are defined by the 1940 Act, and the necessary amendments to the Declaration of Trust to permit such a conversion of the Fund’s outstanding Shares entitled to vote, the Fund shall, upon complying with any requirements of the 1940 Act and state law, become an “open-end” investment company.",73be0012f9b6a5e210de,1
4ab477519ecb29c2b9d3,SRC421,05-fund-legal-docs,PPM,4be8c7eb1b11e032841c,112,NARRATIVE,CERTAIN PROVISIONS IN THE DECLARATION OF TRUST,Anti-Takeover and Other Provisions,REDEEMABLE_SECURITY_P112,redeemable security as that term is defined in the 1940 Act,,"The Declaration of Trust requires the affirmative vote of not less than seventy-five percent (75%) of the Shares of the Fund to approve, adopt or authorize an amendment to the Declaration of Trust that makes the Shares a “redeemable security” as that term is defined in the 1940 Act",43efc12a6dcde1c6fe38,1
abd9151e4614b022b7ff,SRC421,05-fund-legal-docs,PPM,78204f636308980a6c7f,113,NARRATIVE,CERTAIN PROVISIONS IN THE DECLARATION OF TRUST,"Derivative Actions, Direct Actions and Exclusive Jurisdiction",DSTA_P113,Delaware Statutory Trust Act,,the Delaware Statutory Trust Act (the “DSTA”),f0c850b17a3c9ef4f930,1
32f205fc16fd78f0b247,SRC421,05-fund-legal-docs,PPM,b9817e341a558f4c4b2d,115,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,CFCS_P115,controlled foreign corporations,,controlled foreign corporations (“CFCs”),195c56331868bd9acfb3,1
09ad7b0d3e7f275a0a39,SRC421,05-fund-legal-docs,PPM,b9817e341a558f4c4b2d,115,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,PFICS_P115,passive foreign investment companies,,passive foreign investment companies (“PFICs”),74ae8dcffb5ee4548167,1
5ae7e3303aa0051dae63,SRC421,05-fund-legal-docs,PPM,b9817e341a558f4c4b2d,115,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,REITS_P115,real estate investment trusts,,real estate investment trusts (“REITs”),5f2de4ef5b4e38f05f2b,1
77942fb2d9f21e5ae90c,SRC421,05-fund-legal-docs,PPM,b9817e341a558f4c4b2d,115,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,US_SHAREHOLDER_P115,"a beneficial owner of the Fund’s Shares that is for U.S. federal income tax purposes: an individual who is a citizen or resident of the United States; a corporation, or other entity treated as a corporation for U.S. federal income tax purposes, created or organized in or under the laws of the United States or any state thereof or the District of Columbia; a trust, if a court within the United States has primary supervision over its administration and one or more U.S. persons (as defined in the Code) have the authority to control all of its substantial decisions, or if the trust has a valid election in effect under applicable U.S. Treasury regulations to be treated as a domestic trust for U.S. federal income tax purposes; or an estate, the income of which is subject to U.S. federal income taxation regardless of its source",,a “U.S. Shareholder” is a beneficial owner of the Fund’s Shares,d9fa0e255199868d0ed3,1
795f84b2b79a116dcb66,SRC421,05-fund-legal-docs,PPM,7fce0f0a1e0944e1c7f7,116,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,ANNUAL_DISTRIBUTION_REQUIREMENT_P116,"the Fund must distribute to its Shareholders, for each taxable year, at least 90% of its investment company taxable income",,the “Annual Distribution Requirement”,5c8d13a8af9774c72c8b,1
056b4784ca81eaf557c2,SRC421,05-fund-legal-docs,PPM,7fce0f0a1e0944e1c7f7,116,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,EXCISE_TAX_DISTRIBUTION_REQUIREMENTS_P116,"98% of its ordinary income for the calendar year, 98.2% of its net capital gain income (both long-term and short-term) for the one-year period ending October 31 in that calendar year and any income realized, but not distributed, in the preceding years, less certain over-distributions in prior years",,"together, the “Excise Tax Distribution Requirements”",6f29f6696ec2df953f05,1
e35a908387bde11b8df1,SRC421,05-fund-legal-docs,PPM,7fce0f0a1e0944e1c7f7,116,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,INVESTMENT_COMPANY_TAXABLE_INCOME_P116,"the Fund’s net ordinary taxable income and realized net short-term capital gains in excess of realized net long-term capital losses, determined without regard to the dividends paid deduction",,investment company taxable income (which generally is the Fund’s net ordinary taxable income,dd304072e1ad1e865b1e,1
c6d145a21efe9e21aa3a,SRC421,05-fund-legal-docs,PPM,5b61a9dd331cf2e99a29,117,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,DIVERSIFICATION_TESTS_P117,"at least 50% of the value of its assets consists of cash, cash equivalents, U.S. government securities, securities of other RICs and other securities that do not represent more than 5% of the value of the Fund’s assets or more than 10% of the outstanding voting securities of any issuer, and no more than 25% of the value of its assets is invested in the securities of one issuer, certain controlled issuers, or one or more QPTPs",,"collectively, the “Diversification Tests”",ed02c5d6f9d231316719,1
46847bbe448fa72fbfc3,SRC421,05-fund-legal-docs,PPM,5b61a9dd331cf2e99a29,117,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,GROSS_INCOME_TEST_P117,"derive in each taxable year at least 90% of its gross income from dividends, interest, payments with respect to certain securities loans, gains from the sale of stock, securities, or foreign currencies, or net income derived from an interest in a qualified publicly traded partnership",,"collectively, the “90% Gross Income Test”",4b60cc2c9a4ec4177292,1
681d55fd1fb0c12fde24,SRC421,05-fund-legal-docs,PPM,5b61a9dd331cf2e99a29,117,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,OID_P117,original issue discount,,original issue discount (“OID”),2ef88be94acab00abc05,1
efb0f5b3262ff717bdf2,SRC421,05-fund-legal-docs,PPM,5b61a9dd331cf2e99a29,117,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,QPTP_P117,qualified publicly traded partnership,,qualified publicly traded partnership (“QPTP”),014818c062085d6b24eb,1
64816206ff57f41988aa,SRC421,05-fund-legal-docs,PPM,942e2a211b289c3328ba,118,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Qualification and Taxation as a Regulated Investment Company,CONTROLLED_GROUP_P118,"one or more chains of corporations connected through stock ownership with the Fund if at least 20% of the total combined voting power of all classes of voting stock of each of the corporations is owned directly by one or more of the other corporations, and the Fund directly owns at least 20% or more of the combined voting stock of at least one of the other corporations",,A controlled group is one or more chains of corporations connected through stock ownership with the Fund,95e4a6555c30c040cdec,1
9e1f56b0f9b5ddfa7608,SRC421,05-fund-legal-docs,PPM,a1962fe08baede90918b,120,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,"Non-U.S. Investments, including PFICs and CFCs",CFC_P120,"a foreign corporation if more than 50% of the shares of the corporation, measured by reference to combined voting power or value, is owned, directly, indirectly or by attribution, by U.S. shareholders",,a foreign corporation will be classified as a CFC if more than 50% of the shares,05fae8af54cf7d0737d5,1
8a5a9ebb78e6b8f88539,SRC421,05-fund-legal-docs,PPM,a1962fe08baede90918b,120,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,"Non-U.S. Investments, including PFICs and CFCs",QEF_P120,qualified electing fund,,a “qualified electing fund” under the Code (a “QEF”),8a45c8faf3c1c9f97c64,1
75d36d324e6029cac1c3,SRC421,05-fund-legal-docs,PPM,a1962fe08baede90918b,120,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,"Non-U.S. Investments, including PFICs and CFCs",US_SHAREHOLDER_P120,any U.S. person that possesses (actually or constructively) 10% or more of the combined value or voting power of all classes of shares of a corporation,,"A “U.S. shareholder,” for this purpose, is any U.S. person",0325ffb31514076cd506,1
e0e29ea52601f3dce08f,SRC421,05-fund-legal-docs,PPM,8f8206b591edbfaeea28,121,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Taxation of U.S. Shareholders,NET_CAPITAL_GAINS_P121,the Fund's realized net long-term capital gains in excess of realized net short-term capital losses,,Distributions of the Fund’s net capital gains (which generally are the Fund’s realized net long-term capital gains in excess of realized net short-term capital losses) that are properly reported by the Fund as “capital gain dividends” will be taxable to a U.S. Shareholder as long-term capital gains,744eb9d6399758373273,1
352187ddf9676797d575,SRC421,05-fund-legal-docs,PPM,7a63a78acff224dad9a4,125,NARRATIVE,MATERIAL U.S. FEDERAL INCOME TAX CONSIDERATIONS,Taxation of Non-U.S. Shareholders,NON_US_SHAREHOLDER_P125,"a beneficial owner of Shares that is not a U.S. Shareholder or an entity treated as a partnership for U.S. federal income tax purposes. This includes nonresident alien individuals, foreign trusts or estates and foreign corporations",,A “Non-U.S. Shareholder” generally is a beneficial owner of Shares,3046e85575f5cf167adc,1
