entity_level,entity_id,strategy,dimension,supported_fields,required_fields,coverage,supported_field_names,missing_field_names,status,population
fund,FUND_SYNTH_000597,secondaries,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000597,secondaries,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000597,secondaries,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000597,secondaries,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000598,fund_of_funds,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000598,fund_of_funds,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000598,fund_of_funds,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000598,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000599,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000599,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000599,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000599,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000600,growth,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000600,growth,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000600,growth,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000600,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000601,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000601,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000601,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000601,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000602,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000602,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000602,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000602,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000603,fund_of_funds,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000603,fund_of_funds,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000603,fund_of_funds,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000603,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000604,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000604,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000604,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000604,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000605,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000605,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000605,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000605,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000606,growth,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000606,growth,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000606,growth,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000606,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000607,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000607,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000607,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000607,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000608,growth,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000608,growth,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000608,growth,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000608,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000609,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000609,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000609,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000609,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000610,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000610,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000610,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000610,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000611,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000611,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000611,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000611,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000612,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000612,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000612,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000612,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000613,infrastructure,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000613,infrastructure,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000613,infrastructure,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000613,infrastructure,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000614,venture,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000614,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000614,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000614,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000615,growth,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000615,growth,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000615,growth,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000615,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000616,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000616,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000616,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000616,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000617,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000617,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000617,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000617,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000618,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000618,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000618,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000618,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000619,growth,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000619,growth,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000619,growth,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000619,growth,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000620,buyout,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000620,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000620,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000620,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000621,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000621,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000621,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000621,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000622,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000622,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000622,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000622,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000623,secondaries,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000623,secondaries,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000623,secondaries,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000623,secondaries,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000624,private_credit,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000624,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000624,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000624,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000625,fund_of_funds,track_record,3,5,0.6,"[""tvpi"",""dpi"",""xirr""]","[""ks_pme"",""direct_alpha""]",PARTIAL,fixture
fund,FUND_SYNTH_000625,fund_of_funds,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000625,fund_of_funds,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000625,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000626,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000626,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000626,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000626,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000627,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000627,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000627,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000627,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000628,venture,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000628,venture,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000628,venture,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000628,venture,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000629,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000629,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000629,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000629,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000630,fund_of_funds,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000630,fund_of_funds,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000630,fund_of_funds,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000630,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000631,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000631,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000631,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000631,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000632,private_credit,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000632,private_credit,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000632,private_credit,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000632,private_credit,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000633,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000633,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000633,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000633,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000634,buyout,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000634,buyout,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000634,buyout,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000634,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000635,fund_of_funds,track_record,0,5,0.0,[],"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",UNKNOWN,fixture
fund,FUND_SYNTH_000635,fund_of_funds,realization,0,3,0.0,[],"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",UNKNOWN,fixture
fund,FUND_SYNTH_000635,fund_of_funds,portfolio,0,5,0.0,[],"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",UNKNOWN,fixture
fund,FUND_SYNTH_000635,fund_of_funds,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000636,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000636,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000636,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000636,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000637,real_estate,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000637,real_estate,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000637,real_estate,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000637,real_estate,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000638,secondaries,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000638,secondaries,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000638,secondaries,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000638,secondaries,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000639,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000639,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000639,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000639,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000640,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000640,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000640,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000640,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000641,buyout,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000641,buyout,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000641,buyout,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
fund,FUND_SYNTH_000641,buyout,terms,2,2,1.0,"[""management_fee_rate"",""waterfall_type""]",[],READY,fixture
fund,FUND_SYNTH_000642,growth,track_record,5,5,1.0,"[""tvpi"",""dpi"",""xirr"",""ks_pme"",""direct_alpha""]",[],READY,fixture
fund,FUND_SYNTH_000642,growth,realization,3,3,1.0,"[""realized_share"",""nav_reliance"",""distribution_recency_months""]",[],READY,fixture
fund,FUND_SYNTH_000642,growth,portfolio,5,5,1.0,"[""company_hhi"",""top_company_share"",""top3_company_share"",""sector_hhi"",""top_sector_share""]",[],READY,fixture
